prototype_id,window,start,end,max_drawdown,calmar,win_loss_ratio,win_loss_ratio_status,return,sharpe,closed_trades,exposure
P-A00-NO-FILTER,2021,2021-01-04,2021-12-31,-0.006524575902566276,7.899025126619433,,NO_LOSSES,0.049652209598673336,1.6112935830483714,2,0.0411522633744856
P-A00-NO-FILTER,2022,2022-01-04,2022-12-30,-0.03474194087188909,1.5467559505731976,6.364513985325096,VALID,0.051550846625930236,0.9937934507826136,3,0.06198347107438017
P-A00-NO-FILTER,2023,2023-01-03,2023-12-29,-0.03636613898387009,-0.1999547171138961,0.7769462729207983,VALID,-0.0069840362714082005,-0.09693453897648828,11,0.22727272727272727
P-A00-NO-FILTER,2024,2024-01-02,2024-12-31,-0.02285601118359737,2.0628616912485724,2.9259347327787317,VALID,0.045236125073543354,1.085480540091714,3,0.06198347107438017
P-A00-NO-FILTER,2025,2025-01-02,2025-12-31,-0.02528307556562659,2.573204894934893,4.447681903027117,VALID,0.06266371659079795,1.2123164068992354,4,0.0823045267489712
P-A00-NO-FILTER,2026YTD,2026-01-05,2026-09-08,-0.025892460492831337,6.129734002193633,,NO_LOSSES,0.10190223092637796,1.7079660537715378,2,0.0783132530120482
P-A00-NO-FILTER,2021_2026YTD,2021-01-04,2026-09-08,-0.0363661389838702,1.5177090960302675,2.11364814844673,VALID,0.3414832610103573,1.000697147096774,25,0.09288824383164006
P-A10-TOP-DIVERGENCE,2021,2021-01-04,2021-12-31,-0.006524575902566276,7.899025126619433,,NO_LOSSES,0.049652209598673336,1.6112935830483714,2,0.0411522633744856
P-A10-TOP-DIVERGENCE,2022,2022-01-04,2022-12-30,-0.03474194087188909,1.5467559505731976,6.364513985325096,VALID,0.051550846625930236,0.9937934507826136,3,0.06198347107438017
P-A10-TOP-DIVERGENCE,2023,2023-01-03,2023-12-29,-0.03636613898387009,-0.1999547171138961,0.7769462729207983,VALID,-0.0069840362714082005,-0.09693453897648828,11,0.22727272727272727
P-A10-TOP-DIVERGENCE,2024,2024-01-02,2024-12-31,-0.02285601118359737,2.0628616912485724,2.9259347327787317,VALID,0.045236125073543354,1.085480540091714,3,0.06198347107438017
P-A10-TOP-DIVERGENCE,2025,2025-01-02,2025-12-31,-0.02528307556562659,2.461748471546994,3.9038021363173994,VALID,0.05995237865086578,1.168646825243252,4,0.07818930041152264
P-A10-TOP-DIVERGENCE,2026YTD,2026-01-05,2026-09-08,-0.025892460492831337,6.129734002193633,,NO_LOSSES,0.10190223092637796,1.7079660537715378,2,0.0783132530120482
P-A10-TOP-DIVERGENCE,2021_2026YTD,2021-01-04,2026-09-08,-0.0363661389838702,1.504156356055197,2.0669023138851244,VALID,0.33806052773681516,0.9930816136387196,25,0.09216255442670537
P-A01-STRUCTURE-PRESSURE,2021,2021-01-04,2021-12-31,-0.006586559373640721,6.864318510324393,,NO_LOSSES,0.043562856678594164,1.4431984304233476,2,0.02880658436213992
P-A01-STRUCTURE-PRESSURE,2022,2022-01-04,2022-12-30,-0.03474194087188909,1.5467559505731976,6.364513985325096,VALID,0.051550846625930236,0.9937934507826136,3,0.06198347107438017
P-A01-STRUCTURE-PRESSURE,2023,2023-01-03,2023-12-29,-0.03679574543686903,0.4629748227096656,1.0581185643743558,VALID,0.016353994426172802,0.36348389391095165,9,0.1859504132231405
P-A01-STRUCTURE-PRESSURE,2024,2024-01-02,2024-12-31,-0.02285601118359737,2.0628616912485724,2.9259347327787317,VALID,0.045236125073543354,1.085480540091714,3,0.06198347107438017
P-A01-STRUCTURE-PRESSURE,2025,2025-01-02,2025-12-31,-0.02528307556562659,2.573204894934893,4.447681903027117,VALID,0.06266371659079795,1.2123164068992354,4,0.0823045267489712
P-A01-STRUCTURE-PRESSURE,2026YTD,2026-01-05,2026-09-08,-0.025892460492831337,6.129734002193633,,NO_LOSSES,0.10190223092637796,1.7079660537715378,2,0.0783132530120482
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2021-01-04,2026-09-08,-0.036795745436869365,1.5914483374239203,2.547867555571352,VALID,0.36504577346119826,1.0860618814026946,23,0.08345428156748912
P-A11-BOTH-FILTERS,2021,2021-01-04,2021-12-31,-0.006586559373640721,6.864318510324393,,NO_LOSSES,0.043562856678594164,1.4431984304233476,2,0.02880658436213992
P-A11-BOTH-FILTERS,2022,2022-01-04,2022-12-30,-0.03474194087188909,1.5467559505731976,6.364513985325096,VALID,0.051550846625930236,0.9937934507826136,3,0.06198347107438017
P-A11-BOTH-FILTERS,2023,2023-01-03,2023-12-29,-0.03679574543686903,0.4629748227096656,1.0581185643743558,VALID,0.016353994426172802,0.36348389391095165,9,0.1859504132231405
P-A11-BOTH-FILTERS,2024,2024-01-02,2024-12-31,-0.02285601118359737,2.0628616912485724,2.9259347327787317,VALID,0.045236125073543354,1.085480540091714,3,0.06198347107438017
P-A11-BOTH-FILTERS,2025,2025-01-02,2025-12-31,-0.02528307556562659,2.461748471546994,3.9038021363173994,VALID,0.05995237865086578,1.168646825243252,4,0.07818930041152264
P-A11-BOTH-FILTERS,2026YTD,2026-01-05,2026-09-08,-0.025892460492831337,6.129734002193633,,NO_LOSSES,0.10190223092637796,1.7079660537715378,2,0.0783132530120482
P-A11-BOTH-FILTERS,2021_2026YTD,2021-01-04,2026-09-08,-0.036795745436869365,1.578011112780779,2.4751861627413665,VALID,0.36156292151326164,1.0783413444005823,23,0.08272859216255443
