date,open,high,low,close,volume,amount
2021-01-08,1.419,1.462,1.396,1.409,1334204282.0,1913457333.0
2021-01-15,1.409,1.508,1.404,1.479,1246046562.0,1810791410.0
2021-01-22,1.48,1.524,1.465,1.517,1094270171.0,1642465836.0
2021-01-29,1.509,1.543,1.431,1.452,1047799326.0,1562061535.0
2021-02-05,1.452,1.474,1.398,1.402,834391826.0,1201080063.0
2021-02-10,1.402,1.469,1.397,1.467,501411447.0,719498313.0
2021-02-19,1.48,1.491,1.434,1.455,336726638.0,491356399.0
2021-02-26,1.455,1.464,1.354,1.356,1170088079.0,1637964696.0
2021-03-05,1.361,1.401,1.339,1.361,972028571.0,1332142011.0
2021-03-12,1.363,1.366,1.255,1.288,986632107.0,1278966401.0
2021-03-19,1.282,1.283,1.237,1.255,746505819.0,938083121.0
2021-03-26,1.253,1.283,1.239,1.281,623393606.0,786713821.0
2021-04-02,1.285,1.327,1.261,1.324,710892306.0,917133935.0
2021-04-09,1.327,1.335,1.294,1.295,449024031.0,590919812.0
2021-04-16,1.295,1.306,1.265,1.3,585680975.0,750555136.0
2021-04-23,1.3,1.343,1.294,1.336,658619437.0,870980155.0
2021-04-30,1.337,1.363,1.322,1.349,701924834.0,944496102.0
2021-05-07,1.346,1.348,1.293,1.295,272446775.0,361208981.0
2021-05-14,1.295,1.327,1.266,1.327,627975196.0,811453959.0
2021-05-21,1.326,1.367,1.326,1.34,698189271.0,944985628.0
2021-05-28,1.339,1.443,1.33,1.414,949358726.0,1324065177.0
2021-06-04,1.422,1.495,1.421,1.46,1185276351.0,1735185665.0
2021-06-11,1.466,1.488,1.44,1.47,869801592.0,1275784285.0
2021-06-18,1.469,1.534,1.438,1.529,893623515.0,1329890293.0
2021-06-25,1.525,1.587,1.516,1.573,1047138008.0,1628712398.0
2021-07-02,1.571,1.64,1.562,1.571,1064266029.0,1706446083.0
2021-07-09,1.57,1.653,1.547,1.627,1021822589.0,1642285294.0
2021-07-16,1.635,1.66,1.561,1.565,829714974.0,1336905281.0
2021-07-23,1.546,1.63,1.539,1.607,841314446.0,1332505652.0
2021-07-30,1.598,1.665,1.515,1.632,1151497534.0,1838994031.0
2021-08-06,1.622,1.68,1.596,1.63,860406580.0,1403850954.0
2021-08-13,1.61,1.643,1.587,1.596,722570726.0,1166268470.0
2021-08-20,1.592,1.604,1.54,1.568,668693223.0,1049824756.0
2021-08-27,1.569,1.625,1.511,1.523,838588019.0,1317345011.0
2021-09-03,1.525,1.545,1.42,1.443,872579975.0,1279027549.0
2021-09-10,1.436,1.478,1.427,1.465,745377796.0,1085087255.0
2021-09-17,1.465,1.466,1.368,1.394,944009772.0,1333525653.0
2021-09-24,1.383,1.425,1.372,1.413,445657151.0,624926628.0
2021-09-30,1.42,1.432,1.373,1.405,557363521.0,779223282.0
2021-10-08,1.414,1.423,1.398,1.405,126799262.00000001,178492127.0
2021-10-15,1.405,1.412,1.347,1.398,759130037.0,1048485696.0
2021-10-22,1.398,1.416,1.375,1.405,625868397.0,876154871.0
2021-10-29,1.405,1.434,1.388,1.431,614031462.0,864277556.0
2021-11-05,1.433,1.46,1.422,1.435,705418137.0,1018333793.0
2021-11-12,1.431,1.481,1.417,1.478,613276861.0,892148494.0
2021-11-19,1.48,1.483,1.449,1.48,517578211.0,759993960.0
2021-11-26,1.48,1.527,1.479,1.496,683347056.0,1032010338.0
2021-12-03,1.486,1.519,1.464,1.484,599847003.0,895506728.0
2021-12-10,1.482,1.486,1.416,1.485,639426943.0,928631761.0
2021-12-17,1.484,1.491,1.435,1.441,519504731.0,762740162.0
2021-12-24,1.438,1.44,1.392,1.4,481603135.0,679893047.0
2021-12-31,1.398,1.439,1.389,1.436,461567342.0,649853270.0
