date,open,high,low,close,volume,amount
2020-01-02,5.758,5.829,5.723,5.813,235580946.0,1364273246.0
2020-01-03,5.813,5.846,5.8,5.824,154494095.0,899177189.0
2020-01-06,5.808,5.948,5.795,5.89,222249581.99999997,1307521802.0
2020-01-07,5.888,5.968,5.888,5.966,212656331.99999997,1260248672.0
2020-01-08,5.928,5.962,5.865,5.883,252513668.00000003,1493383829.0
2020-01-09,5.928,5.958,5.907,5.957,234513631.99999997,1392247755.0
2020-01-10,5.97,5.98,5.901,5.932,203424198.0,1206982366.0
2020-01-13,5.935,6.035,5.892,6.031,203544158.0,1214042241.0
2020-01-14,6.036,6.055,5.999,6.005,188056821.0,1133293950.0
2020-01-15,5.997,6.008,5.946,5.987,175765410.0,1051323131.0
2020-01-16,5.99,6.015,5.971,5.995,194691753.0,1166818467.0
2020-01-17,6.002,6.019,5.945,5.961,259836027.0,1555189615.0
2020-01-20,5.97,6.063,5.951,6.061,169553372.0,1019522729.0
2020-01-21,6.04,6.044,5.964,5.99,294904487.0,1769694739.0
2020-01-22,5.96,6.074,5.885,6.036,273195453.0,1629372732.0
2020-01-23,5.977,6.013,5.764,5.811,413019100.0,2437769704.0
2020-02-03,5.345,5.383,5.3,5.339,658579876.0,3514496248.0
2020-02-04,5.339,5.448,5.284,5.429,538783507.0,2888335988.0
2020-02-05,5.432,5.6,5.42,5.546,315353183.0,1740890473.0
2020-02-06,5.56,5.738,5.507,5.711,294271997.0,1663316614.0
2020-02-07,5.705,5.769,5.664,5.766,225738702.0,1290381152.0
2020-02-10,5.746,5.824,5.721,5.822,279428915.0,1613834079.0
2020-02-11,5.82,5.837,5.761,5.796,207675711.0,1203818558.0
2020-02-12,5.786,5.915,5.775,5.914,192313456.0,1125374751.0
2020-02-13,5.905,5.925,5.845,5.861,205385234.0,1207034639.0
2020-02-14,5.84,5.925,5.822,5.868,212284489.0,1247143624.0
2020-02-17,5.894,6.07,5.894,6.067,392756054.0,2350608365.0
2020-02-18,6.07,6.12,6.029,6.116,406552117.0,2472829238.0
2020-02-19,6.114,6.135,6.056,6.067,272591808.0,1661627541.0
2020-02-20,6.069,6.195,6.041,6.181,269701609.0,1650190834.0
2020-02-21,6.165,6.312,6.162,6.279,300260500.0,1873835181.0
2020-02-24,6.256,6.366,6.218,6.337,306151706.0,1929619663.0
2020-02-25,6.237,6.395,6.114,6.379,309840665.0,1942785465.0
2020-02-26,6.298,6.356,6.201,6.217,285042733.0,1794776126.0
2020-02-27,6.225,6.297,6.166,6.215,255470796.0,1592163916.0
2020-02-28,6.061,6.103,5.898,5.906,545497528.0,3263750655.0
2020-03-02,5.955,6.153,5.955,6.122,381856987.0,2318785971.0
2020-03-03,6.22,6.301,6.11,6.164,384821186.0,2394565855.0
2020-03-04,6.122,6.19,6.061,6.184,185403286.0,1135715329.0
2020-03-05,6.27,6.282,6.199,6.263,142731645.0,891089941.0
2020-03-06,6.191,6.283,6.19,6.227,127934958.0,798692208.0
2020-03-09,6.13,6.16,5.99,5.997,183693381.0,1113141861.0
2020-03-10,5.94,6.135,5.873,6.13,321857462.0,1937136165.0
2020-03-11,6.147,6.166,6.038,6.04,320678902.0,1962834818.0
2020-03-12,5.968,6.012,5.902,5.962,162425397.0,966955105.0
2020-03-13,5.702,5.967,5.66,5.919,360606036.0,2095119617.0
2020-03-16,5.928,5.93,5.615,5.632,269151344.0,1555769826.0
2020-03-17,5.699,5.768,5.482,5.643,367579385.0,2061951657.0
2020-03-18,5.669,5.77,5.543,5.558,274965429.0,1559854848.0
2020-03-19,5.56,5.62,5.427,5.608,366553988.0,2028128816.0
2020-03-20,5.637,5.658,5.555,5.649,218906088.0,1229620295.0
2020-03-23,5.5,5.552,5.395,5.423,355027699.0,1942301572.0
2020-03-24,5.517,5.546,5.375,5.5,312137091.0,1709773486.0
2020-03-25,5.611,5.652,5.574,5.633,278112397.0,1561302530.0
2020-03-26,5.6,5.646,5.577,5.579,181738606.0,1018544987.0
2020-03-27,5.64,5.655,5.551,5.555,148102724.0,830497874.0
2020-03-30,5.5,5.5,5.389,5.448,273437238.0,1487838727.0
2020-03-31,5.495,5.505,5.437,5.448,219647858.0,1201437442.0
2020-04-01,5.435,5.529,5.423,5.428,180707148.0,989224821.0
2020-04-02,5.416,5.593,5.409,5.589,238759529.0,1310764276.0
2020-04-03,5.554,5.576,5.497,5.522,200825900.0,1111978430.0
2020-04-07,5.619,5.703,5.618,5.686,232462227.0,1317190158.0
2020-04-08,5.665,5.724,5.655,5.703,154870671.0,880702252.0
2020-04-09,5.729,5.775,5.721,5.756,150588450.0,865392167.0
2020-04-10,5.75,5.75,5.625,5.652,238116465.0,1352123773.0
2020-04-13,5.611,5.626,5.568,5.594,179363900.0,1003718062.0
2020-04-14,5.618,5.721,5.617,5.714,169009514.0,958503961.0
