date,open,high,low,close,volume,amount
2021-01-04,1.9797589,2.01816,1.9707892999999999,2.0077889,1083075947.1994293,2166750388.0
2021-01-05,2.0044253,2.0299326,1.9979784,2.0254478,722797459.864431,1456005672.0
2021-01-06,2.0262887,2.0417052,2.0075086,2.0232054,500966221.9051017,1011810673.0
2021-01-07,2.0195615,2.037781,2.0086298,2.0316144,380978544.4166964,770041141.0
2021-01-08,2.0318947,2.0487127,2.0128343,2.0366598,482104998.21619695,978921048.0
2021-01-11,2.0344174,2.037781,1.992933,2.0052662,543253738.8512309,1097831062.0
2021-01-12,1.9993798999999999,2.0318947,1.9988193,2.0299326,634356075.6332501,1276902984.0
2021-01-13,2.0296523,2.0316144,2.0061071,2.0170388,529140046.3788798,1069436575.0
2021-01-14,2.0131146,2.0243266,1.99013,2.0027435,520958291.1166607,1046389690.0
2021-01-15,2.0007813999999997,2.004145,1.9727514,1.9954557,773583371.3877988,1539131370.0
2021-01-18,1.9881678999999999,2.0254478,1.9870467,2.0195615,531413449.8751338,1070863591.0
2021-01-19,2.0195615,2.0265690000000003,2.0038647,2.0086298,403679628.96896183,813418668.0
2021-01-20,2.0077889,2.0299326,2.0033041,2.0268493,362950160.54227614,733517442.0
2021-01-21,2.029372,2.063008,2.029372,2.0554399,473558840.5280057,971918012.0
2021-01-22,2.0512354,2.0618868,2.037781,2.0582428999999998,589749072.4224045,1207996584.0
2021-01-25,2.0574019999999997,2.0820684,2.0467505999999998,2.0616065,305081698.1805209,630068768.0
2021-01-26,2.0512354,2.0537581,2.0251675,2.0302129,405703531.93007493,825442203.0
2021-01-27,2.0260084,2.0363795,2.0142358,2.0352583,458831662.50445944,930201815.0
2021-01-28,2.0159176,2.0237659999999997,1.9909709,1.9968571999999998,847899054.5843738,1698244322.0
2021-01-29,2.0010617,2.0075086,1.9424789999999998,1.9688272,990241765.9650375,1961670726.0
2021-02-01,1.9682666,1.9848043,1.9668651000000001,1.9825619,372730681.41277206,737297029.0
2021-02-02,1.9831225,2.0024631999999998,1.9741529,2.0013419999999997,759421723.1537639,1515037410.0
2021-02-03,2.0013419999999997,2.0103116,1.9892891000000001,1.9895694,650435322.8683554,1299407113.0
2021-02-04,1.981721,1.9887285,1.9430396,1.9679863,1256806428.8262577,2467159048.0
2021-02-05,1.9674257,1.978918,1.936873,1.9385548000000001,685535783.0895469,1339515167.0
2021-02-08,1.9393957,1.9707892999999999,1.9312669999999998,1.9618197,736146275.4191937,1439539688.0
2021-02-09,1.9606985,2.0063874,1.9606985,2.0016222999999997,966712044.238316,1925031643.0
2021-02-10,2.004145,2.0290917,1.9912512,2.0243266,1141672069.211559,2293422494.0
2021-02-18,2.063008,2.07422,2.0349779999999997,2.0543187,462576749.9108098,950397868.0
2021-02-19,2.0509551,2.0862729,2.0330159,2.0837502,669752197.64538,1377639325.0
2021-02-22,2.0907576999999997,2.116265,2.0635686,2.0644095,740392793.4356047,1551576349.0
2021-02-23,2.0543187,2.0812275,2.0526369,2.0588035,832290695.6831965,1718795033.0
2021-02-24,2.0531975,2.071417,2.0142358,2.0324553,1231017399.2151268,2511099464.0
2021-02-25,2.0447885,2.0512354,2.0103116,2.0223645,613193135.9257938,1242338554.0
2021-02-26,1.9909709,2.0047056,1.9707892999999999,1.9777968,873930396.0042812,1734641685.0
2021-03-01,1.984524,2.0136752,1.984524,2.0128343,650030324.6521584,1301581223.0
2021-03-02,2.0190009,2.020963,1.9848043,1.9971375,988483303.6032822,1977737069.0
