date,open,high,low,close,volume,amount
2026-01-05,2.286,2.337,2.286,2.328,241678258.0,561476622.0
2026-01-06,2.315,2.332,2.277,2.33,162137080.0,374519471.0
2026-01-07,2.341,2.38,2.327,2.351,135971258.0,320135061.0
2026-01-08,2.337,2.351,2.304,2.325,93588699.0,217807325.0
2026-01-09,2.305,2.337,2.269,2.332,152577379.0,352160833.0
2026-01-12,2.331,2.382,2.294,2.381,153932740.0,359828698.0
2026-01-13,2.365,2.383,2.294,2.301,188127378.0,441122554.0
2026-01-14,2.302,2.355,2.3,2.333,143365061.0,333539318.0
2026-01-15,2.302,2.372,2.296,2.372,130246878.0,303599003.0
2026-01-16,2.392,2.417,2.367,2.406,173447925.0,415207280.0
2026-01-19,2.369,2.4,2.363,2.367,110054082.0,261241325.0
2026-01-20,2.353,2.375,2.28,2.305,122165037.00000001,283229383.0
2026-01-21,2.272,2.352,2.272,2.338,116185312.00000001,270994136.0
2026-01-22,2.349,2.385,2.331,2.384,170584005.0,402716728.0
2026-01-23,2.383,2.385,2.344,2.358,93404962.0,220154833.0
2026-01-26,2.351,2.36,2.319,2.332,85409500.0,199838537.0
2026-01-27,2.323,2.396,2.308,2.381,129803345.0,307124377.0
2026-01-28,2.401,2.429,2.372,2.387,114370432.0,274955940.0
2026-01-29,2.382,2.403,2.336,2.34,127464772.0,301778866.0
2026-01-30,2.321,2.401,2.292,2.385,137334300.0,324180343.0
2026-02-02,2.38,2.431,2.317,2.328,168653883.0,401760174.0
2026-02-03,2.36,2.397,2.305,2.375,99743851.0,235323640.0
2026-02-04,2.347,2.347,2.264,2.307,113094683.0,259400519.0
2026-02-05,2.267,2.296,2.244,2.263,206352838.0,466981487.0
2026-02-06,2.239,2.295,2.208,2.249,95580757.0,214994330.0
2026-02-09,2.302,2.36,2.289,2.348,133335822.0,309563198.0
2026-02-10,2.351,2.379,2.343,2.348,123275900.0,290633161.0
2026-02-11,2.342,2.366,2.3,2.303,109594765.99999999,254642312.0
2026-02-12,2.306,2.349,2.306,2.345,85737110.0,200011550.0
2026-02-13,2.326,2.352,2.316,2.322,79249627.0,184726635.0
2026-02-24,2.352,2.422,2.345,2.385,137212361.0,327317365.0
2026-02-25,2.389,2.403,2.357,2.402,91425595.0,217816838.0
2026-02-26,2.408,2.478,2.398,2.463,144609281.0,353579962.0
2026-02-27,2.406,2.426,2.391,2.424,97881638.0,235832054.0
2026-03-02,2.376,2.46,2.375,2.444,106307378.0,258145638.0
2026-03-03,2.459,2.484,2.355,2.366,151933827.0,368377574.0
2026-03-04,2.32,2.387,2.318,2.348,115641517.0,272345769.0
2026-03-05,2.391,2.455,2.363,2.396,136113186.0,327098845.0
2026-03-06,2.375,2.414,2.339,2.384,97809957.0,231758836.0
2026-03-09,2.32,2.335,2.232,2.329,163252205.0,371063812.0
2026-03-10,2.369,2.442,2.366,2.441,218594262.0,528213993.0
2026-03-11,2.449,2.496,2.442,2.451,131228962.00000001,323552933.0
2026-03-12,2.446,2.491,2.388,2.424,111901087.00000001,273018037.0
2026-03-13,2.396,2.434,2.39,2.403,98338178.0,237223592.0
2026-03-16,2.39,2.442,2.359,2.439,145044338.0,347285478.0
2026-03-17,2.45,2.46,2.334,2.339,210769486.0,502452427.0
2026-03-18,2.355,2.438,2.355,2.435,151960411.0,363278687.0
2026-03-19,2.387,2.451,2.382,2.41,173043894.0,418451918.0
2026-03-20,2.455,2.513,2.426,2.442,272000849.0,673600317.0
2026-03-23,2.35,2.402,2.298,2.314,242859963.0,569278675.0
2026-03-24,2.342,2.345,2.257,2.342,170110048.0,391324473.0
2026-03-25,2.393,2.46,2.393,2.433,220574925.0,535084376.00000006
2026-03-26,2.408,2.431,2.356,2.366,154053439.0,368505668.0
2026-03-27,2.304,2.379,2.286,2.352,201501854.0,468812250.0
2026-03-30,2.295,2.366,2.295,2.353,146541628.0,341350679.0
2026-03-31,2.323,2.367,2.291,2.308,148091273.0,344046643.0
2026-04-01,2.375,2.396,2.338,2.387,182258898.0,431634248.0
2026-04-02,2.386,2.4,2.31,2.321,151685970.0,355365775.0
2026-04-03,2.36,2.411,2.36,2.365,152471287.0,363173900.0
2026-04-07,2.365,2.401,2.341,2.373,162462325.0,385740701.0
