date,open,high,low,close,volume,amount
2024-10-18,0.995,1.016,0.956,0.995,4061463313.0,3990462239.0
2024-10-25,1.005,1.025,0.991,1.014,3993425235.0,4024529588.0
2024-11-01,1.015,1.024,0.994,1.002,5240260715.0,5279088209.0
2024-11-08,1.001,1.083,0.999,1.062,5939741988.0,6172919857.0
2024-11-15,1.056,1.082,1.018,1.02,9446258862.0,9939884064.0
2024-11-22,1.025,1.033,0.992,0.995,10572653685.0,10750218223.0
2024-11-29,0.996,1.015,0.976,1.007,9832527876.0,9762119710.0
2024-12-06,1.006,1.027,1.001,1.02,8566522426.0,8662766173.0
2024-12-13,1.019,1.06,1.011,1.011,10862597721.0,11139363382.0
2024-12-20,1.012,1.017,0.999,1.011,11500631530.0,11598584181.0
2024-12-27,1.009,1.027,1.006,1.018,16033603744.0,16296000623.0
