candidate_id,period,max_drawdown,calmar,win_loss_ratio,win_loss_ratio_status,strategy_return,sharpe,trade_count,t1_fill_rate,final_fill_rate,range_to_range_count,range_to_range_return,range_to_range_short_loss_count,range_to_trend_count,range_to_trend_return,pareto_layer
850,full_2021_2026,-0.20273501581892484,1.1769345720966742,6.656102957477925,VALID,2.2142199424752813,0.9697396757257638,126,0.9365079365079365,1.0,26,-0.22213140993686864,22,5,0.6810286655627575,1
850,rolling_2021_2023,-0.1654301838910932,0.32384240432582934,2.987818028944548,VALID,0.16272222005000003,0.4102875189967292,60,0.9333333333333333,1.0,9,-0.11318224243209607,7,2,0.20317899779218185,2
850,rolling_2022_2024,-0.20273329434813647,0.7490590335084862,6.535117713356748,VALID,0.5036002483999988,0.673598913043436,59,0.9333333333333333,1.0,11,-0.14854064495084585,9,2,0.10285045748748534,1
850,rolling_2023_2025,-0.20273372872594364,1.2865519582020122,8.935468532539078,VALID,0.9533633284188401,0.9692723285224952,73,0.9459459459459459,1.0,18,-0.05249208902821734,15,2,0.10285045748748556,1
850,rolling_2024_2026,-0.18246842794131224,2.6581226649896514,11.310499029050247,VALID,1.7643940831150409,1.364824204886649,66,0.9393939393939394,1.0,17,-0.1228540662103631,15,3,0.397155924968291,1
885,full_2021_2026,-0.1828884108152341,1.3509023386951124,5.363755515815763,VALID,2.335824457423408,0.9986926534814575,118,0.9661016949152542,1.0,21,-0.14738157604159574,16,5,0.665015519473446,2
885,rolling_2021_2023,-0.17525747832874872,0.45586276542975224,2.9690294820809107,VALID,0.2486295977500006,0.5657525493716316,58,1.0,1.0,8,-0.05666054499334505,5,2,0.19154283727194832,2
885,rolling_2022_2024,-0.18231232709367662,0.8633837512343994,5.623059022273565,VALID,0.5245818685000003,0.690375262062081,59,0.9666666666666667,1.0,11,-0.11636432377190209,8,2,0.092184592328032,2
885,rolling_2023_2025,-0.18231334681355094,1.4929177113511183,7.4609683844023955,VALID,1.004601379099885,1.0019244713544775,67,0.9411764705882353,1.0,14,0.022107599927194244,10,2,0.09218459232803222,1
885,rolling_2024_2026,-0.18288838427663967,2.544902780484464,7.688659307701316,VALID,1.671589635894425,1.3282488257185368,60,0.9333333333333333,1.0,13,-0.09617008020470341,11,3,0.39736102420414743,3
891,full_2021_2026,-0.1828884108152341,1.3509023386951124,5.363755515815763,VALID,2.335824457423408,0.9986999616530176,118,0.9661016949152542,1.0,21,-0.14738157604159574,16,5,0.665015519473446,2
891,rolling_2021_2023,-0.17525747832874872,0.45586276542975224,2.9690294820809107,VALID,0.2486295977500006,0.5657717833722297,58,1.0,1.0,8,-0.05666054499334505,5,2,0.19154283727194832,2
891,rolling_2022_2024,-0.18231232709367662,0.8633837512343994,5.623059022273565,VALID,0.5245818685000003,0.6903829655305987,59,0.9666666666666667,1.0,11,-0.11636432377190209,8,2,0.092184592328032,2
891,rolling_2023_2025,-0.18231334681355094,1.4929177113511183,7.4609683844023955,VALID,1.004601379099885,1.0019355890436774,67,0.9411764705882353,1.0,14,0.022107599927194244,10,2,0.09218459232803222,1
