hypothesis_id,information_family,horizon_sessions,paths,identifiable,median_confirmation_ic,median_residual_ic,stable_paths,best_global_qvalue
H01-RISK-APPETITE,GLOBAL_RISK_APPETITE,1,4,4,-0.09308466945865174,-0.09755502379781225,0,0.9789933896100879
H01-RISK-APPETITE,GLOBAL_RISK_APPETITE,3,4,4,0.09795446717884532,0.10557685108471972,4,0.3871868269676842
H01-RISK-APPETITE,GLOBAL_RISK_APPETITE,5,4,4,0.08153868927535035,0.09165149393519088,4,0.7732185388091783
H01-RISK-APPETITE,INTEREST_RATE,1,7,7,-0.0043078656348497545,-0.0021290422213943285,0,0.9369996961497469
H01-RISK-APPETITE,INTEREST_RATE,3,7,7,-0.017352427576042516,-0.014333533457083351,2,0.9369996961497469
H01-RISK-APPETITE,INTEREST_RATE,5,7,7,-0.02792669006433504,-0.01713149069154122,0,0.9369996961497469
H01-RISK-APPETITE,MARKET_RISK_APPETITE,1,9,9,0.04591728896276965,0.015026315633440389,5,0.9369996961497469
H01-RISK-APPETITE,MARKET_RISK_APPETITE,3,9,9,0.03307936231340219,-0.017506404038937797,2,0.7732185388091783
H01-RISK-APPETITE,MARKET_RISK_APPETITE,5,9,9,0.020408137006185604,-0.04255457403643886,3,0.7703576872768773
H02-EARNINGS-EXPECTATION,FUNDAMENTAL_EXPECTATION,1,3,3,-0.00129127493664414,-0.005302818752076378,0,0.9369996961497469
H02-EARNINGS-EXPECTATION,FUNDAMENTAL_EXPECTATION,3,3,3,-0.016546045702184754,-0.015410692067539861,0,0.9369996961497469
H02-EARNINGS-EXPECTATION,FUNDAMENTAL_EXPECTATION,5,3,3,-0.018568159460070063,-0.014909216801339577,0,0.9369996961497469
H03-BREADTH-DISPERSION,FUND_FLOW,1,2,2,-0.040000410012505275,-0.027975214485114617,0,0.9369996961497469
H03-BREADTH-DISPERSION,FUND_FLOW,3,2,2,0.00027993044587388844,0.017759681403781365,0,0.9369996961497469
H03-BREADTH-DISPERSION,FUND_FLOW,5,2,2,-0.010938011105376982,0.00301944513048414,0,0.9369996961497469
H03-BREADTH-DISPERSION,MARKET_BREADTH,1,4,4,0.0471403881681131,0.03126615782180896,0,0.9369996961497469
H03-BREADTH-DISPERSION,MARKET_BREADTH,3,4,4,-0.012937145006951025,-0.03176741004131062,0,0.9369996961497469
H03-BREADTH-DISPERSION,MARKET_BREADTH,5,4,4,-0.005658504344223641,-0.014527345556250324,0,0.9369996961497469
H04-ETF-DERIVATIVE-MICROSTRUCTURE,DERIVATIVE_POSITIONING,1,2,0,-0.0043379655229199236,0.0014021315175472143,0,
H04-ETF-DERIVATIVE-MICROSTRUCTURE,DERIVATIVE_POSITIONING,3,2,0,-0.052738436119346165,-0.07914998069903043,0,
H04-ETF-DERIVATIVE-MICROSTRUCTURE,DERIVATIVE_POSITIONING,5,2,0,-0.042607512423915736,-0.06932875472378815,0,
H04-ETF-DERIVATIVE-MICROSTRUCTURE,ETF_PRIMARY_MARKET,1,4,4,-0.01648208734040653,-0.010065275820684056,0,0.9369996961497469
H04-ETF-DERIVATIVE-MICROSTRUCTURE,ETF_PRIMARY_MARKET,3,4,4,-0.03937571318314485,-0.02829249650598714,1,0.9369996961497469
H04-ETF-DERIVATIVE-MICROSTRUCTURE,ETF_PRIMARY_MARKET,5,4,4,0.06955379835706686,0.08938368273582749,2,0.9369996961497469
H05-PRICE-LIQUIDITY-STATE,POSITION_VALUATION,1,1,1,0.07769891058029259,0.06103665440367886,1,0.9369996961497469
H05-PRICE-LIQUIDITY-STATE,POSITION_VALUATION,3,1,1,0.0662462981207565,0.039816382952841164,1,0.7856542179923427
H05-PRICE-LIQUIDITY-STATE,POSITION_VALUATION,5,1,1,0.04994710448232735,0.02510266484163149,1,0.7732185388091783
H05-PRICE-LIQUIDITY-STATE,TREND_MOMENTUM,1,2,2,0.007853204557596846,0.02143444575734272,0,0.9369996961497469
H05-PRICE-LIQUIDITY-STATE,TREND_MOMENTUM,3,2,2,-0.016273670829139726,0.012082492084818784,0,0.9369996961497469
H05-PRICE-LIQUIDITY-STATE,TREND_MOMENTUM,5,2,2,-0.00802760313973549,0.060071995606235495,0,0.9369996961497469
H05-PRICE-LIQUIDITY-STATE,TSFRESH_PROPOSAL,1,60,54,-0.006126450301183266,-0.007865297828452786,1,0.9369996961497469
H05-PRICE-LIQUIDITY-STATE,TSFRESH_PROPOSAL,3,60,54,-0.002379630373275671,0.001323443318766264,2,0.9369996961497469
H05-PRICE-LIQUIDITY-STATE,TSFRESH_PROPOSAL,5,60,54,-0.012790300361162318,-0.01406348715797779,8,0.7856542179923427
H05-PRICE-LIQUIDITY-STATE,VOLATILITY_RISK,1,2,2,-0.006116406813720305,-0.0044917759376284505,0,0.9369996961497469
H05-PRICE-LIQUIDITY-STATE,VOLATILITY_RISK,3,2,2,0.037101928330239384,0.045447988174485726,1,0.9369996961497469
H05-PRICE-LIQUIDITY-STATE,VOLATILITY_RISK,5,2,2,0.016297113111371168,0.013684866942394297,1,0.9369996961497469
H05-PRICE-LIQUIDITY-STATE,VOLUME_LIQUIDITY,1,1,1,-0.02700234829976104,-0.018059534385652744,0,0.9369996961497469
H05-PRICE-LIQUIDITY-STATE,VOLUME_LIQUIDITY,3,1,1,0.02571502540838672,0.03771515581435652,0,0.9369996961497469
H05-PRICE-LIQUIDITY-STATE,VOLUME_LIQUIDITY,5,1,1,0.04874847745037101,0.06406276742858795,1,0.9369996961497469
