period,baseline_strategy_return,baseline_annualized_return,baseline_max_drawdown,baseline_calmar,baseline_win_loss_ratio,baseline_closed_trade_count,baseline_winning_trade_count,baseline_losing_trade_count,baseline_has_wins_and_losses,baseline_sharpe,baseline_exposure,baseline_trade_count,baseline_start,baseline_end,challenger_strategy_return,challenger_annualized_return,challenger_max_drawdown,challenger_calmar,challenger_win_loss_ratio,challenger_closed_trade_count,challenger_winning_trade_count,challenger_losing_trade_count,challenger_has_wins_and_losses,challenger_sharpe,challenger_exposure,challenger_trade_count,challenger_start,challenger_end
2026_TEST,0.5936496144702248,1.0930208801692447,-0.12086776859504111,9.043112923109664,3.665597294397283,5,4,1,True,2.817529778040827,0.5471698113207547,11,2026-01-05,2026-08-28,0.7246336159421534,1.3721501360064114,-0.12086776859504123,11.352490014138525,19.6579772525972,6,5,1,True,3.229548774655465,0.5723270440251572,13,2026-01-05,2026-08-28
2026Q1,0.06616147404458794,0.3341462296018298,-0.08487871516881784,3.936749383367035,2.8264348948834463,2,1,1,True,1.7611564234671915,0.44642857142857145,4,2026-01-05,2026-03-31,0.1132474295097099,0.6205508186933071,-0.039979086344358095,15.521885951775387,9.440078789316033,3,2,1,True,3.2843983838827313,0.44642857142857145,6,2026-01-05,2026-03-31
2026H1,0.7053995976410983,2.188763713199211,-0.12086776859504111,18.108745934844787,4.618281743191085,3,2,1,True,4.493102010336107,0.5948275862068966,7,2026-01-05,2026-06-30,0.8455684662426859,2.785688125281383,-0.12086776859504123,23.047402609165648,21.72811428911582,4,3,1,True,5.065547422634485,0.6293103448275862,9,2026-01-05,2026-06-30
2026M1_M8,0.5936496144702248,1.0930208801692447,-0.12086776859504111,9.043112923109664,3.665597294397283,5,4,1,True,2.817529778040827,0.5471698113207547,11,2026-01-05,2026-08-28,0.7246336159421534,1.3721501360064114,-0.12086776859504123,11.352490014138525,19.6579772525972,6,5,1,True,3.229548774655465,0.5723270440251572,13,2026-01-05,2026-08-28
