path_id,feature,group,family,horizon_sessions,orientation,discovery_observations,confirmation_observations,etf_bridge_observations,discovery_sge_ic,confirmation_sge_ic,confirmation_etf_ic,positive_confirmation_years,annual_etf_ics,etf_top_minus_bottom_return,hac_coefficient,hac_one_sided_pvalue,bootstrap_positive_probability,identifiable,global_bh_qvalue,positive_horizon_count,evidence_label
rut_minus_spx_return_20:H60,rut_minus_spx_return_20,GLOBAL_RISK_CONFIRMATION,RELATIVE_RISK_APPETITE,60,-1,2357,2721,2720,0.030028949069289393,0.15223292468557892,0.15462325032161553,8,"{""2013"": 0.1545822102425876, ""2014"": -0.023671352616372845, ""2015"": -0.025346858376540472, ""2016"": 0.241297201383365, ""2017"": 0.09655415109001857, ""2018"": 0.4441300829394561, ""2019"": 0.3450891953624194, ""2020"": 0.38010389959036034, ""2021"": 0.20750391813481728, ""2022"": 0.058104158401667605, ""2023"": -0.6251641324524423, ""2024"": -0.07047063864390378}",0.01700943281989146,0.007273813514085911,0.04602985986815673,0.994,True,0.11274012665394968,3,NOMINAL_SUPPORT
gold_silver_ratio_distance_120:H60,gold_silver_ratio_distance_120,SAFE_HAVEN_DEMAND,PRECIOUS_METAL_PREFERENCE,60,1,2258,2721,2720,0.14687988457590767,0.2709045594622671,0.2700930514769021,11,"{""2013"": 0.6958843043748704, ""2014"": 0.5181045948967352, ""2015"": 0.016568986813581595, ""2016"": 0.3996920394087464, ""2017"": 0.02876599875057681, ""2018"": 0.33941508549125987, ""2019"": 0.6699874849757753, ""2020"": 0.8839472895763777, ""2021"": 0.06255049250578311, ""2022"": -0.2222502276692868, ""2023"": 0.05123154085809688, ""2024"": 0.6833361367370967}",0.04806763352169195,0.019600601754495153,4.328865534276281e-07,0.998,True,8.72688265852986e-06,3,FDR_SUPPORTED
gold_minus_silver_return_60:H60,gold_minus_silver_return_60,SAFE_HAVEN_DEMAND,PRECIOUS_METAL_PREFERENCE,60,1,2317,2721,2720,0.12526630765591162,0.2583959209561096,0.25969090441816994,10,"{""2013"": 0.6494401824590504, ""2014"": 0.6195252511240403, ""2015"": 0.009228902938119583, ""2016"": 0.23079366351259603, ""2017"": 0.019811345108355468, ""2018"": 0.3047272494625175, ""2019"": 0.7324056519997191, ""2020"": 0.696012680207597, ""2021"": -0.08307198495971471, ""2022"": -0.21188706917781713, ""2023"": 0.09360506443368258, ""2024"": 0.4838240285210668}",0.03800341302585389,0.018186866607928856,6.233487613235614e-07,0.998,True,8.72688265852986e-06,3,FDR_SUPPORTED
gold_minus_silver_return_20:H60,gold_minus_silver_return_20,SAFE_HAVEN_DEMAND,PRECIOUS_METAL_PREFERENCE,60,1,2357,2721,2720,0.06571673336674036,0.17058040303591507,0.17021598581528954,10,"{""2013"": 0.4400165871863985, ""2014"": 0.16732409077185456, ""2015"": 0.20598866749866562, ""2016"": -0.06900985465631965, ""2017"": 0.15318529379883944, ""2018"": 0.3178314687342672, ""2019"": 0.5759529798561804, ""2020"": 0.46610551326009775, ""2021"": 0.1864078774163225, ""2022"": -0.38532251665807027, ""2023"": 0.3246095220193045, ""2024"": 0.6475175942615486}",0.02942289055943109,0.013353504102737414,0.00014373793513776422,0.998,True,0.0012073986551572194,3,FDR_SUPPORTED
