parameter,normalized_minimum,normalized_q10,normalized_median,normalized_q90,normalized_maximum,lower_boundary_share,upper_boundary_share,dependency_side
risk_context_total,0.16588598856840767,0.4232578079069786,0.465107616729254,0.6272678707011226,0.9878056961907746,0.0,0.004604051565377533,NONE
opportunity_share_nonrisk,0.02015576662313038,0.24959386863569202,0.24959386863569202,0.37990592470322804,0.8035965033235029,0.0009208103130755065,0.0,NONE
opp_spx_fraction,0.03232689337421424,0.25166580076824296,0.4445791260123113,0.4445791260123113,0.6423972140563166,0.001841620626151013,0.0,NONE
confirm_share_fraction,0.00327532567521438,0.29539299300140764,0.5363648695201135,0.620660427482747,0.990463873496763,0.004604051565377533,0.001841620626151013,NONE
risk_shibor_fraction,0.0034451656786625984,0.8516251061756042,0.8991112710794344,0.9694856224627637,0.9966895356461603,0.0009208103130755065,0.12246777163904236,NONE
entry_quantile,0.513873848795159,0.9620065152942432,0.9987907999139293,0.9987907999139293,0.9987907999139293,0.0,0.9337016574585635,UPPER
exit_quantile,0.11659886960494112,0.4978707778074183,0.5596652233063856,0.6760158933013761,0.9611660857811704,0.0,0.0027624309392265192,NONE
confirmation_gate_quantile,0.1587329295379749,0.534110757671036,0.7147072153204174,0.9453907350270441,0.9764980136315954,0.0,0.007366482504604052,NONE
