date,open,high,low,close,volume,amount
2023-01-06,0.987,1.028,0.98,1.014,2394950010.0,2417181264.0
2023-01-13,1.015,1.023,0.991,1.0,1559548682.0,1569800015.0
2023-01-20,0.999,1.059,0.997,1.054,1765862508.0,1823885372.0
2023-02-03,1.068,1.074,1.035,1.061,1892307237.0,1991896535.0
2023-02-10,1.054,1.064,1.029,1.05,1904334468.0,1996248208.0
2023-02-17,1.045,1.057,1.009,1.011,1703255666.0,1766681129.0
2023-02-24,1.01,1.026,1.004,1.015,1903523098.0,1933480473.0
2023-03-03,1.012,1.025,1.004,1.024,1756729672.0,1783757160.0
2023-03-10,1.024,1.035,1.011,1.016,1812799168.0,1853043833.0
2023-03-17,1.016,1.046,1.01,1.037,2317087168.0,2379937289.0
2023-03-24,1.037,1.088,1.033,1.086,2563525877.0,2724000077.0
2023-03-31,1.083,1.106,1.057,1.104,2642251449.0,2856822934.0
2023-04-07,1.107,1.189,1.107,1.185,3040456295.0,3524452626.0
2023-04-14,1.185,1.195,1.118,1.16,2407469146.0,2770081522.0
2023-04-21,1.159,1.191,1.136,1.142,2128989989.0,2476339257.0
2023-04-28,1.136,1.142,1.083,1.112,2425062409.0,2678371066.0
2023-05-05,1.104,1.109,1.07,1.072,973685991.0,1056740747.0
2023-05-12,1.076,1.087,1.035,1.036,2392176767.0,2536787048.0
2023-05-19,1.036,1.071,1.029,1.065,1861588126.0,1958203315.0
2023-05-26,1.065,1.07,1.029,1.066,2517508322.0,2637826458.0
2023-06-02,1.068,1.092,1.046,1.078,2888095459.0,3089612908.0
2023-06-09,1.084,1.092,1.025,1.056,3472223879.0,3645205798.0
2023-06-16,1.053,1.078,1.043,1.075,2811505092.0,2975807401.0
2023-06-21,1.073,1.082,1.042,1.042,2254931482.0,2407982004.0
2023-06-30,1.036,1.052,1.019,1.03,3258837254.0,3362156174.0
2023-07-07,1.03,1.045,1.013,1.017,2512516619.0,2585450086.0
2023-07-14,1.017,1.026,1.007,1.015,2201258182.0,2241241633.0
2023-07-21,1.015,1.015,0.977,0.979,2659078217.0,2651908188.0
2023-07-28,0.977,0.992,0.971,0.986,2850593831.0,2798968716.0
2023-08-04,0.987,1.001,0.982,1.0,3195869314.0,3174659911.0
2023-08-11,0.998,1.001,0.962,0.962,2586214336.0,2544200856.0
2023-08-18,0.952,0.957,0.917,0.93,3593884364.0,3370638639.0
2023-08-25,0.924,0.93,0.886,0.892,4088314696.0,3719079117.0
2023-09-01,0.955,0.974,0.897,0.959,8406960317.0,7944460869.0
2023-09-08,0.962,0.971,0.913,0.923,5127406460.0,4839049499.0
2023-09-15,0.924,0.938,0.898,0.907,3408734022.0,3118034585.0
2023-09-22,0.902,0.91,0.88,0.904,3334140848.0,2980367190.0
2023-09-28,0.901,0.911,0.894,0.909,2465527710.0,2222563899.0
2023-10-13,0.908,0.923,0.901,0.913,2819022857.0,2570203160.0
2023-10-20,0.912,0.913,0.881,0.884,3135509453.0,2804665268.0
2023-10-27,0.88,0.887,0.856,0.884,4150089765.0,3610571629.0
2023-11-03,0.88,0.904,0.879,0.897,3357934133.0,2996032752.0
2023-11-10,0.903,0.927,0.902,0.911,3794174225.0,3465007309.0
2023-11-17,0.915,0.94,0.905,0.912,3005750407.0,2758029987.0
2023-11-24,0.912,0.919,0.884,0.886,3057965176.0,2753058105.0
2023-12-01,0.883,0.895,0.878,0.89,2594573079.0,2299125544.0
2023-12-08,0.89,0.895,0.862,0.886,2985175867.0,2615888143.0
2023-12-15,0.882,0.902,0.867,0.87,3219469050.0,2850795561.0
2023-12-22,0.867,0.872,0.851,0.864,3060590090.0,2641770427.0
2023-12-29,0.863,0.875,0.842,0.872,3072649146.0,2636560545.0
