date,open,high,low,close,volume,amount
2025-01-03,1.003,1.005,0.958,0.961,7417708410.0,7261672897.0
2025-01-10,0.962,0.971,0.947,0.953,17175764384.0,16488337942.0
2025-01-17,0.945,0.984,0.944,0.976,17076663548.0,16484281696.0
2025-01-24,0.981,0.991,0.967,0.982,14893525100.0,14572690062.0
2025-01-27,0.987,0.987,0.976,0.977,2641493010.0,2590064806.0
2025-02-07,0.981,1.011,0.969,1.004,8910527401.0,8782042937.0
2025-02-14,1.006,1.02,0.998,1.017,16596742119.0,16729720099.0
2025-02-21,1.02,1.033,1.006,1.031,16794631874.0,17099672394.0
2025-02-28,1.033,1.035,1.002,1.006,16404835561.0,16775630548.0
2025-03-07,1.007,1.029,0.996,1.022,15637711726.0,15824244447.0
2025-03-14,1.02,1.038,1.008,1.035,13110501715.0,13361786023.0
2025-03-21,1.037,1.041,1.008,1.012,14788752380.0,15257573472.0
2025-03-28,1.012,1.02,1.004,1.009,16037462619.0,16237741164.0
2025-04-03,1.006,1.011,0.989,0.993,13067163911.0,13064831976.0
2025-04-11,0.957,0.963,0.894,0.958,13942125882.0,13035543313.0
2025-04-18,0.962,0.967,0.949,0.963,14475546625.0,13876789118.0
2025-04-25,0.962,0.974,0.959,0.968,14331373986.0,13877858001.0
2025-04-30,0.97,0.971,0.962,0.967,8047380195.0,7780804185.0
2025-05-09,0.971,0.995,0.97,0.987,9809745208.0,9656952878.0
2025-05-16,0.99,1.014,0.99,0.996,11451821317.0,11442246000.0
2025-05-23,0.996,1.007,0.988,0.995,10593847088.0,10588654377.0
2025-05-30,0.995,0.997,0.981,0.987,10216498810.0,10081433213.0
2025-06-06,0.986,0.998,0.982,0.995,8029874545.0,7956848538.0
2025-06-13,0.995,1.005,0.987,0.994,10083903641.0,10055699499.0
2025-06-20,0.992,0.998,0.984,0.987,9887732236.0,9802263081.0
2025-06-27,0.983,1.022,0.982,1.01,11172334540.0,11237346041.0
2025-07-04,1.01,1.035,1.01,1.026,14191411616.0,14471342202.0
2025-07-11,1.025,1.05,1.019,1.038,12750092654.0,13160803621.0
2025-07-18,1.031,1.046,1.022,1.044,14066137337.0,14519433539.0
2025-07-25,1.044,1.071,1.044,1.067,17139089558.0,18163304171.0
2025-08-01,1.068,1.083,1.044,1.05,18859116214.0,20091339852.0
2025-08-08,1.045,1.069,1.045,1.063,17720142252.0,18769656267.0
2025-08-15,1.062,1.096,1.062,1.095,18529305717.0,20013458830.0
2025-08-22,1.095,1.142,1.089,1.141,20003151877.0,22188764633.0
2025-08-29,1.148,1.184,1.138,1.181,18318884738.0,21295233650.0
2025-09-05,1.189,1.192,1.126,1.168,16109900544.0,18765095318.0
2025-09-12,1.168,1.201,1.158,1.192,16905383309.0,19864633526.0
2025-09-19,1.192,1.213,1.179,1.192,15742717651.0,18844551158.0
2025-09-26,1.194,1.227,1.176,1.207,17585427054.0,21161912722.0
2025-09-30,1.207,1.235,1.202,1.232,8743651247.0,10677014058.0
2025-10-10,1.234,1.257,1.218,1.223,6936182183.0,8603345253.0
2025-10-17,1.19,1.229,1.18,1.183,16841210029.0,20326853601.0
2025-10-24,1.192,1.226,1.184,1.226,15365631591.0,18492942385.0
2025-10-31,1.237,1.254,1.226,1.227,14042983711.0,17431035428.0
2025-11-07,1.229,1.241,1.199,1.235,15219456064.0,18600743713.0
2025-11-14,1.234,1.243,1.215,1.222,14727500373.0,18125130884.0
2025-11-21,1.22,1.223,1.169,1.171,16271769918.0,19598947156.0
2025-11-28,1.171,1.203,1.162,1.194,14925891608.0,17710532861.0
2025-12-05,1.196,1.214,1.19,1.212,17679107496.0,21223651444.0
2025-12-12,1.213,1.227,1.201,1.214,24086576815.0,29235126070.0
2025-12-19,1.213,1.219,1.185,1.214,30742178206.0,37061669787.0
2025-12-26,1.217,1.252,1.217,1.247,42216279731.0,52121066229.0
2025-12-31,1.246,1.25,1.234,1.243,25495945640.0,31707175085.0
