datetime,open,high,low,close,volume,amount
2024-01-02 09:35:00,1.7737564,1.7737564,1.7695821,1.7705454,19546219.246340703,34637845.0
2024-01-02 09:40:00,1.7705454,1.7711876,1.7676555,1.7705454,20484602.927436937,36250590.0
2024-01-02 09:45:00,1.7702243,1.7727931,1.7702243,1.7715087,35346044.84584241,62618136.0
2024-01-02 09:50:00,1.7715087,1.7724719999999998,1.7699032,1.7711876,33542510.12145749,59423388.0
2024-01-02 09:55:00,1.7711876,1.7718298,1.7689399000000001,1.7689399000000001,20008962.939894114,35428490.0
2024-01-02 10:00:00,1.769261,1.7705454,1.7679766000000001,1.7705454,15318819.68234195,27100748.0
2024-01-02 10:05:00,1.7702243,1.7743985999999998,1.7702243,1.7740775000000002,38627966.365618184,68480980.0
2024-01-02 10:10:00,1.7743985999999998,1.7756830000000001,1.7737564,1.7740775000000002,29120535.658673313,51679510.0
2024-01-02 10:15:00,1.7743985999999998,1.7743985999999998,1.7724719999999998,1.7740775000000002,22945070.071628775,40692530.0
2024-01-02 10:20:00,1.7737564,1.7743985999999998,1.7731142,1.7743985999999998,15153360.32388664,26880758.0
2024-01-02 10:25:00,1.7740775000000002,1.7743985999999998,1.7718298,1.7731142,20798364.995328557,36881440.0
2024-01-02 10:30:00,1.7727931,1.7743985999999998,1.7724719999999998,1.7734352999999998,10573431.952662721,18750624.0
2024-01-02 10:35:00,1.7734352999999998,1.7740775000000002,1.7718298,1.7740775000000002,10714783.556524448,18998208.0
2024-01-02 10:40:00,1.7740775000000002,1.7743985999999998,1.7734352999999998,1.7737564,13104328.869511057,23247600.0
2024-01-02 10:45:00,1.7737564,1.7750407999999998,1.7731142,1.7750407999999998,18244076.61164746,32367418.0
2024-01-02 10:50:00,1.7747197000000001,1.7747197000000001,1.7731142,1.7734352999999998,11030208.657739023,19565494.0
2024-01-02 10:55:00,1.7734352999999998,1.7734352999999998,1.7715087,1.7715087,9333288.695110558,16538062.0
2024-01-02 11:00:00,1.7715087,1.7715087,1.7702243,1.7711876,9478676.424789784,16787904.0
2024-01-02 11:05:00,1.7715087,1.7727931,1.7711876,1.7724719999999998,6152600.436001246,10902471.0
2024-01-02 11:10:00,1.7724719999999998,1.7743985999999998,1.7718298,1.7740775000000002,5163061.351603862,9155286.0
2024-01-02 11:15:00,1.7740775000000002,1.7747197000000001,1.7731142,1.7737564,9612005.605730303,17049808.0
2024-01-02 11:20:00,1.7740775000000002,1.7756830000000001,1.7740775000000002,1.7743985999999998,13268293.366552476,23549248.0
2024-01-02 11:25:00,1.7747197000000001,1.7750407999999998,1.7727931,1.7737564,10963547.181563376,19440672.0
2024-01-02 11:30:00,1.7737564,1.7740775000000002,1.7715087,1.7715087,11066023.045780132,19621880.0
2024-01-02 13:05:00,1.7715087,1.7731142,1.7715087,1.7731142,16611700.4048583,29437504.0
2024-01-02 13:10:00,1.7737564,1.7747197000000001,1.7734352999999998,1.7740775000000002,6666770.476487076,11830036.0
2024-01-02 13:15:00,1.7734352999999998,1.7737564,1.7724719999999998,1.7727931,20443192.151977576,36249944.0
2024-01-02 13:20:00,1.7731142,1.7731142,1.7715087,1.7727931,18475792.58797882,32750740.0
2024-01-02 13:25:00,1.7724719999999998,1.7737564,1.7724719999999998,1.7737564,7221722.204920585,12803448.0
2024-01-02 13:30:00,1.7731142,1.7750407999999998,1.7731142,1.7743985999999998,15301744.004982872,27153904.0
2024-01-02 13:35:00,1.7740775000000002,1.7740775000000002,1.7721509,1.7724719999999998,18149797.5708502,32181944.0
2024-01-02 13:40:00,1.7724719999999998,1.7734352999999998,1.7724719999999998,1.7734352999999998,10821161.631890377,19185460.0
2024-01-02 13:45:00,1.7737564,1.7737564,1.7731142,1.7737564,13629919.02834008,24174632.0
2024-01-02 13:50:00,1.7740775000000002,1.7740775000000002,1.7727931,1.7731142,8939747.742136406,15852839.0
2024-01-02 13:55:00,1.7727931,1.7734352999999998,1.7724719999999998,1.7727931,9767673.621924635,17316134.0
2024-01-02 14:00:00,1.7731142,1.7737564,1.7724719999999998,1.7731142,9709043.911554033,17215500.0
2024-01-02 14:05:00,1.7731142,1.7737564,1.7711876,1.7711876,10589180.940516973,18771572.0
2024-01-02 14:10:00,1.7711876,1.7731142,1.7711876,1.7727931,13498614.13889754,23919676.0
2024-01-02 14:15:00,1.7727931,1.7737564,1.7727931,1.7727931,8539663.656181876,15143822.0
2024-01-02 14:20:00,1.7724719999999998,1.7727931,1.7705454,1.7708665,8805979.445655558,15600325.0
2024-01-02 14:25:00,1.7708665,1.7715087,1.7699032,1.7702243,26287449.392712552,46546060.0
2024-01-02 14:30:00,1.7702243,1.7708665,1.7686188,1.7699032,34521706.63344753,61097108.0
2024-01-02 14:35:00,1.7699032,1.7711876,1.7699032,1.7702243,18187318.592338834,32201236.0
2024-01-02 14:40:00,1.7702243,1.7711876,1.769261,1.7695821,25770165.05761445,45621012.0
2024-01-02 14:45:00,1.7695821,1.7699032,1.7676555,1.7682977,52569654.31329804,92981200.0
2024-01-02 14:50:00,1.7682977,1.7689399000000001,1.7666921999999998,1.7679766000000001,44390725.63064466,78472800.0
2024-01-02 14:55:00,1.7676555,1.7679766000000001,1.7666921999999998,1.7666921999999998,57573217.06633448,101753016.0
2024-01-02 15:00:00,1.7666921999999998,1.7670133000000001,1.7634812,1.7650867,97049454.99844286,171356320.0
2024-01-03 09:35:00,1.762839,1.7679766000000001,1.7615546,1.7679766000000001,28137492.992837124,49641757.0
2024-01-03 09:40:00,1.7686188,1.7702243,1.7673343999999998,1.7679766000000001,9595808.159451885,16975556.0
2024-01-03 09:45:00,1.7676555,1.769261,1.7670133000000001,1.7676555,16311974.46278418,28839108.0
2024-01-03 09:50:00,1.7673343999999998,1.7705454,1.7673343999999998,1.7699032,12435938.9598256,22003000.0
2024-01-03 09:55:00,1.7699032,1.7715087,1.7699032,1.7705454,24955963.874182496,44186256.0
2024-01-03 10:00:00,1.7705454,1.7705454,1.7679766000000001,1.7682977,13776449.704142012,24372188.0
2024-01-03 10:05:00,1.7686188,1.7695821,1.7676555,1.769261,13673382.123948926,24185938.0
2024-01-03 10:10:00,1.7695821,1.7695821,1.7650867,1.7650867,17405792.58797882,30749464.0
2024-01-03 10:15:00,1.7647656,1.7650867,1.7631601,1.7644445,22617253.19215198,39891830.0
2024-01-03 10:20:00,1.7647656,1.7647656,1.7625179,1.7641234,11898785.425101215,20983894.0
2024-01-03 10:25:00,1.7638023,1.7657288999999998,1.7631601,1.7647656,3917159.7633136096,6911434.0
2024-01-03 10:30:00,1.7650867,1.7663711000000002,1.7647656,1.76605,5615777.016505761,9915067.0
2024-01-03 10:35:00,1.7663711000000002,1.7679766000000001,1.7663711000000002,1.7673343999999998,10085409.529741514,17817818.0
2024-01-03 10:40:00,1.7673343999999998,1.7673343999999998,1.7647656,1.7647656,12862036.748676425,22709598.0
2024-01-03 10:45:00,1.7644445,1.7663711000000002,1.7641234,1.76605,16425724.073497353,28988988.0
2024-01-03 10:50:00,1.76605,1.7670133000000001,1.7647656,1.7670133000000001,18685639.987542823,32995808.0
2024-01-03 10:55:00,1.7663711000000002,1.7670133000000001,1.7654078,1.76605,10845104.32886951,19152290.0
2024-01-03 11:00:00,1.76605,1.7682977,1.7650867,1.7676555,15827872.93677982,27965894.0
2024-01-03 11:05:00,1.7676555,1.7676555,1.7644445,1.7647656,10598878.853939584,18717732.0
2024-01-03 11:10:00,1.7647656,1.7650867,1.7634812,1.7634812,12454546.870133914,21973422.0
2024-01-03 11:15:00,1.7631601,1.7638023,1.7621968000000001,1.762839,12364683.899096854,21798516.0
2024-01-03 11:20:00,1.762839,1.7631601,1.7602702000000001,1.7609124,11676658.361881034,20571616.0
2024-01-03 11:25:00,1.7609124,1.7615546,1.7589857999999998,1.7593069000000001,15375272.500778574,27067900.0
2024-01-03 11:30:00,1.7593069000000001,1.7605913,1.7589857999999998,1.7589857999999998,4707038.305823731,8284030.0
2024-01-03 13:05:00,1.7589857999999998,1.7589857999999998,1.756417,1.7567381,5384752.413578325,9463784.0
2024-01-03 13:10:00,1.7570592,1.7580224999999998,1.756417,1.7573803,6381986.919962629,11215367.0
2024-01-03 13:15:00,1.7577014,1.7586647000000002,1.7567381,1.7567381,5078168.794767985,8926999.0
