date,open,high,low,close,volume,amount
2024-01-05,0.872000,0.873000,0.823000,0.827000,2553840179,2163346682
2024-01-12,0.822000,0.825000,0.790000,0.797000,3374842768,2716374414
2024-01-19,0.792000,0.803000,0.759000,0.783000,3482289964,2729253495
2024-01-26,0.783000,0.787000,0.746000,0.764000,4004818191,3079205637
2024-02-02,0.768000,0.773000,0.669000,0.689000,6253964413,4469432772
2024-02-08,0.687000,0.786000,0.651000,0.770000,10638200225,7656584552
2024-02-23,0.780000,0.788000,0.762000,0.782000,5399323828,4183428261
2024-03-01,0.781000,0.838000,0.778000,0.835000,5389428867,4362604932
2024-03-08,0.838000,0.844000,0.810000,0.821000,7778083827,6462215291
2024-03-15,0.817000,0.847000,0.813000,0.828000,3032240125,2517093707
2024-03-22,0.827000,0.845000,0.811000,0.812000,3771492674,3132494105
2024-03-29,0.810000,0.816000,0.768000,0.781000,3515753356,2776329570
2024-04-03,0.784000,0.795000,0.772000,0.775000,1356071968,1065168065
2024-04-12,0.774000,0.774000,0.750000,0.756000,2741929532,2084622245
2024-04-19,0.757000,0.775000,0.746000,0.748000,2962090148,2256195324
2024-04-26,0.741000,0.771000,0.736000,0.771000,2290260048,1725943371
2024-04-30,0.776000,0.798000,0.770000,0.786000,1398033583,1101076346
2024-05-10,0.799000,0.803000,0.777000,0.785000,2888539009,2281100556
2024-05-17,0.780000,0.787000,0.758000,0.772000,2403548324,1856487173
2024-05-24,0.771000,0.778000,0.743000,0.745000,2512215029,1920296419
2024-05-31,0.744000,0.769000,0.736000,0.761000,2346413797,1772122304
2024-06-07,0.761000,0.780000,0.750000,0.757000,2830105348,2172404474
2024-06-14,0.756000,0.786000,0.754000,0.773000,3824851483,2965073621
2024-06-21,0.771000,0.785000,0.763000,0.776000,4089854534,3165127645
2024-06-28,0.772000,0.781000,0.728000,0.731000,3639514749,2713828721
2024-07-05,0.730000,0.732000,0.700000,0.716000,3124024748,2235578389
2024-07-12,0.714000,0.743000,0.705000,0.737000,3048221730,2212089813
2024-07-19,0.734000,0.770000,0.729000,0.769000,4756656086,3561085855
2024-07-26,0.768000,0.775000,0.725000,0.738000,2748732984,2058052971
2024-08-02,0.737000,0.768000,0.717000,0.745000,3618851866,2689152594
2024-08-09,0.741000,0.749000,0.718000,0.725000,2540949107,1854775397
2024-08-16,0.722000,0.733000,0.717000,0.724000,2839346177,2059738620
2024-08-23,0.724000,0.731000,0.694000,0.704000,2921300301,2069605647
2024-08-30,0.704000,0.718000,0.683000,0.711000,3743188834,2613521899
2024-09-06,0.709000,0.712000,0.680000,0.680000,2309686499,1597100858
2024-09-13,0.677000,0.689000,0.665000,0.670000,2145397982,1450555716
2024-09-20,0.672000,0.675000,0.657000,0.664000,1609590865,1068658480
2024-09-27,0.662000,0.763000,0.656000,0.762000,5099662846,3535897939
2024-09-30,0.813000,0.914000,0.793000,0.914000,7368120840,6368815182
2024-10-11,1.097000,1.114000,0.910000,0.922000,37976026279,39563647170
2024-10-18,0.921000,1.058000,0.892000,1.013000,20229358453,19037533419
2024-10-25,1.020000,1.090000,0.991000,1.018000,18147438200,18497268537
2024-11-01,1.017000,1.031000,0.962000,0.964000,12088433960,12032950651
2024-11-08,0.961000,1.097000,0.959000,1.052000,12829329282,13236821075
2024-11-15,1.052000,1.106000,1.011000,1.012000,11188107595,11991711995
2024-11-22,1.014000,1.044000,0.982000,0.996000,7633342088,7737166825
2024-11-29,0.995000,1.049000,0.963000,1.033000,6503490104,6507411276
2024-12-06,1.032000,1.049000,1.015000,1.040000,4954855134,5123604894
2024-12-13,1.038000,1.095000,1.012000,1.015000,6003300244,6228643876
2024-12-20,1.013000,1.049000,0.989000,1.035000,5826042433,5891903982
2024-12-27,1.035000,1.069000,1.016000,1.044000,5171359777,5397498503
