date,open,high,low,close,volume,amount
2021-01-04,7.063,7.2,7.031,7.163,303586188.0,2166750388.0
2021-01-05,7.151,7.242,7.128,7.226,202600128.0,1456005672.0
2021-01-06,7.229,7.284,7.162,7.218,140420832.0,1011810673.0
2021-01-07,7.205,7.27,7.166,7.248,106788286.00000001,770041141.0
2021-01-08,7.249,7.309,7.181,7.266,135134031.0,978921048.0
2021-01-11,7.258,7.27,7.11,7.154,152274023.0,1097831062.0
2021-01-12,7.133,7.249,7.131,7.242,177810008.0,1276902984.0
2021-01-13,7.241,7.248,7.157,7.196,148317955.0,1069436575.0
2021-01-14,7.182,7.222,7.1,7.145,146024609.0,1046389690.0
2021-01-15,7.138,7.15,7.038,7.119,216835419.0,1539131370.0
2021-01-18,7.093,7.226,7.089,7.205,148955190.0,1070863591.0
2021-01-19,7.205,7.23,7.149,7.166,113151400.0,813418668.0
2021-01-20,7.163,7.242,7.147,7.231,101734930.0,733517442.0
2021-01-21,7.24,7.36,7.24,7.333,132738543.0,971918012.0
2021-01-22,7.318,7.356,7.27,7.343,165306665.0,1207996584.0
2021-01-25,7.34,7.428,7.302,7.355,85514400.0,630068768.0
2021-01-26,7.318,7.327,7.225,7.243,113718700.0,825442203.0
2021-01-27,7.228,7.265,7.186,7.261,128610514.99999999,930201815.0
2021-01-28,7.192,7.22,7.103,7.124,237666104.99999997,1698244322.0
2021-01-29,7.139,7.162,6.93,7.024,277564767.0,1961670726.0
2021-02-01,7.022,7.081,7.017,7.073,104476410.0,737297029.0
2021-02-02,7.075,7.144,7.043,7.14,212865909.0,1515037410.0
2021-02-03,7.14,7.172,7.097,7.098,182317021.0,1299407113.0
2021-02-04,7.07,7.095,6.932,7.021,352282842.0,2467159048.0
2021-02-05,7.019,7.06,6.91,6.916,192155680.0,1339515167.0
2021-02-08,6.919,7.031,6.89,6.999,206341801.0,1439539688.0
2021-02-09,6.995,7.158,6.995,7.141,270969386.0,1925031643.0
2021-02-10,7.15,7.239,7.104,7.222,320010681.0,2293422494.0
2021-02-18,7.36,7.4,7.26,7.329,129660262.99999999,950397868.0
2021-02-19,7.317,7.443,7.253,7.434,187731541.0,1377639325.0
2021-02-22,7.459,7.55,7.362,7.365,207532100.0,1551576349.0
2021-02-23,7.329,7.425,7.323,7.345,233291081.99999997,1718795033.0
2021-02-24,7.325,7.39,7.186,7.251,345054177.0,2511099464.0
