mechanism,terminal_equity,cagr,max_drawdown,calmar,static_terminal_equity,incremental_terminal_return_vs_static,static_cagr,static_max_drawdown,static_calmar
CONSTITUENT_MONEYFLOW_BREADTH_CONTINUATION,1.3231854883149499,0.054001527286360984,-0.1901364106677832,0.28401465609191195,1.1785519238865603,0.12272141896932753,0.030896514347893866,-0.21792698905286967,0.14177461214039117
