mechanism,episodes,entry_checkpoint,exit_checkpoint,gross_mean_return,baseline_mean_return,baseline_profit_factor,stress_mean_return,stress_profit_factor,stress_win_rate,stress_cumulative_return,opposite_stress_mean_return,unconditional_baseline_mean_return,positive_years,recent_event_count,recent_stress_mean_return,incremental_terminal_return_vs_static,account_max_drawdown,account_calmar,static_max_drawdown,static_calmar,eligible_for_audit
CONSTITUENT_MONEYFLOW_BREADTH_CONTINUATION,276,OPEN,11:30_CLOSE,0.002178637216974138,0.001938143203323789,1.7310628571398132,0.0009767439882510294,1.3134401498982233,0.4963768115942029,0.2892671288567794,-0.0032597765746779942,0.000572109678429368,6,55,0.0012081751379446307,0.12272141896932753,-0.1901364106677832,0.28401465609191195,-0.21792698905286967,0.14177461214039117,True
