mechanism,terminal_equity,cagr,max_drawdown,calmar,static_terminal_equity,incremental_terminal_return_vs_static,static_cagr,static_max_drawdown,static_calmar
CONSTITUENT_MONEYFLOW_BREADTH_CONTINUATION,1.474571669379896,0.07536979364048291,-0.19892811676585187,0.3788795413430513,1.1465338547486033,0.28611262831241957,0.025650799364967725,-0.26263115626511846,0.09766853152439384
