mechanism,episodes,entry_checkpoint,exit_checkpoint,gross_mean_return,baseline_mean_return,baseline_profit_factor,stress_mean_return,stress_profit_factor,stress_win_rate,stress_cumulative_return,opposite_stress_mean_return,unconditional_baseline_mean_return,positive_years,recent_event_count,recent_stress_mean_return,incremental_terminal_return_vs_static,account_max_drawdown,account_calmar,static_max_drawdown,static_calmar,eligible_for_audit
CONSTITUENT_MONEYFLOW_BREADTH_CONTINUATION,271,OPEN,11:30_CLOSE,0.003130773595191498,0.002890051096228633,2.073176437342894,0.001927738487941643,1.6208926593588617,0.5276752767527675,0.6560756292625851,-0.004188604730704452,0.0011077813455240882,6,51,0.0021899751593906606,0.28611262831241957,-0.19892811676585187,0.3788795413430513,-0.26263115626511846,0.09766853152439384,True
