date,signal_date,target_position,cash_before,quantity_before,cash,quantity,close,equity,factor_score,regime,daily_return,peak_equity,drawdown,in_position
2022-07-19,2022-07-18,0,102228.70540000008,0,102228.70540000008,0,1.094,102228.70540000008,-0.0114030287416011,range,0.0,116917.99700000005,-0.12563755774912877,False
2022-07-20,2022-07-19,0,102228.70540000008,0,102228.70540000008,0,1.113,102228.70540000008,-0.2582924122029603,range,0.0,116917.99700000005,-0.12563755774912877,False
2022-07-21,2022-07-20,0,102228.70540000008,0,102228.70540000008,0,1.13,102228.70540000008,0.1347247204349129,range,0.0,116917.99700000005,-0.12563755774912877,False
2022-07-22,2022-07-21,1,102228.70540000008,0,25.629400000092573,90400,1.118,101092.8294000001,0.2390715336717556,trend,-0.011111125740617789,116917.99700000005,-0.13535270878785188,True
2022-07-25,2022-07-22,1,25.629400000092573,90400,25.629400000092573,90400,1.108,100188.8294000001,0.0611244632411218,trend,-0.00894227617690957,116917.99700000005,-0.14308462366148755,True
2022-07-26,2022-07-25,1,25.629400000092573,90400,25.629400000092573,90400,1.118,101092.8294000001,-0.1096554824494765,trend,0.009022961995002632,116917.99700000005,-0.13535270878785188,True
2022-07-27,2022-07-26,1,25.629400000092573,90400,25.629400000092573,90400,1.13,102177.62940000008,0.3684875848940346,trend,0.010730731412291084,116917.99700000005,-0.12607441093948912,True
2022-07-28,2022-07-27,1,25.629400000092573,90400,25.629400000092573,90400,1.143,103352.82940000008,0.3846645912968195,trend,0.011501539103039748,116917.99700000005,-0.11602292160376271,True
2022-07-29,2022-07-28,1,25.629400000092573,90400,25.629400000092573,90400,1.122,101454.4294000001,0.2552485400745404,trend,-0.018368147355238063,116917.99700000005,-0.1322599428383976,True
2022-08-01,2022-07-29,1,25.629400000092573,90400,25.629400000092573,90400,1.136,102720.02940000009,0.0521145815783723,trend,0.012474566241067242,116917.99700000005,-0.12143526201530763,True
2022-08-02,2022-08-01,1,25.629400000092573,90400,25.629400000092573,90400,1.137,102810.4294000001,0.0934784760466916,trend,0.0008800620534090697,116917.99700000005,-0.12066207052794398,True
2022-08-03,2022-08-02,1,25.629400000092573,90400,25.629400000092573,90400,1.134,102539.22940000008,0.0934784760466916,trend,-0.002637864675624213,116917.99700000005,-0.12298164499003483,True
2022-08-04,2022-08-03,1,25.629400000092573,90400,25.629400000092573,90400,1.148,103804.82940000008,0.2138846456062212,trend,0.01234259324363518,116917.99700000005,-0.11215696416694487,True
2022-08-05,2022-08-04,1,25.629400000092573,90400,25.629400000092573,90400,1.2,108505.62940000008,0.2228945272689707,trend,0.045284983629094944,116917.99700000005,-0.07195100682403899,True
2022-08-08,2022-08-05,1,25.629400000092573,90400,25.629400000092573,90400,1.194,107963.22940000008,0.5140806425190987,trend,-0.0049988189829346386,116917.99700000005,-0.07659015574822037,True
2022-08-09,2022-08-08,1,25.629400000092573,90400,25.629400000092573,90400,1.198,108324.82940000008,0.5140806425190987,trend,0.003349288475433365,116917.99700000005,-0.07349738979876608,True
2022-08-10,2022-08-09,1,25.629400000092573,90400,25.629400000092573,90400,1.193,107872.8294000001,0.5140806425190987,trend,-0.004172635235186184,116917.99700000005,-0.0773633472355838,True
2022-08-11,2022-08-10,1,25.629400000092573,90400,25.629400000092573,90400,1.213,109680.8294000001,0.5140806425190987,trend,0.016760476294691573,116917.99700000005,-0.06189951748831224,True
2022-08-12,2022-08-11,1,25.629400000092573,90400,25.629400000092573,90400,1.185,107149.62940000008,0.5140806425190987,trend,-0.02307787070764089,116917.99700000005,-0.0835488791344926,True
2022-08-15,2022-08-12,1,25.629400000092573,90400,25.629400000092573,90400,1.181,106788.0294000001,0.1815306328006514,trend,-0.003374720024929667,116917.99700000005,-0.08664164508394667,True
2022-08-16,2022-08-15,1,25.629400000092573,90400,25.629400000092573,90400,1.173,106064.82940000008,0.2626178773946106,trend,-0.006772294648224153,116917.99700000005,-0.09282717698285547,True
2022-08-17,2022-08-16,0,25.629400000092573,90400,106011.80980000008,0,1.169,106011.80980000008,-0.0025755874538778,range,-0.000499879180496765,116917.99700000005,-0.09328065379019423,False
2022-08-18,2022-08-17,1,106011.80980000008,0,47.45410000007541,90600,1.183,107227.25410000008,0.2632563145606794,range,0.01146517828808924,116917.99700000005,-0.08288495482863911,True
2022-08-19,2022-08-18,1,47.45410000007541,90600,47.45410000007541,90600,1.146,103875.05410000008,0.0940876414440464,trend,-0.03126257431598256,116917.99700000005,-0.11155633208461446,True
2022-08-22,2022-08-19,1,47.45410000007541,90600,47.45410000007541,90600,1.142,103512.65410000009,-0.1739565552432959,trend,-0.003488806847225412,116917.99700000005,-0.11465594043661176,True
2022-08-23,2022-08-22,0,47.45410000007541,90600,103279.81210000004,0,1.143,103279.81210000004,-0.2552485400745404,trend,-0.0022494061428963708,116917.99700000005,-0.11664743880277051,False
2022-08-24,2022-08-23,0,103279.81210000004,0,103279.81210000004,0,1.104,103279.81210000004,-0.2552485400745404,trend,0.0,116917.99700000005,-0.11664743880277051,False
2022-08-25,2022-08-24,0,103279.81210000004,0,103279.81210000004,0,1.091,103279.81210000004,-0.0554561108569908,range,0.0,116917.99700000005,-0.11664743880277051,False
2022-08-26,2022-08-25,0,103279.81210000004,0,103279.81210000004,0,1.082,103279.81210000004,-0.0554561108569908,range,0.0,116917.99700000005,-0.11664743880277051,False
2022-08-29,2022-08-26,0,103279.81210000004,0,103279.81210000004,0,1.089,103279.81210000004,-0.10108397197351,range,0.0,116917.99700000005,-0.11664743880277051,False
2022-08-30,2022-08-29,0,103279.81210000004,0,103279.81210000004,0,1.085,103279.81210000004,-0.0396220073574095,range,0.0,116917.99700000005,-0.11664743880277051,False
2022-08-31,2022-08-30,0,103279.81210000004,0,103279.81210000004,0,1.062,103279.81210000004,-0.0396220073574095,range,0.0,116917.99700000005,-0.11664743880277051,False
2022-09-01,2022-08-31,0,103279.81210000004,0,103279.81210000004,0,1.062,103279.81210000004,-0.2582924122029603,range,0.0,116917.99700000005,-0.11664743880277051,False
2022-09-02,2022-09-01,0,103279.81210000004,0,103279.81210000004,0,1.067,103279.81210000004,-0.2582924122029603,range,0.0,116917.99700000005,-0.11664743880277051,False
2022-09-05,2022-09-02,0,103279.81210000004,0,103279.81210000004,0,1.057,103279.81210000004,-0.2582924122029603,range,0.0,116917.99700000005,-0.11664743880277051,False
2022-09-06,2022-09-05,0,103279.81210000004,0,103279.81210000004,0,1.069,103279.81210000004,-0.2582924122029603,range,0.0,116917.99700000005,-0.11664743880277051,False
2022-09-07,2022-09-06,0,103279.81210000004,0,103279.81210000004,0,1.085,103279.81210000004,-0.2300734335871519,range,0.0,116917.99700000005,-0.11664743880277051,False
2022-09-08,2022-09-07,0,103279.81210000004,0,103279.81210000004,0,1.075,103279.81210000004,0.1347247204349129,range,0.0,116917.99700000005,-0.11664743880277051,False
2022-09-09,2022-09-08,0,103279.81210000004,0,103279.81210000004,0,1.07,103279.81210000004,-0.0839456844106379,range,0.0,116917.99700000005,-0.11664743880277051,False
2022-09-13,2022-09-09,0,103279.81210000004,0,103279.81210000004,0,1.061,103279.81210000004,-0.2582924122029603,range,0.0,116917.99700000005,-0.11664743880277051,False
2022-09-14,2022-09-13,0,103279.81210000004,0,103279.81210000004,0,1.061,103279.81210000004,-0.0396220073574095,range,0.0,116917.99700000005,-0.11664743880277051,False
2022-09-15,2022-09-14,0,103279.81210000004,0,103279.81210000004,0,1.029,103279.81210000004,-0.2582924122029603,range,0.0,116917.99700000005,-0.11664743880277051,False
2022-09-16,2022-09-15,0,103279.81210000004,0,103279.81210000004,0,1.024,103279.81210000004,-0.0554561108569908,range,0.0,116917.99700000005,-0.11664743880277051,False
2022-09-19,2022-09-16,0,103279.81210000004,0,103279.81210000004,0,1.008,103279.81210000004,0.16321429398856,range,0.0,116917.99700000005,-0.11664743880277051,False
2022-09-20,2022-09-19,0,103279.81210000004,0,103279.81210000004,0,1.014,103279.81210000004,-0.1261432792219253,range,0.0,116917.99700000005,-0.11664743880277051,False
2022-09-21,2022-09-20,0,103279.81210000004,0,103279.81210000004,0,1.0,103279.81210000004,-0.2552485400745404,trend,0.0,116917.99700000005,-0.11664743880277051,False
2022-09-22,2022-09-21,0,103279.81210000004,0,103279.81210000004,0,1.005,103279.81210000004,-0.0934784760466916,trend,0.0,116917.99700000005,-0.11664743880277051,False
2022-09-23,2022-09-22,0,103279.81210000004,0,103279.81210000004,0,0.99,103279.81210000004,-0.2552485400745404,trend,0.0,116917.99700000005,-0.11664743880277051,False
2022-09-26,2022-09-23,0,103279.81210000004,0,103279.81210000004,0,0.99,103279.81210000004,-0.2552485400745404,trend,0.0,116917.99700000005,-0.11664743880277051,False
2022-09-27,2022-09-26,0,103279.81210000004,0,103279.81210000004,0,1.004,103279.81210000004,-0.2228945272689707,trend,0.0,116917.99700000005,-0.11664743880277051,False
2022-09-28,2022-09-27,0,103279.81210000004,0,103279.81210000004,0,0.983,103279.81210000004,-0.0521145815783723,trend,0.0,116917.99700000005,-0.11664743880277051,False
2022-09-29,2022-09-28,0,103279.81210000004,0,103279.81210000004,0,0.989,103279.81210000004,-0.2228945272689707,trend,0.0,116917.99700000005,-0.11664743880277051,False
2022-09-30,2022-09-29,0,103279.81210000004,0,103279.81210000004,0,0.967,103279.81210000004,-0.2228945272689707,trend,0.0,116917.99700000005,-0.11664743880277051,False
2022-10-10,2022-09-30,0,103279.81210000004,0,103279.81210000004,0,0.923,103279.81210000004,-0.5140806425190987,trend,0.0,116917.99700000005,-0.11664743880277051,False
2022-10-11,2022-10-10,0,103279.81210000004,0,103279.81210000004,0,0.918,103279.81210000004,-0.3846645912968196,trend,0.0,116917.99700000005,-0.11664743880277051,False
2022-10-12,2022-10-11,0,103279.81210000004,0,103279.81210000004,0,0.953,103279.81210000004,-0.3846645912968196,trend,0.0,116917.99700000005,-0.11664743880277051,False
2022-10-13,2022-10-12,0,103279.81210000004,0,103279.81210000004,0,0.955,103279.81210000004,-0.2138846456062212,trend,0.0,116917.99700000005,-0.11664743880277051,False
2022-10-14,2022-10-13,0,103279.81210000004,0,103279.81210000004,0,0.985,103279.81210000004,-0.0521145815783723,trend,0.0,116917.99700000005,-0.11664743880277051,False
2022-10-17,2022-10-14,0,103279.81210000004,0,103279.81210000004,0,0.99,103279.81210000004,0.0773014696439067,trend,0.0,116917.99700000005,-0.11664743880277051,False
2022-10-18,2022-10-17,1,103279.81210000004,0,70.23310000005586,104200,0.988,103019.83310000006,0.2390715336717556,trend,-0.002517229599026116,116917.99700000005,-0.11887104001619164,True
2022-10-19,2022-10-18,1,70.23310000005586,104200,70.23310000005586,104200,0.977,101873.63310000004,0.0773014696439067,trend,-0.011126012977398458,116917.99700000005,-0.12867449225973315,True
2022-10-20,2022-10-19,1,70.23310000005586,104200,70.23310000005586,104200,0.992,103436.63310000004,0.0359375751755874,trend,0.01534253714565903,116917.99700000005,-0.11530614829126784,True
2022-10-21,2022-10-20,1,70.23310000005586,104200,70.23310000005586,104200,0.997,103957.63310000004,0.3523105784912498,trend,0.005036900219831386,116917.99700000005,-0.1108500336351127,True
2022-10-24,2022-10-21,1,70.23310000005586,104200,70.23310000005586,104200,0.999,104166.03310000006,0.5140806425190987,trend,0.002004662801427637,116917.99700000005,-0.10906758777265047,True
2022-10-25,2022-10-24,1,70.23310000005586,104200,70.23310000005586,104200,1.0,104270.23310000006,0.3523105784912498,trend,0.0010003260842232908,116917.99700000005,-0.10817636484141946,True
2022-10-26,2022-10-25,1,70.23310000005586,104200,70.23310000005586,104200,1.035,107917.23310000004,0.2228945272689707,trend,0.03497642511743826,116917.99700000005,-0.0769835622483338,True
2022-10-27,2022-10-26,1,70.23310000005586,104200,70.23310000005586,104200,1.035,107917.23310000004,0.3846645912968195,trend,0.0,116917.99700000005,-0.0769835622483338,True
2022-10-28,2022-10-27,1,70.23310000005586,104200,70.23310000005586,104200,1.026,106979.43310000004,0.3669158739880673,range,-0.00868999299797657,116917.99700000005,-0.08500456862941297,True
2022-10-31,2022-10-28,1,70.23310000005586,104200,70.23310000005586,104200,1.043,108750.83310000005,0.10108397197351,range,0.016558322928708957,116917.99700000005,-0.06985377879848553,True
2022-11-01,2022-10-31,1,70.23310000005586,104200,70.23310000005586,104200,1.053,109792.83310000005,0.3846645912968195,trend,0.009581535794230156,116917.99700000005,-0.06094154948617536,True
2022-11-02,2022-11-01,1,70.23310000005586,104200,70.23310000005586,104200,1.069,111460.03310000004,0.3904415451839953,range,0.015184962013699899,116917.99700000005,-0.04668198258647893,True
2022-11-03,2022-11-02,1,70.23310000005586,104200,70.23310000005586,104200,1.08,112606.23310000008,0.3197543768190608,range,0.010283506725425884,116917.99700000005,-0.03687853034293742,True
2022-11-04,2022-11-03,1,70.23310000005586,104200,70.23310000005586,104200,1.104,115107.03310000006,0.3197543768190608,range,0.022208362105311963,116917.99700000005,-0.015489179993393054,True
2022-11-07,2022-11-04,1,70.23310000005586,104200,70.23310000005586,104200,1.091,113752.43310000004,0.5855862788336181,range,-0.011768177525896317,116917.99700000005,-0.027075078099396466,True
2022-11-08,2022-11-07,1,70.23310000005586,104200,70.23310000005586,104200,1.083,112918.83310000005,0.10108397197351,range,-0.007328194899067997,116917.99700000005,-0.034204861549244625,True
2022-11-09,2022-11-08,1,70.23310000005586,104200,70.23310000005586,104200,1.067,111251.63310000004,0.0521145815783723,trend,-0.014764587573478982,116917.99700000005,-0.048464428448941055,True
2022-11-10,2022-11-09,1,70.23310000005586,104200,70.23310000005586,104200,1.054,109897.03310000006,0.1815306328006514,trend,-0.012176001037057849,116917.99700000005,-0.060050326554944244,True
2022-11-11,2022-11-10,1,70.23310000005586,104200,70.23310000005586,104200,1.054,109897.03310000006,0.1170248197695466,trend,0.0,116917.99700000005,-0.060050326554944244,True
2022-11-14,2022-11-11,1,70.23310000005586,104200,70.23310000005586,104200,1.054,109897.03310000006,0.0682915879811572,trend,0.0,116917.99700000005,-0.060050326554944244,True
2022-11-15,2022-11-14,1,70.23310000005586,104200,70.23310000005586,104200,1.084,113023.03310000006,0.1977076392034363,trend,0.02844480794268134,116917.99700000005,-0.03331363861801351,True
2022-11-16,2022-11-15,1,70.23310000005586,104200,70.23310000005586,104200,1.067,111251.63310000004,0.2552485400745404,trend,-0.01567291154213435,116917.99700000005,-0.048464428448941055,True
2022-11-17,2022-11-16,1,70.23310000005586,104200,70.23310000005586,104200,1.072,111772.63310000006,0.2390715336717556,trend,0.004683077321945728,116917.99700000005,-0.04400831379278569,True
2022-11-18,2022-11-17,1,70.23310000005586,104200,70.23310000005586,104200,1.062,110730.63310000006,0.0773014696439067,trend,-0.009322496671146263,116917.99700000005,-0.052920543105095974,True
2022-11-21,2022-11-18,1,70.23310000005586,104200,70.23310000005586,104200,1.062,110730.63310000006,0.0521145815783723,trend,0.0,116917.99700000005,-0.052920543105095974,True
2022-11-22,2022-11-21,0,70.23310000005586,104200,110571.15500000006,0,1.048,110571.15500000006,-0.1096554824494765,trend,-0.0014402346987033576,116917.99700000005,-0.054284559801345056,False
2022-11-23,2022-11-22,0,110571.15500000006,0,110571.15500000006,0,1.046,110571.15500000006,0.0162686641892322,range,0.0,116917.99700000005,-0.054284559801345056,False
2022-11-24,2022-11-23,0,110571.15500000006,0,110571.15500000006,0,1.046,110571.15500000006,-0.1258324888522614,trend,0.0,116917.99700000005,-0.054284559801345056,False
2022-11-25,2022-11-24,0,110571.15500000006,0,110571.15500000006,0,1.032,110571.15500000006,-0.1258324888522614,trend,0.0,116917.99700000005,-0.054284559801345056,False
2022-11-28,2022-11-25,0,110571.15500000006,0,110571.15500000006,0,1.021,110571.15500000006,0.16321429398856,range,0.0,116917.99700000005,-0.054284559801345056,False
2022-11-29,2022-11-28,0,110571.15500000006,0,110571.15500000006,0,1.031,110571.15500000006,-0.1261432792219253,range,0.0,116917.99700000005,-0.054284559801345056,False
2022-11-30,2022-11-29,0,110571.15500000006,0,110571.15500000006,0,1.026,110571.15500000006,0.0925271256236255,range,0.0,116917.99700000005,-0.054284559801345056,False
2022-12-01,2022-11-30,0,110571.15500000006,0,110571.15500000006,0,1.039,110571.15500000006,-0.1261432792219253,range,0.0,116917.99700000005,-0.054284559801345056,False
2022-12-02,2022-12-01,0,110571.15500000006,0,110571.15500000006,0,1.04,110571.15500000006,-0.0979243006061169,range,0.0,116917.99700000005,-0.054284559801345056,False
2022-12-05,2022-12-02,1,110571.15500000006,0,67.93100000005506,106200,1.034,109878.73100000006,0.2668738534159479,range,-0.006262248051944419,116917.99700000005,-0.060206864474422916,True
2022-12-06,2022-12-05,1,67.93100000005506,106200,67.93100000005506,106200,1.033,109772.53100000005,-0.0413979895535571,range,-0.0009665200811248553,116917.99700000005,-0.06111519341201166,True
2022-12-07,2022-12-06,1,67.93100000005506,106200,67.93100000005506,106200,1.03,109453.93100000006,0.1490534366761853,range,-0.0029023654378524943,116917.99700000005,-0.06384018022477744,True
2022-12-08,2022-12-07,0,67.93100000005506,106200,108974.65040000006,0,1.026,108974.65040000006,-0.0696169681693655,range,-0.004378834050281832,116917.99700000005,-0.06793946872011492,False
2022-12-09,2022-12-08,0,108974.65040000006,0,108974.65040000006,0,1.027,108974.65040000006,-0.0696169681693655,range,0.0,116917.99700000005,-0.06793946872011492,False
2022-12-12,2022-12-09,0,108974.65040000006,0,108974.65040000006,0,1.032,108974.65040000006,-0.0696169681693655,range,0.0,116917.99700000005,-0.06793946872011492,False
2022-12-13,2022-12-12,1,108974.65040000006,0,466.4234000000579,105500,1.013,107337.92340000004,0.3234001644685077,range,-0.01501933701087621,116917.99700000005,-0.08193839995394381,True
2022-12-14,2022-12-13,1,466.4234000000579,105500,466.4234000000579,105500,1.008,106810.42340000006,-0.0696169681693655,range,-0.0049143861115538146,116917.99700000005,-0.08645010913076101,True
2022-12-15,2022-12-14,1,466.4234000000579,105500,466.4234000000579,105500,1.014,107443.42340000006,-0.1261432792219253,range,0.005926387892214002,116917.99700000005,-0.08103605811858017,True
2022-12-16,2022-12-15,0,466.4234000000579,105500,106968.14590000006,0,1.001,106968.14590000006,-0.1261432792219253,range,-0.004423514115243665,116917.99700000005,-0.08510110808689253,False
2022-12-19,2022-12-16,0,106968.14590000006,0,106968.14590000006,0,0.981,106968.14590000006,-0.1261432792219253,range,0.0,116917.99700000005,-0.08510110808689253,False
2022-12-20,2022-12-19,0,106968.14590000006,0,106968.14590000006,0,0.978,106968.14590000006,-0.1261432792219253,range,0.0,116917.99700000005,-0.08510110808689253,False
2022-12-21,2022-12-20,0,106968.14590000006,0,106968.14590000006,0,0.964,106968.14590000006,-0.2582924122029603,range,0.0,116917.99700000005,-0.08510110808689253,False
2022-12-22,2022-12-21,0,106968.14590000006,0,106968.14590000006,0,0.955,106968.14590000006,-0.2582924122029603,range,0.0,116917.99700000005,-0.08510110808689253,False
2022-12-23,2022-12-22,0,106968.14590000006,0,106968.14590000006,0,0.946,106968.14590000006,-0.2582924122029603,range,0.0,116917.99700000005,-0.08510110808689253,False
2022-12-26,2022-12-23,0,106968.14590000006,0,106968.14590000006,0,0.976,106968.14590000006,-0.2582924122029603,range,0.0,116917.99700000005,-0.08510110808689253,False
2022-12-27,2022-12-26,0,106968.14590000006,0,106968.14590000006,0,0.987,106968.14590000006,-0.0979243006061169,range,0.0,116917.99700000005,-0.08510110808689253,False
2022-12-28,2022-12-27,1,106968.14590000006,0,347.6623000000691,108300,0.981,106589.96230000009,0.2668738534159479,range,-0.0035354786868374566,116917.99700000005,-0.08833571361986259,True
2022-12-29,2022-12-28,1,347.6623000000691,108300,347.6623000000691,108300,0.986,107131.46230000009,0.2668738534159479,range,0.005080215700573598,116917.99700000005,-0.08370426239854212,True
2022-12-30,2022-12-29,1,347.6623000000691,108300,347.6623000000691,108300,0.987,107239.76230000007,0.2668738534159479,range,0.0010109075119009159,116917.99700000005,-0.08277797215427807,True
2023-01-03,2022-12-30,1,347.6623000000691,108300,347.6623000000691,108300,1.005,109189.16230000004,0.2988792285413113,range,0.018177958978933262,116917.99700000005,-0.0661047477575245,True
2023-01-04,2023-01-03,1,347.6623000000691,108300,347.6623000000691,108300,0.997,108322.76230000007,0.3397468172958285,range,-0.007934853439204081,116917.99700000005,-0.07351506971163702,True
2023-01-05,2023-01-04,1,347.6623000000691,108300,347.6623000000691,108300,1.007,109405.76230000006,0.3846645912968195,trend,0.009997898659569016,116917.99700000005,-0.06425216726899607,True
2023-01-06,2023-01-05,1,347.6623000000691,108300,347.6623000000691,108300,1.014,110163.86230000008,0.5140806425190987,trend,0.006929251111301049,116917.99700000005,-0.05776813555914717,True
2023-01-09,2023-01-06,1,347.6623000000691,108300,347.6623000000691,108300,1.013,110055.56230000006,0.3904415451839953,range,-0.000983081000783148,116917.99700000005,-0.05869442580341144,True
2023-01-10,2023-01-09,1,347.6623000000691,108300,347.6623000000691,108300,1.013,110055.56230000006,0.1717711403384445,range,0.0,116917.99700000005,-0.05869442580341144,True
2023-01-11,2023-01-10,1,347.6623000000691,108300,347.6623000000691,108300,0.998,108431.06230000006,0.3197543768190608,range,-0.01476072600103373,116917.99700000005,-0.07258877946737297,True
2023-01-12,2023-01-11,0,347.6623000000691,108300,108268.77475000008,0,0.996,108268.77475000008,-0.0025755874538778,range,-0.0014966887399016082,116917.99700000005,-0.07397682539840256,False
2023-01-13,2023-01-12,1,108268.77475000008,0,49.09195000006002,108600,1.0,108649.09195000006,0.2632563145606794,range,0.0035127136229089473,116917.99700000005,-0.07072397117785023,True
2023-01-16,2023-01-13,1,49.09195000006002,108600,49.09195000006002,108600,1.018,110603.89195000006,0.1311071815796444,range,0.017991866889228936,116917.99700000005,-0.05400456056393077,True
2023-01-17,2023-01-16,1,49.09195000006002,108600,49.09195000006002,108600,1.028,111689.89195000006,0.1406298369817923,range,0.009818822654911186,116917.99700000005,-0.04471599911175339,True
2023-01-18,2023-01-17,1,49.09195000006002,108600,49.09195000006002,108600,1.031,112015.69195000004,0.1406298369817923,range,0.0029170052393445722,116917.99700000005,-0.04192943067610033,True
2023-01-19,2023-01-18,1,49.09195000006002,108600,49.09195000006002,108600,1.049,113970.49195000004,0.2727789699628273,range,0.01745112640890123,116917.99700000005,-0.02521002006218087,True
2023-01-20,2023-01-19,1,49.09195000006002,108600,49.09195000006002,108600,1.054,114513.49195000008,0.2727789699628273,range,0.004764391121855116,116917.99700000005,-0.02056573933609185,True
2023-01-30,2023-01-20,1,49.09195000006002,108600,49.09195000006002,108600,1.056,114730.69195000008,0.2727789699628273,range,0.0018967197340802322,116917.99700000005,-0.018708027045656328,True
2023-01-31,2023-01-30,1,49.09195000006002,108600,49.09195000006002,108600,1.05,114079.09195000006,0.2727789699628273,range,-0.005679386996846447,116917.99700000005,-0.024281163916963,True
2023-02-01,2023-01-31,1,49.09195000006002,108600,49.09195000006002,108600,1.053,114404.89195000003,0.1717711403384445,range,0.0028559133354846278,116917.99700000005,-0.02149459548130994,True
2023-02-02,2023-02-01,1,49.09195000006002,108600,49.09195000006002,108600,1.057,114839.29195000006,0.4376030423530018,range,0.0037970404289169313,116917.99700000005,-0.01777917090043879,True
2023-02-03,2023-02-02,1,49.09195000006002,108600,49.09195000006002,108600,1.061,115273.69195000004,0.3197543768190608,range,0.003782677449710503,116917.99700000005,-0.014063746319567971,True
2023-02-06,2023-02-03,1,49.09195000006002,108600,49.09195000006002,108600,1.047,113753.29195000006,0.3669158739880673,range,-0.01318947952720606,116917.99700000005,-0.02706773235261628,True
2023-02-07,2023-02-06,1,49.09195000006002,108600,49.09195000006002,108600,1.043,113318.89195000003,0.2160948173916729,range,-0.0038187905822625323,116917.99700000005,-0.030783156933487432,True
2023-02-08,2023-02-07,1,49.09195000006002,108600,49.09195000006002,108600,1.036,112558.69195000008,0.2632563145606794,range,-0.006708501882769724,116917.99700000005,-0.0372851499500112,True
2023-02-09,2023-02-08,0,49.09195000006002,108600,112068.25435000006,0,1.063,112068.25435000006,-0.1449875308650355,range,-0.004357172169501378,116917.99700000005,-0.04147986430181472,False
2023-02-10,2023-02-09,1,112068.25435000006,0,183.74005000005127,105300,1.05,110748.74005000004,0.4431743354224605,range,-0.011774202316733318,116917.99700000005,-0.05276567430418777,True
2023-02-13,2023-02-10,1,183.74005000005127,105300,183.74005000005127,105300,1.05,110748.74005000004,0.240780565288321,range,0.0,116917.99700000005,-0.05276567430418777,True
2023-02-14,2023-02-13,1,183.74005000005127,105300,183.74005000005127,105300,1.048,110538.14005000006,0.240780565288321,range,-0.0019016017690575149,116917.99700000005,-0.05456693677364299,True
2023-02-15,2023-02-14,1,183.74005000005127,105300,183.74005000005127,105300,1.049,110643.44005000003,0.1805562115471492,range,0.0009526123739040937,116917.99700000005,-0.05366630553891549,True
2023-02-16,2023-02-15,1,183.74005000005127,105300,183.74005000005127,105300,1.03,108642.74005000004,0.1805562115471492,range,-0.01808240957706919,116917.99700000005,-0.07077829899874188,True
2023-02-17,2023-02-16,1,183.74005000005127,105300,183.74005000005127,105300,1.011,106642.04005000004,0.0925271256236255,range,-0.018415404463098306,116917.99700000005,-0.08789029245856828,True
2023-02-20,2023-02-17,0,183.74005000005127,105300,106483.56355000004,0,1.022,106483.56355000004,-0.0554561108569908,range,-0.001486060280970869,116917.99700000005,-0.08924574246683348,False
2023-02-21,2023-02-20,0,106483.56355000004,0,106483.56355000004,0,1.019,106483.56355000004,-0.1261432792219253,range,0.0,116917.99700000005,-0.08924574246683348,False
2023-02-22,2023-02-21,1,106483.56355000004,0,673.484950000071,104400,1.013,106430.68495000004,0.1784127579822232,range,-0.0004965893161076318,116917.99700000005,-0.08969801330072391,True
2023-02-23,2023-02-22,1,673.484950000071,104400,673.484950000071,104400,1.017,106848.28495000006,-0.0402576468633275,range,0.003923680470497848,116917.99700000005,-0.08612627917325666,True
2023-02-24,2023-02-23,1,673.484950000071,104400,673.484950000071,104400,1.015,106639.48495000006,0.2066317365980317,range,-0.0019541726860445863,116917.99700000005,-0.08791214623699029,True
2023-02-27,2023-02-24,1,673.484950000071,104400,673.484950000071,104400,1.011,106221.88495000008,0.1784127579822232,range,-0.003915997908239821,116917.99700000005,-0.0914838803644572,True
2023-02-28,2023-02-27,0,673.484950000071,104400,106377.80635000006,0,1.015,106377.80635000006,-0.0402576468633275,range,0.0014678839494646212,116917.99700000005,-0.09015028413461434,False
2023-03-01,2023-02-28,0,106377.80635000006,0,106377.80635000006,0,1.018,106377.80635000006,0.0444876428050406,range,0.0,116917.99700000005,-0.09015028413461434,False
2023-03-02,2023-03-01,1,106377.80635000006,0,45.46675000006508,104400,1.012,105698.26675000008,0.4092857968271055,range,-0.006387982825704963,116917.99700000005,-0.095962388493535,True
2023-03-03,2023-03-02,1,45.46675000006508,104400,45.46675000006508,104400,1.024,106951.06675000009,0.2349390690347831,range,0.01185260684513545,116917.99700000005,-0.08524718611113358,True
2023-03-06,2023-03-03,1,45.46675000006508,104400,45.46675000006508,104400,1.031,107681.86675000006,0.1906153919815547,range,0.006833031424625435,116917.99700000005,-0.07899665138806633,True
2023-03-07,2023-03-06,1,45.46675000006508,104400,45.46675000006508,104400,1.015,106011.46675000004,0.4501533855816227,range,-0.015512361091195692,116917.99700000005,-0.093283587897935,True
2023-03-08,2023-03-07,0,45.46675000006508,104400,105645.44035000006,0,1.017,105645.44035000006,-0.0791678723656918,range,-0.003452705742324591,116917.99700000005,-0.09641421286065976,False
2023-03-09,2023-03-08,0,105645.44035000006,0,105645.44035000006,0,1.023,105645.44035000006,-0.0791678723656918,range,0.0,116917.99700000005,-0.09641421286065976,False
2023-03-10,2023-03-09,1,105645.44035000006,0,741.8147500000632,103200,1.016,105593.01475000006,0.3138492602721814,range,-0.0004962410097995029,116917.99700000005,-0.09686260918411027,True
