symbol,threshold_quantile,events,stress_mean_return,stress_profit_factor,positive
510500.SH,0.75,338,0.0003577393655672437,1.1063888493461134,True
510500.SH,0.8,276,0.0009767439882510294,1.3134401498982233,True
510500.SH,0.85,221,0.0014213109957383915,1.4781405126027451,True
512100.SH,0.75,338,0.0015282658832579655,1.4649861369622759,True
512100.SH,0.8,271,0.001927738487941643,1.6208926593588617,True
512100.SH,0.85,214,0.0023286550890217017,1.760294189948767,True
