mechanism_id,episodes,signal_to_entry_gap_mean,entry_day_session_mean,post_close_overnight_mean,primary_stress_mean,entry_1000_stress_mean,entry_1000_profit_factor,entry_1030_stress_mean,leave_one_year_out_min_mean,checks,evidence
LATE_PATH_SELLING,262,-0.0009627997137479596,0.003694149082299459,-0.0005249469734647722,0.0019887637381865004,0.00041713816840201,1.0700592676804292,0.000524158710813402,0.0008511913109224135,"{""delayed_1000_mean"": true, ""delayed_1000_profit_factor"": true, ""entry_day_session"": true, ""leave_one_year_out"": true}",STRUCTURE_SUPPORTED
LATE_VOLUME_PRESSURE,266,-0.0014755420508659378,0.0035494869201668617,-0.0005778784794593903,0.0017889888195279568,0.0004365260450129363,1.0712244396540564,0.0007170310572620718,0.0010228582813644439,"{""delayed_1000_mean"": true, ""delayed_1000_profit_factor"": true, ""entry_day_session"": true, ""leave_one_year_out"": true}",STRUCTURE_SUPPORTED
CLOSE_VWAP_DISLOCATION,272,-0.0016318277469539362,0.003065677860862842,-0.0007067145169407374,0.0011802245318147538,0.00013141088162868397,1.0207644618706448,0.0002768726564674938,0.00026698964768335685,"{""delayed_1000_mean"": true, ""delayed_1000_profit_factor"": true, ""entry_day_session"": true, ""leave_one_year_out"": true}",STRUCTURE_SUPPORTED
