subject,window,entry_signal_date,entry_date,exit_signal_date,exit_date,size,entry_price,exit_price,entry_fees,exit_fees,net_return
MA5_MA20,2025,2025-03-07 00:00:00,2025-03-10 00:00:00,2025-03-25 00:00:00,2025-03-26 00:00:00,177108.28102309044,6.008,5.933,532.0332761933096,525.3917156549977,-0.013470378658873128
MA5_MA20,2025,2025-04-28 00:00:00,2025-04-29 00:00:00,2025-05-27 00:00:00,2025-05-28 00:00:00,188461.97001936025,5.57,5.657,524.8665865038056,533.0646821997605,0.01460427775340345
MA5_MA20,2025,2025-06-05 00:00:00,2025-06-06 00:00:00,2025-06-23 00:00:00,2025-06-24 00:00:00,184171.4971180018,5.783,5.723,532.5318839165848,527.0067390031621,-0.011364367963000999
MA5_MA20,2025,2025-06-25 00:00:00,2025-06-26 00:00:00,2025-10-17 00:00:00,2025-10-20 00:00:00,178316.6793008781,5.905,7.174,526.4799956358038,639.6219286522498,0.213688329417002
MA5_MA20,2025,2025-10-29 00:00:00,2025-10-30 00:00:00,2025-11-17 00:00:00,2025-11-18 00:00:00,168463.65050744434,7.586,7.31,638.9826263745781,615.734642604709,-0.03734594606203345
MA5_MA20,2026YTD,2025-12-31 00:00:00,2026-01-05 00:00:00,2026-02-04 00:00:00,2026-02-05 00:00:00,130790.40171094771,7.642,8.3,499.75012493750546,542.780167100433,0.08501755403376565
MA5_MA20,2026YTD,2026-02-25 00:00:00,2026-02-26 00:00:00,2026-03-09 00:00:00,2026-03-10 00:00:00,125765.43156390791,8.623,8.44,542.237658187747,530.7301211996913,-0.022200600963579453
MA5_MA20,2026YTD,2026-04-13 00:00:00,2026-04-14 00:00:00,2026-05-27 00:00:00,2026-05-28 00:00:00,130752.07307298052,8.11,8.575,530.1996563109569,560.5995133004039,0.056279813237647414
MA5_MA20,2026YTD,2026-05-28 00:00:00,2026-05-29 00:00:00,2026-05-29 00:00:00,2026-06-01 00:00:00,129339.30576138115,8.66,8.434,560.0391939466354,545.4238523957443,-0.027070413984693453
MA5_MA20,2026YTD,2026-06-17 00:00:00,2026-06-18 00:00:00,2026-07-08 00:00:00,2026-07-09 00:00:00,124886.2482509711,8.726,8.562,544.8787011189852,534.6380287624073,-0.019775122752627827
MA5_MA20,2026YTD,2026-08-07 00:00:00,2026-08-10 00:00:00,2026-08-25 00:00:00,2026-08-26 00:00:00,133492.54134443053,8.002,7.732,534.1036579189822,516.0821648375684,-0.03470734015646515
MA5_MA20,2021_2026YTD,2021-01-04 00:00:00,2021-01-05 00:00:00,2021-01-29 00:00:00,2021-02-01 00:00:00,139770.6963886257,7.151,7.022,499.75012493750546,490.73491502046494,-0.019020904874090583
MA5_MA20,2021_2026YTD,2021-02-19 00:00:00,2021-02-22 00:00:00,2021-03-02 00:00:00,2021-03-03 00:00:00,131450.44251247612,7.459,7.108,490.2444253502181,467.1748726893401,-0.04800971280012223
MA5_MA20,2021_2026YTD,2021-03-31 00:00:00,2021-04-01 00:00:00,2021-06-18 00:00:00,2021-06-21 00:00:00,134536.73430018788,6.938,7.429,466.70793128735386,499.73669955804786,0.069699439700732
MA5_MA20,2021_2026YTD,2021-06-23 00:00:00,2021-06-24 00:00:00,2021-07-07 00:00:00,2021-07-08 00:00:00,131707.4825489956,7.581,7.569,499.2372126019327,498.4469677066739,-0.0025808227662978966
MA5_MA20,2021_2026YTD,2021-07-09 00:00:00,2021-07-12 00:00:00,2021-07-29 00:00:00,2021-07-30 00:00:00,130131.65290419487,7.653,7.542,497.9487698378507,490.7264631017188,-0.015489119415204144
MA5_MA20,2021_2026YTD,2021-08-06 00:00:00,2021-08-09 00:00:00,2021-09-27 00:00:00,2021-09-28 00:00:00,126251.86244636321,7.766,8.058,490.2359818791738,508.66875379639737,0.03656271272038447
MA5_MA20,2021_2026YTD,2021-11-11 00:00:00,2021-11-12 00:00:00,2021-12-23 00:00:00,2021-12-24 00:00:00,127040.08481246857,8.0,8.237,508.16033924976364,523.2145893001518,0.02859588955522252
MA5_MA20,2021_2026YTD,2021-12-28 00:00:00,2021-12-29 00:00:00,2021-12-29 00:00:00,2021-12-30 00:00:00,127891.2738408143,8.174,8.144,522.6916361873737,520.7732670797959,-0.004666005631879244
MA5_MA20,2021_2026YTD,2022-01-04 00:00:00,2022-01-05 00:00:00,2022-01-05 00:00:00,2022-01-06 00:00:00,125969.1898472691,8.26,8.058,520.2527540691663,507.52986589464723,-0.02543026307669405
MA5_MA20,2021_2026YTD,2022-02-23 00:00:00,2022-02-24 00:00:00,2022-03-08 00:00:00,2022-03-09 00:00:00,131659.98173639743,7.702,7.23,507.0225896667689,475.95083397707674,-0.062221031784808534
MA5_MA20,2021_2026YTD,2022-04-06 00:00:00,2022-04-07 00:00:00,2022-04-11 00:00:00,2022-04-12 00:00:00,133597.9547624581,7.118,6.779,475.4751209995011,452.8302676673518,-0.04857763588000874
MA5_MA20,2021_2026YTD,2022-05-16 00:00:00,2022-05-17 00:00:00,2022-07-13 00:00:00,2022-07-14 00:00:00,138915.29669942186,6.513,7.135,452.3776637016563,495.5803209751875,0.09440635125397545
MA5_MA20,2021_2026YTD,2022-08-11 00:00:00,2022-08-12 00:00:00,2022-08-29 00:00:00,2022-08-30 00:00:00,134351.4215252482,7.37,6.3,495.08498832047917,423.2069778045319,-0.14603756466407225
MA5_MA20,2021_2026YTD,2022-10-18 00:00:00,2022-10-19 00:00:00,2022-11-28 00:00:00,2022-11-29 00:00:00,140459.79479218187,6.02,6.087,422.78398232441396,427.48938545000556,0.010118943850334183
MA5_MA20,2021_2026YTD,2022-12-05 00:00:00,2022-12-06 00:00:00,2022-12-15 00:00:00,2022-12-16 00:00:00,137451.59629946228,6.214,6.109,427.06210970238317,419.8459008967076,-0.017879939978514114
MA5_MA20,2021_2026YTD,2023-01-09 00:00:00,2023-01-10 00:00:00,2023-03-08 00:00:00,2023-03-09 00:00:00,138630.39656713017,6.051,6.318,419.4262648137519,437.93342275556415,0.04308133489031385
MA5_MA20,2021_2026YTD,2023-03-27 00:00:00,2023-03-28 00:00:00,2023-04-24 00:00:00,2023-04-25 00:00:00,138426.1060560327,6.321,6.222,437.4957081900211,430.6436159403178,-0.016645924783218247
MA5_MA20,2021_2026YTD,2023-06-15 00:00:00,2023-06-16 00:00:00,2023-06-27 00:00:00,2023-06-28 00:00:00,139521.05968496134,6.167,6.013,430.21318753855303,419.47006594283624,-0.025946164261796523
MA5_MA20,2021_2026YTD,2023-07-05 00:00:00,2023-07-06 00:00:00,2023-07-10 00:00:00,2023-07-11 00:00:00,137393.70672364303,6.1,6.089,419.05080550711136,418.29514012013124,-0.002800976560899726
MA5_MA20,2021_2026YTD,2023-07-14 00:00:00,2023-07-17 00:00:00,2023-07-21 00:00:00,2023-07-24 00:00:00,136583.44632229442,6.119,6.0,417.87705402297433,409.75033896688325,-0.020427684507149824
MA5_MA20,2021_2026YTD,2023-07-31 00:00:00,2023-08-01 00:00:00,2023-08-14 00:00:00,2023-08-15 00:00:00,132130.66281494498,6.196,6.01,409.34079340065364,397.0526417589097,-0.030988863218487595
MA5_MA20,2021_2026YTD,2023-09-07 00:00:00,2023-09-08 00:00:00,2023-09-13 00:00:00,2023-09-14 00:00:00,136895.8714561719,5.795,5.813,396.6557875442086,397.88785038736364,0.002103521147105436
MA5_MA20,2021_2026YTD,2023-09-14 00:00:00,2023-09-15 00:00:00,2023-09-19 00:00:00,2023-09-20 00:00:00,136571.09135250963,5.821,5.782,397.49016138142906,394.82702510010535,-0.007692683464143091
MA5_MA20,2021_2026YTD,2023-11-06 00:00:00,2023-11-07 00:00:00,2023-11-28 00:00:00,2023-11-29 00:00:00,138713.6962862178,5.687,5.68,394.4323953897692,393.9468974528586,-0.0022291474273411493
MA5_MA20,2021_2026YTD,2024-02-19 00:00:00,2024-02-20 00:00:00,2024-03-26 00:00:00,2024-03-27 00:00:00,151775.22075989857,5.186,5.358,393.55314743041527,406.60581641576823,0.03213356684557822
MA5_MA20,2021_2026YTD,2024-04-29 00:00:00,2024-04-30 00:00:00,2024-05-24 00:00:00,2024-05-27 00:00:00,145983.6168196442,5.565,5.345,406.1994138006121,390.14121595049915,-0.04049278146191948
MA5_MA20,2021_2026YTD,2024-09-24 00:00:00,2024-09-25 00:00:00,2024-11-20 00:00:00,2024-11-21 00:00:00,160722.17307532788,4.85,6.074,389.75126970757265,488.11323962977076,0.2511193887592287
MA5_MA20,2021_2026YTD,2024-12-09 00:00:00,2024-12-10 00:00:00,2024-12-20 00:00:00,2024-12-23 00:00:00,155294.70392509346,6.28,6.01,487.6253703247057,466.66058529490584,-0.04395015867862262
MA5_MA20,2021_2026YTD,2025-01-22 00:00:00,2025-01-23 00:00:00,2025-03-06 00:00:00,2025-03-07 00:00:00,165024.480680813,5.65,6.021,466.1941579232225,496.8061990895875,0.06459858566292076
MA5_MA20,2021_2026YTD,2025-03-07 00:00:00,2025-03-10 00:00:00,2025-03-25 00:00:00,2025-03-26 00:00:00,165216.2587115373,6.008,5.933,496.3096411693841,490.11403146777536,-0.013470378658872906
MA5_MA20,2021_2026YTD,2025-04-28 00:00:00,2025-04-29 00:00:00,2025-05-27 00:00:00,2025-05-28 00:00:00,175807.59869689622,5.57,5.657,489.6241623708047,497.27179291417093,0.014604277753403228
MA5_MA20,2021_2026YTD,2025-06-05 00:00:00,2025-06-06 00:00:00,2025-06-23 00:00:00,2025-06-24 00:00:00,171805.21170081184,5.783,5.723,496.77476963284425,491.6206132818731,-0.011364367963000999
MA5_MA20,2021_2026YTD,2025-06-25 00:00:00,2025-06-26 00:00:00,2025-10-17 00:00:00,2025-10-20 00:00:00,166343.5184948532,5.905,7.174,491.12923835602123,596.6742008410386,0.21368832941700222
MA5_MA20,2021_2026YTD,2025-10-29 00:00:00,2025-10-30 00:00:00,2025-11-17 00:00:00,2025-11-18 00:00:00,157152.07614769414,7.586,7.31,596.077824828215,574.3908383198221,-0.037345946062033675
MA5_MA20,2021_2026YTD,2025-12-09 00:00:00,2025-12-10 00:00:00,2026-02-04 00:00:00,2026-02-05 00:00:00,158842.00263900222,7.225,8.3,573.8167345332913,659.1943109518594,0.14764071251571487
MA5_MA20,2021_2026YTD,2026-02-25 00:00:00,2026-02-26 00:00:00,2026-03-09 00:00:00,2026-03-10 00:00:00,152739.28935946815,8.623,8.44,658.5354460731614,644.5598010969555,-0.022200600963579342
MA5_MA20,2021_2026YTD,2026-04-13 00:00:00,2026-04-14 00:00:00,2026-05-27 00:00:00,2026-05-28 00:00:00,158795.45336983964,8.11,8.575,643.9155634145718,680.8355063231874,0.056279813237647414
MA5_MA20,2021_2026YTD,2026-05-28 00:00:00,2026-05-29 00:00:00,2026-05-29 00:00:00,2026-06-01 00:00:00,157079.67922967518,8.66,8.434,680.155011064373,662.4050073115402,-0.027070413984693675
MA5_MA20,2021_2026YTD,2026-06-17 00:00:00,2026-06-18 00:00:00,2026-07-08 00:00:00,2026-07-09 00:00:00,151671.5409904226,8.726,8.562,661.7429333410691,649.3058669799991,-0.019775122752627827
MA5_MA20,2021_2026YTD,2026-08-07 00:00:00,2026-08-10 00:00:00,2026-08-25 00:00:00,2026-08-26 00:00:00,162123.69047830722,8.002,7.732,648.6568856036756,626.7701873891357,-0.03470734015646526
