subject,window,signal_date,execution_date,side,size,price,fees
MA5_MA20,2025,2025-12-09,2025-12-10,Buy,170275.21541192223,7.225,615.1192156753968
MA5_MA20,2026YTD,2025-12-31,2026-01-05,Buy,130790.40171094771,7.642,499.75012493750546
MA5_MA20,2026YTD,2026-02-04,2026-02-05,Sell,130790.40171094771,8.3,542.780167100433
MA5_MA20,2026YTD,2026-02-25,2026-02-26,Buy,125765.43156390791,8.623,542.237658187747
MA5_MA20,2026YTD,2026-03-09,2026-03-10,Sell,125765.43156390791,8.44,530.7301211996913
MA5_MA20,2026YTD,2026-04-13,2026-04-14,Buy,130752.07307298052,8.11,530.1996563109569
MA5_MA20,2026YTD,2026-05-27,2026-05-28,Sell,130752.07307298052,8.575,560.5995133004039
MA5_MA20,2026YTD,2026-05-28,2026-05-29,Buy,129339.30576138115,8.66,560.0391939466354
MA5_MA20,2026YTD,2026-05-29,2026-06-01,Sell,129339.30576138115,8.434,545.4238523957443
MA5_MA20,2026YTD,2026-06-17,2026-06-18,Buy,124886.2482509711,8.726,544.8787011189852
MA5_MA20,2026YTD,2026-07-08,2026-07-09,Sell,124886.2482509711,8.562,534.6380287624073
MA5_MA20,2026YTD,2026-08-07,2026-08-10,Buy,133492.54134443053,8.002,534.1036579189822
MA5_MA20,2026YTD,2026-08-25,2026-08-26,Sell,133492.54134443053,7.732,516.0821648375684
MA5_MA20,2021_2026YTD,2021-01-04,2021-01-05,Buy,139770.6963886257,7.151,499.75012493750546
MA5_MA20,2021_2026YTD,2021-01-29,2021-02-01,Sell,139770.6963886257,7.022,490.73491502046494
MA5_MA20,2021_2026YTD,2021-02-19,2021-02-22,Buy,131450.44251247612,7.459,490.2444253502181
MA5_MA20,2021_2026YTD,2021-03-02,2021-03-03,Sell,131450.44251247612,7.108,467.1748726893401
MA5_MA20,2021_2026YTD,2021-03-31,2021-04-01,Buy,134536.73430018788,6.938,466.70793128735386
MA5_MA20,2021_2026YTD,2021-06-18,2021-06-21,Sell,134536.73430018788,7.429,499.73669955804786
MA5_MA20,2021_2026YTD,2021-06-23,2021-06-24,Buy,131707.4825489956,7.581,499.2372126019327
MA5_MA20,2021_2026YTD,2021-07-07,2021-07-08,Sell,131707.4825489956,7.569,498.4469677066739
MA5_MA20,2021_2026YTD,2021-07-09,2021-07-12,Buy,130131.65290419487,7.653,497.9487698378507
MA5_MA20,2021_2026YTD,2021-07-29,2021-07-30,Sell,130131.65290419487,7.542,490.7264631017188
MA5_MA20,2021_2026YTD,2021-08-06,2021-08-09,Buy,126251.86244636321,7.766,490.2359818791738
MA5_MA20,2021_2026YTD,2021-09-27,2021-09-28,Sell,126251.86244636321,8.058,508.66875379639737
MA5_MA20,2021_2026YTD,2021-11-11,2021-11-12,Buy,127040.08481246857,8.0,508.16033924976364
MA5_MA20,2021_2026YTD,2021-12-23,2021-12-24,Sell,127040.08481246857,8.237,523.2145893001518
MA5_MA20,2021_2026YTD,2021-12-28,2021-12-29,Buy,127891.2738408143,8.174,522.6916361873737
MA5_MA20,2021_2026YTD,2021-12-29,2021-12-30,Sell,127891.2738408143,8.144,520.7732670797959
MA5_MA20,2021_2026YTD,2022-01-04,2022-01-05,Buy,125969.1898472691,8.26,520.2527540691663
MA5_MA20,2021_2026YTD,2022-01-05,2022-01-06,Sell,125969.1898472691,8.058,507.52986589464723
MA5_MA20,2021_2026YTD,2022-02-23,2022-02-24,Buy,131659.98173639743,7.702,507.0225896667689
MA5_MA20,2021_2026YTD,2022-03-08,2022-03-09,Sell,131659.98173639743,7.23,475.95083397707674
MA5_MA20,2021_2026YTD,2022-04-06,2022-04-07,Buy,133597.9547624581,7.118,475.4751209995011
MA5_MA20,2021_2026YTD,2022-04-11,2022-04-12,Sell,133597.9547624581,6.779,452.8302676673518
MA5_MA20,2021_2026YTD,2022-05-16,2022-05-17,Buy,138915.29669942186,6.513,452.3776637016563
MA5_MA20,2021_2026YTD,2022-07-13,2022-07-14,Sell,138915.29669942186,7.135,495.5803209751875
MA5_MA20,2021_2026YTD,2022-08-11,2022-08-12,Buy,134351.4215252482,7.37,495.08498832047917
MA5_MA20,2021_2026YTD,2022-08-29,2022-08-30,Sell,134351.4215252482,6.3,423.2069778045319
MA5_MA20,2021_2026YTD,2022-10-18,2022-10-19,Buy,140459.79479218187,6.02,422.78398232441396
MA5_MA20,2021_2026YTD,2022-11-28,2022-11-29,Sell,140459.79479218187,6.087,427.48938545000556
MA5_MA20,2021_2026YTD,2022-12-05,2022-12-06,Buy,137451.59629946228,6.214,427.06210970238317
MA5_MA20,2021_2026YTD,2022-12-15,2022-12-16,Sell,137451.59629946228,6.109,419.8459008967076
MA5_MA20,2021_2026YTD,2023-01-09,2023-01-10,Buy,138630.39656713017,6.051,419.4262648137519
MA5_MA20,2021_2026YTD,2023-03-08,2023-03-09,Sell,138630.39656713017,6.318,437.93342275556415
MA5_MA20,2021_2026YTD,2023-03-27,2023-03-28,Buy,138426.1060560327,6.321,437.4957081900211
MA5_MA20,2021_2026YTD,2023-04-24,2023-04-25,Sell,138426.1060560327,6.222,430.6436159403178
MA5_MA20,2021_2026YTD,2023-06-15,2023-06-16,Buy,139521.05968496134,6.167,430.21318753855303
MA5_MA20,2021_2026YTD,2023-06-27,2023-06-28,Sell,139521.05968496134,6.013,419.47006594283624
MA5_MA20,2021_2026YTD,2023-07-05,2023-07-06,Buy,137393.70672364303,6.1,419.05080550711136
MA5_MA20,2021_2026YTD,2023-07-10,2023-07-11,Sell,137393.70672364303,6.089,418.29514012013124
MA5_MA20,2021_2026YTD,2023-07-14,2023-07-17,Buy,136583.44632229442,6.119,417.87705402297433
MA5_MA20,2021_2026YTD,2023-07-21,2023-07-24,Sell,136583.44632229442,6.0,409.75033896688325
MA5_MA20,2021_2026YTD,2023-07-31,2023-08-01,Buy,132130.66281494498,6.196,409.34079340065364
MA5_MA20,2021_2026YTD,2023-08-14,2023-08-15,Sell,132130.66281494498,6.01,397.0526417589097
MA5_MA20,2021_2026YTD,2023-09-07,2023-09-08,Buy,136895.8714561719,5.795,396.6557875442086
MA5_MA20,2021_2026YTD,2023-09-13,2023-09-14,Sell,136895.8714561719,5.813,397.88785038736364
MA5_MA20,2021_2026YTD,2023-09-14,2023-09-15,Buy,136571.09135250963,5.821,397.49016138142906
MA5_MA20,2021_2026YTD,2023-09-19,2023-09-20,Sell,136571.09135250963,5.782,394.82702510010535
MA5_MA20,2021_2026YTD,2023-11-06,2023-11-07,Buy,138713.6962862178,5.687,394.4323953897692
MA5_MA20,2021_2026YTD,2023-11-28,2023-11-29,Sell,138713.6962862178,5.68,393.9468974528586
MA5_MA20,2021_2026YTD,2024-02-19,2024-02-20,Buy,151775.22075989857,5.186,393.55314743041527
MA5_MA20,2021_2026YTD,2024-03-26,2024-03-27,Sell,151775.22075989857,5.358,406.60581641576823
MA5_MA20,2021_2026YTD,2024-04-29,2024-04-30,Buy,145983.6168196442,5.565,406.1994138006121
MA5_MA20,2021_2026YTD,2024-05-24,2024-05-27,Sell,145983.6168196442,5.345,390.14121595049915
MA5_MA20,2021_2026YTD,2024-09-24,2024-09-25,Buy,160722.17307532788,4.85,389.75126970757265
MA5_MA20,2021_2026YTD,2024-11-20,2024-11-21,Sell,160722.17307532788,6.074,488.11323962977076
MA5_MA20,2021_2026YTD,2024-12-09,2024-12-10,Buy,155294.70392509346,6.28,487.6253703247057
MA5_MA20,2021_2026YTD,2024-12-20,2024-12-23,Sell,155294.70392509346,6.01,466.66058529490584
MA5_MA20,2021_2026YTD,2025-01-22,2025-01-23,Buy,165024.480680813,5.65,466.1941579232225
MA5_MA20,2021_2026YTD,2025-03-06,2025-03-07,Sell,165024.480680813,6.021,496.8061990895875
MA5_MA20,2021_2026YTD,2025-03-07,2025-03-10,Buy,165216.2587115373,6.008,496.3096411693841
MA5_MA20,2021_2026YTD,2025-03-25,2025-03-26,Sell,165216.2587115373,5.933,490.11403146777536
MA5_MA20,2021_2026YTD,2025-04-28,2025-04-29,Buy,175807.59869689622,5.57,489.6241623708047
MA5_MA20,2021_2026YTD,2025-05-27,2025-05-28,Sell,175807.59869689622,5.657,497.27179291417093
MA5_MA20,2021_2026YTD,2025-06-05,2025-06-06,Buy,171805.21170081184,5.783,496.77476963284425
MA5_MA20,2021_2026YTD,2025-06-23,2025-06-24,Sell,171805.21170081184,5.723,491.6206132818731
MA5_MA20,2021_2026YTD,2025-06-25,2025-06-26,Buy,166343.5184948532,5.905,491.12923835602123
MA5_MA20,2021_2026YTD,2025-10-17,2025-10-20,Sell,166343.5184948532,7.174,596.6742008410386
MA5_MA20,2021_2026YTD,2025-10-29,2025-10-30,Buy,157152.07614769414,7.586,596.077824828215
MA5_MA20,2021_2026YTD,2025-11-17,2025-11-18,Sell,157152.07614769414,7.31,574.3908383198221
MA5_MA20,2021_2026YTD,2025-12-09,2025-12-10,Buy,158842.00263900222,7.225,573.8167345332913
MA5_MA20,2021_2026YTD,2026-02-04,2026-02-05,Sell,158842.00263900222,8.3,659.1943109518594
MA5_MA20,2021_2026YTD,2026-02-25,2026-02-26,Buy,152739.28935946815,8.623,658.5354460731614
MA5_MA20,2021_2026YTD,2026-03-09,2026-03-10,Sell,152739.28935946815,8.44,644.5598010969555
MA5_MA20,2021_2026YTD,2026-04-13,2026-04-14,Buy,158795.45336983964,8.11,643.9155634145718
MA5_MA20,2021_2026YTD,2026-05-27,2026-05-28,Sell,158795.45336983964,8.575,680.8355063231874
MA5_MA20,2021_2026YTD,2026-05-28,2026-05-29,Buy,157079.67922967518,8.66,680.155011064373
MA5_MA20,2021_2026YTD,2026-05-29,2026-06-01,Sell,157079.67922967518,8.434,662.4050073115402
MA5_MA20,2021_2026YTD,2026-06-17,2026-06-18,Buy,151671.5409904226,8.726,661.7429333410691
MA5_MA20,2021_2026YTD,2026-07-08,2026-07-09,Sell,151671.5409904226,8.562,649.3058669799991
MA5_MA20,2021_2026YTD,2026-08-07,2026-08-10,Buy,162123.69047830722,8.002,648.6568856036756
MA5_MA20,2021_2026YTD,2026-08-25,2026-08-26,Sell,162123.69047830722,7.732,626.7701873891357
