factor,factor_kind,year,horizon,active_n,control_n,active_return,control_return,return_delta,active_mae,control_mae,mae_delta,active_max_drawdown,control_max_drawdown,max_drawdown_delta
state__raw__daily__cxt_decision_V240614__di_1::开多,state,2023,60,19,163,-0.09634293601865966,-0.04028407018285382,-0.05605886583580584,-0.12114050969891968,-0.0779967523539771,-0.04314375734494258,-0.12995491544025387,-0.11929168386480925,-0.010663231575444618
state__raw__daily__cxt_decision_V240614__di_1::开空,state,2021,5,25,218,0.009027974322847796,-0.0015130355390117216,0.010541009861859518,-0.009253183507355902,-0.017899586289256923,0.00864640278190102,-0.023241170095500176,-0.025960096300367497,0.002718926204867321
state__raw__daily__cxt_decision_V240614__di_1::开空,state,2021,20,25,218,0.005870802909206438,-0.006264972302696031,0.01213577521190247,-0.04373345085977201,-0.04431983241305347,0.0005863815532814592,-0.06775293852988624,-0.06374989325697895,-0.004003045272907291
state__raw__daily__cxt_decision_V240614__di_1::开空,state,2021,60,25,218,-0.06747720151979736,-0.010794360966506366,-0.056682840553290995,-0.10283913956453215,-0.09719449209961226,-0.005644647464919897,-0.14577826590424325,-0.127725594180713,-0.018052671723530256
state__raw__daily__cxt_decision_V240614__di_1::开空,state,2022,5,4,238,-0.03677819537798577,-0.004992097123645185,-0.03178609825434058,-0.03699132410773856,-0.022215918001787436,-0.014775406105951124,-0.042251516740319156,-0.031241852122404854,-0.011009664617914302
state__raw__daily__cxt_decision_V240614__di_1::开空,state,2022,20,4,238,-0.10347434239244893,-0.01688846249311906,-0.08658587989932987,-0.1079162133960197,-0.066636143536775,-0.041280069859244706,-0.11280303597733013,-0.08656975195841081,-0.02623328401891932
state__raw__daily__cxt_decision_V240614__di_1::开空,state,2022,60,4,238,-0.09150644822153442,-0.036296534695442834,-0.055209913526091586,-0.22002845592196976,-0.13443986337592456,-0.0855885925460452,-0.22433418577527636,-0.16930435569123076,-0.055029830084045606
state__raw__daily__cxt_decision_V240614__di_1::开空,state,2023,5,4,233,0.012736244092062532,-0.0032433686461283426,0.015979612738190874,-0.008102527067393811,-0.01560348997333852,0.00750096290594471,-0.024612071891886855,-0.022449026342308793,-0.0021630455495780625
state__raw__daily__cxt_decision_V240614__di_1::开空,state,2023,20,4,218,-0.08631601946384967,-0.012215237192619001,-0.07410078227123068,-0.0954719179528821,-0.04044707717906392,-0.055024840773818175,-0.12794612794612792,-0.05772935518146851,-0.0702167727646594
state__raw__daily__cxt_decision_V240614__di_1::开空,state,2023,60,4,178,-0.11203369710178043,-0.044655530537935875,-0.06737816656384456,-0.11729727452053026,-0.08171882707806527,-0.035578447442464994,-0.14898989898989906,-0.11976251835600635,-0.029227380633892713
state__raw__daily__cxt_double_zs_V230311__di_1::其他,state,2021,5,235,8,-0.00015908953942378316,-0.00834454345859642,0.008185453919172638,-0.01673371980869369,-0.02512690546236128,0.00839318565366759,-0.02546100457445961,-0.03212427135870122,0.006663266784241607
state__raw__daily__cxt_double_zs_V230311__di_1::其他,state,2021,20,235,8,-0.0020279362307614817,-0.09280360937857823,0.09077567314781675,-0.042294139080981084,-0.10199213168867526,0.05969799260769417,-0.06235746921790372,-0.11716186588264958,0.05480439666474586
state__raw__daily__cxt_double_zs_V230311__di_1::其他,state,2021,60,235,8,-0.01450005504315363,-0.07907347419402737,0.06457341915087374,-0.09608130224513099,-0.1475339674028745,0.05145266515774351,-0.12847884078875213,-0.16201357420559645,0.03353473341684432
state__raw__daily__cxt_double_zs_V230311__di_1::其他,state,2022,5,195,47,-0.006519307756827522,-0.0013609975395346909,-0.005158310217292831,-0.023019892560941065,-0.020137760244103332,-0.002882132316837732,-0.0316671365823651,-0.03041436677728594,-0.0012527698050791604
state__raw__daily__cxt_double_zs_V230311__di_1::其他,state,2022,20,195,47,-0.02208205301975258,-0.002709597959157009,-0.01937245506059557,-0.06934675642158178,-0.0589031811303847,-0.010443575291197077,-0.0872378442945478,-0.08603049941647377,-0.0012073448780740292
state__raw__daily__cxt_double_zs_V230311__di_1::其他,state,2022,60,195,47,-0.03770153518212934,-0.03516599340183641,-0.0025355417802929298,-0.1311866597157598,-0.1552213332464843,0.0240346735307245,-0.1657908969258649,-0.18856486163979472,0.022773964713929812
state__raw__daily__cxt_double_zs_V230311__di_1::其他,state,2023,5,206,31,-0.003392753901828934,-0.00018879401299655476,-0.0032039598888323794,-0.01635536410202292,-0.00963929893679772,-0.006716065165225198,-0.02308569565966612,-0.018497358691428274,-0.004588336968237846
state__raw__daily__cxt_double_zs_V230311__di_1::其他,state,2023,20,191,31,-0.011577642844575523,-0.025705032339755372,0.014127389495179849,-0.03780223294920357,-0.0638427097919221,0.026040476842718527,-0.05571862287111357,-0.07917828945038555,0.023459666579271975
state__raw__daily__cxt_double_zs_V230311__di_1::其他,state,2023,60,155,27,-0.04851033846577182,-0.03250802822092875,-0.016002310244843068,-0.08174978983697143,-0.08681195900915438,0.005062169172182954,-0.1223794341760532,-0.10906946540890676,-0.013309968767146435
state__raw__daily__cxt_double_zs_V230311__di_1::看多,state,2021,5,0,243,,-0.00042856950384098934,,,-0.017010038677950232,,,-0.025680371382171267,
state__raw__daily__cxt_double_zs_V230311__di_1::看多,state,2021,20,0,243,,-0.0050164357582616215,,,-0.04425950509275702,,,-0.06416172919040564,
state__raw__daily__cxt_double_zs_V230311__di_1::看多,state,2021,60,0,243,,-0.016625928924663875,,,-0.09777521714744351,,,-0.12958286493416263,
state__raw__daily__cxt_double_zs_V230311__di_1::看多,state,2022,5,47,195,-0.0013609975395346909,-0.006519307756827522,0.005158310217292831,-0.020137760244103332,-0.023019892560941065,0.002882132316837732,-0.03041436677728594,-0.0316671365823651,0.0012527698050791604
state__raw__daily__cxt_double_zs_V230311__di_1::看多,state,2022,20,47,195,-0.002709597959157009,-0.02208205301975258,0.01937245506059557,-0.0589031811303847,-0.06934675642158178,0.010443575291197077,-0.08603049941647377,-0.0872378442945478,0.0012073448780740292
state__raw__daily__cxt_double_zs_V230311__di_1::看多,state,2022,60,47,195,-0.03516599340183641,-0.03770153518212934,0.0025355417802929298,-0.1552213332464843,-0.1311866597157598,-0.0240346735307245,-0.18856486163979472,-0.1657908969258649,-0.022773964713929812
state__raw__daily__cxt_double_zs_V230311__di_1::看多,state,2023,5,27,210,-0.0021036144730053083,-0.003085534892421478,0.0009819204194161696,-0.009866968843376078,-0.01619816720612522,0.006331198362749143,-0.017591475254323297,-0.023114769492660798,0.0055232942383375006
state__raw__daily__cxt_double_zs_V230311__di_1::看多,state,2023,20,27,195,-0.016725626839889547,-0.013110737749586274,-0.003614889090303273,-0.05915690117548356,-0.03898520084671491,-0.020171700328768652,-0.07195342448805334,-0.05720021271880618,-0.014753211769247154
state__raw__daily__cxt_double_zs_V230311__di_1::看多,state,2023,60,23,159,-0.018677477111215413,-0.0501084103811431,0.031430933269927686,-0.08151016500717599,-0.08264406618121191,0.0011339011740359173,-0.1021267813078646,-0.12304887983174745,0.020922098523882854
state__raw__daily__cxt_nine_bi_V230621__di_1::ABC式类一买,event,2021,5,0,243,,-0.00042856950384098934,,,-0.017010038677950232,,,-0.025680371382171267,
state__raw__daily__cxt_nine_bi_V230621__di_1::ABC式类一买,event,2021,20,0,243,,-0.0050164357582616215,,,-0.04425950509275702,,,-0.06416172919040564,
state__raw__daily__cxt_nine_bi_V230621__di_1::ABC式类一买,event,2021,60,0,243,,-0.016625928924663875,,,-0.09777521714744351,,,-0.12958286493416263,
state__raw__daily__cxt_nine_bi_V230621__di_1::ABC式类一买,event,2022,5,0,242,,-0.005517487177435939,,,-0.02246013959031556,,,-0.031423830049973685,
state__raw__daily__cxt_nine_bi_V230621__di_1::ABC式类一买,event,2022,20,0,242,,-0.018319634061703026,,,-0.06731845874106003,,,-0.08700335995872352,
state__raw__daily__cxt_nine_bi_V230621__di_1::ABC式类一买,event,2022,60,0,242,,-0.03720909524959311,,,-0.13585455085602446,,,-0.17021393965956208,
state__raw__daily__cxt_nine_bi_V230621__di_1::ABC式类一买,event,2023,5,6,231,-0.0063349354601603776,-0.0028863649585224734,-0.003448570501637904,-0.013749054148778325,-0.015521770334046671,0.0017727161852683464,-0.017351631915018057,-0.02261888153175493,0.0052672496167368715
state__raw__daily__cxt_nine_bi_V230621__di_1::ABC式类一买,event,2023,20,6,216,-0.042152948545745896,-0.012755870808203078,-0.02939707773754282,-0.055576868654210264,-0.041045783726491675,-0.014531084927718589,-0.06536811266655822,-0.058817478080302306,-0.0065506345862559115
state__raw__daily__cxt_nine_bi_V230621__di_1::ABC式类一买,event,2023,60,5,177,-0.1152357039448884,-0.04418441075952127,-0.07105129318536713,-0.13662267619749635,-0.08097190359881502,-0.05565077259868133,-0.14073070227486312,-0.11983070255341476,-0.020899999721448362
state__raw__daily__cxt_nine_bi_V230621__di_1::其他,state,2021,5,232,11,-1.321706704625719e-05,-0.009188729988966249,0.009175512921919992,-0.016863206758322417,-0.020106857346464172,0.0032436505881417547,-0.025529216067931085,-0.028868374373418756,0.0033391583054876717
state__raw__daily__cxt_nine_bi_V230621__di_1::其他,state,2021,20,232,11,-0.0015624695685662298,-0.07786372266820078,0.07630125309963455,-0.04227745734221243,-0.08606269401333376,0.04378523667112133,-0.0625783929786807,-0.09755572929224035,0.03497733631355965
state__raw__daily__cxt_nine_bi_V230621__di_1::其他,state,2021,60,232,11,-0.012574722283984416,-0.1020695598917216,0.08949483760773719,-0.09487036997362744,-0.15904108481338258,0.06417071483975514,-0.1276945091954189,-0.1694100041513031,0.041715494955884225
state__raw__daily__cxt_nine_bi_V230621__di_1::其他,state,2022,5,237,5,-0.005012012082725401,-0.029477006666715377,0.024464994583989978,-0.022253672367178613,-0.0322466859670069,0.00999301359982829,-0.03124734392938824,-0.03978927216572379,0.008541928236335549
state__raw__daily__cxt_nine_bi_V230621__di_1::其他,state,2022,20,237,5,-0.01687187608764554,-0.08694336203202783,0.0700714859443823,-0.06633786286821032,-0.1137987031141364,0.047460840245926075,-0.08629508327117746,-0.12057567494840715,0.03428059167722969
state__raw__daily__cxt_nine_bi_V230621__di_1::其他,state,2022,60,237,5,-0.03213024811210259,-0.2779464495666438,0.24581620145454125,-0.13270282351392562,-0.2852464268715093,0.15254360335758368,-0.16766954857224706,-0.2908180771982953,0.12314852862604822
state__raw__daily__cxt_nine_bi_V230621__di_1::其他,state,2023,5,204,33,-0.001705705863298699,-0.010811997638385426,0.009106291775086726,-0.015013898610210965,-0.018339028956800417,0.0033251303465894524,-0.022316536416105898,-0.02353024231636042,0.0012137059002545227
state__raw__daily__cxt_nine_bi_V230621__di_1::其他,state,2023,20,189,33,-0.011081315755940456,-0.027691427514351347,0.016610111758410893,-0.03803170508056477,-0.060950249594567366,0.022918544514002596,-0.05655758170346085,-0.07295154543607711,0.016393963732616264
state__raw__daily__cxt_nine_bi_V230621__di_1::其他,state,2023,60,157,25,-0.039882170989171004,-0.08541273515439439,0.045530564165223386,-0.07674785888774249,-0.11862905890408673,0.04188120001634424,-0.11930121823817831,-0.12733586399738944,0.008034645759211131
state__raw__daily__cxt_overlap_V240526__di_1::其他,state,2021,5,107,136,0.0022687348519923895,-0.002550713372033427,0.004819448224025817,-0.017061841040352008,-0.016969282407531188,-9.255863282081958e-05,-0.0258741262371835,-0.025527931900654294,-0.00034619433652920487
state__raw__daily__cxt_overlap_V240526__di_1::其他,state,2021,20,107,136,0.008537577970299672,-0.015680255382938522,0.024217833353238193,-0.04149251326182211,-0.0464364766068014,0.004943963344979291,-0.06599081902820665,-0.0627226658621357,-0.0032681531660709445
state__raw__daily__cxt_overlap_V240526__di_1::其他,state,2021,60,107,136,0.07431986657250086,-0.08817887097022732,0.1624987375427282,-0.06777865735208928,-0.12137545169231781,0.05359679434022853,-0.10029638151652447,-0.15262443644656912,0.05232805493004465
state__raw__daily__cxt_overlap_V240526__di_1::其他,state,2022,5,0,242,,-0.005517487177435939,,,-0.02246013959031556,,,-0.031423830049973685,
state__raw__daily__cxt_overlap_V240526__di_1::其他,state,2022,20,0,242,,-0.018319634061703026,,,-0.06731845874106003,,,-0.08700335995872352,
state__raw__daily__cxt_overlap_V240526__di_1::其他,state,2022,60,0,242,,-0.03720909524959311,,,-0.13585455085602446,,,-0.17021393965956208,
state__raw__daily__cxt_overlap_V240526__di_1::其他,state,2023,5,0,237,,-0.0029736705408424206,,,-0.015476891443280382,,,-0.022485533440191968,
state__raw__daily__cxt_overlap_V240526__di_1::其他,state,2023,20,0,222,,-0.013550386422731268,,,-0.04143851575156516,,,-0.05899452225830922,
state__raw__daily__cxt_overlap_V240526__di_1::其他,state,2023,60,0,182,,-0.046136369363514874,,,-0.08250077097789967,,,-0.12040487836993807,
state__raw__daily__cxt_overlap_V240526__di_1::顶重合0次,state,2021,5,97,146,-0.004382233262608301,0.0021981797057509913,-0.006580412968359292,-0.01680090798317465,-0.01714898167379429,0.0003480736906196387,-0.025635774664420775,-0.025710000708347967,7.42260439271919e-05
state__raw__daily__cxt_overlap_V240526__di_1::顶重合0次,state,2021,20,97,146,-0.01841583826190962,0.0038859070010113634,-0.02230174526292098,-0.04667985507090412,-0.04265146435385107,-0.004028390717053056,-0.061987633646853654,-0.0656061625309847,0.003618528884131042
state__raw__daily__cxt_overlap_V240526__di_1::顶重合0次,state,2021,60,97,146,-0.08520533628035538,0.028937101989733902,-0.11414243827008928,-0.1195636813474862,-0.08329931969946998,-0.03626436164801622,-0.14978813560059154,-0.11615881524482284,-0.033629320355768696
state__raw__daily__cxt_overlap_V240526__di_1::顶重合0次,state,2022,5,202,40,-0.008312840590667114,0.008599047559381501,-0.016911888150048616,-0.024642294820298158,-0.011440255678903416,-0.013202039141394742,-0.032709104183500724,-0.024933195675662153,-0.007775908507838571
state__raw__daily__cxt_overlap_V240526__di_1::顶重合0次,state,2022,20,202,40,-0.02039511023527652,-0.007838479385156884,-0.012556630850119637,-0.07182703053167853,-0.044550171198436614,-0.02727685933324192,-0.08902389006406551,-0.07679968292674648,-0.012224207137319032
state__raw__daily__cxt_overlap_V240526__di_1::顶重合0次,state,2022,60,202,40,-0.03424687888051602,-0.052168287913432435,0.017921409032916412,-0.13763786628874403,-0.12684880792079067,-0.010789058367953352,-0.16851551350832544,-0.17879099172330704,0.010275478214981593
state__raw__daily__cxt_overlap_V240526__di_1::顶重合0次,state,2023,5,165,72,-0.0038436258437188884,-0.000980022971750515,-0.002863602871968373,-0.016259195538032435,-0.013684111226140265,-0.00257508431189217,-0.023113846198296074,-0.0210456500362034,-0.002068196162092674
state__raw__daily__cxt_overlap_V240526__di_1::顶重合0次,state,2023,20,150,72,-0.024274730139058093,0.008791996319616295,-0.03306672645867439,-0.04684856768903934,-0.0301675742151606,-0.01668099347387874,-0.06330128971107274,-0.05002209006505187,-0.013279199646020867
state__raw__daily__cxt_overlap_V240526__di_1::顶重合0次,state,2023,60,120,62,-0.0601887285045449,-0.018938254897005152,-0.04125047360753975,-0.09568530491607818,-0.056982318194328356,-0.03870298672174983,-0.11811504005018968,-0.12483682350493493,0.00672178345474525
state__raw__daily__cxt_overlap_V240526__di_1::顶重合1次,state,2021,5,22,221,0.005681346739743964,-0.0010367964602159621,0.006718143199959926,-0.011850329025052363,-0.01752367493298984,0.0056733459079374784,-0.022379902414809926,-0.026008924854035293,0.003629022439225367
state__raw__daily__cxt_overlap_V240526__di_1::顶重合1次,state,2021,20,22,221,0.009804226175001823,-0.0064917957697177096,0.016296021944719533,-0.02586799867716454,-0.04609033378571193,0.02022233510854739,-0.050798910739291964,-0.06549196451133098,0.014693053772039014
state__raw__daily__cxt_overlap_V240526__di_1::顶重合1次,state,2021,60,22,221,-0.11806224151692528,-0.006528196449416141,-0.11153404506750914,-0.1307223718168636,-0.09449540989528406,-0.03622696192157955,-0.16748672593259062,-0.12580962990264488,-0.04167709602994574
state__raw__daily__cxt_overlap_V240526__di_1::顶重合1次,state,2022,5,24,218,0.01547167458462192,-0.007828220582433133,0.02329989516705505,-0.004701253806653108,-0.024415246282094908,0.0197139924754418,-0.0228940588732805,-0.03236288742722431,0.009468828553943813
state__raw__daily__cxt_overlap_V240526__di_1::顶重合1次,state,2022,20,24,218,0.009755282607120075,-0.021410450575701897,0.031165733182821974,-0.03397497892107386,-0.07098930055610438,0.03701432163503052,-0.07069862673153247,-0.0887983764607996,0.01809974972926713
state__raw__daily__cxt_overlap_V240526__di_1::顶重合1次,state,2022,60,24,218,-0.02014194138766086,-0.03908804796833795,0.018946106580677094,-0.0948748877161792,-0.14036607340353038,0.04549118568735118,-0.1530657467836222,-0.17210181410461967,0.01903606732099747
state__raw__daily__cxt_overlap_V240526__di_1::顶重合1次,state,2023,5,66,171,-0.0010300321353396693,-0.0037238467675276927,0.0026938146321880234,-0.01378003286965039,-0.01613181931380424,0.0023517864441538524,-0.020980075223228235,-0.023066587488844638,0.0020865122656164026
state__raw__daily__cxt_overlap_V240526__di_1::顶重合1次,state,2023,20,66,156,0.002636655289164611,-0.020398750223917985,0.023035405513082596,-0.03049202602758111,-0.04606972294248148,0.015577696914900373,-0.05062695335026732,-0.06253464756555771,0.011907694215290393
state__raw__daily__cxt_overlap_V240526__di_1::顶重合1次,state,2023,60,57,125,-0.019521306887271973,-0.05827283785268165,0.038751530965409675,-0.05860628507692491,-0.09339665654874416,0.034790371471819244,-0.12364750162017542,-0.11892624216782983,-0.004721259452345583
state__raw__daily__cxt_range_oscillation_V230620__di_1::2笔震荡,state,2021,5,16,227,-0.008963969577188334,0.00017304459824516713,-0.009137014175433502,-0.021122669330906084,-0.016720161627521626,-0.004402507703384458,-0.030900799809158677,-0.025312411669255856,-0.005588388139902822
state__raw__daily__cxt_range_oscillation_V230620__di_1::2笔震荡,state,2021,20,16,227,-0.04211717402400138,-0.0024014057483416375,-0.039715768275659744,-0.057231736865210076,-0.04334516276518322,-0.013886574100026854,-0.07540349127954107,-0.06336935829425512,-0.012034132985285953
state__raw__daily__cxt_range_oscillation_V230620__di_1::2笔震荡,state,2021,60,16,227,-0.16907885767845207,-0.005880348043339587,-0.16319850963511248,-0.18900454857062887,-0.09134495590175645,-0.09765959266887242,-0.20852964899548576,-0.12401833389900328,-0.08451131509648248
state__raw__daily__cxt_range_oscillation_V230620__di_1::2笔震荡,state,2022,5,30,212,-0.00989268613094962,-0.004898355250051926,-0.004994330880897694,-0.025344275782117055,-0.02205200711034365,-0.0032922686717734052,-0.03176255018032013,-0.03137589795605674,-0.00038665222426338686
state__raw__daily__cxt_range_oscillation_V230620__di_1::2笔震荡,state,2022,20,30,212,-0.05600620788077329,-0.012986628332589307,-0.04301957954818399,-0.07980454421345537,-0.06555155985345691,-0.014252984359998458,-0.10188554084123584,-0.08489739096591518,-0.016988149875320657
state__raw__daily__cxt_range_oscillation_V230620__di_1::2笔震荡,state,2022,60,30,212,-0.17439907703684743,-0.01779541858158543,-0.156603658455262,-0.2293180737635007,-0.12262858063326841,-0.10668949313023228,-0.25251821989378287,-0.15856710755094588,-0.09395111234283698
state__raw__daily__cxt_range_oscillation_V230620__di_1::2笔震荡,state,2023,5,64,173,-0.004288897907753572,-0.002487112439788584,-0.0018017854679649877,-0.015580946993607837,-0.01543839690443092,-0.00014255008917691582,-0.02160783943023157,-0.022810229490119516,0.0012023900598879464
state__raw__daily__cxt_range_oscillation_V230620__di_1::2笔震荡,state,2023,20,63,159,-0.007290360633515802,-0.016030773999590228,0.008740413366074427,-0.03087963013410593,-0.04562222514716221,0.014742595013056279,-0.04720949773264966,-0.06366406027791019,0.01645456254526053
state__raw__daily__cxt_range_oscillation_V230620__di_1::2笔震荡,state,2023,60,48,134,-0.03465062143694711,-0.05025066712825557,0.015600045691308462,-0.06602559889477716,-0.08840232515692861,0.022376726262151453,-0.11125277635896902,-0.12368324326938968,0.012430466910420657
state__raw__daily__cxt_range_oscillation_V230620__di_1::3笔震荡,state,2021,5,7,236,-0.003986454130120823,-0.0003230390276377739,-0.0036634151024830496,-0.02418087802627105,-0.016797344290500036,-0.007383533735771015,-0.026379377696369936,-0.025659638144038256,-0.0007197395523316809
state__raw__daily__cxt_range_oscillation_V230620__di_1::3笔震荡,state,2021,20,7,236,-0.0406198567654522,-0.003960402084319526,-0.03665945468113267,-0.05439492239484821,-0.04395887830837296,-0.010436044086475249,-0.07302008591385899,-0.06389898132148965,-0.009121104592369339
state__raw__daily__cxt_range_oscillation_V230620__di_1::3笔震荡,state,2021,60,7,236,-0.13797048839860368,-0.0130267258894199,-0.12494376250918378,-0.16830631592937895,-0.09568319303103018,-0.07262312289834877,-0.18455643780505238,-0.12795229285748372,-0.05660414494756866
state__raw__daily__cxt_range_oscillation_V230620__di_1::3笔震荡,state,2022,5,5,237,-0.005184289301910283,-0.005524516668480784,0.00034022736657050075,-0.013115942399995407,-0.022657274552136657,0.00954133215214125,-0.021406856255991147,-0.03163515861102817,0.010228302355037022
state__raw__daily__cxt_range_oscillation_V230620__di_1::3笔震荡,state,2022,20,5,237,-0.01292762001498593,-0.01843338963230887,0.00550576961732294,-0.048438570961882574,-0.06771676860981905,0.01927819764793648,-0.058086101569098304,-0.0876134287011207,0.029527327132022392
state__raw__daily__cxt_range_oscillation_V230620__di_1::3笔震荡,state,2022,60,5,237,-0.11835875119477668,-0.03549707719167784,-0.08286167400309884,-0.12030397811183458,-0.1361826220109652,0.01587864389913063,-0.174608408903545,-0.17012122933795906,-0.004487179565585947
state__raw__daily__cxt_range_oscillation_V230620__di_1::3笔震荡,state,2023,5,40,197,-0.003591324176411287,-0.0028482586351431583,-0.0007430655412681286,-0.013289235355606045,-0.01592108557275741,0.0026318502171513644,-0.02033473425494079,-0.02292224393465921,0.0025875096797184187
state__raw__daily__cxt_range_oscillation_V230620__di_1::3笔震荡,state,2023,20,34,188,0.005477282329254302,-0.016991560558728656,0.022468842887982957,-0.03990756606722514,-0.04171538963064793,0.0018078235634227877,-0.05261699421253419,-0.06014790498999193,0.007530910777457739
state__raw__daily__cxt_range_oscillation_V230620__di_1::3笔震荡,state,2023,60,17,165,-0.03061657087113625,-0.047735378905153884,0.017118808034017635,-0.0646189514131821,-0.08434314026638573,0.019724188853203636,-0.11879192447958815,-0.12057106149803473,0.0017791370184465777
state__raw__daily__cxt_range_oscillation_V230620__di_1::4笔震荡,state,2021,5,16,227,-0.0005240362857070469,-0.00042184056767421876,-0.0001021957180328281,-0.017497333897886123,-0.016975691878307175,-0.0005216420195789488,-0.026231388324824065,-0.025641533183570188,-0.0005898551412538769
state__raw__daily__cxt_range_oscillation_V230620__di_1::4笔震荡,state,2021,20,16,227,-0.07732391104381314,8.012637640280294e-05,-0.07740403742021594,-0.08575979954175743,-0.041334374206483865,-0.04442542533527356,-0.10167512497985202,-0.061517613187625275,-0.04015751179222675
state__raw__daily__cxt_range_oscillation_V230620__di_1::4笔震荡,state,2021,60,16,227,-0.09667453737383172,-0.010983736258643228,-0.0856908011151885,-0.15363469711666192,-0.09383798507912856,-0.05979671203753335,-0.16828144382557397,-0.126855211796442,-0.04142623202913198
state__raw__daily__cxt_range_oscillation_V230620__di_1::4笔震荡,state,2022,5,10,232,-0.010217236847619948,-0.005314911760617661,-0.004902325087002286,-0.02263912458608567,-0.022452424719808226,-0.00018669986627744412,-0.03218907351958521,-0.03139084541766285,-0.0007982281019223575
state__raw__daily__cxt_range_oscillation_V230620__di_1::4笔震荡,state,2022,20,10,232,0.03966645864660865,-0.02081903460947508,0.06048549325608373,-0.028838678970068622,-0.06897706993808553,0.040138390968016906,-0.042294769588794225,-0.08893045437122046,0.04663568478242624
state__raw__daily__cxt_range_oscillation_V230620__di_1::4笔震荡,state,2022,60,10,232,-0.1355907118217339,-0.03296850832838015,-0.10262220349335376,-0.15065376055474297,-0.13521665388625212,-0.015437106668490852,-0.21615828524319874,-0.16823357993612942,-0.047924705307069326
state__raw__daily__cxt_range_oscillation_V230620__di_1::4笔震荡,state,2023,5,30,207,0.002580210807817947,-0.003778580881227981,0.006358791689045928,-0.01476885828361916,-0.015579504944680559,0.0008106466610613983,-0.025114756971241426,-0.022104486551634075,-0.0030102704196073513
state__raw__daily__cxt_range_oscillation_V230620__di_1::4笔震荡,state,2023,20,22,200,0.0013462712893930852,-0.015189018771064941,0.016535290060458025,-0.03789544922886543,-0.041828253069062134,0.0039328038401967025,-0.07061666311965217,-0.057716086763561505,-0.012900576356090668
state__raw__daily__cxt_range_oscillation_V230620__di_1::4笔震荡,state,2023,60,22,160,-0.06626049620506799,-0.04336930192280133,-0.022891194282266665,-0.09030647133812936,-0.08142748717836809,-0.008878984159761266,-0.14659733572749523,-0.11680341548327396,-0.02979392024422127
state__raw__daily__cxt_range_oscillation_V230620__di_1::其他,state,2021,5,184,59,0.0026558789790250142,-0.010047866467355306,0.01270374544638032,-0.015140883748988107,-0.02283926760895076,0.0076983838599626545,-0.023911319061968556,-0.031197415906193286,0.007286096844224731
state__raw__daily__cxt_range_oscillation_V230620__di_1::其他,state,2021,20,184,59,0.010367046465956173,-0.05299204133887306,0.06335908780482923,-0.036803017520886536,-0.06751363582537005,0.030710618304483517,-0.05830998704094073,-0.08241123013110975,0.02410124309016902
state__raw__daily__cxt_range_oscillation_V230620__di_1::其他,state,2021,60,184,59,0.007379446022445041,-0.09149014909869846,0.0988695951211435,-0.08462432830518801,-0.13878815862159627,0.05416383031640826,-0.12049457974876578,-0.15792599161404428,0.0374314118652785
state__raw__daily__cxt_range_oscillation_V230620__di_1::其他,state,2022,5,193,49,-0.005003675908647957,-0.007541274419804925,0.0025375985111569677,-0.022603235688736723,-0.021896516182248523,-0.0007067195064882001,-0.03191084670295292,-0.029505580784157538,-0.0024052659187953802
state__raw__daily__cxt_range_oscillation_V230620__di_1::其他,state,2022,20,193,49,-0.01757691397547559,-0.021245041748272308,0.003668127772796719,-0.06914881338247117,-0.060109102704481485,-0.009039710677989685,-0.08903087784279409,-0.07901742217044548,-0.010013455672348612
state__raw__daily__cxt_range_oscillation_V230620__di_1::其他,state,2022,60,193,49,-0.007234326665488416,-0.1552729796726994,0.14803865300721097,-0.12029866363399917,-0.19712569848563435,0.07682703485163518,-0.15341350870479578,-0.2363870656650699,0.08297355696027411
state__raw__daily__cxt_range_oscillation_V230620__di_1::其他,state,2023,5,79,158,-0.00118217138603642,-0.003869420118245421,0.002687248732209001,-0.016575672096937836,-0.014927501116451653,-0.0016481709804861827,-0.024132553677102337,-0.021662023321736782,-0.002470530355365555
state__raw__daily__cxt_range_oscillation_V230620__di_1::其他,state,2023,20,79,143,-0.020023697226380817,-0.009974221713022773,-0.010049475513358044,-0.046534671699228994,-0.03862315687138723,-0.007911514827841762,-0.0665972110460957,-0.05479443544547611,-0.01180277560061959
state__raw__daily__cxt_range_oscillation_V230620__di_1::其他,state,2023,60,71,111,-0.026813150405753213,-0.05849626617433539,0.03168311576858218,-0.07778441315371779,-0.08551754039697097,0.007733127243253188,-0.11223812551660359,-0.12562865722207098,0.01339053170546739
state__raw__daily__cxt_second_bs_V230320__di_1::二买,event,2021,5,10,233,0.015831501362020307,-0.0011264266225474828,0.01695792798456779,-0.010350709508184553,-0.017295846796824298,0.006945137288639745,-0.019889051315583793,-0.025928925891466864,0.006039874575883071
state__raw__daily__cxt_second_bs_V230320__di_1::二买,event,2021,20,10,233,0.051047279820279644,-0.007422603808842792,0.058469883629122435,-0.028110752599264134,-0.04495258459891551,0.016841831999651377,-0.050224496012114206,-0.06475989370449539,0.014535397692381186
