factor,factor_kind,year,horizon,active_n,control_n,active_return,control_return,return_delta,active_mae,control_mae,mae_delta,active_max_drawdown,control_max_drawdown,max_drawdown_delta
state__raw__daily__cxt_bi_trend_V230824__di_1::向上,state,2023,5,36,201,-0.016814416859320978,-0.0004947309017119327,-0.016319685957609045,-0.02322930268952302,-0.014088399876789165,-0.009140902812733854,-0.029932851276632255,-0.02115168546948624,-0.008781165807146014
state__raw__daily__cxt_bi_trend_V230824__di_1::向上,state,2023,20,36,186,-0.0028598945102045253,-0.015619513889671921,0.012759619379467395,-0.037050157505664566,-0.04228787541206205,0.005237717906397481,-0.050726280858570214,-0.060594827045355466,0.009868546186785253
state__raw__daily__cxt_bi_trend_V230824__di_1::向上,state,2023,60,36,146,-0.048280490524001594,-0.0456076819540798,-0.002672808569921796,-0.06993260324564829,-0.08559977124064659,0.0156671679949983,-0.12284361262166595,-0.1198035466366353,-0.003040065985030649
state__raw__daily__cxt_bi_trend_V230824__di_1::向下,state,2021,5,78,165,0.004581771218273527,-0.002797094208840579,0.007378865427114106,-0.011068672869727923,-0.019818684332746236,0.008750011463018313,-0.017956371563457994,-0.029331716751017544,0.01137534518755955
state__raw__daily__cxt_bi_trend_V230824__di_1::向下,state,2021,20,78,165,0.01831112138081845,-0.016044008224008564,0.03435512960482701,-0.028024722968648934,-0.05193412936960811,0.023909406400959177,-0.04668749082285169,-0.07242227823688568,0.025734787414033997
state__raw__daily__cxt_bi_trend_V230824__di_1::向下,state,2021,60,78,165,0.004376466005220563,-0.02655433380060924,0.030930799805829804,-0.09028093994076677,-0.101317966372418,0.01103702643165122,-0.12631803648332393,-0.13112623838365003,0.004808201900326103
state__raw__daily__cxt_bi_trend_V230824__di_1::向下,state,2022,5,106,136,-0.0008736813258855097,-0.00913692409114436,0.008263242765258852,-0.022248686505193647,-0.02262494861254293,0.000376262107349281,-0.0331001293940951,-0.030117302619996705,-0.0029828267740983974
state__raw__daily__cxt_bi_trend_V230824__di_1::向下,state,2022,20,106,136,-0.009756724126644615,-0.024993666805204432,0.015236942678559818,-0.06550811615915514,-0.06872946104754474,0.003221344888389599,-0.0892040788036988,-0.08528809380013982,-0.003915985003558969
state__raw__daily__cxt_bi_trend_V230824__di_1::向下,state,2022,60,106,136,0.029733856332932778,-0.08938521927715005,0.11911907561008284,-0.10126467396999961,-0.1628143078407203,0.06154963387072068,-0.1368665975471293,-0.19620525042366405,0.05933865287653475
state__raw__daily__cxt_bi_trend_V230824__di_1::向下,state,2023,5,87,150,-0.0014697751553293726,-0.0038459298644399884,0.002376154709110616,-0.014949133518710635,-0.015782991039530837,0.0008338575208202016,-0.022039602241354418,-0.022744173535517748,0.0007045712941633302
