factor,factor_kind,endpoint,direction,conditional_effect,closest_reference,max_abs_correlation
dynamic__state__raw__daily__byi_symmetry_zs_V221107__di_1__joint::否|向下|任意__age_1_3,state,max_drawdown_20,1,0.009312698515355875,raw__30m__cxt_bi_status_V230101,0.22964640640512193
dynamic__state__raw__daily__byi_symmetry_zs_V221107__di_1__v1::否__age_1_3,state,return_20,1,0.019915371948548144,raw__30m__cxt_bi_status_V230101,0.09373853374898107
dynamic__state__raw__daily__byi_symmetry_zs_V221107__di_1__v1::是__age_1_3,state,max_drawdown_20,1,0.005176278683585537,raw__daily__cxt_seven_bi_V230620__di_1,0.15514646873992116
dynamic__state__raw__daily__byi_symmetry_zs_V221107__di_1__v2::向下__age_4_8,state,max_drawdown_20,1,0.0077496577625129045,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5,0.24725249138625316
dynamic__state__raw__daily__cxt_bi_base_V230228__di_1__joint::向下|转折|任意__age_1_3,state,max_drawdown_20,1,0.005324306434275475,raw__daily__cxt_bi_status_V230101,0.5258985042671449
dynamic__state__raw__daily__cxt_bi_base_V230228__di_1__joint::向下|转折|任意__age_4_8,state,max_drawdown_20,1,0.007799272740698837,raw__daily__cxt_bi_status_V230101,0.30512712940783493
dynamic__state__raw__daily__cxt_bi_base_V230228__di_1__v1::向下__age_4_8,state,max_drawdown_20,1,0.00699007521003264,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5,0.24893978413162893
dynamic__state__raw__daily__cxt_bi_base_V230228__di_1__v2::转折__age_9_plus,state,max_drawdown_20,1,0.007484677732635345,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20,0.11941223719289995
dynamic__state__raw__daily__cxt_bi_end_V230222__di_1__joint::新低|第2次|任意__onset,event,return_20,-1,-0.015623342819901912,raw__daily__cxt_bi_status_V230101,0.13101221867992482
dynamic__state__raw__daily__cxt_bi_end_V230222__di_1__joint::新低|第2次|任意__age_1_3,state,return_20,-1,-0.015577363276495518,raw__daily__cxt_bi_status_V230101,0.17594696381674355
dynamic__state__raw__daily__cxt_bi_end_V230222__di_1__joint::新高|第1次|任意__exit,event,max_drawdown_20,1,0.013779014924262012,raw__daily__cxt_five_bi_V230619__di_1,0.07744010393679918
dynamic__state__raw__daily__cxt_bi_end_V230222__di_1__joint::新高|第1次|任意__age_1_3,state,max_drawdown_20,1,0.010786509313255185,raw__daily__cxt_bi_status_V230101,0.1658821248255262
dynamic__state__raw__daily__cxt_bi_end_V230222__di_1__v1::新高__age_1_3,state,max_drawdown_20,1,0.005820945032484416,raw__daily__cxt_bi_status_V230101,0.3890948501092641
dynamic__state__raw__daily__cxt_bi_end_V230222__di_1__v2::第1次__age_1_3,state,max_drawdown_20,1,0.008609469902005904,raw__daily__pressure_support_V240406__di_1__w_20,0.09200810274771168
dynamic__state__raw__daily__cxt_bi_end_V230222__di_1__v2::第2次__age_1_3,state,return_20,-1,-0.01201475459811828,raw__daily__cxt_five_bi_V230619__di_1,0.07597399160729963
dynamic__state__raw__daily__cxt_bi_end_V230222__di_1__v2::第3次__age_1_3,state,max_drawdown_20,1,0.0100246917907034,raw__30m__cxt_third_buy_V230228__di_1,0.04471724665308732
dynamic__state__raw__daily__cxt_bi_end_V230312__di_1__v1::看多__age_1_3,state,max_drawdown_20,-1,-0.005695563589522374,raw__daily__cxt_bi_status_V230101,0.3082289057948107
dynamic__state__raw__daily__cxt_bi_end_V230320__di_1__joint::看多|17K|任意__onset,event,return_20,-1,-0.01867868044219387,target_position,0.09408551707425337
dynamic__state__raw__daily__cxt_bi_end_V230320__di_1__joint::看多|17K|任意__exit,event,return_20,-1,-0.02476964618752938,raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26,0.08415649845490786
dynamic__state__raw__daily__cxt_bi_end_V230320__di_1__v2::17K__onset,event,return_20,-1,-0.014217691618498358,raw__30m__cxt_bi_status_V230101,0.05737876447029018
dynamic__state__raw__daily__cxt_bi_end_V230320__di_1__v2::17K__exit,event,return_20,-1,-0.011921095255253495,raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26,0.019845421141464578
dynamic__state__raw__daily__cxt_bi_end_V230322__di_1__v2::反向分型__exit,event,return_20,-1,-0.023302882495213624,target_position,0.06464344755354082
dynamic__state__raw__daily__cxt_bi_end_V230324__di_1__v1::看多__age_1_3,state,return_20,-1,-0.011196697660144386,raw__daily__cxt_bi_status_V230101,0.30267766726116924
dynamic__state__raw__daily__cxt_bi_end_V230324__di_1__v1::看空__age_1_3,state,max_drawdown_20,1,0.005306390568156365,raw__daily__cxt_bi_status_V230101,0.32522709289290036
dynamic__state__raw__daily__cxt_bi_end_V230618__di_1__joint::看多|其他|任意__exit,event,return_20,-1,-0.014898357674567065,raw__daily__cxt_bi_status_V230101,0.12152697803559606
dynamic__state__raw__daily__cxt_bi_end_V230618__di_1__joint::看空|其他|任意__onset,event,max_drawdown_20,1,0.006197638666795643,raw__daily__cxt_bi_status_V230101,0.23824270782471418
dynamic__state__raw__daily__cxt_bi_end_V230618__di_1__joint::看空|其他|任意__exit,event,max_drawdown_20,1,0.007964327949561196,raw__daily__cxt_bi_status_V230101,0.13337992199430942
dynamic__state__raw__daily__cxt_bi_end_V230618__di_1__joint::看空|其他|任意__age_1_3,state,max_drawdown_20,1,0.009793798679903395,raw__daily__cxt_bi_status_V230101,0.3885624867482902
dynamic__state__raw__daily__cxt_bi_end_V230618__di_1__v1::看空__exit,event,max_drawdown_20,1,0.005569921146268415,raw__daily__cxt_bi_status_V230101,0.16994338549090027
dynamic__state__raw__daily__cxt_bi_end_V230618__di_1__v1::看空__age_1_3,state,max_drawdown_20,1,0.007964788038606969,raw__daily__cxt_bi_status_V230101,0.514023582219977
dynamic__state__raw__daily__cxt_bi_status_V230101__di_1__joint::向下|延伸|任意__onset,event,max_drawdown_20,-1,-0.005108782413888746,raw__daily__cxt_bi_status_V230101,0.2738839871499291
dynamic__state__raw__daily__cxt_bi_status_V230101__di_1__joint::向下|延伸|任意__age_1_3,state,max_drawdown_20,-1,-0.006655054266977457,raw__daily__cxt_bi_status_V230101,0.4317033903187656
dynamic__state__raw__daily__cxt_bi_status_V230102__di_1__joint::向下|延伸|任意__age_1_3,state,max_drawdown_20,-1,-0.005255345742077035,raw__daily__cxt_bi_status_V230101,0.27685095380840047
dynamic__state__raw__daily__cxt_bi_status_V230102__di_1__v1::向下__age_1_3,state,max_drawdown_20,-1,-0.005697231005208384,raw__daily__cxt_bi_status_V230101,0.46102521914209593
dynamic__state__raw__daily__cxt_bi_stop_V230815__di_1__joint::向下|阈值外|任意__age_4_8,state,max_drawdown_20,1,0.007127239111006334,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5,0.2629771952626684
dynamic__state__raw__daily__cxt_bi_stop_V230815__di_1__v1::向下__age_4_8,state,max_drawdown_20,1,0.007715840226019438,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5,0.2555109614737907
dynamic__state__raw__daily__cxt_bi_stop_V230815__di_1__v2::阈值外__age_4_8,state,return_20,-1,-0.01760849282910456,raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5,0.08467105748676125
dynamic__state__raw__daily__cxt_bi_trend_V230824__di_1__v1::向上__exit,event,max_drawdown_20,1,0.013137264093720749,raw__daily__cxt_five_bi_V230619__di_1,0.0777934148455061
dynamic__state__raw__daily__cxt_bi_trend_V230824__di_1__v1::横盘__age_4_8,state,max_drawdown_20,1,0.009214436015374194,raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5,0.09460718160018387
dynamic__state__raw__daily__cxt_bi_trend_V230913__di_1__joint::上升趋势|强|任意__age_1_3,state,max_drawdown_20,1,0.005235556021244764,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20,0.3148702893058983
dynamic__state__raw__daily__cxt_bi_trend_V230913__di_1__v1::上升趋势__age_1_3,state,max_drawdown_20,1,0.005443128940216686,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20,0.32199238071828357
dynamic__state__raw__daily__cxt_bi_zdf_V230601__di_1__joint::向上|第1层|任意__onset,event,max_drawdown_20,1,0.012721437984083036,raw__daily__cxt_bi_status_V230101,0.16340585849765696
dynamic__state__raw__daily__cxt_bi_zdf_V230601__di_1__joint::向上|第1层|任意__exit,event,max_drawdown_20,1,0.020306346029654688,target_position,0.060877878207221514
dynamic__state__raw__daily__cxt_bi_zdf_V230601__di_1__joint::向下|第1层|任意__exit,event,max_drawdown_20,1,0.01809591784187054,raw__30m__cxt_bi_status_V230101,0.052136595436480214
dynamic__state__raw__daily__cxt_bi_zdf_V230601__di_1__joint::向下|第2层|任意__onset,event,return_20,-1,-0.03343230983794989,raw__daily__cxt_bi_status_V230101,0.12430241945274262
dynamic__state__raw__daily__cxt_bi_zdf_V230601__di_1__joint::向下|第5层|任意__onset,event,return_20,1,0.04600414563267273,raw__daily__cxt_bi_status_V230101,0.11842099700980818
dynamic__state__raw__daily__cxt_bi_zdf_V230601__di_1__v1::向上__age_1_3,state,max_drawdown_20,1,0.007263357573398696,raw__daily__cxt_bi_status_V230101,0.5039536952284598
dynamic__state__raw__daily__cxt_bi_zdf_V230601__di_1__v1::向上__age_4_8,state,return_20,-1,-0.012417462565440707,raw__daily__cxt_bi_status_V230101,0.35177368513233803
dynamic__state__raw__daily__cxt_bi_zdf_V230601__di_1__v2::第1层__exit,event,max_drawdown_20,1,0.022060183720320044,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10,0.029338021718133496
dynamic__state__raw__daily__cxt_bi_zdf_V230601__di_1__v2::第1层__age_1_3,state,return_20,-1,-0.014815672522991352,raw__daily__cxt_seven_bi_V230620__di_1,0.09819715490217461
dynamic__state__raw__daily__cxt_bi_zdf_V230601__di_1__v2::第4层__onset,event,max_drawdown_20,-1,-0.008560186847020762,raw__weekly__cxt_bi_status_V230101,0.04479971201283635
dynamic__state__raw__daily__cxt_bi_zdf_V230601__di_1__v2::第4层__exit,event,max_drawdown_20,-1,-0.011597702517500367,raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5,0.07948445513020819
dynamic__state__raw__daily__cxt_fx_power_V221107__di_1__joint::中底|有中枢|任意__age_1_3,state,max_drawdown_20,1,0.007388265644691255,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5,0.27420521749455884
dynamic__state__raw__daily__cxt_fx_power_V221107__di_1__joint::弱顶|无中枢|任意__onset,event,return_20,-1,-0.03245390090898133,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5,0.11446441523258595
dynamic__state__raw__daily__cxt_fx_power_V221107__di_1__joint::弱顶|无中枢|任意__exit,event,return_20,-1,-0.030507301094692775,raw__30m__cxt_bi_status_V230101,0.08463050822182788
dynamic__state__raw__daily__cxt_fx_power_V221107__di_1__joint::弱顶|有中枢|任意__exit,event,return_20,-1,-0.016953902828548428,raw__30m__cxt_bi_status_V230101,0.20989382734987974
dynamic__state__raw__daily__cxt_fx_power_V221107__di_1__joint::强顶|无中枢|任意__exit,event,return_20,-1,-0.021721269494549483,raw__weekly__cxt_bi_status_V230101,0.0796124202637674
dynamic__state__raw__daily__cxt_fx_power_V221107__di_1__v1::中底__age_1_3,state,max_drawdown_20,1,0.009550191084546824,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5,0.29692222938334584
dynamic__state__raw__daily__cxt_fx_power_V221107__di_1__v1::中顶__age_1_3,state,return_20,-1,-0.010157149515843032,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5,0.27314937106977133
dynamic__state__raw__daily__cxt_fx_power_V221107__di_1__v1::弱底__onset,event,max_drawdown_20,-1,-0.005317110904798427,raw__30m__cxt_bi_status_V230101,0.13731467304016579
dynamic__state__raw__daily__cxt_fx_power_V221107__di_1__v1::弱顶__onset,event,return_20,-1,-0.012434629760083724,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5,0.13740259571976138
dynamic__state__raw__daily__cxt_fx_power_V221107__di_1__v1::弱顶__exit,event,return_20,-1,-0.018920415530869327,raw__30m__cxt_bi_status_V230101,0.22856032126772494
dynamic__state__raw__daily__cxt_fx_power_V221107__di_1__v2::有中枢__age_1_3,state,return_20,-1,-0.009874314696130069,raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5,0.11094995794811141
dynamic__state__raw__daily__cxt_fx_power_V221107__di_1__v2::有中枢__age_4_8,state,return_20,-1,-0.011490752441955025,raw__daily__cxt_bi_status_V230101,0.08686505615351257
dynamic__state__raw__daily__cxt_fx_power_V221107__di_1__v2::有中枢__age_9_plus,state,max_drawdown_20,1,0.011018621824253953,raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5,0.21682778615309584
dynamic__state__raw__daily__cxt_overlap_V240526__di_1__joint::顶重合1次|底重合0次|任意__age_1_3,state,max_drawdown_20,1,0.005091059493729623,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10,0.24192655315943537
dynamic__state__raw__daily__cxt_overlap_V240526__di_1__joint::顶重合2次|底重合0次|任意__onset,event,return_20,-1,-0.025828825821183697,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20,0.14179388958893643
dynamic__state__raw__daily__cxt_overlap_V240526__di_1__joint::顶重合2次|底重合0次|任意__exit,event,return_20,-1,-0.024853052043585722,raw__daily__pressure_support_V240406__di_1__w_20,0.09205436563765837
dynamic__state__raw__daily__cxt_overlap_V240526__di_1__joint::顶重合3次|底重合0次|任意__onset,event,return_20,-1,-0.04411349119672975,raw__weekly__cxt_bi_status_V230101,0.11304720390782916
dynamic__state__raw__daily__cxt_overlap_V240526__di_1__joint::顶重合3次|底重合0次|任意__exit,event,return_20,-1,-0.04434612820481963,raw__weekly__cxt_bi_status_V230101,0.10619485831193724
dynamic__state__raw__daily__cxt_overlap_V240526__di_1__v1::顶重合0次__age_1_3,state,max_drawdown_20,1,0.006589923445526708,raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26,0.15240460413587725
dynamic__state__raw__daily__cxt_overlap_V240526__di_1__v1::顶重合0次__age_4_8,state,max_drawdown_20,1,0.007967624457189347,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10,0.1284307542422767
dynamic__state__raw__daily__cxt_overlap_V240526__di_1__v1::顶重合1次__onset,event,max_drawdown_20,1,0.006704665479743595,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10,0.1637037947881451
dynamic__state__raw__daily__cxt_overlap_V240526__di_1__v1::顶重合1次__age_1_3,state,max_drawdown_20,1,0.005936822425772769,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10,0.24528137575127815
dynamic__state__raw__daily__cxt_overlap_V240526__di_1__v1::顶重合3次__onset,event,return_20,-1,-0.0427655443192651,raw__weekly__cxt_bi_status_V230101,0.12127725125094134
dynamic__state__raw__daily__cxt_overlap_V240526__di_1__v1::顶重合3次__exit,event,return_20,-1,-0.04026930061564312,raw__weekly__cxt_bi_status_V230101,0.11473846046519179
dynamic__state__raw__daily__cxt_overlap_V240526__di_1__v2::底重合0次__age_9_plus,state,return_20,-1,-0.015797493551677717,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20,0.32142490284471587
dynamic__state__raw__daily__cxt_range_oscillation_V230620__di_1__v2::向上__age_1_3,state,return_20,-1,-0.00813506077727219,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5,0.21050601344896694
dynamic__state__raw__daily__cxt_range_oscillation_V230620__di_1__v2::向上__age_4_8,state,max_drawdown_20,1,0.01142294704937892,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5,0.20219489017804274
dynamic__state__raw__daily__cxt_second_bs_V230320__di_1__v1::二买__post_1_5,state,return_20,-1,-0.017254369922851513,raw__weekly__cxt_bi_status_V230101,0.2185012275245365
dynamic__state__raw__daily__cxt_third_buy_V230228__di_1__v1::三买__post_1_5,state,return_20,-1,-0.02911234955262801,raw__weekly__cxt_bi_status_V230101,0.25451884134510017
dynamic__state__raw__daily__cxt_three_bi_V230618__di_1__v1::向上不重合__exit,event,max_drawdown_20,1,0.012723124197364651,raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26,0.09639925303404429
dynamic__state__raw__daily__cxt_three_bi_V230618__di_1__v1::向上奔走型__onset,event,max_drawdown_20,1,0.010003497158190724,raw__daily__cxt_bi_status_V230101,0.15006571985304568
dynamic__state__raw__daily__cxt_three_bi_V230618__di_1__v1::向下奔走型__onset,event,max_drawdown_20,-1,-0.019219395496719704,raw__weekly__cxt_bi_status_V230101,0.10088760337044407
dynamic__state__raw__daily__cxt_three_bi_V230618__di_1__v1::向下奔走型__exit,event,max_drawdown_20,-1,-0.018586822841429453,raw__weekly__cxt_bi_status_V230101,0.10905775505376482
dynamic__state__raw__daily__cxt_ubi_end_V230816__di_1__joint::新低|第3次|任意__onset,event,max_drawdown_20,1,0.019985121818423594,target_position,0.10393863158633428
dynamic__state__raw__daily__cxt_ubi_end_V230816__di_1__v2::第3次__onset,event,max_drawdown_20,1,0.008588665942034678,raw__daily__cxt_five_bi_V230619__di_1,0.029222596380364257
dynamic__state__raw__daily__cxt_ubi_end_V230816__di_1__v2::第3次__age_1_3,state,return_20,-1,-0.010448666353515141,raw__daily__cxt_five_bi_V230619__di_1,0.044966664133179
dynamic__state__raw__weekly__byi_fx_num_V230628__di_1__v1::向上__onset,event,return_20,-1,-0.04819878172969145,raw__weekly__cxt_bi_status_V230101,0.12139168765783451
dynamic__state__raw__weekly__byi_fx_num_V230628__di_1__v1::向下__age_4_8,state,max_drawdown_20,1,0.01788776791645345,raw__weekly__cxt_bi_status_V230101,0.2932279966729359
dynamic__state__raw__weekly__byi_symmetry_zs_V221107__di_1__v2::向上__exit,event,return_20,-1,-0.060677688699782885,raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26,0.073387115317078
dynamic__state__raw__weekly__byi_symmetry_zs_V221107__di_1__v2::向下__onset,event,return_20,-1,-0.04514224213284271,raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5,0.05991862134408101
dynamic__state__raw__weekly__cxt_bi_base_V230228__di_1__joint::向上|转折|任意__exit,event,return_20,-1,-0.021321528892257503,raw__30m__cxt_third_buy_V230228__di_1,0.05966545800662661
dynamic__state__raw__weekly__cxt_bi_base_V230228__di_1__joint::向上|转折|任意__age_9_plus,state,return_20,-1,-0.03847144331999495,raw__weekly__cxt_bi_status_V230101,0.4266189661363327
dynamic__state__raw__weekly__cxt_bi_base_V230228__di_1__v1::向上__exit,event,return_20,-1,-0.04049303283889456,raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5,0.06507033696227874
dynamic__state__raw__weekly__cxt_bi_base_V230228__di_1__v2::转折__age_9_plus,state,max_drawdown_20,1,0.015906472156076518,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10,0.1585533310695115
dynamic__state__raw__weekly__cxt_bi_end_V230222__di_1__joint::新高|第1次|任意__onset,event,return_20,-1,-0.049710950684766074,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10,0.07709086950740604
dynamic__state__raw__weekly__cxt_bi_end_V230222__di_1__v1::新低__exit,event,return_20,-1,-0.04078253590710803,raw__daily__cxt_five_bi_V230619__di_1,0.10085785221669968
dynamic__state__raw__weekly__cxt_bi_end_V230222__di_1__v1::新高__onset,event,return_20,-1,-0.03721772536837552,raw__weekly__cxt_bi_status_V230101,0.07878547592836929
dynamic__state__raw__weekly__cxt_bi_end_V230222__di_1__v1::新高__age_4_8,state,return_20,-1,-0.03297291814685656,raw__daily__pressure_support_V240406__di_1__w_20,0.1935575101907775
dynamic__state__raw__weekly__cxt_bi_end_V230222__di_1__v1::新高__age_9_plus,state,return_20,-1,-0.024174610890638444,raw__weekly__cxt_bi_status_V230101,0.27612634506784567
dynamic__state__raw__weekly__cxt_bi_end_V230618__di_1__v1::看多__exit,event,return_20,-1,-0.04381124918895916,raw__weekly__cxt_bi_status_V230101,0.06812003396680053
dynamic__state__raw__weekly__cxt_bi_status_V230101__di_1__v1::向上__onset,event,return_20,-1,-0.008754970205442272,raw__weekly__cxt_bi_status_V230101,0.12139168765783447
dynamic__state__raw__weekly__cxt_bi_status_V230101__di_1__v1::向上__exit,event,max_drawdown_20,1,0.01370314609923654,raw__weekly__cxt_bi_status_V230101,0.09970532090423963
dynamic__state__raw__weekly__cxt_bi_status_V230101__di_1__v1::向下__onset,event,max_drawdown_20,1,0.021585194620449603,raw__weekly__cxt_bi_status_V230101,0.10743551370060826
dynamic__state__raw__weekly__cxt_bi_status_V230101__di_1__v2::底分__exit,event,return_20,-1,-0.017854309261414923,raw__daily__cxt_five_bi_V230619__di_1,0.10411489338172708
dynamic__state__raw__weekly__cxt_bi_status_V230101__di_1__v2::顶分__age_4_8,state,return_20,-1,-0.02985018642476488,raw__weekly__cxt_bi_status_V230101,0.335330343011395
dynamic__state__raw__weekly__cxt_bi_status_V230101__di_1__v2::顶分__age_9_plus,state,max_drawdown_20,1,0.009561075112668821,raw__weekly__cxt_bi_status_V230101,0.4808631552415975
dynamic__state__raw__weekly__cxt_bi_stop_V230815__di_1__joint::向下|阈值外|任意__onset,event,return_20,-1,-0.04951571958512436,raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5,0.06339686933504772
dynamic__state__raw__weekly__cxt_bi_stop_V230815__di_1__joint::向下|阈值外|任意__age_9_plus,state,max_drawdown_20,-1,-0.01070691586331083,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20,0.38279323781078706
dynamic__state__raw__weekly__cxt_bi_stop_V230815__di_1__v1::向上__exit,event,return_20,-1,-0.050593294415825975,raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5,0.06168085173033884
dynamic__state__raw__weekly__cxt_bi_stop_V230815__di_1__v1::向下__age_9_plus,state,max_drawdown_20,-1,-0.010638394347187887,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20,0.3804770719162584
dynamic__state__raw__weekly__cxt_bi_trend_V230913__di_1__joint::上升趋势|强|任意__onset,event,return_20,-1,-0.050599069535775844,raw__weekly__cxt_bi_status_V230101,0.06820699663716102
dynamic__state__raw__weekly__cxt_bi_trend_V230913__di_1__joint::下降趋势|强|任意__onset,event,max_drawdown_20,1,0.022370316644289064,raw__weekly__cxt_bi_status_V230101,0.0925231639689294
dynamic__state__raw__weekly__cxt_bi_trend_V230913__di_1__v1::观望__age_4_8,state,return_20,-1,-0.02813111414025387,raw__daily__pressure_support_V240406__di_1__w_20,0.0958375461038554
dynamic__state__raw__weekly__cxt_fx_power_V221107__di_1__v1::中底__age_4_8,state,max_drawdown_20,1,0.015438764204381245,raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26,0.19099946792865788
dynamic__state__raw__weekly__cxt_fx_power_V221107__di_1__v2::有中枢__age_9_plus,state,return_20,-1,-0.02317240933496096,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20,0.20547546280582407
dynamic__state__raw__weekly__cxt_overlap_V240526__di_1__joint::顶重合0次|底重合1次|任意__onset,event,max_drawdown_20,1,0.021356769052625395,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20,0.054353129577857186
dynamic__state__raw__weekly__cxt_overlap_V240526__di_1__v2::底重合1次__onset,event,max_drawdown_20,1,0.022505879718885756,raw__daily__cxt_five_bi_V230619__di_1,0.07542992766795949
dynamic__state__raw__weekly__cxt_ubi_end_V230816__di_1__v2::第2次__age_9_plus,state,max_drawdown_20,-1,-0.01132111429870796,raw__daily__cxt_bi_status_V230101,0.11306114512410759
