factor,reason
dynamic__state__raw__30m__cxt_overlap_V240526__di_1__joint::顶重合2次|底重合0次|任意__exit,cross_year_direction
dynamic__state__raw__30m__cxt_overlap_V240526__di_1__joint::顶重合2次|底重合0次|任意__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_overlap_V240526__di_1__joint::顶重合2次|底重合1次|任意__onset,cross_year_direction
dynamic__state__raw__30m__cxt_overlap_V240526__di_1__joint::顶重合2次|底重合1次|任意__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_overlap_V240526__di_1__joint::顶重合3次|底重合0次|任意__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_overlap_V240526__di_1__joint::顶重合3次|底重合1次|任意__onset,event_total_support
dynamic__state__raw__30m__cxt_overlap_V240526__di_1__joint::顶重合3次|底重合1次|任意__exit,event_total_support
dynamic__state__raw__30m__cxt_overlap_V240526__di_1__v1::顶重合0次__onset,cross_year_direction
dynamic__state__raw__30m__cxt_overlap_V240526__di_1__v1::顶重合0次__exit,cross_year_direction
dynamic__state__raw__30m__cxt_overlap_V240526__di_1__v1::顶重合0次__age_1_3,cross_year_direction
dynamic__state__raw__30m__cxt_overlap_V240526__di_1__v1::顶重合0次__age_9_plus,state_active_support
dynamic__state__raw__30m__cxt_overlap_V240526__di_1__v1::顶重合1次__onset,cross_year_direction
dynamic__state__raw__30m__cxt_overlap_V240526__di_1__v1::顶重合1次__exit,cross_year_direction
dynamic__state__raw__30m__cxt_overlap_V240526__di_1__v1::顶重合1次__age_4_8,state_active_support
dynamic__state__raw__30m__cxt_overlap_V240526__di_1__v1::顶重合2次__onset,cross_year_direction
dynamic__state__raw__30m__cxt_overlap_V240526__di_1__v1::顶重合2次__exit,cross_year_direction
dynamic__state__raw__30m__cxt_overlap_V240526__di_1__v1::顶重合2次__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_overlap_V240526__di_1__v1::顶重合2次__age_4_8,state_active_support
dynamic__state__raw__30m__cxt_overlap_V240526__di_1__v1::顶重合3次__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_overlap_V240526__di_1__v1::顶重合5次__onset,event_total_support
dynamic__state__raw__30m__cxt_overlap_V240526__di_1__v2::底重合0次__age_4_8,cross_year_direction
dynamic__state__raw__30m__cxt_overlap_V240526__di_1__v2::底重合0次__age_9_plus,state_active_support
dynamic__state__raw__30m__cxt_overlap_V240526__di_1__v2::底重合1次__onset,cross_year_direction
dynamic__state__raw__30m__cxt_overlap_V240526__di_1__v2::底重合1次__exit,cross_year_direction
dynamic__state__raw__30m__cxt_overlap_V240526__di_1__v2::底重合1次__age_1_3,minimum_absolute_effect
dynamic__state__raw__30m__cxt_overlap_V240526__di_1__v2::底重合1次__age_4_8,state_active_support
dynamic__state__raw__30m__cxt_overlap_V240526__di_1__v2::底重合2次__onset,cross_year_direction
dynamic__state__raw__30m__cxt_overlap_V240526__di_1__v2::底重合2次__exit,cross_year_direction
dynamic__state__raw__30m__cxt_overlap_V240526__di_1__v2::底重合3次__onset,event_total_support
dynamic__state__raw__30m__cxt_overlap_V240526__di_1__v2::底重合3次__exit,event_total_support
dynamic__state__raw__30m__cxt_overlap_V240526__di_1__v2::底重合3次__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_overlap_V240526__di_1__v2::底重合4次__onset,event_total_support
dynamic__state__raw__30m__cxt_overlap_V240526__di_1__v2::底重合4次__exit,event_total_support
dynamic__state__raw__30m__cxt_overlap_V240612__di_1__joint::压力|顺畅笔底分型|任意__onset,cross_year_direction
dynamic__state__raw__30m__cxt_overlap_V240612__di_1__joint::压力|顺畅笔底分型|任意__exit,cross_year_direction
dynamic__state__raw__30m__cxt_overlap_V240612__di_1__joint::压力|顺畅笔底分型|任意__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_overlap_V240612__di_1__joint::压力|顺畅笔顶分型|任意__onset,cross_year_direction
dynamic__state__raw__30m__cxt_overlap_V240612__di_1__joint::压力|顺畅笔顶分型|任意__exit,cross_year_direction
dynamic__state__raw__30m__cxt_overlap_V240612__di_1__joint::压力|顺畅笔顶分型|任意__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_overlap_V240612__di_1__joint::支撑|顺畅笔底分型|任意__onset,cross_year_direction
dynamic__state__raw__30m__cxt_overlap_V240612__di_1__joint::支撑|顺畅笔底分型|任意__exit,cross_year_direction
dynamic__state__raw__30m__cxt_overlap_V240612__di_1__joint::支撑|顺畅笔底分型|任意__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_overlap_V240612__di_1__joint::支撑|顺畅笔顶分型|任意__onset,event_year_support
dynamic__state__raw__30m__cxt_overlap_V240612__di_1__joint::支撑|顺畅笔顶分型|任意__exit,event_year_support
dynamic__state__raw__30m__cxt_overlap_V240612__di_1__v1::压力__onset,cross_year_direction
dynamic__state__raw__30m__cxt_overlap_V240612__di_1__v1::压力__exit,cross_year_direction
dynamic__state__raw__30m__cxt_overlap_V240612__di_1__v1::压力__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_overlap_V240612__di_1__v1::支撑__onset,cross_year_direction
dynamic__state__raw__30m__cxt_overlap_V240612__di_1__v1::支撑__exit,cross_year_direction
dynamic__state__raw__30m__cxt_overlap_V240612__di_1__v1::支撑__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_overlap_V240612__di_1__v2::顺畅笔底分型__onset,cross_year_direction
dynamic__state__raw__30m__cxt_overlap_V240612__di_1__v2::顺畅笔底分型__exit,cross_year_direction
dynamic__state__raw__30m__cxt_overlap_V240612__di_1__v2::顺畅笔底分型__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_overlap_V240612__di_1__v2::顺畅笔顶分型__onset,cross_year_direction
dynamic__state__raw__30m__cxt_overlap_V240612__di_1__v2::顺畅笔顶分型__exit,cross_year_direction
dynamic__state__raw__30m__cxt_overlap_V240612__di_1__v2::顺畅笔顶分型__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::10笔震荡|向上|任意__onset,event_total_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::10笔震荡|向上|任意__exit,event_total_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::10笔震荡|向下|任意__onset,event_total_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::10笔震荡|向下|任意__exit,event_total_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::10笔震荡|向下|任意__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::12笔震荡|向上|任意__onset,event_total_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::12笔震荡|向上|任意__exit,event_total_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::12笔震荡|向下|任意__onset,event_total_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::12笔震荡|向下|任意__exit,event_total_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::12笔震荡|向下|任意__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::2笔震荡|向上|任意__onset,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::2笔震荡|向上|任意__exit,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::2笔震荡|向上|任意__age_1_3,minimum_absolute_effect
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::2笔震荡|向上|任意__age_4_8,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::2笔震荡|向下|任意__onset,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::2笔震荡|向下|任意__exit,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::2笔震荡|向下|任意__age_1_3,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::2笔震荡|向下|任意__age_4_8,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::3笔震荡|向上|任意__exit,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::3笔震荡|向上|任意__age_4_8,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::3笔震荡|向下|任意__onset,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::3笔震荡|向下|任意__exit,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::3笔震荡|向下|任意__age_4_8,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::4笔震荡|向上|任意__onset,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::4笔震荡|向上|任意__exit,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::4笔震荡|向上|任意__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::4笔震荡|向上|任意__age_4_8,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::4笔震荡|向下|任意__onset,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::4笔震荡|向下|任意__exit,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::4笔震荡|向下|任意__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::4笔震荡|向下|任意__age_4_8,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::5笔震荡|向上|任意__onset,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::5笔震荡|向上|任意__exit,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::5笔震荡|向上|任意__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::5笔震荡|向上|任意__age_4_8,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::5笔震荡|向下|任意__onset,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::5笔震荡|向下|任意__exit,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::5笔震荡|向下|任意__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::6笔震荡|向上|任意__onset,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::6笔震荡|向上|任意__exit,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::6笔震荡|向上|任意__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::6笔震荡|向下|任意__onset,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::6笔震荡|向下|任意__exit,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::6笔震荡|向下|任意__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::6笔震荡|向下|任意__age_4_8,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::7笔震荡|向上|任意__onset,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::7笔震荡|向上|任意__exit,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::7笔震荡|向上|任意__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::7笔震荡|向上|任意__age_4_8,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::7笔震荡|向下|任意__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::7笔震荡|向下|任意__age_4_8,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::8笔震荡|向上|任意__onset,event_total_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::8笔震荡|向上|任意__exit,event_total_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::8笔震荡|向上|任意__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::8笔震荡|向下|任意__onset,event_year_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::8笔震荡|向下|任意__exit,event_year_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::8笔震荡|向下|任意__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::8笔震荡|向下|任意__age_4_8,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::9笔震荡|向上|任意__onset,event_total_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::9笔震荡|向上|任意__exit,event_total_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::9笔震荡|向上|任意__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::9笔震荡|向下|任意__onset,event_total_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::9笔震荡|向下|任意__exit,event_total_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::9笔震荡|向下|任意__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__joint::9笔震荡|向下|任意__age_4_8,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v1::10笔震荡__onset,event_total_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v1::10笔震荡__exit,event_total_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v1::10笔震荡__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v1::11笔震荡__onset,event_total_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v1::11笔震荡__exit,event_total_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v1::11笔震荡__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v1::12笔震荡__onset,event_total_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v1::12笔震荡__exit,event_total_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v1::12笔震荡__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v1::2笔震荡__onset,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v1::2笔震荡__age_1_3,minimum_absolute_effect
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v1::2笔震荡__age_4_8,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v1::2笔震荡__age_9_plus,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v1::3笔震荡__age_4_8,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v1::3笔震荡__age_9_plus,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v1::4笔震荡__onset,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v1::4笔震荡__age_1_3,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v1::4笔震荡__age_4_8,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v1::5笔震荡__onset,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v1::5笔震荡__exit,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v1::5笔震荡__age_1_3,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v1::5笔震荡__age_4_8,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v1::6笔震荡__age_4_8,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v1::7笔震荡__onset,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v1::7笔震荡__exit,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v1::7笔震荡__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v1::7笔震荡__age_4_8,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v1::8笔震荡__exit,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v1::8笔震荡__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v1::9笔震荡__onset,event_total_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v1::9笔震荡__exit,event_total_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v1::9笔震荡__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v2::向上__onset,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v2::向上__exit,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v2::向上__age_1_3,minimum_absolute_effect
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v2::向上__age_4_8,state_active_support
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v2::向下__onset,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v2::向下__exit,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v2::向下__age_1_3,cross_year_direction
dynamic__state__raw__30m__cxt_range_oscillation_V230620__di_1__v2::向下__age_4_8,state_active_support
dynamic__state__raw__30m__cxt_second_bs_V230320__di_1__v1::二买__post_1_5,minimum_absolute_effect
dynamic__state__raw__30m__cxt_second_bs_V230320__di_1__v1::二买__repeat_within_20,cross_year_direction
dynamic__state__raw__30m__cxt_second_bs_V230320__di_1__v1::二卖__post_1_5,cross_year_direction
dynamic__state__raw__30m__cxt_second_bs_V230320__di_1__v1::二卖__repeat_within_20,cross_year_direction
dynamic__state__raw__30m__cxt_second_bs_V240524__di_1__v1::二买__post_1_5,cross_year_direction
dynamic__state__raw__30m__cxt_second_bs_V240524__di_1__v1::二买__post_6_20,minimum_absolute_effect
dynamic__state__raw__30m__cxt_second_bs_V240524__di_1__v1::二买__repeat_within_20,cross_year_direction
dynamic__state__raw__30m__cxt_second_bs_V240524__di_1__v1::二卖__post_1_5,cross_year_direction
dynamic__state__raw__30m__cxt_second_bs_V240524__di_1__v1::二卖__post_6_20,cross_year_direction
dynamic__state__raw__30m__cxt_second_bs_V240524__di_1__v1::二卖__repeat_within_20,cross_year_direction
dynamic__state__raw__30m__cxt_seven_bi_V230620__di_1__v1::向上中枢完成__onset,cross_year_direction
dynamic__state__raw__30m__cxt_seven_bi_V230620__di_1__v1::向上中枢完成__exit,cross_year_direction
dynamic__state__raw__30m__cxt_seven_bi_V230620__di_1__v1::向上中枢完成__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_seven_bi_V230620__di_1__v1::向下中枢完成__onset,cross_year_direction
dynamic__state__raw__30m__cxt_seven_bi_V230620__di_1__v1::向下中枢完成__exit,cross_year_direction
dynamic__state__raw__30m__cxt_seven_bi_V230620__di_1__v1::向下中枢完成__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_third_bs_V230318__di_1__v1::三买__post_1_5,cross_year_direction
dynamic__state__raw__30m__cxt_third_bs_V230318__di_1__v1::三买__repeat_within_20,event_year_support
dynamic__state__raw__30m__cxt_third_bs_V230318__di_1__v1::三卖__repeat_within_20,cross_year_direction
dynamic__state__raw__30m__cxt_third_bs_V230319__di_1__joint::三买|均线底分|任意__post_1_5,state_active_support
dynamic__state__raw__30m__cxt_third_bs_V230319__di_1__joint::三买|均线底分|任意__post_6_20,state_active_support
dynamic__state__raw__30m__cxt_third_bs_V230319__di_1__joint::三买|均线底分|任意__repeat_within_20,event_total_support
dynamic__state__raw__30m__cxt_third_bs_V230319__di_1__joint::三买|均线顶分|任意__post_1_5,state_active_support
dynamic__state__raw__30m__cxt_third_bs_V230319__di_1__joint::三买|均线顶分|任意__post_6_20,state_active_support
dynamic__state__raw__30m__cxt_third_bs_V230319__di_1__joint::三卖|均线底分|任意__post_1_5,state_active_support
dynamic__state__raw__30m__cxt_third_bs_V230319__di_1__joint::三卖|均线底分|任意__post_6_20,state_active_support
dynamic__state__raw__30m__cxt_third_bs_V230319__di_1__joint::三卖|均线顶分|任意__post_1_5,state_influence
dynamic__state__raw__30m__cxt_third_bs_V230319__di_1__joint::三卖|均线顶分|任意__post_6_20,state_influence
dynamic__state__raw__30m__cxt_third_bs_V230319__di_1__joint::三卖|均线顶分|任意__repeat_within_20,event_total_support
dynamic__state__raw__30m__cxt_third_bs_V230319__di_1__v1::三买__post_1_5,minimum_absolute_effect
dynamic__state__raw__30m__cxt_third_bs_V230319__di_1__v1::三买__repeat_within_20,cross_year_direction
dynamic__state__raw__30m__cxt_third_bs_V230319__di_1__v1::三卖__post_1_5,state_influence
dynamic__state__raw__30m__cxt_third_bs_V230319__di_1__v1::三卖__post_6_20,state_influence
dynamic__state__raw__30m__cxt_third_bs_V230319__di_1__v1::三卖__repeat_within_20,cross_year_direction
dynamic__state__raw__30m__cxt_third_buy_V230228__di_1__joint::三买|10笔|任意__post_1_5,state_active_support
dynamic__state__raw__30m__cxt_third_buy_V230228__di_1__joint::三买|10笔|任意__post_6_20,state_influence
dynamic__state__raw__30m__cxt_third_buy_V230228__di_1__joint::三买|10笔|任意__repeat_within_20,event_total_support
dynamic__state__raw__30m__cxt_third_buy_V230228__di_1__joint::三买|12笔|任意__post_1_5,state_active_support
dynamic__state__raw__30m__cxt_third_buy_V230228__di_1__joint::三买|12笔|任意__post_6_20,state_active_support
dynamic__state__raw__30m__cxt_third_buy_V230228__di_1__joint::三买|12笔|任意__repeat_within_20,event_total_support
dynamic__state__raw__30m__cxt_third_buy_V230228__di_1__joint::三买|14笔|任意__post_1_5,state_active_support
dynamic__state__raw__30m__cxt_third_buy_V230228__di_1__joint::三买|14笔|任意__post_6_20,cross_year_direction
dynamic__state__raw__30m__cxt_third_buy_V230228__di_1__joint::三买|14笔|任意__repeat_within_20,event_total_support
dynamic__state__raw__30m__cxt_third_buy_V230228__di_1__joint::三买|6笔|任意__post_1_5,state_active_support
dynamic__state__raw__30m__cxt_third_buy_V230228__di_1__joint::三买|6笔|任意__post_6_20,cross_year_direction
dynamic__state__raw__30m__cxt_third_buy_V230228__di_1__joint::三买|6笔|任意__repeat_within_20,event_total_support
dynamic__state__raw__30m__cxt_third_buy_V230228__di_1__joint::三买|8笔|任意__post_1_5,state_active_support
dynamic__state__raw__30m__cxt_third_buy_V230228__di_1__joint::三买|8笔|任意__post_6_20,state_active_support
dynamic__state__raw__30m__cxt_third_buy_V230228__di_1__joint::三买|8笔|任意__repeat_within_20,event_total_support
dynamic__state__raw__30m__cxt_third_buy_V230228__di_1__v1::三买__post_6_20,cross_year_direction
dynamic__state__raw__30m__cxt_third_buy_V230228__di_1__v1::三买__repeat_within_20,cross_year_direction
dynamic__state__raw__30m__cxt_three_bi_V230618__di_1__v1::向上不重合__onset,cross_year_direction
dynamic__state__raw__30m__cxt_three_bi_V230618__di_1__v1::向上不重合__exit,cross_year_direction
dynamic__state__raw__30m__cxt_three_bi_V230618__di_1__v1::向上不重合__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_three_bi_V230618__di_1__v1::向上奔走型__onset,cross_year_direction
dynamic__state__raw__30m__cxt_three_bi_V230618__di_1__v1::向上奔走型__exit,cross_year_direction
dynamic__state__raw__30m__cxt_three_bi_V230618__di_1__v1::向上奔走型__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_three_bi_V230618__di_1__v1::向上扩张__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_three_bi_V230618__di_1__v1::向上收敛__onset,cross_year_direction
dynamic__state__raw__30m__cxt_three_bi_V230618__di_1__v1::向上收敛__exit,cross_year_direction
dynamic__state__raw__30m__cxt_three_bi_V230618__di_1__v1::向上收敛__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_three_bi_V230618__di_1__v1::向上无背__onset,cross_year_direction
dynamic__state__raw__30m__cxt_three_bi_V230618__di_1__v1::向上无背__exit,cross_year_direction
dynamic__state__raw__30m__cxt_three_bi_V230618__di_1__v1::向上无背__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_three_bi_V230618__di_1__v1::向上盘背__onset,cross_year_direction
dynamic__state__raw__30m__cxt_three_bi_V230618__di_1__v1::向上盘背__exit,cross_year_direction
dynamic__state__raw__30m__cxt_three_bi_V230618__di_1__v1::向上盘背__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_three_bi_V230618__di_1__v1::向下不重合__onset,cross_year_direction
dynamic__state__raw__30m__cxt_three_bi_V230618__di_1__v1::向下不重合__exit,cross_year_direction
dynamic__state__raw__30m__cxt_three_bi_V230618__di_1__v1::向下不重合__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_three_bi_V230618__di_1__v1::向下奔走型__age_4_8,state_active_support
dynamic__state__raw__30m__cxt_three_bi_V230618__di_1__v1::向下扩张__onset,cross_year_direction
dynamic__state__raw__30m__cxt_three_bi_V230618__di_1__v1::向下扩张__exit,cross_year_direction
dynamic__state__raw__30m__cxt_three_bi_V230618__di_1__v1::向下扩张__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_three_bi_V230618__di_1__v1::向下扩张__age_4_8,state_active_support
dynamic__state__raw__30m__cxt_three_bi_V230618__di_1__v1::向下收敛__onset,cross_year_direction
dynamic__state__raw__30m__cxt_three_bi_V230618__di_1__v1::向下收敛__exit,cross_year_direction
dynamic__state__raw__30m__cxt_three_bi_V230618__di_1__v1::向下收敛__age_1_3,state_influence
dynamic__state__raw__30m__cxt_three_bi_V230618__di_1__v1::向下无背__onset,cross_year_direction
dynamic__state__raw__30m__cxt_three_bi_V230618__di_1__v1::向下无背__exit,cross_year_direction
dynamic__state__raw__30m__cxt_three_bi_V230618__di_1__v1::向下无背__age_1_3,cross_year_direction
dynamic__state__raw__30m__cxt_three_bi_V230618__di_1__v1::向下盘背__onset,cross_year_direction
dynamic__state__raw__30m__cxt_three_bi_V230618__di_1__v1::向下盘背__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_three_bi_V230618__di_1__v1::向下盘背__age_4_8,state_active_support
dynamic__state__raw__30m__cxt_ubi_end_V230816__di_1__joint::新低|第2次|任意__onset,cross_year_direction
dynamic__state__raw__30m__cxt_ubi_end_V230816__di_1__joint::新低|第2次|任意__exit,cross_year_direction
dynamic__state__raw__30m__cxt_ubi_end_V230816__di_1__joint::新低|第2次|任意__age_1_3,cross_year_direction
dynamic__state__raw__30m__cxt_ubi_end_V230816__di_1__joint::新低|第3次|任意__onset,cross_year_direction
dynamic__state__raw__30m__cxt_ubi_end_V230816__di_1__joint::新低|第3次|任意__exit,cross_year_direction
dynamic__state__raw__30m__cxt_ubi_end_V230816__di_1__joint::新低|第3次|任意__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_ubi_end_V230816__di_1__joint::新低|第4次|任意__onset,cross_year_direction
dynamic__state__raw__30m__cxt_ubi_end_V230816__di_1__joint::新低|第4次|任意__exit,cross_year_direction
dynamic__state__raw__30m__cxt_ubi_end_V230816__di_1__joint::新低|第4次|任意__age_1_3,state_active_support
dynamic__state__raw__30m__cxt_ubi_end_V230816__di_1__joint::新低|第5次|任意__onset,cross_year_direction
dynamic__state__raw__30m__cxt_ubi_end_V230816__di_1__joint::新低|第5次|任意__exit,cross_year_direction
