entry_year,trades,stress_mean,total_return
2021,23,-0.006254120129295358,-0.13779730469641294
2022,39,-0.005515180821403474,-0.2041043693860216
2023,42,-0.00029128819060770226,-0.020745728571763378
2024,40,0.00440618271864252,0.16774926635866994
2025,38,0.007008876999888257,0.2931520123082767
2026,26,0.0006203656927014206,-0.009421116472130175
