candidate_id,trend_trend_multiplier,trend_volume_multiplier,range_trend_multiplier,range_volume_multiplier,strategy_return,annualized_return,max_drawdown,calmar,win_loss_ratio,closed_trade_count,winning_trade_count,losing_trade_count,has_wins_and_losses,sharpe,exposure,trade_count,manhattan_distance,euclidean_distance,strategy_return_delta_from_selected,annualized_return_delta_from_selected,max_drawdown_delta_from_selected,calmar_delta_from_selected,win_loss_ratio_delta_from_selected,closed_trade_count_delta_from_selected,winning_trade_count_delta_from_selected,losing_trade_count_delta_from_selected,has_wins_and_losses_delta_from_selected,sharpe_delta_from_selected,exposure_delta_from_selected,trade_count_delta_from_selected,strategy_return_global_percentile,strategy_return_neighborhood_percentile,sharpe_global_percentile,sharpe_neighborhood_percentile,max_drawdown_global_percentile,max_drawdown_neighborhood_percentile,calmar_global_percentile,calmar_neighborhood_percentile,win_loss_ratio_global_percentile,win_loss_ratio_neighborhood_percentile,exposure_global_percentile,exposure_neighborhood_percentile,trade_count_global_percentile,trade_count_neighborhood_percentile,closed_trade_count_global_percentile,closed_trade_count_neighborhood_percentile
485,1.25,1.5,1.0,0.5,0.7234521972321024,0.11983056645550572,-0.3342309377490107,0.3585262551173284,3.9928446008524583,67,20,47,True,0.6988982593740093,0.5437293729372937,135,10.0,5.477225575051661,-0.02912117875204534,-0.003908167046021704,-0.10350813927769054,-0.17778283233034609,-0.6350358161400314,4.0,2.0,2.0,0.0,-0.025712568572238248,0.01650165016501648,8.0,0.6816,,0.6672,,0.5056,,0.5728,,0.6992,,0.3904,,0.5192,,0.5192,
486,1.25,1.5,1.0,0.75,0.6561565526460738,0.1105950513323617,-0.3409619310520512,0.32436187521321336,3.917210683442927,64,19,45,True,0.657197324961885,0.551980198019802,129,9.0,5.0,-0.096416823338074,-0.013143682169165727,-0.11023913258073104,-0.2119472122344611,-0.7106697335495626,1.0,1.0,0.0,0.0,-0.06741350298436255,0.024752475247524774,2.0,0.5648,,0.56,,0.4752,,0.5296,,0.64,,0.4384,,0.18,,0.18,
487,1.25,1.5,1.0,1.0,0.6416534592960059,0.10856585343921354,-0.36287611022124144,0.29918159498849944,4.210600204458269,67,19,48,True,0.6461335510331452,0.5693069306930693,135,8.0,4.69041575982343,-0.11091991668814183,-0.015172880062313876,-0.1321533117499213,-0.23712749245917503,-0.4172802125342203,4.0,1.0,3.0,0.0,-0.07847727691310236,0.042079207920792006,8.0,0.5392,,0.5328,,0.3888,,0.4832,,0.8112,,0.556,,0.5192,,0.5192,
488,1.25,1.5,1.0,1.25,0.535368852311755,0.09324499423848653,-0.4124915983369307,0.22605307505517314,4.614468756071659,71,18,53,True,0.5762875455913893,0.6047854785478548,143,7.0,4.58257569495584,-0.21720452367239274,-0.030493739263040887,-0.18176879986561056,-0.31025601239250133,-0.01341166092083057,8.0,0.0,8.0,0.0,-0.14832328235485825,0.07755775577557755,16.0,0.3712,,0.3632,,0.2064,,0.3152,,0.9392,,0.7584,,0.8592,,0.8592,
489,1.25,1.5,1.0,1.5,0.32813918262038655,0.060778978528019056,-0.46847847689874555,0.1297369709071085,4.351290448595237,74,18,56,True,0.4283597920358586,0.636963696369637,149,8.0,4.69041575982343,-0.4244341933637612,-0.06295975497350836,-0.2377556784274254,-0.40657211654056596,-0.2765899683972526,11.0,0.0,11.0,0.0,-0.2962510359103889,0.10973597359735976,22.0,0.1376,,0.136,,0.1008,,0.1168,,0.872,,0.8728,,0.968,,0.968,
490,1.25,1.5,1.25,0.5,0.7758699953537678,0.12682835782483526,-0.2990173146852716,0.4241505477979678,3.524577062618752,70,23,47,True,0.7308532628907803,0.5338283828382838,141,9.0,5.385164807134504,0.02329661936962002,0.003089624323307838,-0.06829451621395144,-0.11215853964970668,-1.1033033543737378,7.0,5.0,2.0,0.0,0.006242434944532804,0.0066006600660065695,14.0,0.788,,0.7664,,0.6216,,0.6856,,0.3704,,0.3152,,0.7968,,0.7968,
491,1.25,1.5,1.25,0.75,0.7281544559576782,0.12046514991803581,-0.3110655788909972,0.38726608822330966,4.003653216635234,67,20,47,True,0.702239356476606,0.5420792079207921,135,8.0,4.898979485566356,-0.024418920026469504,-0.0032735835834916127,-0.08034278041967702,-0.1490429992243648,-0.6242272003572555,4.0,2.0,2.0,0.0,-0.02237147146964158,0.014851485148514865,8.0,0.696,,0.6784,,0.5872,,0.6256,,0.704,,0.3808,,0.5192,,0.5192,
492,1.25,1.5,1.25,1.0,0.6105647331957453,0.10416777504759112,-0.3547405183220168,0.2936449874413063,3.9838425246930624,66,19,47,True,0.6283753487900687,0.5536303630363036,133,7.0,4.58257569495584,-0.14200864278840242,-0.019570958453936305,-0.12401771985069665,-0.24266410000636818,-0.6440378922994272,3.0,1.0,2.0,0.0,-0.0962354791561788,0.02640264026402639,6.0,0.4928,,0.4864,,0.4272,,0.4672,,0.6928,,0.4512,,0.3968,,0.3968,
493,1.25,1.5,1.25,1.25,0.6378749138619495,0.10803484817418729,-0.3745198986786211,0.28846223806893895,4.673429504346089,65,17,48,True,0.6431322064765502,0.5792079207920792,131,6.0,4.47213595499958,-0.11469846212219825,-0.015703885327340128,-0.14379710020730097,-0.24784684937873552,0.045549087353599305,2.0,-1.0,3.0,0.0,-0.08147862146969731,0.051980198019801915,4.0,0.528,,0.5232,,0.3408,,0.4624,,0.9584,,0.612,,0.2752,,0.2752,
494,1.25,1.5,1.25,1.5,0.39908337727163357,0.07231879011423747,-0.4460625300618508,0.16212702309743388,4.291222926725115,71,18,53,True,0.48131228863658876,0.6155115511551155,143,7.0,4.58257569495584,-0.3534899987125142,-0.051419943387289946,-0.21533973159053066,-0.3741820643502406,-0.3366574902673749,8.0,0.0,8.0,0.0,-0.24329853930965878,0.08828382838283821,16.0,0.2144,,0.2096,,0.1344,,0.176,,0.8448,,0.8016,,0.8592,,0.8592,
495,1.25,1.5,1.5,0.5,0.7758699953537678,0.12682835782483526,-0.2990173146852716,0.4241505477979678,3.524577062618752,70,23,47,True,0.7308390056963474,0.533003300330033,141,10.0,5.477225575051661,0.02329661936962002,0.003089624323307838,-0.06829451621395144,-0.11215853964970668,-1.1033033543737378,7.0,5.0,2.0,0.0,0.0062281777500998725,0.005775577557755707,14.0,0.788,,0.7648,,0.6216,,0.6856,,0.3704,,0.3064,,0.7968,,0.7968,
496,1.25,1.5,1.5,0.75,0.7513245793183749,0.12357220008799219,-0.31885730097387044,0.3875470303191164,4.05570429046625,67,20,47,True,0.7159938201499053,0.5404290429042904,135,9.0,5.0,-0.0012487966657728222,-0.00016653341353523032,-0.08813450250255028,-0.14876205712855806,-0.57217612652624,4.0,2.0,2.0,0.0,-0.008617007796342224,0.013201320132013139,8.0,0.7296,,0.7184,,0.56,,0.6288,,0.7296,,0.3664,,0.5192,,0.5192,
497,1.25,1.5,1.5,1.0,0.7077277728698579,0.11769849982297909,-0.3192087428540158,0.36871953684804404,3.900034528861203,66,20,46,True,0.6900501954293953,0.5412541254125413,133,8.0,4.69041575982343,-0.04484560311428987,-0.006040233678548335,-0.08848594438269564,-0.16758955059963043,-0.7278458881312866,3.0,2.0,1.0,0.0,-0.03456063251685226,0.014026402640264002,6.0,0.6464,,0.6336,,0.5568,,0.5888,,0.6224,,0.3744,,0.3968,,0.3968,
498,1.25,1.5,1.5,1.25,0.6224109888705154,0.10585151300677231,-0.33705689539835193,0.3140464249564493,4.075666621648674,67,19,48,True,0.6351951384891557,0.5618811881188119,135,7.0,4.58257569495584,-0.13016238711363237,-0.017887220494755107,-0.10633409692703177,-0.22226266249122517,-0.5522137953438158,4.0,1.0,3.0,0.0,-0.08941568945709188,0.034653465346534684,8.0,0.5088,,0.5104,,0.496,,0.5072,,0.7456,,0.5008,,0.5192,,0.5192,
499,1.25,1.5,1.5,1.5,0.5859779915469758,0.10064165059400776,-0.3943385624563689,0.25521635512160473,4.631542393066641,66,17,49,True,0.6098383231987305,0.5816831683168316,133,8.0,4.69041575982343,-0.16659538443717192,-0.02309708290751966,-0.16361576398504873,-0.28109273232606974,0.0036619760741514185,3.0,-1.0,4.0,0.0,-0.11477250474751699,0.05445544554455439,6.0,0.456,,0.4464,,0.2672,,0.3776,,0.9456,,0.628,,0.3968,,0.3968,
500,1.5,0.5,0.5,0.5,0.6592753337609942,0.11102957507360145,-0.31446426054898746,0.35307533797248536,3.4877317229923697,69,23,46,True,0.6703981559030476,0.5156765676567657,139,9.0,5.196152422706632,-0.09329804222315352,-0.01270915842792597,-0.0837414620776673,-0.1832337494751891,-1.14014869400012,6.0,5.0,1.0,0.0,-0.054212672043199905,-0.011551155115511524,12.0,0.5728,,0.584,,0.576,,0.568,,0.3456,,0.172,,0.7136,,0.7136,
501,1.5,0.5,0.5,0.75,0.3813657826715642,0.06948105254947046,-0.4203286028772225,0.1653017474277519,2.90816138391441,72,24,48,True,0.4740441313638222,0.5676567656765676,145,8.0,4.69041575982343,-0.3712075933125836,-0.054257680952056964,-0.18960580440590236,-0.3710073400199226,-1.7197190330780798,9.0,6.0,3.0,0.0,-0.25056669658242536,0.04042904290429039,18.0,0.1904,,0.2,,0.1824,,0.1904,,0.08,,0.5384,,0.9056,,0.9056,
502,1.5,0.5,0.5,1.0,0.29921793688055454,0.05593419245745945,-0.43164247351842855,0.129584542506963,2.8441127551584984,70,23,47,True,0.40942018286732423,0.5899339933993399,141,7.0,4.358898943540674,-0.4533554391035932,-0.06780454104406797,-0.2009196750471084,-0.4067245449407115,-1.7837676618339913,7.0,5.0,2.0,0.0,-0.3151906450789233,0.06270627062706269,14.0,0.1104,,0.1168,,0.1648,,0.1152,,0.0544,,0.664,,0.7968,,0.7968,
503,1.5,0.5,0.5,1.25,0.18588430075747464,0.03608393013981814,-0.45636181854181945,0.07906868776865375,2.3649484641107508,59,21,38,True,0.3154272826930429,0.6328382838283828,119,6.0,4.242640687119285,-0.5666890752266731,-0.08765480336170928,-0.2256390200704993,-0.45724039967902075,-2.262931952881739,-4.0,3.0,-7.0,0.0,-0.40918354525320466,0.10561056105610556,-8.0,0.048,,0.048,,0.1168,,0.0528,,0.0192,,0.8584,,0.0776,,0.0776,
504,1.5,0.5,0.5,1.5,0.22234742809674346,0.04262847916853851,-0.47462748816049016,0.08981460246593251,2.2806630786878563,60,22,38,True,0.34534844860527836,0.6386138613861386,121,7.0,4.358898943540674,-0.5302259478874043,-0.08111025433298891,-0.24390468968917,-0.44649448498174193,-2.3472173383046333,-3.0,4.0,-7.0,0.0,-0.3792623793409692,0.11138613861386137,-6.0,0.0672,,0.0672,,0.0928,,0.0704,,0.0112,,0.8784,,0.08,,0.08,
505,1.5,0.5,0.75,0.5,0.6995375409048008,0.11658182523676008,-0.2764814881300617,0.42166231824503914,3.1389974355146486,70,25,45,True,0.6970608022482573,0.4966996699669967,141,8.0,4.69041575982343,-0.05303583507934695,-0.0071569082647673365,-0.045758689658741525,-0.11464676920263533,-1.488882981477841,7.0,7.0,0.0,0.0,-0.027550025697990255,-0.030528052805280537,14.0,0.6304,,0.6576,,0.7072,,0.68,,0.144,,0.0584,,0.7968,,0.7968,
506,1.5,0.5,0.75,0.75,0.601019384249277,0.10280391937136124,-0.3466392453276721,0.2965732263644368,3.5175492628470213,71,23,48,True,0.6315929950156413,0.5239273927392739,143,7.0,4.123105625617661,-0.15155399173487072,-0.02093481413016618,-0.11591644685635194,-0.2397358610832377,-1.1103311541454683,8.0,5.0,3.0,0.0,-0.09301783293060628,-0.0033003300330033403,16.0,0.4736,,0.5008,,0.4576,,0.4704,,0.3648,,0.2264,,0.8592,,0.8592,
507,1.5,0.5,0.75,1.0,0.5371345803382246,0.09350628784913506,-0.36022463157839046,0.25957771804615376,3.5501919659290686,74,23,51,True,0.5859477306471133,0.5585808580858086,149,6.0,3.7416573867739413,-0.21543879564592316,-0.03023244565239236,-0.1295018331070703,-0.2767313694015207,-1.077688451063421,11.0,5.0,6.0,0.0,-0.13866309729913429,0.031353135313531344,22.0,0.3744,,0.3904,,0.3984,,0.3888,,0.3856,,0.4776,,0.968,,0.968,
508,1.5,0.5,0.75,1.25,0.2480376606347776,0.047147204565207934,-0.4363117391364264,0.10805852865321576,2.896306155082517,73,23,50,True,0.3681330889537645,0.5915841584158416,147,5.0,3.605551275463989,-0.5045357153493701,-0.07659152893631949,-0.20558894066510625,-0.4282505587944587,-1.7315742619099725,10.0,5.0,5.0,0.0,-0.35647773899248303,0.0643564356435643,20.0,0.0816,,0.0816,,0.1552,,0.088,,0.0736,,0.6768,,0.944,,0.944,
509,1.5,0.5,0.75,1.5,0.25525341426666603,0.04840314058662587,-0.41331820933321617,0.11710865743058364,2.8788196281423706,69,22,47,True,0.3733914076376396,0.6006600660066007,139,6.0,3.7416573867739413,-0.4973199617174817,-0.07533559291490155,-0.182595410861896,-0.41920043001709084,-1.749060788850119,6.0,4.0,2.0,0.0,-0.3512194203086079,0.07343234323432346,12.0,0.0848,,0.0864,,0.2048,,0.1008,,0.0704,,0.732,,0.7136,,0.7136,
510,1.5,0.5,1.0,0.5,0.6620466282950894,0.1114151428157566,-0.29071913189670895,0.38323980292890336,3.129770518550886,71,25,46,True,0.673841843459147,0.49422442244224424,143,7.0,4.358898943540674,-0.09052674768905833,-0.012323590685770824,-0.05999633342538879,-0.1530692845187711,-1.4981098984416037,8.0,7.0,1.0,0.0,-0.050768984487100544,-0.033003300330033014,16.0,0.5808,,0.5936,,0.6624,,0.6144,,0.1392,,0.0448,,0.8592,,0.8592,
511,1.5,0.5,1.0,0.75,0.5966727321393905,0.10218072720907623,-0.29809926486357063,0.34277416704076974,3.0925099387659247,69,24,45,True,0.6303599439061321,0.5033003300330033,139,6.0,3.7416573867739413,-0.15590064384475721,-0.021558006292451193,-0.06737646639225048,-0.19353492040690473,-1.535370478226565,6.0,6.0,0.0,0.0,-0.09425088404011539,-0.02392739273927391,12.0,0.4688,,0.4944,,0.632,,0.5584,,0.1232,,0.0968,,0.7136,,0.7136,
512,1.5,0.5,1.0,1.0,0.5826905432897114,0.10016690335236222,-0.3214387033474829,0.3116205432302264,3.3036858036787073,72,24,48,True,0.6189867555012908,0.5206270627062707,145,5.0,3.3166247903554,-0.16988283269443638,-0.023571830149165196,-0.09071590487616277,-0.22468854421744805,-1.3241946133137823,9.0,6.0,3.0,0.0,-0.10562407244495675,-0.0066006600660065695,18.0,0.4512,,0.464,,0.5488,,0.4992,,0.232,,0.2056,,0.9056,,0.9056,
513,1.5,0.5,1.0,1.25,0.48745099080763254,0.08606149244391847,-0.37122582664888315,0.23183056313945014,3.5695325141948593,76,23,53,True,0.5520963420445402,0.5552805280528053,153,4.0,3.1622776601683795,-0.2651223851765152,-0.037677241057608946,-0.140503028177563,-0.3044785243082243,-1.0583479027976304,13.0,5.0,8.0,0.0,-0.17251448590170737,0.028052805280528004,26.0,0.3152,,0.3264,,0.3584,,0.3328,,0.3984,,0.4576,,0.9912,,0.9912,
514,1.5,0.5,1.0,1.5,0.3244532759458636,0.060166202966689175,-0.4137033246777614,0.14543321113881155,3.4071549668886956,79,23,56,True,0.42961188362621244,0.5858085808580858,159,5.0,3.3166247903554,-0.42812010003828416,-0.06357253053483825,-0.18298052620644123,-0.3908758763088629,-1.220725450103794,16.0,5.0,11.0,0.0,-0.2949989443200351,0.058580858085808596,32.0,0.1344,,0.1392,,0.2032,,0.1472,,0.296,,0.644,,1.0,,1.0,
515,1.5,0.5,1.25,0.5,0.7727526606269615,0.12641680073175143,-0.2597743272956866,0.4866408549596906,2.748129951497742,73,29,44,True,0.7443935308127073,0.48184818481848185,147,6.0,4.242640687119285,0.02017928464281371,0.0026780672302240127,-0.029051528824366457,-0.049668232487983854,-1.8797504654947477,10.0,11.0,-1.0,0.0,0.019782702866459778,-0.0453795379537954,20.0,0.7768,,0.8016,,0.7848,,0.7736,,0.0456,,0.0072,,0.944,,0.944,
516,1.5,0.5,1.25,0.75,0.6665813483602991,0.11204495744197196,-0.2660397846990732,0.4211586532770273,3.139352276859369,71,25,46,True,0.677287775629337,0.49257425742574257,143,5.0,3.605551275463989,-0.08599202762384861,-0.01169377605955546,-0.03531698622775303,-0.11515043417064719,-1.4885281401331207,8.0,7.0,1.0,0.0,-0.047323052316910585,-0.034653465346534684,16.0,0.5856,,0.6,,0.7536,,0.6768,,0.1456,,0.0368,,0.8592,,0.8592,
517,1.5,0.5,1.25,1.0,0.5527184243122354,0.09580214660850195,-0.3127739869920947,0.3062983195304005,3.134507267282328,71,24,47,True,0.6006226197116378,0.504950495049505,143,4.0,3.1622776601683795,-0.19985495167191236,-0.027936586893025472,-0.08205118852077453,-0.23001076791727398,-1.4933731497101617,8.0,6.0,2.0,0.0,-0.12398820823460976,-0.022277227722772297,16.0,0.4016,,0.4224,,0.5824,,0.4928,,0.1424,,0.108,,0.8592,,0.8592,
518,1.5,0.5,1.25,1.25,0.586757904965135,0.10075416510474655,-0.3305870477040951,0.3047734804024461,3.5939452448711275,70,22,48,True,0.6210181264680631,0.5297029702970297,141,3.0,3.0,-0.16581547101901273,-0.02298456839678087,-0.09986424923277493,-0.23153560704522835,-1.033935172121362,7.0,4.0,3.0,0.0,-0.10359270147818445,0.0024752475247524774,14.0,0.4608,,0.4704,,0.5216,,0.4912,,0.416,,0.2768,,0.7968,,0.7968,
519,1.5,0.5,1.25,1.5,0.39520058334011,0.07169934840032988,-0.3897546631466746,0.18396020671431346,3.3798122456986905,76,23,53,True,0.4843391864473392,0.5643564356435643,153,4.0,3.1622776601683795,-0.35737279264403776,-0.052039385101197544,-0.15903186467535446,-0.352348880733361,-1.248068171293799,13.0,5.0,8.0,0.0,-0.24027164149890834,0.03712871287128705,26.0,0.2096,,0.2144,,0.288,,0.224,,0.2816,,0.516,,0.9912,,0.9912,
520,1.5,0.5,1.5,0.5,0.7727526606269615,0.12641680073175143,-0.2597743272956866,0.4866408549596906,2.748129951497742,73,29,44,True,0.7443774509981986,0.48102310231023104,147,7.0,4.358898943540674,0.02017928464281371,0.0026780672302240127,-0.029051528824366457,-0.049668232487983854,-1.8797504654947477,10.0,11.0,-1.0,0.0,0.019766623051951093,-0.04620462046204621,20.0,0.7768,,0.8,,0.7848,,0.7736,,0.0456,,0.0048,,0.944,,0.944,
521,1.5,0.5,1.5,0.75,0.6889259341113139,0.11512865841586839,-0.2743407402650685,0.41965571101335836,3.1855902048460365,71,25,46,True,0.6914905743312166,0.4909240924092409,143,6.0,3.7416573867739413,-0.06364744187283389,-0.00861007508565903,-0.04361794179374834,-0.11665337643431611,-1.4422902121464531,8.0,7.0,1.0,0.0,-0.033120253615030903,-0.036303630363036354,16.0,0.6112,,0.64,,0.728,,0.6704,,0.1696,,0.0248,,0.8592,,0.8592,
522,1.5,0.5,1.5,1.0,0.6367448536326203,0.10787585045168369,-0.2791797374026701,0.38640286524838585,3.101274981678666,71,25,46,True,0.6579654197830282,0.49422442244224424,143,5.0,3.3166247903554,-0.11582852235152741,-0.015862883049843735,-0.04845693893134995,-0.14990622219928862,-1.5266054353138236,8.0,7.0,1.0,0.0,-0.06664540816321929,-0.033003300330033014,16.0,0.5248,,0.5616,,0.6928,,0.624,,0.128,,0.0448,,0.8592,,0.8592,
523,1.5,0.5,1.5,1.25,0.5641392005568713,0.09747312787755558,-0.2939402526225311,0.33160864157903386,3.207635329002379,72,24,48,True,0.6076765070690169,0.5132013201320133,145,4.0,3.1622776601683795,-0.18843417542727647,-0.026265605623971844,-0.06321745415121094,-0.2047004458686406,-1.4202450879901107,9.0,6.0,3.0,0.0,-0.11693432087723066,-0.014026402640264002,18.0,0.4176,,0.4368,,0.6528,,0.544,,0.1728,,0.1568,,0.9056,,0.9056,
524,1.5,0.5,1.5,1.5,0.5364806517819352,0.09340954679853075,-0.351797746816657,0.2655205942726293,3.5481828486340845,71,22,49,True,0.586683401728909,0.5321782178217822,143,5.0,3.3166247903554,-0.2160927242022126,-0.03032918670299667,-0.12107494834533683,-0.27078849317504516,-1.0796975683584051,8.0,4.0,4.0,0.0,-0.13792742621733856,0.004950495049504955,16.0,0.3728,,0.392,,0.44,,0.4048,,0.3824,,0.2992,,0.8592,,0.8592,
525,1.5,0.75,0.5,0.5,0.7698022951647274,0.12602675893016047,-0.281893345254837,0.44707248699407875,4.221765897597101,65,20,45,True,0.7351574238260281,0.5255775577557755,131,10.0,5.291502622129181,0.01722891918057967,0.002288025428633045,-0.051170546783516846,-0.08923660045359572,-0.40611451939538856,2.0,2.0,0.0,0.0,0.010546595879780574,-0.0016501650165017256,4.0,0.7696,,0.7808,,0.6768,,0.7248,,0.8144,,0.24,,0.2752,,0.2752,
526,1.5,0.75,0.5,0.75,0.4733807481442922,0.08391739550202137,-0.3572944870269368,0.23486899056378321,3.4597259612209323,68,21,47,True,0.5391313051648077,0.5775577557755776,137,9.0,4.795831523312719,-0.27919262783985554,-0.039821337999506046,-0.12657168855561662,-0.3014400968838913,-1.1681544557715573,5.0,3.0,2.0,0.0,-0.18547952278143987,0.0503300330033003,10.0,0.2992,,0.3056,,0.4112,,0.3408,,0.336,,0.6032,,0.6208,,0.6208,
527,1.5,0.75,0.5,1.0,0.38576090406800767,0.07018767371484347,-0.3698386406116393,0.18977917937067654,3.4058028910785048,66,20,46,True,0.47436784838985724,0.5998349834983498,133,8.0,4.47213595499958,-0.3668124719161401,-0.05355105978668395,-0.13911584214031913,-0.3465299080769979,-1.2220775259139849,3.0,2.0,1.0,0.0,-0.2502429795563903,0.0726072607260726,6.0,0.2,,0.2032,,0.3632,,0.2272,,0.2944,,0.724,,0.3968,,0.3968,
528,1.5,0.75,0.5,1.25,0.2648779347085142,0.05006946350431263,-0.39724599485142764,0.12604145580634213,2.857065635605586,55,18,37,True,0.37976220266588584,0.6427392739273927,111,7.0,4.358898943540674,-0.4876954412756336,-0.07366926999721479,-0.16652319638010749,-0.41026763164133234,-1.7708147813869037,-8.0,0.0,-8.0,0.0,-0.3448486252803617,0.11551155115511547,-16.0,0.0944,,0.0928,,0.2576,,0.1104,,0.0592,,0.8936,,0.064,,0.064,
529,1.5,0.75,0.5,1.5,0.30376992878622544,0.056702353840271114,-0.4174978938071686,0.13581470632869935,2.723572684970325,56,19,37,True,0.4088441855688348,0.6485148514851485,113,8.0,4.47213595499958,-0.4488034471979223,-0.0670363796612563,-0.18677509533584846,-0.4004943811189751,-1.9043077320221649,-7.0,1.0,-8.0,0.0,-0.31576664237741275,0.12128712871287128,-14.0,0.1184,,0.1152,,0.192,,0.1264,,0.0384,,0.916,,0.0688,,0.0688,
530,1.5,0.75,0.75,0.5,0.8127464317776578,0.13165395589796036,-0.2567065136055834,0.5128578704482739,3.753138333438655,66,22,44,True,0.7618364545569187,0.5066006600660066,133,9.0,4.795831523312719,0.060173055793510066,0.007915222396432942,-0.02598371513426323,-0.02345121699940056,-0.8747420835538344,3.0,4.0,-1.0,0.0,0.03722562661067119,-0.020627062706270682,6.0,0.8304,,0.8368,,0.812,,0.8224,,0.5168,,0.1184,,0.3968,,0.3968,
531,1.5,0.75,0.75,0.75,0.7076658244687237,0.11769006957618378,-0.2755920663458128,0.4270444760499975,4.250067479812049,67,20,47,True,0.6964266078193384,0.5338283828382838,135,8.0,4.242640687119285,-0.04490755151542403,-0.006048663925343645,-0.044869267874492635,-0.10926461139767696,-0.3778129371804404,4.0,2.0,2.0,0.0,-0.028184220126909132,0.0066006600660065695,8.0,0.6448,,0.6496,,0.7136,,0.6912,,0.8272,,0.3152,,0.5192,,0.5192,
532,1.5,0.75,0.75,1.0,0.6395255524551251,0.10826693438376034,-0.2906547426871745,0.37249326600627924,4.277046145359567,70,20,50,True,0.6505248585196648,0.5684818481848185,141,7.0,3.872983346207417,-0.11304782352902265,-0.015471799117767082,-0.05993194421585435,-0.16381582144139523,-0.35083427163292225,7.0,2.0,5.0,0.0,-0.07408596942658274,0.041254125412541254,14.0,0.5328,,0.544,,0.664,,0.5984,,0.8336,,0.5472,,0.7968,,0.7968,
533,1.5,0.75,0.75,1.25,0.3311714284554039,0.061282075052976115,-0.37501564739361626,0.16341204821422953,3.4586005428792075,69,20,49,True,0.43330460039929514,0.6014851485148515,139,6.0,3.7416573867739413,-0.4214019475287438,-0.062456658448551305,-0.1442928489222961,-0.37289703923344497,-1.1692798741132822,6.0,2.0,4.0,0.0,-0.2913062275469524,0.07425742574257421,12.0,0.1424,,0.1456,,0.3376,,0.1856,,0.3344,,0.7392,,0.7136,,0.7136,
534,1.5,0.75,0.75,1.5,0.3388678348800771,0.06255496427154372,-0.3495217754506752,0.17897301016763556,3.4653829565810805,65,19,46,True,0.43800664440845755,0.6105610561056105,131,7.0,3.872983346207417,-0.41370554110407065,-0.0611837692299837,-0.11879897697935504,-0.3573360772800389,-1.1624974604114091,2.0,1.0,1.0,0.0,-0.28660418353779,0.08333333333333326,4.0,0.1488,,0.152,,0.4464,,0.216,,0.3392,,0.7864,,0.2752,,0.2752,
535,1.5,0.75,1.0,0.5,0.7727581900226939,0.12641753124152544,-0.2567065136055834,0.49245938276330453,3.737860199185896,67,22,45,True,0.7388363613855777,0.5041254125412541,135,8.0,4.47213595499958,0.020184814038546106,0.002678797739998018,-0.02598371513426323,-0.04384970468436994,-0.8900202178065935,4.0,4.0,0.0,0.0,0.014225533439330196,-0.02310231023102316,8.0,0.7792,,0.7888,,0.812,,0.7856,,0.504,,0.1016,,0.5192,,0.5192,
536,1.5,0.75,1.0,0.75,0.7030296349685001,0.11705846528190356,-0.2567065136055834,0.45600114947514725,3.7108389535461392,65,21,44,True,0.6954847986789808,0.5132013201320133,131,7.0,3.872983346207417,-0.049543741015647624,-0.006680268219623864,-0.02598371513426323,-0.08030793797252722,-0.9170414634463504,2.0,3.0,-1.0,0.0,-0.029126029267266706,-0.014026402640264002,4.0,0.6352,,0.648,,0.812,,0.7376,,0.48,,0.1568,,0.2752,,0.2752,
537,1.5,0.75,1.0,1.0,0.6881160703453832,0.11501745791242679,-0.26932611364243075,0.4270564645845261,3.958372015880724,68,21,47,True,0.6838179511836854,0.5305280528052805,137,6.0,3.4641016151377544,-0.0644573056387645,-0.00872127558910063,-0.0386033151711106,-0.10925262286314835,-0.6695084011117656,5.0,3.0,2.0,0.0,-0.04079287676256216,0.0033003300330032292,10.0,0.6096,,0.6128,,0.7456,,0.6928,,0.672,,0.284,,0.6208,,0.6208,
538,1.5,0.75,1.0,1.25,0.5865324602333768,0.10072164573518494,-0.3028522200100039,0.33257687769915595,4.295252216427636,72,20,52,True,0.6169799091072901,0.5651815181518152,145,5.0,3.3166247903554,-0.16604091575077096,-0.02301708776634248,-0.07212942153868374,-0.20373220974851852,-0.3326282005648533,9.0,2.0,7.0,0.0,-0.10763091883895748,0.037953795379537913,18.0,0.4576,,0.4576,,0.6048,,0.5456,,0.8464,,0.5208,,0.9056,,0.9056,
539,1.5,0.75,1.0,1.5,0.4126772090888353,0.07447680983181049,-0.3499487686683812,0.21282203710905545,4.088267552560451,75,20,55,True,0.49462442297218845,0.5957095709570958,151,6.0,3.4641016151377544,-0.33989616689531243,-0.049261923669716934,-0.11922597019706105,-0.323487050338619,-0.5396128644320388,12.0,2.0,10.0,0.0,-0.2299864049740591,0.0684818481848185,24.0,0.24,,0.24,,0.4448,,0.2832,,0.7568,,0.7008,,0.98,,0.98,
540,1.5,0.75,1.25,0.5,0.8908385267353636,0.1416216883771333,-0.2395427180418186,0.5912168382109175,3.4096708763890518,69,25,44,True,0.8091864821480861,0.49174917491749176,139,7.0,4.358898943540674,0.13826515075121582,0.017882954875605872,-0.008819919570498436,0.05490775076324306,-1.218209540603438,6.0,7.0,-1.0,0.0,0.08457565420183855,-0.03547854785478549,12.0,0.9288,,0.9392,,0.8848,,0.9096,,0.3016,,0.0304,,0.7136,,0.7136,
