candidate_id,trend_trend_multiplier,trend_volume_multiplier,range_trend_multiplier,range_volume_multiplier,strategy_return,annualized_return,max_drawdown,calmar,win_loss_ratio,closed_trade_count,winning_trade_count,losing_trade_count,has_wins_and_losses,sharpe,exposure,trade_count,manhattan_distance,euclidean_distance,strategy_return_delta_from_selected,annualized_return_delta_from_selected,max_drawdown_delta_from_selected,calmar_delta_from_selected,win_loss_ratio_delta_from_selected,closed_trade_count_delta_from_selected,winning_trade_count_delta_from_selected,losing_trade_count_delta_from_selected,has_wins_and_losses_delta_from_selected,sharpe_delta_from_selected,exposure_delta_from_selected,trade_count_delta_from_selected,strategy_return_global_percentile,strategy_return_neighborhood_percentile,sharpe_global_percentile,sharpe_neighborhood_percentile,max_drawdown_global_percentile,max_drawdown_neighborhood_percentile,calmar_global_percentile,calmar_neighborhood_percentile,win_loss_ratio_global_percentile,win_loss_ratio_neighborhood_percentile,exposure_global_percentile,exposure_neighborhood_percentile,trade_count_global_percentile,trade_count_neighborhood_percentile,closed_trade_count_global_percentile,closed_trade_count_neighborhood_percentile
158,0.75,0.75,0.75,1.25,0.43817996695912953,0.07848138351721912,-0.3807369841689291,0.2061301811499293,3.7861897487156435,66,19,47,True,0.5118604337758537,0.608085808580858,133,3.0,2.23606797749979,-0.3143934090250182,-0.045257349984308304,-0.15001418569760894,-0.33017890629774516,-0.8416906682768461,3.0,1.0,2.0,0.0,-0.21275039417039388,0.08085808580858078,6.0,0.2624,,0.2608,,0.3152,,0.2736,,0.5504,,0.7736,,0.3968,,0.3968,
159,0.75,0.75,0.75,1.5,0.446495062446407,0.07977490138374543,-0.3554764925122045,0.22441681254353701,3.8004217168955585,62,18,44,True,0.5159096437635345,0.6171617161716172,125,4.0,2.449489742783178,-0.30607831353774073,-0.04396383211778199,-0.12475369404088432,-0.31189227490413746,-0.8274587000969311,-1.0,0.0,-1.0,0.0,-0.208701184182713,0.08993399339933994,-2.0,0.2688,,0.2688,,0.4208,,0.3088,,0.5616,,0.808,,0.0912,,0.0912,
160,0.75,0.75,1.0,0.5,0.9034747881564729,0.14320380285518564,-0.24970884211682054,0.5734831079317209,4.111811962045704,65,21,44,True,0.8129269925230528,0.5132013201320133,131,5.0,3.3166247903554,0.1509014121723251,0.019465069353658215,-0.018986043645500383,0.03717402048404639,-0.5160684549467858,2.0,3.0,-1.0,0.0,0.08831616457680525,-0.014026402640264002,4.0,0.9392,,0.944,,0.848,,0.9008,,0.76,,0.1568,,0.2752,,0.2752,
161,0.75,0.75,1.0,0.75,0.8399306443884293,0.1351616949214116,-0.24970884211682054,0.5412771681436067,4.026359239768103,62,20,42,True,0.7761176403254789,0.5198019801980198,125,4.0,2.449489742783178,0.0873572684042816,0.011422961419884192,-0.018986043645500383,0.004968080695932242,-0.6015211772243862,-1.0,2.0,-3.0,0.0,0.05150681237923138,-0.007425742574257432,-2.0,0.8704,,0.8736,,0.848,,0.8656,,0.7168,,0.1992,,0.0912,,0.0912,
162,0.75,0.75,1.0,1.0,0.8238182268451819,0.1330876106573462,-0.2624472482739876,0.5071023283063972,4.334341709515745,65,20,45,True,0.7639666406267203,0.5371287128712872,131,3.0,1.7320508075688772,0.07124485086103416,0.00934887715581878,-0.03172444980266742,-0.02920675914127724,-0.2935387074767446,2.0,2.0,0.0,0.0,0.039355812680472724,0.00990099009900991,4.0,0.8432,,0.8416,,0.7664,,0.816,,0.8656,,0.3416,,0.2752,,0.2752,
163,0.75,0.75,1.0,1.25,0.7140686409454944,0.11856011824243406,-0.30923416735772635,0.3833991542897072,4.724441857523115,69,19,50,True,0.69663607600322,0.5717821782178217,139,2.0,1.4142135623730951,-0.03850473503865337,-0.005178615259093355,-0.0785113688864062,-0.15290993315796725,0.09656144053062565,6.0,1.0,5.0,0.0,-0.027974751943027565,0.04455445544554448,12.0,0.6608,0.4666666666666667,0.6512,0.43333333333333335,0.5936,0.3,0.616,0.36666666666666664,0.9696,0.9666666666666667,0.572,0.9,0.7136,0.7666666666666667,0.7136,0.7666666666666667
164,0.75,0.75,1.0,1.5,0.5262377320167684,0.09188995429583136,-0.3558995768768509,0.25819068148998475,4.503027550774211,72,19,53,True,0.5734587121532527,0.6023102310231023,145,3.0,1.7320508075688772,-0.22633564396737937,-0.031848779205696065,-0.12517677840553076,-0.2781184059576897,-0.12485286621827907,9.0,1.0,8.0,0.0,-0.1511521157929948,0.07508250825082508,18.0,0.3568,,0.3584,,0.4176,,0.3856,,0.9088,,0.7456,,0.9056,,0.9056,
165,0.75,0.75,1.25,0.5,1.0302619298967244,0.15863453770665537,-0.23238345950156936,0.6826412604705373,3.7279099914149527,67,24,43,True,0.8835620817889305,0.5008250825082509,135,4.0,3.1622776601683795,0.27768855391257663,0.034895804205127945,-0.0016606610302491998,0.14633217302286283,-0.8999704255775369,4.0,6.0,-2.0,0.0,0.15895125384268294,-0.02640264026402639,8.0,0.9864,,0.9888,,0.9128,,0.9752,,0.4952,,0.0808,,0.5192,,0.5192,
166,0.75,0.75,1.25,0.75,0.9086682196574436,0.14385163141901014,-0.23238345950156936,0.6190269812126566,4.125564752364174,65,21,44,True,0.816533856520493,0.5115511551155115,131,3.0,2.23606797749979,0.15609484367329585,0.02011289791748272,-0.0016606610302491998,0.08271789376498218,-0.5023156646283153,2.0,3.0,-1.0,0.0,0.0919230285742455,-0.015676567656765727,4.0,0.944,,0.9472,,0.9128,,0.936,,0.7648,,0.1488,,0.2752,,0.2752,
167,0.75,0.75,1.25,1.0,0.7892797650340242,0.1285922456586983,-0.24970884211682054,0.5149687314578127,4.081469970441708,64,20,44,True,0.7464836414763928,0.5214521452145214,129,2.0,1.4142135623730951,0.03670638904987644,0.004853512157170892,-0.018986043645500383,-0.021340355989861726,-0.546410446550782,1.0,2.0,-1.0,0.0,0.021872813530145252,-0.005775577557755818,2.0,0.8016,0.7333333333333333,0.8048,0.7333333333333333,0.848,0.65,0.8288,0.6333333333333333,0.7488,0.4666666666666667,0.2136,0.3333333333333333,0.18,0.2,0.18,0.2
168,0.75,0.75,1.25,1.25,0.8285052633541543,0.13369244526363344,-0.27130830606857625,0.4927694518495175,4.806758614424731,63,18,45,True,0.7657142245243904,0.5462046204620462,127,1.0,1.0,0.07593188737000656,0.009953711762106021,-0.0405855075972561,-0.04353963559815699,0.17887819743224131,0.0,0.0,0.0,0.0,0.04110339657814288,0.018976897689768957,0.0,0.8496,0.8333333333333334,0.8464,0.8333333333333334,0.7392,0.5333333333333333,0.7872,0.5333333333333333,0.9872,1.0,0.404,0.6,0.1192,0.06666666666666667,0.1192,0.06666666666666667
169,0.75,0.75,1.25,1.5,0.6077636053297175,0.10376821037038386,-0.32958978581940035,0.3148404921360152,4.466772996497671,69,19,50,True,0.6286216720497653,0.5808580858085809,139,2.0,1.4142135623730951,-0.14480977065443024,-0.019970523131143558,-0.0988669873480802,-0.22146859531165924,-0.16110742049481885,6.0,1.0,5.0,0.0,-0.09598915589648227,0.05363036303630364,12.0,0.488,0.23333333333333334,0.4896,0.2,0.5248,0.13333333333333333,0.5088,0.16666666666666666,0.9024,0.8,0.6232,0.9333333333333333,0.7136,0.7666666666666667,0.7136,0.7666666666666667
170,0.75,0.75,1.5,0.5,1.0302619298967244,0.15863453770665537,-0.23238345950156936,0.6826412604705373,3.7279099914149527,67,24,43,True,0.8835416091517388,0.5,135,5.0,3.3166247903554,0.27768855391257663,0.034895804205127945,-0.0016606610302491998,0.14633217302286283,-0.8999704255775369,4.0,6.0,-2.0,0.0,0.1589307812054913,-0.027227722772277252,8.0,0.9864,,0.9872,,0.9128,,0.9752,,0.4952,,0.0744,,0.5192,,0.5192,
171,0.75,0.75,1.5,0.75,0.9342585700752781,0.14702353230862242,-0.23238345950156936,0.632676407451579,4.19203980875448,65,21,44,True,0.8306484404560508,0.5099009900990099,131,4.0,2.449489742783178,0.18168519409113038,0.023284798807094997,-0.0016606610302491998,0.09636732000390458,-0.43584060823800996,2.0,3.0,-1.0,0.0,0.10603761250980326,-0.017326732673267342,4.0,0.9552,,0.9568,,0.9128,,0.9472,,0.8048,,0.1376,,0.2752,,0.2752,
172,0.75,0.75,1.5,1.0,0.886107874597817,0.14102723547503304,-0.23238345950156936,0.6068729494668731,4.015596434125304,64,21,43,True,0.8040551049879939,0.5107260726072608,129,3.0,1.7320508075688772,0.13353449861366928,0.01728850197350562,-0.0016606610302491998,0.07056386201919862,-0.6122839828671855,1.0,3.0,-2.0,0.0,0.07944427704174639,-0.01650165016501648,2.0,0.9248,,0.9328,,0.9128,,0.9296,,0.7088,,0.1432,,0.18,,0.18,
173,0.75,0.75,1.5,1.25,0.802440531027097,0.13031322832763292,-0.24970884211682054,0.5218606887243059,4.177320923026847,65,20,45,True,0.7531970333570327,0.5297029702970297,131,2.0,1.4142135623730951,0.04986715504294925,0.006574494826105504,-0.018986043645500383,-0.01444839872336856,-0.45055949396564277,2.0,2.0,0.0,0.0,0.02858620541078516,0.0024752475247524774,4.0,0.8208,0.7666666666666667,0.8176,0.7666666666666667,0.848,0.65,0.8352,0.6666666666666666,0.7936,0.5333333333333333,0.2768,0.4166666666666667,0.2752,0.38333333333333336,0.2752,0.38333333333333336
174,0.75,0.75,1.5,1.5,0.7705681188251763,0.12612805118631565,-0.2943972830786441,0.42842804073236745,4.736951606013032,64,18,46,True,0.7313406864407483,0.5486798679867987,129,3.0,1.7320508075688772,0.017994742841028533,0.002389317684788228,-0.06367448460732394,-0.10788104671530702,0.10907118902054247,1.0,0.0,1.0,0.0,0.006729858494500807,0.021452145214521434,2.0,0.7728,,0.7696,,0.6512,,0.6944,,0.9712,,0.424,,0.18,,0.18,
175,0.75,1.0,0.5,0.5,0.740341192046426,0.1221034430809893,-0.35772789541053485,0.3413305046867012,3.965379328645871,65,20,45,True,0.7071060775242762,0.556930693069307,131,8.0,4.69041575982343,-0.012232183937721741,-0.0016352904205381158,-0.1270050969392147,-0.1949785827609733,-0.6625010883466187,2.0,2.0,0.0,0.0,-0.017504750421971305,0.02970297029702973,4.0,0.7072,,0.696,,0.4096,,0.5552,,0.6784,,0.4704,,0.2752,,0.2752,
176,0.75,1.0,0.5,0.75,0.4653245247852926,0.08268243481431248,-0.45143617793498225,0.18315420618819067,3.313299332840534,67,21,46,True,0.5279328672313008,0.608085808580858,135,7.0,4.123105625617661,-0.2872488511988551,-0.04105629868721494,-0.2207133794636621,-0.3531548812594838,-1.3145810841519556,4.0,3.0,1.0,0.0,-0.1966779607149467,0.08085808580858078,8.0,0.296,,0.2912,,0.1248,,0.2224,,0.2384,,0.7736,,0.5192,,0.5192,
177,0.75,1.0,0.5,1.0,0.3644705014094354,0.06674803905266602,-0.4674947112285196,0.14277816935567086,3.249905386135116,65,20,45,True,0.4549044626313573,0.6295379537953796,131,6.0,3.7416573867739413,-0.3881028745747124,-0.0569906944488614,-0.23677191275719944,-0.3935309180920036,-1.3779750308573737,2.0,2.0,0.0,0.0,-0.26970636531489023,0.10231023102310233,4.0,0.1696,,0.168,,0.1024,,0.1344,,0.1936,,0.8496,,0.2752,,0.2752,
178,0.75,1.0,0.5,1.25,0.19822852192418727,0.03831714883308335,-0.5099646038484175,0.07513687919499759,2.594615853146725,53,18,35,True,0.32518184604083905,0.6782178217821783,107,5.0,3.605551275463989,-0.5543448540599605,-0.08542158466844407,-0.2792418053770973,-0.4611722082526769,-2.0332645638457647,-10.0,0.0,-10.0,0.0,-0.3994289819054085,0.150990099009901,-20.0,0.0512,,0.0512,,0.0544,,0.0512,,0.032,,0.968,,0.0296,,0.0296,
179,0.75,1.0,0.5,1.5,0.26044677737359057,0.04930353559193179,-0.5119733316440225,0.09630098394697788,2.4446789218791607,53,19,34,True,0.3739099781953588,0.6815181518151815,107,6.0,3.7416573867739413,-0.4921265986105572,-0.07443519790959563,-0.2812505331727023,-0.4400081035006966,-2.183201495113329,-10.0,1.0,-11.0,0.0,-0.3507008497508887,0.15429042904290424,-20.0,0.0912,,0.088,,0.0512,,0.0784,,0.0272,,0.9712,,0.0296,,0.0296,
180,0.75,1.0,0.75,0.5,0.7948398700990187,0.12932053829238566,-0.2987100228466243,0.43293002712127476,3.5304120208862226,66,22,44,True,0.740060034846887,0.5371287128712872,133,7.0,4.123105625617661,0.042266494114870934,0.005581804790858236,-0.06798722437530413,-0.10337906032639971,-1.097468396106267,3.0,4.0,-1.0,0.0,0.015449206900639445,0.00990099009900991,6.0,0.8128,,0.792,,0.6256,,0.7024,,0.3744,,0.3416,,0.3968,,0.3968,
181,0.75,1.0,0.75,0.75,0.6896398803237909,0.1152266536810791,-0.38408097077055514,0.3000061509163232,3.956788107610806,66,20,46,True,0.6759263503981311,0.5627062706270627,133,6.0,3.4641016151377544,-0.06293349566035689,-0.008512079820448326,-0.15335817229923498,-0.23630293653135126,-0.6710923093816836,3.0,2.0,1.0,0.0,-0.048684477548116445,0.035478547854785436,6.0,0.6128,,0.5968,,0.3104,,0.4864,,0.6688,,0.5072,,0.3968,,0.3968,
182,0.75,1.0,0.75,1.0,0.6305608744043181,0.10700423106233403,-0.393786426361283,0.27173163902851744,4.042964272590597,69,20,49,True,0.6366099204391632,0.599009900990099,139,5.0,3.0,-0.12201250157982968,-0.01673450243919339,-0.16306362788996287,-0.26457744841915704,-0.5849161444018929,6.0,2.0,4.0,0.0,-0.08800090750708434,0.07178217821782173,12.0,0.5184,,0.5136,,0.2688,,0.4128,,0.7216,,0.7176,,0.7136,,0.7136,
183,0.75,1.0,0.75,1.25,0.3107197216449413,0.057871063413281076,-0.47186943755906463,0.12264210988667235,3.32879599162861,68,20,48,True,0.4148072635478499,0.6311881188118812,137,4.0,2.8284271247461903,-0.4418536543392064,-0.06586767008824634,-0.24114663908774447,-0.4136669775610021,-1.2990844253638798,5.0,2.0,3.0,0.0,-0.3098035643983976,0.10396039603960394,10.0,0.1248,,0.1232,,0.0976,,0.1072,,0.2592,,0.8544,,0.6208,,0.6208,
184,0.75,1.0,0.75,1.5,0.31829788285767213,0.05913986150467121,-0.45032634952514305,0.1313266735713613,3.322961918934317,64,19,45,True,0.4196304509568577,0.6402640264026402,129,5.0,3.0,-0.4342754931264756,-0.06459887199685621,-0.2196035510538229,-0.4049824138763132,-1.3049184980581727,1.0,1.0,0.0,0.0,-0.30498037698938985,0.11303630363036299,2.0,0.1312,,0.1296,,0.128,,0.1184,,0.2528,,0.8832,,0.18,,0.18,
185,0.75,1.0,1.0,0.5,0.755246637764488,0.12409491089903657,-0.3309074286205427,0.3750139772212197,3.5314016230933802,67,22,45,True,0.7175903317933927,0.5346534653465347,135,6.0,3.7416573867739413,0.0026732617803402192,0.0003561773975091498,-0.10018463014922252,-0.16129511022645476,-1.0964787938991094,4.0,4.0,0.0,0.0,-0.007020496152854827,0.007425742574257432,8.0,0.7408,,0.7232,,0.5184,,0.6032,,0.376,,0.324,,0.5192,,0.5192,
186,0.75,1.0,1.0,0.75,0.6850526299612967,0.11459644145791104,-0.33832263981408406,0.3387193996857094,3.438177381225589,64,21,43,True,0.6748390463027375,0.5420792079207921,129,5.0,3.0,-0.06752074602285107,-0.009142292043616385,-0.1075998413427639,-0.19758968776196506,-1.1897030357669007,1.0,3.0,-2.0,0.0,-0.04977178164351004,0.014851485148514865,2.0,0.6016,,0.5952,,0.4912,,0.5536,,0.3248,,0.3808,,0.18,,0.18,
187,0.75,1.0,1.0,1.0,0.6702964913866762,0.11255993251794782,-0.3603245800759858,0.31238482951735075,3.700229026501604,67,21,46,True,0.6636721663006188,0.5594059405940595,135,4.0,2.449489742783178,-0.08227688459747151,-0.011178800983579595,-0.12960178160466562,-0.22392425793032372,-0.9276513904908859,4.0,3.0,1.0,0.0,-0.06093866164562878,0.03217821782178221,8.0,0.5904,,0.5744,,0.3952,,0.5024,,0.4736,,0.4864,,0.5192,,0.5192,
188,0.75,1.0,1.0,1.25,0.5778575404055977,0.09946753913422568,-0.4042105128565686,0.24607855553109048,4.084244482357914,71,20,51,True,0.6038212904447696,0.5957095709570958,143,3.0,2.23606797749979,-0.17471583557855008,-0.02427119436730174,-0.17348771438524846,-0.290230531916584,-0.543635934634576,8.0,2.0,6.0,0.0,-0.12078953750147792,0.0684818481848185,16.0,0.4416,,0.432,,0.2304,,0.3616,,0.7536,,0.7008,,0.8592,,0.8592,
189,0.75,1.0,1.0,1.5,0.3909732726306794,0.07102338967983446,-0.45068717162778504,0.15758910870108253,3.914668086120005,74,20,54,True,0.47459836642380976,0.6254125412541254,149,4.0,2.449489742783178,-0.36160010335346837,-0.05271534382169296,-0.2199643731564649,-0.3787199787465919,-0.7132123308724845,11.0,2.0,9.0,0.0,-0.2500124615224378,0.09818481848184812,22.0,0.208,,0.2064,,0.1264,,0.1664,,0.6304,,0.8384,,0.968,,0.968,
190,0.75,1.0,1.25,0.5,0.8086314453383949,0.13111935004316,-0.295518019680989,0.44369324816369243,3.1630544632319406,70,25,45,True,0.7495989032926976,0.5247524752475248,141,5.0,3.605551275463989,0.056058069354247175,0.007380616541632579,-0.06479522120966885,-0.09261583928398204,-1.464825953760549,7.0,7.0,0.0,0.0,0.02498807534645009,-0.0024752475247524774,14.0,0.828,,0.8112,,0.644,,0.7192,,0.156,,0.2336,,0.7968,,0.7968,
191,0.75,1.0,1.25,0.75,0.7600356442894249,0.12473191087219182,-0.30762642864011325,0.405465523308836,3.5410385701711315,67,22,45,True,0.7209566919425727,0.533003300330033,135,4.0,2.8284271247461903,0.0074622683052771865,0.0009931773706643998,-0.07690363016879309,-0.13084356413883846,-1.086841846821358,4.0,4.0,0.0,0.0,-0.0036541360036748127,0.005775577557755707,8.0,0.7456,,0.7312,,0.5968,,0.6496,,0.3792,,0.3064,,0.5192,,0.5192,
192,0.75,1.0,1.25,1.0,0.6386653393716752,0.10814600818191367,-0.35215640705978546,0.3070965230615661,3.5029328022366455,66,21,45,True,0.646002466612453,0.5437293729372937,133,3.0,2.23606797749979,-0.11390803661247251,-0.015592725319613754,-0.1214336085884653,-0.22921256438610838,-1.1249476147558441,3.0,3.0,0.0,0.0,-0.07860836133379456,0.01650165016501648,6.0,0.5296,,0.5296,,0.4384,,0.4944,,0.3568,,0.3904,,0.3968,,0.3968,
193,0.75,1.0,1.25,1.25,0.6664520191289633,0.11202701408104043,-0.37201499914591885,0.30113574543562704,4.061651294545759,65,19,46,True,0.6606380630048218,0.5693069306930693,131,2.0,2.0,-0.0861213568551844,-0.011711719420486988,-0.1412922006745987,-0.23517334201204743,-0.5662291224467308,2.0,1.0,1.0,0.0,-0.06397276494142579,0.042079207920792006,4.0,0.584,0.3,0.568,0.3,0.3536,0.03333333333333333,0.488,0.13333333333333333,0.736,0.43333333333333335,0.556,0.8666666666666667,0.2752,0.38333333333333336,0.2752,0.38333333333333336
194,0.75,1.0,1.25,1.5,0.4800001979266437,0.08492811270380995,-0.42176735037034374,0.20136246352221582,3.88959455314609,71,20,51,True,0.5379165971775295,0.6047854785478548,143,3.0,2.23606797749979,-0.27257317805750403,-0.038810620797717466,-0.19104455189902358,-0.33494662392545865,-0.7382858638463996,8.0,2.0,6.0,0.0,-0.18669423076871805,0.07755775577557755,16.0,0.3072,,0.3024,,0.1776,,0.264,,0.616,,0.7584,,0.8592,,0.8592,
195,0.75,1.0,1.5,0.5,0.8086314453383949,0.13111935004316,-0.295518019680989,0.44369324816369243,3.1630544632319406,70,25,45,True,0.7495840398938504,0.5239273927392739,141,6.0,3.7416573867739413,0.056058069354247175,0.007380616541632579,-0.06479522120966885,-0.09261583928398204,-1.464825953760549,7.0,7.0,0.0,0.0,0.024973211947602825,-0.0033003300330033403,14.0,0.828,,0.8096,,0.644,,0.7192,,0.156,,0.2264,,0.7968,,0.7968,
196,0.75,1.0,1.5,0.75,0.7836332126993677,0.1278507927714514,-0.3154570468822363,0.4052874837796207,3.587453140998135,67,22,45,True,0.734714920885269,0.5313531353135313,135,5.0,3.0,0.031059836715219946,0.004112059269923973,-0.08473424841091615,-0.13102160366805377,-1.0404272759943547,4.0,4.0,0.0,0.0,0.01010409293902148,0.004125412541254092,8.0,0.7968,,0.7776,,0.5728,,0.648,,0.4128,,0.2912,,0.5192,,0.5192,
197,0.75,1.0,1.5,1.0,0.739232127447961,0.12195472530032858,-0.31581024315495276,0.386164565411171,3.44652628325305,66,22,44,True,0.7087682131435589,0.5321782178217822,133,4.0,2.449489742783178,-0.01334124853618679,-0.001784008201198839,-0.08508744468363261,-0.15014452203650347,-1.1813541337394398,3.0,4.0,-1.0,0.0,-0.01584261480268867,0.004950495049504955,6.0,0.7056,,0.7024,,0.5712,,0.6224,,0.3312,,0.2992,,0.3968,,0.3968,
198,0.75,1.0,1.5,1.25,0.6507182846370698,0.10983581252184815,-0.33440196541829936,0.32845444668501234,3.5865737748117206,67,21,46,True,0.6527880640164107,0.551980198019802,135,3.0,2.23606797749979,-0.10185509134707793,-0.013902920979679267,-0.1036791669469792,-0.20785464076266214,-1.041306642180769,4.0,3.0,1.0,0.0,-0.07182276392983689,0.024752475247524774,8.0,0.5568,,0.5488,,0.504,,0.5392,,0.4112,,0.4384,,0.5192,,0.5192,
199,0.75,1.0,1.5,1.5,0.6136496163041654,0.10460717936812913,-0.3919130319739872,0.26691426626270576,4.028010470176027,66,19,47,True,0.6273090530679721,0.5717821782178217,133,4.0,2.449489742783178,-0.13892375967998238,-0.019131554133398287,-0.16119023350266704,-0.2693948211849687,-0.5998699468164626,3.0,1.0,2.0,0.0,-0.0973017748782754,0.04455445544554448,6.0,0.4992,,0.48,,0.2816,,0.408,,0.7184,,0.572,,0.3968,,0.3968,
200,0.75,1.25,0.5,0.5,0.522372454165916,0.09131441980126676,-0.4043515572064965,0.22582927695919272,3.639176595277997,67,20,47,True,0.5698725344353037,0.5734323432343235,135,9.0,5.196152422706632,-0.2302009218182317,-0.032424313700260665,-0.17362875873517636,-0.3104798104884817,-0.9887038217144926,4.0,2.0,2.0,0.0,-0.15473829351094381,0.04620462046204621,8.0,0.3456,,0.3456,,0.2288,,0.3136,,0.4416,,0.584,,0.5192,,0.5192,
201,0.75,1.25,0.5,0.75,0.2940918838294808,0.05506660043428191,-0.4863788597970602,0.11321750385544768,3.286535336866767,68,20,48,True,0.40297394953013654,0.6229372937293729,137,8.0,4.69041575982343,-0.45848149215466694,-0.06867213306724551,-0.25565606132574004,-0.42309158359222676,-1.3413450801257225,5.0,2.0,3.0,0.0,-0.321636878416111,0.09570957095709565,10.0,0.1072,,0.1072,,0.0816,,0.0944,,0.224,,0.8304,,0.6208,,0.6208,
202,0.75,1.25,0.5,1.0,0.17066418825730745,0.03330493818482583,-0.5156307764074157,0.06459067167571583,3.161239859722414,66,19,47,True,0.30241156192423657,0.6460396039603961,133,7.0,4.358898943540674,-0.5819091877268403,-0.09043379531670159,-0.28490797793609557,-0.4717184157719586,-1.4666405572700758,3.0,1.0,2.0,0.0,-0.42219926602201097,0.1188118811881188,6.0,0.0432,,0.0432,,0.0448,,0.0416,,0.1536,,0.9056,,0.3968,,0.3968,
203,0.75,1.25,0.5,1.25,0.07324225199425771,0.014805244457720468,-0.5346604205544169,0.027690930333627743,2.377818622766531,53,18,35,True,0.21785676811626245,0.6922442244224423,107,6.0,4.242640687119285,-0.67933112398989,-0.10893348904380695,-0.3039376220830967,-0.5086181571140467,-2.2500617942259584,-10.0,0.0,-10.0,0.0,-0.5067540598299851,0.16501650165016502,-20.0,0.0048,,0.0064,,0.0224,,0.0064,,0.0208,,0.9824,,0.0296,,0.0296,
204,0.75,1.25,0.5,1.5,0.120095015602117,0.023861259124096534,-0.5365679165332143,0.04447015631919447,2.239184013934531,53,19,34,True,0.2600546271777139,0.6996699669966997,107,7.0,4.358898943540674,-0.6324783603820308,-0.09987747437743089,-0.3058451180618942,-0.49183893112848,-2.3886964030579585,-10.0,1.0,-11.0,0.0,-0.46455620076853366,0.17244224422442245,-20.0,0.0112,,0.0128,,0.0208,,0.0128,,0.008,,0.9904,,0.0296,,0.0296,
205,0.75,1.25,0.75,0.5,0.5685031701784107,0.09810907175703232,-0.35025677804556554,0.28010613329021466,3.2409584094521504,68,22,46,True,0.601263973678526,0.5528052805280528,137,8.0,4.69041575982343,-0.18407020580573707,-0.025629661744495102,-0.11953397957424539,-0.2562029541574598,-1.3869220075403392,5.0,4.0,1.0,0.0,-0.12334685426772152,0.025577557755775526,10.0,0.424,,0.424,,0.4416,,0.432,,0.184,,0.444,,0.6208,,0.6208,
206,0.75,1.25,0.75,0.75,0.47802121964399213,0.0846263203391957,-0.4287916164724187,0.19736001612018259,3.641027176483682,68,20,48,True,0.5391419219506552,0.5792079207920792,137,7.0,4.123105625617661,-0.2745521563401556,-0.039112413162331716,-0.19806881800109855,-0.33894907132749186,-0.9868532405088075,5.0,2.0,3.0,0.0,-0.1854689059955923,0.051980198019801915,10.0,0.304,,0.3072,,0.168,,0.2528,,0.4432,,0.612,,0.6208,,0.6208,
207,0.75,1.25,0.75,1.0,0.405718128451257,0.07337412129718768,-0.4459214751035445,0.1645449376039805,3.897592427484625,70,19,51,True,0.4865747917590337,0.613036303630363,141,6.0,3.7416573867739413,-0.34685524753289076,-0.05036461220433974,-0.21519867663222436,-0.371764149843694,-0.7302879895078647,7.0,1.0,6.0,0.0,-0.23803603618721386,0.08580858085808574,14.0,0.2256,,0.2256,,0.136,,0.1872,,0.6208,,0.7936,,0.7968,,0.7968,
208,0.75,1.25,0.75,1.25,0.12454804804306274,0.024706260307274963,-0.5196100473007517,0.04754769549899584,3.2509346137946125,69,19,50,True,0.2625330740543058,0.6476897689768977,139,5.0,3.605551275463989,-0.628025327941085,-0.09903247319425246,-0.2888872488294315,-0.4887613919486786,-1.3769458031978772,6.0,1.0,5.0,0.0,-0.4620777538919417,0.12046204620462042,12.0,0.016,,0.0144,,0.0352,,0.0176,,0.1968,,0.9128,,0.7136,,0.7136,
209,0.75,1.25,0.75,1.5,0.13104982432581713,0.025935280924511472,-0.5000143568075162,0.051869072500443085,3.2537702543123896,65,18,47,True,0.2685576813589052,0.6567656765676567,131,6.0,3.7416573867739413,-0.6215235516583306,-0.09780345257701595,-0.269291558336196,-0.4844400149472314,-1.3741101626801,2.0,0.0,2.0,0.0,-0.45605314658734236,0.12953795379537947,4.0,0.0208,,0.0192,,0.0608,,0.0224,,0.2,,0.9416,,0.2752,,0.2752,
210,0.75,1.25,1.0,0.5,0.5339028075115708,0.09302786703995869,-0.3800875853401997,0.24475376367974117,3.2473141658500713,69,22,47,True,0.5787336795231636,0.5503300330033003,139,7.0,4.358898943540674,-0.21867056847257693,-0.03071086646156873,-0.14936478686887955,-0.2915553237679333,-1.3805662511424184,6.0,4.0,2.0,0.0,-0.14587714842308397,0.02310231023102305,12.0,0.3664,,0.368,,0.32,,0.3552,,0.1904,,0.4328,,0.7136,,0.7136,
211,0.75,1.25,1.0,0.75,0.47400849867632044,0.08401340029967597,-0.386354963246645,0.21745132919657276,3.1741155008059443,66,21,45,True,0.5374425462545043,0.5585808580858086,133,6.0,3.7416573867739413,-0.2785648773078273,-0.039725333201851454,-0.15563216477532482,-0.31885775825110174,-1.4537649161865454,3.0,3.0,0.0,0.0,-0.18716828169174327,0.031353135313531344,6.0,0.3008,,0.3008,,0.304,,0.2912,,0.1616,,0.4776,,0.3968,,0.3968,
212,0.75,1.25,1.0,1.0,0.46110049017860755,0.08203277045138524,-0.406759743964646,0.20167376852935381,3.4163929274882254,69,21,48,True,0.5271165004867043,0.5759075907590759,139,5.0,3.3166247903554,-0.2914728858055402,-0.04170596305014218,-0.17603694549332582,-0.33463531891832066,-1.2114874895042642,6.0,3.0,3.0,0.0,-0.1974943274595432,0.048679867986798686,12.0,0.2896,,0.2864,,0.2224,,0.2656,,0.3104,,0.5984,,0.7136,,0.7136,
