split_id,training_blocks,validation_blocks,selected_candidate,training_sharpe,validation_sharpe,validation_rank,validation_candidate_count,validation_percentile,logit
0,"0,1,2,3,4","5,6,7,8,9",455,0.5605282874766978,0.7630646350355587,361,625,0.4230769230769231,-0.31015492830383945
1,"0,1,2,3,5","4,6,7,8,9",15,0.4298171307330406,1.0516686509461586,14,625,0.9791666666666666,3.8501476017100567
2,"0,1,2,3,6","4,5,7,8,9",15,0.5067207287903617,1.0124030649740496,11,625,0.9839743589743589,4.117409835153094
3,"0,1,2,3,7","4,5,6,8,9",15,0.8580905993572744,0.7450334985094649,135,625,0.7852564102564102,1.2965655911537608
4,"0,1,2,3,8","4,5,6,7,9",471,0.625356850047651,0.7162425461188439,320,625,0.48878205128205127,-0.044879326177432954
5,"0,1,2,3,9","4,5,6,7,8",12,1.1985928955545013,0.3327921480064675,284,625,0.5464743589743589,0.1864355796402789
6,"0,1,2,4,5","3,6,7,8,9",455,0.3736672537031651,0.8703321560315466,330,625,0.47275641025641024,-0.10908239442555215
7,"0,1,2,4,6","3,5,7,8,9",280,0.3840059365990085,0.8891068052716952,272,625,0.5657051282051282,0.2643492360535958
8,"0,1,2,4,7","3,5,6,8,9",5,0.7151139025831467,0.8599682195055924,26,625,0.9599358974358975,3.1763857732472496
9,"0,1,2,4,8","3,5,6,7,9",455,0.5721543778704667,0.7537086133709938,258,625,0.5881410256410257,0.3562857631593505
10,"0,1,2,4,9","3,5,6,7,8",105,1.0641927172097998,0.1365438643845431,498,625,0.20352564102564102,-1.3644029396380377
11,"0,1,2,5,6","3,4,7,8,9",15,0.29420412209721103,1.1239896281335857,8,625,0.9887820512820513,4.478958874850078
12,"0,1,2,5,7","3,4,6,8,9",15,0.7356292204912349,0.9109739093826865,96,625,0.8477564102564102,1.7171115402577584
13,"0,1,2,5,8","3,4,6,7,9",190,0.5017482945794846,0.7279159105947661,433,625,0.3076923076923077,-0.8109302162163287
14,"0,1,2,5,9","3,4,6,7,8",5,1.0306351067785973,0.584164418402866,91,625,0.8557692307692307,1.7805861686299294
15,"0,1,2,6,7","3,4,5,8,9",15,0.7809612455012221,0.8577609101348462,147,625,0.7660256410256411,1.1860041107831198
16,"0,1,2,6,8","3,4,5,7,9",15,0.48853082836000344,1.0249851465707023,3,625,0.9967948717948718,5.7397929121792375
17,"0,1,2,6,9","3,4,5,7,8",12,1.1172453333235441,0.38829156520080454,334,625,0.46634615384615385,-0.13481922280895123
18,"0,1,2,7,8","3,4,5,6,9",15,0.8468713495271148,0.7680912861866258,31,625,0.9519230769230769,2.9856819377004884
19,"0,1,2,7,9","3,4,5,6,8",6,1.2714887263235508,-0.2818928001587917,450,625,0.28044871794871795,-0.9422369138187402
20,"0,1,2,8,9","3,4,5,6,7",231,1.2742187286811753,-0.16076262364138316,574,625,0.08173076923076923,-2.4190600839904137
21,"0,1,3,4,5","2,6,7,8,9",466,0.4028161759786743,0.8272488900522155,437,625,0.30128205128205127,-0.841200280519085
22,"0,1,3,4,6","2,5,7,8,9",290,0.36220407590597703,0.9618780898911927,169,625,0.7307692307692307,0.9985288301111269
23,"0,1,3,4,7","2,5,6,8,9",15,0.7047317904899437,0.960025079432081,11,625,0.9839743589743589,4.117409835153094
24,"0,1,3,4,8","2,5,6,7,9",471,0.6219911530689991,0.7200714735599016,365,625,0.4166666666666667,-0.33647223662121273
25,"0,1,3,4,9","2,5,6,7,8",116,1.1836626947853615,0.06810235992404504,564,625,0.09775641025641026,-2.2224057639663792
26,"0,1,3,5,6","2,4,7,8,9",15,0.29331994138221684,1.116451742742627,70,625,0.8894230769230769,2.0848616091491747
27,"0,1,3,5,7","2,4,6,8,9",15,0.7390689829935222,0.8946255801348445,256,625,0.5913461538461539,0.369533098882101
28,"0,1,3,5,8","2,4,6,7,9",465,0.5347577822272166,0.7954112469016167,382,625,0.3894230769230769,-0.44973793178615257
29,"0,1,3,5,9","2,4,6,7,8",15,1.0352626778882559,0.6655964693805968,48,625,0.9246794871794872,2.507694664798042
30,"0,1,3,6,7","2,4,5,8,9",15,0.784941881914522,0.8418178369101006,296,625,0.5272435897435898,0.10908239442555204
31,"0,1,3,6,8","2,4,5,7,9",15,0.49596855337104345,1.0183460887012945,10,625,0.9855769230769231,4.224397690470302
32,"0,1,3,6,9","2,4,5,7,8",15,1.0831375171941973,0.6186765473211259,23,625,0.9647435897435898,3.3092149919505056
33,"0,1,3,7,8","2,4,5,6,9",15,0.8517496490579716,0.7540788160579498,101,625,0.8397435897435898,1.6563214983329508
34,"0,1,3,7,9","2,4,5,6,8",15,1.234595772140164,0.09588414033559339,223,625,0.6442307692307693,0.5937747067467418
35,"0,1,3,8,9","2,4,5,6,7",106,1.2463940820853363,-0.05376682540049602,572,625,0.08493589743589744,-2.377097296103888
36,"0,1,4,5,6","2,3,7,8,9",365,0.19952313975276956,0.8572648461244211,499,625,0.20192307692307693,-1.374318170073175
37,"0,1,4,5,7","2,3,6,8,9",115,0.6798067582186649,0.3780680678862837,610,625,0.02403846153846154,-3.703768066607687
38,"0,1,4,5,8","2,3,6,7,9",115,0.6024121707896604,0.5481913964602326,574,625,0.08173076923076923,-2.4190600839904137
39,"0,1,4,5,9","2,3,6,7,8",116,1.1555255330713392,0.09840325095362606,579,625,0.07371794871794872,-2.5309324721832827
40,"0,1,4,6,7","2,3,5,8,9",15,0.6277694053638769,1.0731116221643962,3,625,0.9967948717948718,5.7397929121792375
