mechanism_id,exit_clock,year,episodes,mean_return,median_return,win_rate,profit_factor,cumulative_return,annualized_return
PRESSURE_CONTINUATION,15:00,2021,81,-0.0006752271102903507,0.00030267553753482446,0.5185185185185185,0.758759376310104,-0.05495903141330871,-0.05495903141330871
PRESSURE_CONTINUATION,15:00,2022,90,-0.0005760282428299401,-0.000502005447298004,0.45555555555555555,0.8514553125935317,-0.054613423122928384,-0.054613423122928384
PRESSURE_CONTINUATION,15:00,2023,82,0.00012356495515193465,-0.0005169374272559479,0.4146341463414634,1.0573547443550653,0.00881703990655347,0.00881703990655347
PRESSURE_CONTINUATION,15:00,2024,92,0.0006036155434063302,0.00030179164502286415,0.5217391304347826,1.1613848802578344,0.0507849215024736,0.0507849215024736
PRESSURE_CONTINUATION,15:00,2025,85,-0.0015713209408692135,-0.0016020226573733032,0.38823529411764707,0.5659141513293892,-0.1272351252598123,-0.1272351252598123
PRESSURE_CONTINUATION,15:00,2026,61,-0.00016634834413907984,-0.001452750986129736,0.47540983606557374,0.966304396911258,-0.014762814542425562,-0.014762814542425562
PRESSURE_REVERSAL,15:00,2021,81,-0.0016782048161051923,-0.002698981211873619,0.32098765432098764,0.524951056992048,-0.12879069251844344,-0.12879069251844344
PRESSURE_REVERSAL,15:00,2022,90,-0.0017264585565931407,-0.0018960667212823412,0.37777777777777777,0.6224516671191606,-0.14771872089570748,-0.14771872089570748
PRESSURE_REVERSAL,15:00,2023,82,-0.002487478965052455,-0.0018811571767028967,0.3902439024390244,0.29946551193139387,-0.18582375596749146,-0.18582375596749146
PRESSURE_REVERSAL,15:00,2024,92,-0.0028690607580168143,-0.002698098457526943,0.32608695652173914,0.4975384705887747,-0.2368780689500667,-0.2368780689500667
PRESSURE_REVERSAL,15:00,2025,85,-0.0007702331389115632,-0.0007963757445412778,0.4823529411764706,0.7539672517285089,-0.06565631268383987,-0.06565631268383987
PRESSURE_REVERSAL,15:00,2026,61,-0.0020768961576420135,-0.0009457455365591283,0.4426229508196721,0.647206060559365,-0.12324452750924686,-0.12324452750924686
