mechanism_id,exit_clock,regime,episodes,mean_return,median_return,win_rate,profit_factor,cumulative_return,annualized_return
PRESSURE_CONTINUATION,15:00,range,236,-0.00023433482773406857,-0.0006291857251698452,0.4491525423728814,0.9265634349136741,-0.06229056689914014,-0.011267974075695686
PRESSURE_CONTINUATION,15:00,trend_down,115,-0.0008215960407955112,-0.00119928043174089,0.4260869565217391,0.809812290185,-0.09641222148013684,-0.017704299883806285
PRESSURE_CONTINUATION,15:00,trend_up,140,-0.0002485281885858218,0.0002660025187334325,0.5142857142857142,0.9236052346103047,-0.03886203943980748,-0.006959524585595789
PRESSURE_REVERSAL,15:00,range,236,-0.002087155542670258,-0.0017690499240252122,0.3855932203389831,0.5058679755504322,-0.3947325891432314,-0.08466422211940228
PRESSURE_REVERSAL,15:00,trend_down,115,-0.0014575038406782494,-0.001199280431741001,0.4434782608695652,0.685385727771389,-0.16022225657772649,-0.030298156522075237
PRESSURE_REVERSAL,15:00,trend_up,140,-0.0020801539838944116,-0.0026624147237262474,0.34285714285714286,0.5224361438477552,-0.25648230917241177,-0.0508774092271056
