mechanism,episodes,entry_checkpoint,exit_checkpoint,gross_mean_return,baseline_mean_return,baseline_profit_factor,stress_mean_return,stress_profit_factor,stress_win_rate,stress_cumulative_return,opposite_stress_mean_return,unconditional_baseline_mean_return,positive_years,recent_event_count,recent_stress_mean_return,incremental_terminal_return_vs_static,account_max_drawdown,account_calmar,static_max_drawdown,static_calmar,eligible_for_audit
MARGIN_DELEVERAGING_REVERSAL,274,OPEN,11:30_CLOSE,0.0009589300027121377,0.0007187286836698732,1.2282557906302782,-0.0002415004550164547,0.9332720906766689,0.48905109489051096,-0.07486107409730436,-0.0020713649982088715,0.0005746891993106901,3,63,-0.00021734913101974164,-0.032173316617880254,-0.2482910260763863,0.08558824300742447,-0.21572066041489413,0.13205901769453493,False
