mechanism_id,exit_clock,episodes,gross_mean_return,baseline_mean_return,baseline_profit_factor,stress_mean_return,stress_profit_factor,stress_win_rate,stress_cumulative_return,positive_years,rolling_window_sessions,rolling_median_episodes,rolling_p10_episodes,rolling_min_episodes,rolling_max_episodes,density_pass,incremental_terminal_return_vs_static,opponent_mechanism_id,stress_mean_advantage,evidence
REGIME_PULLBACK,15:00,347,-0.0006849512095200898,-0.0009247580444095295,0.74915139113634,-0.0018834101926787545,0.5558378896848482,0.4034582132564842,-0.48728769269561445,0,60,16.0,7.0,2.0,26.0,True,-0.21010918175535298,OPPOSITE_CONTROL,-0.0014486670070269453,DIRECTION_FAIL
OPPOSITE_CONTROL,15:00,347,0.0007654552415817278,0.00052530035091072,1.1781719383632496,-0.00043474318565180916,0.873626772662448,0.4553314121037464,-0.1519025262534437,4,60,16.0,7.0,2.0,26.0,True,-0.06549747916087545,REGIME_PULLBACK,0.0014486670070269453,DIRECTION_FAIL
