mechanism_id,exit_clock,regime,episodes,mean_return,median_return,win_rate,profit_factor,cumulative_return,annualized_return
REGIME_PULLBACK,15:00,range,236,-0.002087155542670258,-0.0017690499240252122,0.3855932203389831,0.5058679755504322,-0.3947325891432314,-0.08466422211940228
REGIME_PULLBACK,15:00,trend_down,65,-0.0015680244823485742,-0.00047538065310848143,0.47692307692307695,0.634702252275895,-0.09978140877629682,-0.018350632371877285
REGIME_PULLBACK,15:00,trend_up,46,-0.0012837616834062968,-0.002507696176031249,0.391304347826087,0.6980331867374772,-0.05902415798232641,-0.010662006302112337
OPPOSITE_CONTROL,15:00,range,236,-0.00023433482773406857,-0.0006291857251698452,0.4491525423728814,0.9265634349136741,-0.06229056689914014,-0.011267974075695686
OPPOSITE_CONTROL,15:00,trend_down,65,-0.0007347938031478912,-0.0019226559302513158,0.4307692307692308,0.8144334589979826,-0.04960952517993156,-0.00892509404436248
OPPOSITE_CONTROL,15:00,trend_up,46,-0.001038940627637493,0.00011086332263599008,0.5217391304347826,0.7392421905539346,-0.048354036894071806,-0.008694540499779913
