mechanism_id,exit_clock,year,episodes,mean_return,median_return,win_rate,profit_factor,cumulative_return,annualized_return
REGIME_PULLBACK,15:00,2021,56,-0.0011978585283210913,-0.0024157246318203263,0.32142857142857145,0.6355265865469317,-0.06619821555463234,-0.06619821555463234
REGIME_PULLBACK,15:00,2022,70,-0.002400905052826209,-0.001997521369377475,0.37142857142857144,0.46693575406665655,-0.15679433203600357,-0.15679433203600357
REGIME_PULLBACK,15:00,2023,54,-0.002868412200505451,-0.0018431876626527899,0.4074074074074074,0.2530800779958002,-0.144476104742711,-0.144476104742711
REGIME_PULLBACK,15:00,2024,60,-0.00236152016526181,-0.0025294022846961695,0.35,0.5641239545590153,-0.13564884323825455,-0.13564884323825455
REGIME_PULLBACK,15:00,2025,60,-3.672753030238655e-05,1.9689474795692163e-05,0.5166666666666667,0.98412173625426,-0.0034606485854060676,-0.0034606485854060676
REGIME_PULLBACK,15:00,2026,47,-0.0025449103194588488,-0.0009457455365591283,0.46808510638297873,0.6024225776747641,-0.11637354189551741,-0.11637354189551741
OPPOSITE_CONTROL,15:00,2021,56,-0.0011519389422394086,1.8687327762501038e-05,0.5,0.6239464040105487,-0.0637838789793288,-0.0637838789793288
OPPOSITE_CONTROL,15:00,2022,70,6.891063048602827e-05,-0.00040039810602476855,0.45714285714285713,1.021957726906759,0.002547598717540067,0.002547598717540067
OPPOSITE_CONTROL,15:00,2023,54,0.0005069364142277725,-0.0005549318394979519,0.4444444444444444,1.2429405421303283,0.026793910208836147,0.026793910208836147
OPPOSITE_CONTROL,15:00,2024,60,9.431258511813553e-05,0.00013263207971392355,0.5166666666666667,1.0238799725528005,0.001777722309847407,0.001777722309847407
OPPOSITE_CONTROL,15:00,2025,60,-0.0023184245485332157,-0.0024167644798952503,0.3333333333333333,0.36185810542343844,-0.131105327785069,-0.131105327785069
OPPOSITE_CONTROL,15:00,2026,47,0.00031704473716621733,-0.001452750986129736,0.48936170212765956,1.0634421645793852,0.010980700981348512,0.010980700981348512
