period,BUYHOLD,S007_MINUS_BUYHOLD,S007_PLATFORM_MEDOID,relative_total_return
YEAR_2021,0.0114745305289567,0.0217263438484018,0.0332008743773586,0.0217263438484019
YEAR_2022,-0.3125388525249569,0.2983843872295721,-0.0141544652953847,0.29838438722957217
YEAR_2023,-0.1169562128763378,0.1672682685453584,0.0503120556690206,0.1672682685453584
YEAR_2024,0.1622629052446254,0.2904671745236611,0.4527300797682865,0.2904671745236611
YEAR_2025,0.3709070217366566,0.089077546758802,0.4599845684954586,0.08907754675880203
YEAR_2026,0.1983877815072205,0.3654526210923701,0.5638404025995907,0.3654526210923702
