hypothesis_id,information_family,horizon_sessions,paths,identifiable,median_confirmation_ic,median_residual_ic,stable_paths,best_global_qvalue
H01-REAL-RATE-OPPORTUNITY-COST,DOMESTIC_LIQUIDITY,120,2,2,0.05552397156950423,0.0820797380688769,0,0.7115999547738052
H01-REAL-RATE-OPPORTUNITY-COST,DOMESTIC_LIQUIDITY,252,2,2,-0.0027662779636482534,0.06424070956898294,0,0.9999579486557832
H01-REAL-RATE-OPPORTUNITY-COST,REAL_RATE,120,5,5,0.0008012862038209974,0.009530585232391255,0,3.23335004904962e-05
H01-REAL-RATE-OPPORTUNITY-COST,REAL_RATE,252,5,5,0.206921311977393,0.04119852180916387,0,5.4337291818462825e-06
H01-REAL-RATE-OPPORTUNITY-COST,REAL_RATE_CURVE,120,1,1,0.5250584631185786,0.2645019410593616,0,5.4337291818462825e-06
H01-REAL-RATE-OPPORTUNITY-COST,REAL_RATE_CURVE,252,1,1,0.635287160754038,0.21380624449106075,0,0.006402931990296716
H02-CURRENCY-TRANSLATION,CURRENCY_TRANSLATION,120,2,2,0.12403146448813891,0.13472573643866678,1,0.7734344388481851
H02-CURRENCY-TRANSLATION,CURRENCY_TRANSLATION,252,2,2,0.32850808112676505,0.2773161919270128,1,0.0637606384557554
H02-CURRENCY-TRANSLATION,GOLD_BENCHMARK,120,2,2,0.01851821380787037,0.061262468789816435,0,0.9999579486557832
H02-CURRENCY-TRANSLATION,GOLD_BENCHMARK,252,2,2,-0.09591757191681605,-0.12956843453539688,0,0.9999579486557832
H03-SAFE-HAVEN-RISK-APPETITE,EQUITY_RISK_APPETITE,120,2,2,-0.011312740945313308,-0.0665614570899984,0,0.9999579486557832
H03-SAFE-HAVEN-RISK-APPETITE,EQUITY_RISK_APPETITE,252,2,2,-0.008057778115849866,0.07416271207534367,1,0.7115999547738052
H03-SAFE-HAVEN-RISK-APPETITE,EQUITY_STRESS,120,1,1,0.03908335337928022,-0.004184856164473141,0,0.9999579486557832
H03-SAFE-HAVEN-RISK-APPETITE,EQUITY_STRESS,252,1,1,0.15336772427465062,0.2767108153720349,1,0.2895218923563185
H03-SAFE-HAVEN-RISK-APPETITE,LIQUIDITY_PRESSURE,120,2,2,0.018232860533644937,-0.013869355643885736,0,0.9999579486557832
H03-SAFE-HAVEN-RISK-APPETITE,LIQUIDITY_PRESSURE,252,2,2,0.03062491564671844,0.06623441987204787,1,0.8459005544776689
H04-STRATEGIC-FLOW-POSITIONING,ETF_PRIMARY_FLOW,120,2,2,-0.017686524355236908,0.01332966528355484,0,0.9999579486557832
H04-STRATEGIC-FLOW-POSITIONING,ETF_PRIMARY_FLOW,252,2,2,-0.04200615777401398,0.12397757924239972,0,0.9999579486557832
H04-STRATEGIC-FLOW-POSITIONING,FLOW_PRICE_INTERACTION,120,1,1,0.05163709262287185,0.010637901963433812,0,0.8459005544776689
H04-STRATEGIC-FLOW-POSITIONING,FLOW_PRICE_INTERACTION,252,1,1,0.12057352338870957,0.0007776284605729144,0,0.7115999547738052
H04-STRATEGIC-FLOW-POSITIONING,GOLD_MARKET_FLOW,120,1,1,-0.02001601174390189,0.003890135468081832,0,0.9999579486557832
H04-STRATEGIC-FLOW-POSITIONING,GOLD_MARKET_FLOW,252,1,1,-0.019042415018457215,-0.035225097679873224,0,0.9999579486557832
H04-STRATEGIC-FLOW-POSITIONING,TRADING_FLOW,120,2,2,-0.053673852400950295,-0.11447471637283115,0,0.9999579486557832
H04-STRATEGIC-FLOW-POSITIONING,TRADING_FLOW,252,2,2,0.05298340852204163,0.02852314485150051,0,0.578212558774884
H05-INFLATION-MONETARY-REGIME,INFLATION_REGIME,120,1,1,0.12357631805014611,0.06390262494409697,0,0.9999579486557832
H05-INFLATION-MONETARY-REGIME,INFLATION_REGIME,252,1,1,-0.06267724023876582,-0.03617976804893345,0,0.9999579486557832
H05-INFLATION-MONETARY-REGIME,MACRO_IMPULSE,120,4,3,-0.017791551036378153,-0.01443702733327695,0,0.9999579486557832
H05-INFLATION-MONETARY-REGIME,MACRO_IMPULSE,252,4,2,-0.007310415786222648,0.008446002597872496,0,0.9999579486557832
H05-INFLATION-MONETARY-REGIME,MACRO_REGIME,120,6,2,0.1688873055812799,-0.01890958659776272,0,0.7115999547738052
H05-INFLATION-MONETARY-REGIME,MACRO_REGIME,252,6,1,0.06809839756114183,-0.02350989078685221,0,0.9999579486557832
H05-INFLATION-MONETARY-REGIME,MONETARY_REGIME,120,2,2,-0.31436805029099685,-0.24408446770156653,0,0.9999579486557832
H05-INFLATION-MONETARY-REGIME,MONETARY_REGIME,252,2,1,-0.26326008153408564,-0.14457157351952132,0,0.7115999547738052
H05-INFLATION-MONETARY-REGIME,REAL_LIQUIDITY,120,1,1,0.016900993987626057,0.17739301882018638,0,0.9999579486557832
H05-INFLATION-MONETARY-REGIME,REAL_LIQUIDITY,252,1,1,-0.10487357400330134,0.04369203404751836,0,0.9999579486557832
H06-PRICE-VOLATILITY-STATE,BREAKOUT_STATE,120,2,2,-0.1006361661726146,0.01698581150030782,0,0.9999579486557832
H06-PRICE-VOLATILITY-STATE,BREAKOUT_STATE,252,2,2,-0.22356272985605563,-0.07976279941847973,0,0.9999579486557832
H06-PRICE-VOLATILITY-STATE,DRAWDOWN_STATE,120,2,2,-0.23798574906208558,-0.06868136715049201,0,0.9999579486557832
H06-PRICE-VOLATILITY-STATE,DRAWDOWN_STATE,252,2,2,-0.37745195604834314,-0.19749140776037427,0,0.9999579486557832
H06-PRICE-VOLATILITY-STATE,TREND_MOMENTUM,120,2,2,0.005583835338232414,0.025062513331732483,0,0.9999579486557832
H06-PRICE-VOLATILITY-STATE,TREND_MOMENTUM,252,2,2,-0.1236339536952684,-0.012467408188063252,0,0.9999579486557832
H06-PRICE-VOLATILITY-STATE,TREND_QUALITY,120,1,1,-0.01007092056355517,-0.14848558774001178,0,0.9999579486557832
H06-PRICE-VOLATILITY-STATE,TREND_QUALITY,252,1,1,0.09944829736919647,-0.08784470668416637,0,0.8459005544776689
H06-PRICE-VOLATILITY-STATE,TREND_STATE,120,2,2,0.00871183023130221,0.04186759435142924,0,0.9999579486557832
H06-PRICE-VOLATILITY-STATE,TREND_STATE,252,2,2,-0.129405180615792,-0.08448411081979348,0,0.9999579486557832
H06-PRICE-VOLATILITY-STATE,VOLATILITY_STATE,120,2,2,-0.34436610834074954,-0.06866416703227407,0,0.9999579486557832
H06-PRICE-VOLATILITY-STATE,VOLATILITY_STATE,252,2,2,-0.37899155063514345,-0.11602206845353326,0,0.9999579486557832
