control,repetition,mean_return_4,mean_return_5,mean_return_6,mean_band_return,win_rate_5,compound_return_5
PULLBACK_VOL_MATCHED,1277,-0.007967775514497549,-0.008024330199762049,-0.003710031681821584,-0.00656737913202706,0.4,-0.19244144429516008
CALENDAR_MATCHED,1278,0.006996723020786786,0.008578238804584646,0.010960473100359209,0.008845144975243547,0.52,0.22934410353896295
PULLBACK_VOL_MATCHED,1278,-0.006068311996732656,-0.007475382907715375,-0.008177857940540942,-0.007240517614996326,0.36,-0.17522527876580618
CALENDAR_MATCHED,1279,-0.0077014127309674675,-0.00842573405371115,-0.008117335639245432,-0.008081494141308017,0.36,-0.19534761746095586
PULLBACK_VOL_MATCHED,1279,-0.006134740565608792,-0.010468523374907326,-0.0070829948077963546,-0.007895419582770824,0.44,-0.2450647677469353
CALENDAR_MATCHED,1280,0.0005762166350518205,-0.00728522533044961,-0.004064404114427904,-0.003591137603275231,0.48,-0.1841206893218409
PULLBACK_VOL_MATCHED,1280,-0.007654824005563978,-0.0065479853417585955,-0.0013756913003449478,-0.005192833549222508,0.36,-0.15742782409596667
CALENDAR_MATCHED,1281,-0.0017406634553324763,-0.0023255512221448615,-0.0018599354105574405,-0.001975383362678259,0.56,-0.06187546268627975
PULLBACK_VOL_MATCHED,1281,-0.00013436419068627804,-0.0026241830371450804,0.0019047146025556127,-0.0002846108750919163,0.48,-0.07022857580349517
CALENDAR_MATCHED,1282,0.002056189790078129,-0.0015436354339560276,-9.725012232018937e-05,0.00013843474460063733,0.44,-0.04563657856184655
PULLBACK_VOL_MATCHED,1282,0.0016224083197458007,0.003115821696241183,0.004360612627982898,0.003032947547989961,0.52,0.07160646532646164
CALENDAR_MATCHED,1283,-0.0025460048773481648,-0.0038170626798718164,-0.006072939544922215,-0.004145335700714066,0.44,-0.10043945569653612
PULLBACK_VOL_MATCHED,1283,0.009460383678284993,0.005760390488515736,0.007405854348241072,0.0075422095050139346,0.6,0.13716073005288743
CALENDAR_MATCHED,1284,0.0041587519915137735,0.01068565278932665,0.016640338634675025,0.01049491447183848,0.56,0.25335690107179754
PULLBACK_VOL_MATCHED,1284,-0.0017587909032935301,-0.00029693213141766426,0.0007382119412815769,-0.00043917036447653864,0.44,-0.0160601121440066
CALENDAR_MATCHED,1285,0.001178285269626911,0.0011415839653943216,-0.0007334600502999944,0.0005288030615737463,0.44,0.016041094833581848
PULLBACK_VOL_MATCHED,1285,-0.010657208669051052,-0.011285775725512814,-0.011220112199941696,-0.011054365531501853,0.44,-0.26053407696274133
CALENDAR_MATCHED,1286,-0.007280097936102789,-0.004862062487644536,-0.004359291814584423,-0.005500484079443916,0.44,-0.12283348892086676
PULLBACK_VOL_MATCHED,1286,-0.009793829803126762,-0.006922033075755496,-0.005244073203328865,-0.007319978694070374,0.4,-0.1653126816695354
CALENDAR_MATCHED,1287,0.004572219521117069,0.00313972013510134,0.002025870617520216,0.003245936757912875,0.44,0.07269889486200798
PULLBACK_VOL_MATCHED,1287,-0.006915317510881134,-0.006233438855294549,-0.0033521268835432494,-0.005500294416572977,0.32,-0.15143157807393748
CALENDAR_MATCHED,1288,-0.005424816485276933,-0.005608113887860919,-0.003910698069905663,-0.0049812094810145055,0.44,-0.1370620901503251
PULLBACK_VOL_MATCHED,1288,-0.009527641045034728,-0.007456501388258481,-0.007368071254255803,-0.008117404562516337,0.4,-0.1792242982270552
CALENDAR_MATCHED,1289,-0.0068834615938021095,-0.00832747520201762,-0.007110050717839664,-0.0074403291712197995,0.36,-0.19641498906256438
PULLBACK_VOL_MATCHED,1289,-0.004737092983128561,-0.0017191186486519739,-0.0022519646485094657,-0.0029027254267633335,0.52,-0.04964749445350125
CALENDAR_MATCHED,1290,-0.0029442469330267906,-0.0017089000733070759,-0.0026216350754467753,-0.002424927360593547,0.4,-0.04980045073135286
PULLBACK_VOL_MATCHED,1290,-0.008767871026137701,-0.008719556408175006,-0.007284791107734976,-0.008257406180682561,0.32,-0.20322517360998837
CALENDAR_MATCHED,1291,-0.0026563362782010503,0.005567514904795172,0.005631458880438815,0.0028475458356776464,0.52,0.13690796977250952
PULLBACK_VOL_MATCHED,1291,-0.008413440538354754,-0.00815063745292445,-0.00782460688173741,-0.008129561624338871,0.32,-0.19382321453142592
CALENDAR_MATCHED,1292,0.00012162441785450894,-0.002873110061977777,-8.557708211868408e-05,-0.000945687575413983,0.48,-0.08093855625766977
PULLBACK_VOL_MATCHED,1292,-0.004599675829127951,-0.0024046529544707205,-0.00023453851237463573,-0.002412955765324436,0.52,-0.0647884363276422
CALENDAR_MATCHED,1293,-0.00147427505456605,-0.004122128792110633,-0.0028270533465102553,-0.002807819064395646,0.44,-0.1049692216644661
PULLBACK_VOL_MATCHED,1293,-0.002864386945705193,0.002942447756408151,0.006285665678678618,0.002121242163127191,0.6,0.06827642573815385
CALENDAR_MATCHED,1294,0.0007700473735380564,-0.001539071915291741,-0.004311920319415701,-0.0016936482870564616,0.56,-0.04687842713885315
PULLBACK_VOL_MATCHED,1294,-0.00783779369548454,-0.009159299526155365,-0.006237427225321328,-0.007744840148987076,0.36,-0.22076735731967445
CALENDAR_MATCHED,1295,0.006084087679832342,0.003419607214386082,0.00894030044955641,0.006147998447924945,0.44,0.08158710626337995
PULLBACK_VOL_MATCHED,1295,-0.006248930527577748,-0.0004426059165266016,0.004701756328666025,-0.0006632600384794416,0.56,-0.017501745916602918
CALENDAR_MATCHED,1296,-0.008822814537973537,-0.00953713751598499,-0.011126779841337885,-0.009828910631765471,0.52,-0.22480248825328664
PULLBACK_VOL_MATCHED,1296,0.0011384145396200562,-0.001218846843957162,0.0005240190415338386,0.00014786224573224468,0.44,-0.045693611817528845
CALENDAR_MATCHED,1297,-0.010077987614484045,-0.009360155065852723,-0.010635001995559428,-0.010024381558632063,0.36,-0.22059290586062363
PULLBACK_VOL_MATCHED,1297,-0.005660306777622419,-0.005867079500845667,-0.003986936091486295,-0.005171440789984794,0.36,-0.1430101607884049
CALENDAR_MATCHED,1298,0.008612385133599085,0.006998750823352369,0.00618359137840446,0.007264909111785306,0.6,0.1785230055074276
PULLBACK_VOL_MATCHED,1298,-0.006231633659069265,-0.009861762234611651,-0.01043566670399791,-0.008843020865892942,0.48,-0.23832348358032374
CALENDAR_MATCHED,1299,0.00120584525601386,-0.0025326962741712843,-0.0009694258029177272,-0.0007654256070250504,0.52,-0.0676229588072782
PULLBACK_VOL_MATCHED,1299,0.0005899177174758874,0.004961131352459738,0.002645500617831842,0.0027321832292558222,0.6,0.11970368767061856
CALENDAR_MATCHED,1300,-0.004224676519268864,-0.000546252732280017,-0.001153012571000267,-0.00197464727418305,0.56,-0.023203942115227694
PULLBACK_VOL_MATCHED,1300,-0.0031866926316922984,-0.002663112488024413,-0.003155908199951778,-0.003001904439889495,0.48,-0.07453145882000178
CALENDAR_MATCHED,1301,-0.0015156291973225321,0.0005414937181831014,0.0022582477680258297,0.0004280374296287992,0.48,0.0009085892328635214
PULLBACK_VOL_MATCHED,1301,-0.008490582176674043,-0.008291386785883353,-0.012611268270375868,-0.009797745744311087,0.4,-0.19797007633524788
CALENDAR_MATCHED,1302,0.00029349126520268777,0.0068518129251775185,0.007795876104284893,0.0049803934315550335,0.64,0.17906256423592426
PULLBACK_VOL_MATCHED,1302,-0.005361693665892769,0.0003233696476036663,-0.001190051573459443,-0.002076125197249515,0.52,0.0018225625786270072
CALENDAR_MATCHED,1303,-0.006090769221234531,-0.00770507076906159,-0.002325756868063387,-0.0053738656194531696,0.32,-0.18232664714058888
PULLBACK_VOL_MATCHED,1303,-0.009636512956330128,-0.011846768939897653,-0.015092163121532028,-0.012191815005919935,0.36,-0.2693716376131243
CALENDAR_MATCHED,1304,0.003849778354270077,0.001390472332477155,0.000423166588389301,0.0018878057583788452,0.52,0.007972856115724625
PULLBACK_VOL_MATCHED,1304,0.004836407208880292,0.005416602601035376,0.0030872066873577574,0.004446738832424475,0.64,0.13704729194403487
CALENDAR_MATCHED,1305,-0.002836697753955568,-0.0026138309332768327,-0.0014964452559746188,-0.002315657981069006,0.48,-0.0708621349667492
PULLBACK_VOL_MATCHED,1305,-0.0070710189663305955,-0.006665124699371949,-0.0068462872750177615,-0.006860810313573436,0.44,-0.16023396387714672
CALENDAR_MATCHED,1306,0.0033502819015241016,0.004322754636775397,0.005201155601636849,0.004291397379978782,0.56,0.10470513162720119
PULLBACK_VOL_MATCHED,1306,-0.007064964092806836,-0.007948688763056903,-0.004947116014091737,-0.006653589623318491,0.4,-0.19290819193437547
CALENDAR_MATCHED,1307,0.0004662155222246289,0.0011716583448550465,0.004555514364558957,0.0020644627438795443,0.56,0.01937792009052086
PULLBACK_VOL_MATCHED,1307,-0.012129161406027435,-0.013538213011249934,-0.01253110516516541,-0.012732826527480928,0.32,-0.2970593445531049
CALENDAR_MATCHED,1308,0.008196774469652644,0.008555936049311765,0.00445886188824057,0.0070705241357349935,0.76,0.23438537885697852
PULLBACK_VOL_MATCHED,1308,-0.005679380965628486,-0.006537856890195859,-0.010410569889981333,-0.007542602581935226,0.4,-0.1559807063940437
CALENDAR_MATCHED,1309,0.011735454228008795,0.013178410786454818,0.009901653103076224,0.011605172705846614,0.64,0.38077031192312316
PULLBACK_VOL_MATCHED,1309,-0.011180655735455219,-0.011616538473970985,-0.012131305443480112,-0.01164283321763544,0.36,-0.26618994566275256
CALENDAR_MATCHED,1310,0.011068850723889155,0.007171116665513542,0.006261769318169441,0.008167245569190714,0.4,0.1621196143902517
PULLBACK_VOL_MATCHED,1310,-0.00580213151541924,-0.005101844461796903,-0.0007602253448858365,-0.003888067107367327,0.44,-0.12760166867652067
CALENDAR_MATCHED,1311,0.0005054022450841744,0.0005383769919816972,-0.0004324909233968688,0.00020376277122300057,0.44,0.0001270566761812919
PULLBACK_VOL_MATCHED,1311,-0.0036905625966071743,-0.002292801414177994,0.0006059224162187027,-0.0017924805315221559,0.44,-0.06565206656912503
CALENDAR_MATCHED,1312,0.0019078108287043482,0.003885987727701683,0.0038945413266548235,0.0032294466276869523,0.6,0.09407510539127895
PULLBACK_VOL_MATCHED,1312,-0.009604271086698271,-0.011140073128190178,-0.009190353986852745,-0.009978232733913732,0.4,-0.2567291400650056
CALENDAR_MATCHED,1313,-0.005134006834020592,-0.0025062254153082985,-0.0015214058128978536,-0.0030538793540755816,0.44,-0.06916294956924218
PULLBACK_VOL_MATCHED,1313,-0.000319656315478607,0.00043670794037816487,0.005427731334243995,0.0018482609863811844,0.52,-0.014864250288240122
CALENDAR_MATCHED,1314,-0.0011996146597838563,0.0006280004228847468,-0.0006613656799304435,-0.00041099330560985097,0.4,0.011776057069300183
PULLBACK_VOL_MATCHED,1314,-0.009167702244404686,-0.013578353253694173,-0.011807677385397532,-0.011517910961165466,0.28,-0.30091858322344966
CALENDAR_MATCHED,1315,-0.0006047392237970772,-0.0032659779503491394,-0.002544809205504115,-0.0021385087932167778,0.48,-0.08994716761913102
PULLBACK_VOL_MATCHED,1315,-0.008215082515341688,-0.006173126930008804,-0.005587677772384576,-0.006658629072578355,0.52,-0.16158517318514876
CALENDAR_MATCHED,1316,-0.005433771752171195,-0.007082797282534505,-0.010787533385502965,-0.007768034140069555,0.36,-0.17021054069889752
PULLBACK_VOL_MATCHED,1316,-0.0027634497693709912,0.0012084448764110745,0.002113201267790199,0.00018606545827676028,0.6,0.016848506604700164
CALENDAR_MATCHED,1317,-0.009894165479358326,-0.011396529092179617,-0.016360194005850186,-0.012550296192462711,0.32,-0.25344198547035235
PULLBACK_VOL_MATCHED,1317,-0.0027160072754838626,0.0010781802780068083,0.0012316779953097923,-0.00013538300072242187,0.44,0.016830795480284655
CALENDAR_MATCHED,1318,0.0035730367066026457,0.002263746633291217,0.003735137896376788,0.003190640412090217,0.56,0.05291611884610403
PULLBACK_VOL_MATCHED,1318,-0.010120800515432045,-0.01301318825196629,-0.0134925496715274,-0.012208846146308579,0.28,-0.285670497609845
CALENDAR_MATCHED,1319,-0.0050063138966060985,-0.008215861102490929,-0.008498373789125168,-0.007240182929407399,0.36,-0.18962766106269335
PULLBACK_VOL_MATCHED,1319,-0.007845139214168477,-0.003241570835397867,-0.001701592208827498,-0.004262767419464615,0.52,-0.0868502558621227
CALENDAR_MATCHED,1320,-0.015923735713341127,-0.013786239917931068,-0.01247624193690592,-0.01406207252272604,0.4,-0.3089472086689664
PULLBACK_VOL_MATCHED,1320,0.0029203605925391994,0.003627123655915381,0.002200618296269776,0.0029160341815747852,0.64,0.08788851934930042
CALENDAR_MATCHED,1321,0.0066008372619776835,0.00572769193176307,0.007618403024593645,0.006648977406111467,0.64,0.14628338436957988
PULLBACK_VOL_MATCHED,1321,-0.0063010704311115395,-0.004701170650296356,-0.0025373935693007565,-0.004513211550236217,0.48,-0.11821696167096096
CALENDAR_MATCHED,1322,0.002771468952193601,0.003289934121739706,0.004031202397529605,0.0033642018238209713,0.6,0.07891871001325867
PULLBACK_VOL_MATCHED,1322,-0.01362375409177175,-0.017624340359621495,-0.013677408582630073,-0.014975167678007772,0.36,-0.3708440996521186
CALENDAR_MATCHED,1323,0.003617419071167616,0.003654802125943948,0.00659392855341347,0.004622049916841678,0.6,0.0863822395217404
PULLBACK_VOL_MATCHED,1323,-0.004120560631095254,-0.004404180441674743,-0.0019877472108526997,-0.0035041627612075656,0.4,-0.11310630458058557
CALENDAR_MATCHED,1324,-0.010797009919526687,-0.015276596578420034,-0.010458105227115206,-0.012177237241687311,0.32,-0.3259297225706633
PULLBACK_VOL_MATCHED,1324,-0.0019227214604397825,0.001785984398564091,0.0002088736807561542,2.4045539626821737e-05,0.64,0.038791278012352715
CALENDAR_MATCHED,1325,-0.0014727337834467358,-0.0014360971580910365,0.001440868195006053,-0.0004893209155105716,0.6,-0.05235552559403578
PULLBACK_VOL_MATCHED,1325,-0.003936830950040986,-0.0027454984633888822,0.0035241363444983077,-0.001052731022977187,0.52,-0.07927796526465758
CALENDAR_MATCHED,1326,0.006795655017301514,0.0018220358727411368,0.00018842694268172088,0.0029353726109081235,0.44,0.042358023978679826
PULLBACK_VOL_MATCHED,1326,0.005222721558322902,0.009321235271844617,0.015025514450130863,0.009856490426766128,0.6,0.25145568547343955
CALENDAR_MATCHED,1327,-0.0011686447294521195,0.0020274093191354936,6.573732500959383e-05,0.00030816730489765685,0.44,0.041768938423790036
PULLBACK_VOL_MATCHED,1327,-0.001867066953472114,0.003036427598587914,0.003175955241064092,0.0014484386287266305,0.48,0.06696039044845348
CALENDAR_MATCHED,1328,0.002776336088527702,-0.000449106402086632,0.0002575266047901481,0.0008615854304104071,0.52,-0.02047211865837173
PULLBACK_VOL_MATCHED,1328,-0.0023535196109344893,-0.002206143973392525,-0.00195832910158233,-0.002172664228636448,0.6,-0.07332079830967864
CALENDAR_MATCHED,1329,-0.006243374773970616,-0.007036875528111066,-0.008449722873230106,-0.007243324391770597,0.44,-0.16948620656853586
PULLBACK_VOL_MATCHED,1329,-0.014663236543878945,-0.015062974076752602,-0.012211955910719862,-0.013979388843783804,0.2,-0.3197813279421867
CALENDAR_MATCHED,1330,-0.0019576145651372333,0.00010158548345796436,-0.001207957308463441,-0.0010213287967142369,0.56,-0.0035819702003164755
PULLBACK_VOL_MATCHED,1330,-0.0013342318047442126,0.002486245717504767,0.004523226719287749,0.0018917468773494341,0.52,0.05589857258719633
CALENDAR_MATCHED,1331,0.002669487356905216,0.004293722895063374,0.00465147978801077,0.0038715633466597866,0.64,0.10886305962737008
PULLBACK_VOL_MATCHED,1331,0.0027330598085641535,0.0022187392123704797,0.0034568190203681224,0.002802872680434251,0.52,0.047005519035308696
CALENDAR_MATCHED,1332,-0.0034428667109010426,-0.01123526290631916,-0.008727715808499287,-0.00780194847523983,0.4,-0.26421131439927714
PULLBACK_VOL_MATCHED,1332,-0.007616958822498603,-0.00875639231828397,-0.0100075892488214,-0.008793646796534658,0.28,-0.20050179415070057
CALENDAR_MATCHED,1333,0.003041588872675649,0.0034563466624224094,0.0020770121720864454,0.0028583159023948344,0.64,0.08433170809636725
PULLBACK_VOL_MATCHED,1333,-0.001464909723457497,0.0011699356014088292,0.001593982810448793,0.00043300289613337496,0.48,0.022663720394215936
CALENDAR_MATCHED,1334,-0.009518536585951783,-0.005661559576865058,-0.006651005209295766,-0.007277033790704201,0.4,-0.13951606553633333
PULLBACK_VOL_MATCHED,1334,0.003546053620945604,-0.0027539770773475423,0.0025181142407428637,0.0011033969281136417,0.44,-0.09341672506535115
CALENDAR_MATCHED,1335,-0.006944589003057908,-0.0006483571307519087,0.0005771809609337231,-0.0023385883909586985,0.4,-0.022588583015622943
PULLBACK_VOL_MATCHED,1335,-0.0011619616008285139,-0.0028514016809833144,0.0002093326034509646,-0.001268010226120288,0.52,-0.08196005753017832
CALENDAR_MATCHED,1336,0.006774251630740009,0.007227168970139477,0.0040087791242447764,0.006003399908374754,0.64,0.18915794866174784
PULLBACK_VOL_MATCHED,1336,-0.00905057544011322,-0.01587148556123252,-0.014843165704509413,-0.013255075568618387,0.36,-0.3421550603616844
CALENDAR_MATCHED,1337,-0.001426143830238833,-0.001949595262175481,0.00048696405785158436,-0.0009629250115209096,0.52,-0.055140997226212796
PULLBACK_VOL_MATCHED,1337,-0.009132115369109916,-0.004796942493327929,-0.004125253214326196,-0.006018103692254682,0.44,-0.12142866282919806
CALENDAR_MATCHED,1338,0.005519447847685717,0.008816471791601206,0.011514866953088369,0.008616928864125097,0.72,0.24079362155861728
PULLBACK_VOL_MATCHED,1338,-0.011919681212877307,-0.012703345494027758,-0.009423646680040485,-0.011348891128981848,0.36,-0.2841519761402723
CALENDAR_MATCHED,1339,-0.0014217414260118933,0.003391350308145773,0.0045099757392206554,0.0021598615404515116,0.44,0.08041972426310329
PULLBACK_VOL_MATCHED,1339,-0.0024980312786771464,-0.004249191615521081,-0.003866906349330219,-0.0035380430811761485,0.52,-0.1075555485113937
CALENDAR_MATCHED,1340,-0.0015873822673387172,-0.005550435766899491,-0.0052965172737869624,-0.004144778436008391,0.48,-0.14024798233608793
PULLBACK_VOL_MATCHED,1340,-0.009551357939731981,-0.011874493504133441,-0.012171731467341788,-0.011199194303735735,0.44,-0.2731805781667057
CALENDAR_MATCHED,1341,0.0005612743321831903,0.001150111037445991,0.003920352990099367,0.0018772461199095156,0.52,0.024925615533784695
PULLBACK_VOL_MATCHED,1341,-0.006274774957967893,-0.011985953400044295,-0.010342889339586376,-0.009534539232532854,0.32,-0.2748935916881453
CALENDAR_MATCHED,1342,0.0005283940177986634,-0.0012675401955902599,-0.0020432747982026987,-0.0009274736586647645,0.48,-0.03818206897416676
PULLBACK_VOL_MATCHED,1342,0.003992397077100689,0.005928671341959961,0.008827049982631957,0.006249372800564202,0.6,0.14826892427484517
CALENDAR_MATCHED,1343,0.002576430812167616,-0.00025734330937694506,-0.0009760609687543064,0.00044767551134545445,0.4,-0.015259527040462961
PULLBACK_VOL_MATCHED,1343,-0.0004486627301609491,0.0012653386084738383,0.0028297807132795015,0.001215485530530797,0.48,0.024154457629944615
CALENDAR_MATCHED,1344,-0.0013199046041178564,-0.0007704639617085718,-0.0015979005900015686,-0.0012294230519426656,0.48,-0.031600372399681276
PULLBACK_VOL_MATCHED,1344,-0.010095453757619008,-0.006618186666531027,-0.006836173032410464,-0.0078499378188535,0.4,-0.16071046045382142
CALENDAR_MATCHED,1345,0.0027490785890615177,0.004496692197635737,0.002431059128434061,0.0032256099717104386,0.6,0.10886078761851792
PULLBACK_VOL_MATCHED,1345,-0.004709922708465744,-0.002808560499489796,-0.0011669902475694505,-0.002895157818508331,0.4,-0.0763386975112672
CALENDAR_MATCHED,1346,0.00039779057286893683,-0.001520347310584027,0.001714276679688047,0.00019723998065765267,0.4,-0.04278835738457687
PULLBACK_VOL_MATCHED,1346,0.0017128062601013694,0.008054193757784201,0.010163946729753084,0.006643648915879552,0.68,0.214320439919518
CALENDAR_MATCHED,1347,0.0036965543344363726,0.0009580033420378964,-0.0002993019897774296,0.0014517518955656126,0.56,0.014294429454159152
PULLBACK_VOL_MATCHED,1347,0.0016992722396329451,0.0036171539715721844,0.0036774418919462135,0.0029979560343837814,0.52,0.08484179256668445
CALENDAR_MATCHED,1348,0.00465817867766539,0.003367247038386112,0.0013771136504557146,0.003134179788835739,0.4,0.07793990172720533
PULLBACK_VOL_MATCHED,1348,-0.003498495596184412,-0.006246069416245055,-0.0038826924603566136,-0.004542419157595362,0.52,-0.15598233500571768
CALENDAR_MATCHED,1349,-0.0037913543293781426,-0.006716704522597965,-0.003407486585476098,-0.004638515145817401,0.48,-0.16371641033717688
PULLBACK_VOL_MATCHED,1349,-0.00042417984313142476,0.0023003751767260994,0.00024195102968198158,0.0007060487877588851,0.48,0.048824265933981925
CALENDAR_MATCHED,1350,-0.0006395808587777375,-0.0012184596199358833,-0.0012870948393573568,-0.001048378439356993,0.48,-0.0364954688670478
PULLBACK_VOL_MATCHED,1350,-0.016320526516674545,-0.018903123007693624,-0.019210865724501557,-0.01814483841628991,0.4,-0.3972550707332919
CALENDAR_MATCHED,1351,0.013495288076196038,0.015138566833694056,0.013604739546831487,0.014079531485573862,0.68,0.44414315623980394
PULLBACK_VOL_MATCHED,1351,-0.0007688725147541619,0.0008941439385766037,0.004228699430772864,0.0014513236181984352,0.48,0.008568404248067818
CALENDAR_MATCHED,1352,0.001265659065256055,-0.0014110541348789107,0.0017926563014133113,0.0005490870772634856,0.56,-0.04854356996739739
PULLBACK_VOL_MATCHED,1352,0.0021143731528812416,0.002521182838465261,0.007837979536737927,0.004157845176028144,0.52,0.057030346927240405
CALENDAR_MATCHED,1353,0.008523324380942983,0.007502099985689315,0.005490927249423176,0.0071721172053518245,0.52,0.1729195127643519
PULLBACK_VOL_MATCHED,1353,-0.005809264068810918,-0.009395596909094283,-0.009578820561595265,-0.00826122717983349,0.44,-0.2242655845505942
CALENDAR_MATCHED,1354,-0.0007455788735228186,-0.0003460247877926337,0.001999892321209513,0.0003027628866313542,0.56,-0.021656871881244433
PULLBACK_VOL_MATCHED,1354,0.0027281338884782257,0.0011381779565429583,0.005193944006430526,0.003020085283817236,0.44,0.022293561039773202
CALENDAR_MATCHED,1355,0.0027176246766485424,0.0010373721968686444,0.0008969963087594435,0.0015506643940922105,0.48,0.01830126562942125
PULLBACK_VOL_MATCHED,1355,-0.00072826074552367,-0.0008586157136622629,-0.000717345465500907,-0.0007680739748956138,0.36,-0.027643418525581498
CALENDAR_MATCHED,1356,0.011919684563878765,0.012316175670586276,0.010054469178862982,0.011430109804442675,0.8,0.35104240772570683
PULLBACK_VOL_MATCHED,1356,0.0042226516602780475,0.0015027622879171343,0.007552309634369432,0.004425907860854871,0.4,0.019289407804902403
CALENDAR_MATCHED,1357,3.194317186570039e-06,0.0011550305220505974,0.0030249261492141955,0.0013943836628171218,0.44,0.019920348753062367
PULLBACK_VOL_MATCHED,1357,-0.007485969230010365,-0.005998654793434195,-0.008420675574449636,-0.0073017665326313985,0.44,-0.14598994836876977
CALENDAR_MATCHED,1358,0.0029224635293198585,0.0031635414130573246,0.0014782263274872199,0.002521410423288134,0.64,0.07480779884076116
PULLBACK_VOL_MATCHED,1358,-0.0061314830107376305,-0.005072255173479947,-0.008413871960025495,-0.006539203381414358,0.36,-0.12502384404003175
CALENDAR_MATCHED,1359,-0.0008410005928405617,-0.0003777811274364051,-0.0025515417436300057,-0.00125677448796899,0.52,-0.01681398578186377
PULLBACK_VOL_MATCHED,1359,-0.008298822403224793,-0.013681852937982155,-0.018946677163618517,-0.013642450834941821,0.32,-0.30364667420015956
CALENDAR_MATCHED,1360,0.0016093302660040764,-0.0031014639887619344,-0.004252315843006849,-0.001914816521921569,0.44,-0.08118829055543864
PULLBACK_VOL_MATCHED,1360,-0.0025528461396481504,-0.0005778469337422232,-0.00174550879981199,-0.0016254006244007869,0.48,-0.027985992568727913
CALENDAR_MATCHED,1361,-0.002855608358927757,-0.0010245277073402859,-0.006282366778388057,-0.0033875009482187,0.6,-0.033704770317863564
PULLBACK_VOL_MATCHED,1361,0.0009955453845201623,0.0011917698850042856,0.002131442007910671,0.0014395857591450398,0.52,0.016160486989631018
CALENDAR_MATCHED,1362,0.0007160389503045251,0.0029321048873415956,0.0029540668970907324,0.0022007369115789512,0.56,0.06950016820783023
PULLBACK_VOL_MATCHED,1362,-0.0026209743629707384,-0.0005955891479304087,-0.0008993857949920114,-0.001371983101964386,0.48,-0.021280246273779446
CALENDAR_MATCHED,1363,-0.0021595225393029028,-0.00268919581296307,-0.0033886806906914925,-0.0027457996809858204,0.52,-0.08046855322034574
PULLBACK_VOL_MATCHED,1363,-0.011031229246340746,-0.009218141621112235,-0.01041196345904757,-0.010220444775500184,0.36,-0.21208103122851962
CALENDAR_MATCHED,1364,0.0015522598410641342,0.0006298224089312487,0.00019828214337850092,0.0007934547977912939,0.48,0.011562918576766945
PULLBACK_VOL_MATCHED,1364,-0.00514942113401605,-0.007514054734285245,-0.004271375148876797,-0.005644950339059362,0.4,-0.18690251398778002
CALENDAR_MATCHED,1365,0.0022098054319982774,0.002589144191557513,0.0025197534161596467,0.002439567679905146,0.64,0.06142619312907582
PULLBACK_VOL_MATCHED,1365,0.004378848775845121,0.00739235705227129,0.006706223725911511,0.006159143184675975,0.52,0.18124841665670344
CALENDAR_MATCHED,1366,-0.001385322307355983,-0.005190123467251118,-0.003383943106219096,-0.0033197962936087322,0.48,-0.1302466221509927
PULLBACK_VOL_MATCHED,1366,-0.008360479820859993,-0.007209084616492203,-0.006465619562854599,-0.007345061333402267,0.36,-0.1714368327341509
CALENDAR_MATCHED,1367,-0.0033722720067942812,-0.010293664027134684,-0.013499254276648326,-0.009055063436859098,0.4,-0.23348555768155854
PULLBACK_VOL_MATCHED,1367,-0.0014226785059439262,-0.006438987818505213,-0.006180254313120281,-0.004680640212523141,0.52,-0.16619406264560188
CALENDAR_MATCHED,1368,-0.00480534567660726,-0.005492243378111356,-0.0036548723347020837,-0.004650820463140234,0.44,-0.13422666848967657
PULLBACK_VOL_MATCHED,1368,-0.003465477445005165,-0.0028688386871776306,-0.004019463783679131,-0.003451259971953976,0.48,-0.08051692443593328
CALENDAR_MATCHED,1369,-0.007211807559968437,-0.005852831690628282,-0.006690350673335388,-0.006584996641310703,0.48,-0.14224113105951774
PULLBACK_VOL_MATCHED,1369,-0.006558819372050819,-0.006829131328374749,-0.0031479798720780703,-0.0055119768575012116,0.52,-0.1805742924800573
CALENDAR_MATCHED,1370,0.006404752579775095,0.005775156809722022,0.006055341538760253,0.00607841697608579,0.52,0.14121012283891177
PULLBACK_VOL_MATCHED,1370,-0.010950854818605115,-0.009839495966321459,-0.01478812702589591,-0.011859492603607493,0.48,-0.2325799389296741
CALENDAR_MATCHED,1371,0.010104694976747925,0.01130191528017046,0.01147932580245282,0.010961978686457067,0.68,0.31323643897426257
PULLBACK_VOL_MATCHED,1371,-0.009976121230529583,-0.00822499687347244,-0.007093485810803082,-0.008431534638268368,0.4,-0.19300355403833147
CALENDAR_MATCHED,1372,0.005260441439953816,0.002529501146159192,0.0018007967818517879,0.003196913122654932,0.44,0.058261653186044704
PULLBACK_VOL_MATCHED,1372,-0.00432656118772178,-0.006306746866984723,-0.002051830384864681,-0.004228379479857061,0.4,-0.1519890949890128
CALENDAR_MATCHED,1373,0.004048121890526439,0.00023340727207413537,0.0024207122495375445,0.002234080470712706,0.52,0.0014406745980397595
PULLBACK_VOL_MATCHED,1373,-0.01002063235708473,-0.005980857018539391,-0.00042810719551381824,-0.005476532190379314,0.4,-0.14691336986443948
CALENDAR_MATCHED,1374,-0.00028082276081201394,-0.007002316015300227,-0.005593167080501615,-0.004292101952204619,0.32,-0.16915473283321247
