segment_id,cost_label,terminal_equity,cagr,max_drawdown,calmar,static_terminal_equity,incremental_terminal_return_vs_static
OPEN_TO_1030,BASELINE,1.4514368158325208,0.0672552111234892,-0.2568867113270331,0.2618088369618662,1.1596058978112689,0.25166387871265283
OPEN_TO_1030,STRESS,0.8705235292285943,-0.024590537625732156,-0.4532189696272383,-0.054257520699006224,1.1596058978112689,-0.24929363426687579
OPEN_TO_1130,BASELINE,1.6840874553712164,0.09488793100908288,-0.2709268072176595,0.35023455959768135,1.1596058978112689,0.4522929372383282
OPEN_TO_1130,STRESS,0.9324939836809816,-0.01332442353470209,-0.44957210741671216,-0.029638012044976736,1.1596058978112689,-0.19585267249757543
OPEN_TO_CLOSE,BASELINE,1.6647743231988563,0.09262448573860516,-0.3301027754745215,0.28059287173656083,1.1596058978112689,0.43563802697199283
OPEN_TO_CLOSE,STRESS,0.9273496024749217,-0.014322291488743089,-0.49819244258053563,-0.02874851215035806,1.1596058978112689,-0.20028899109147846
SIGNAL_0935_TO_1030,BASELINE,1.1381208212475349,0.022198406944434312,-0.30534090682352877,0.07270040288857806,1.1596058978112689,-0.01852791246085128
SIGNAL_0935_TO_1030,STRESS,0.7870664856110369,-0.042034451947114304,-0.482975898478641,-0.0870321936964588,1.1596058978112689,-0.32126381290694717
SIGNAL_0935_TO_1130,BASELINE,1.2787149814812064,0.04273211542986277,-0.3071292614471577,0.13913397645184952,1.1596058978112689,0.10271514132064463
SIGNAL_0935_TO_1130,STRESS,0.8245161312269187,-0.03476804568659586,-0.48205706547664795,-0.07212433584438378,1.1596058978112689,-0.28896866359236784
SIGNAL_1030_TO_CLOSE,BASELINE,1.1137536145879803,0.018517521453295327,-0.3503676908087855,0.05285168107410148,1.1596058978112689,-0.03954126424316551
SIGNAL_1030_TO_CLOSE,STRESS,0.7805758657123686,-0.043234304224055276,-0.5072949852314295,-0.08522517565264648,1.1596058978112689,-0.32686107652117957
AFTERNOON_TO_CLOSE,BASELINE,1.0012249829791742,0.0002122670106250446,-0.3715686151045148,0.0005712727124849825,1.1596058978112689,-0.1365816741110366
AFTERNOON_TO_CLOSE,STRESS,0.7506019509467368,-0.04921315505846813,-0.5120636379719408,-0.09610749799259292,1.1596058978112689,-0.35270944002313054
