fee_rate,champion_return,challenger_return,return_delta,champion_max_drawdown,challenger_max_drawdown,max_drawdown_delta
0.0,0.891692257021206,1.0458962948615875,0.1542040378403815,-0.24389174545317038,-0.20171682239803046,0.04217492305513992
0.0005,0.7699865045469618,0.9257896654255948,0.155803160878633,-0.2551487317445502,-0.21595737134825022,0.0391913603963
0.001,0.6561112906694406,0.8127344283064293,0.15662313763698865,-0.26623812883349274,-0.22994389051607622,0.036294238317416516
