quantile,events,rolling_median_events,rolling_p10_events,stress_mean_return,stress_profit_factor,stress_cumulative_return,incremental_terminal_return_vs_static
0.7,445,19.0,12.0,-1.9618583554743252e-05,0.9948973975789057,-0.03301200209793764,-0.014234147204773229
0.75,379,16.0,9.0,7.553014696641162e-05,1.0192191851833525,0.005742275833500621,0.0024759600845163376
0.8,314,13.0,8.0,-0.00012478521552445872,0.9695446571432199,-0.0576000970000945,-0.02483606590343035
