rank,full_threshold,candidate_id,win_count,min_return_delta,median_return_delta,mean_return_delta,mean_sharpe_delta,2022H1_champion_return,2022H1_challenger_return,2022H1_return_delta,2022H1_challenger_sharpe,2022H1_challenger_max_drawdown,2022H1_challenger_exposure,2022H1_challenger_trade_count,2022H1_win,2022H2_champion_return,2022H2_challenger_return,2022H2_return_delta,2022H2_challenger_sharpe,2022H2_challenger_max_drawdown,2022H2_challenger_exposure,2022H2_challenger_trade_count,2022H2_win,2023H1_champion_return,2023H1_challenger_return,2023H1_return_delta,2023H1_challenger_sharpe,2023H1_challenger_max_drawdown,2023H1_challenger_exposure,2023H1_challenger_trade_count,2023H1_win,2023H2_champion_return,2023H2_challenger_return,2023H2_return_delta,2023H2_challenger_sharpe,2023H2_challenger_max_drawdown,2023H2_challenger_exposure,2023H2_challenger_trade_count,2023H2_win,2024H1_champion_return,2024H1_challenger_return,2024H1_return_delta,2024H1_challenger_sharpe,2024H1_challenger_max_drawdown,2024H1_challenger_exposure,2024H1_challenger_trade_count,2024H1_win,2024H2_champion_return,2024H2_challenger_return,2024H2_return_delta,2024H2_challenger_sharpe,2024H2_challenger_max_drawdown,2024H2_challenger_exposure,2024H2_challenger_trade_count,2024H2_win,2025H1_champion_return,2025H1_challenger_return,2025H1_return_delta,2025H1_challenger_sharpe,2025H1_challenger_max_drawdown,2025H1_challenger_exposure,2025H1_challenger_trade_count,2025H1_win,2025H2_champion_return,2025H2_challenger_return,2025H2_return_delta,2025H2_challenger_sharpe,2025H2_challenger_max_drawdown,2025H2_challenger_exposure,2025H2_challenger_trade_count,2025H2_win
1,0.25,full_0.250,3,-0.03247790815019724,0.0,0.00040016377778910595,-0.0039211879165418975,0.04630794366340796,0.043329473611686486,-0.0029784700517214713,0.7021515167081571,-0.07896046917624999,0.4358974358974359,13,False,0.031168259974083456,-0.0013096481761137868,-0.03247790815019724,0.011642906580650543,-0.060854035225146985,0.288,11,False,0.01959253929289262,0.033024160377442824,0.013431621084550205,0.5854243966787965,-0.07360324031948351,0.6313559322033898,20,True,-0.06862083552634068,-0.06862083552634068,0.0,-1.5912144703692825,-0.07805054174871007,0.3709677419354839,13,False,-0.032222302415744974,-0.032222302415744974,0.0,-0.4131995599473113,-0.08766782107561533,0.4700854700854701,12,False,0.2623819089795447,0.2623819089795447,0.0,1.3922634383082284,-0.1823154056517774,0.432,13,False,0.042732833304470974,0.06625471419594531,0.023521880891474334,1.0139674628386064,-0.08635114968174995,0.5427350427350427,17,True,0.37311352138452736,0.3748177078327344,0.0017041864482070235,2.8153252385114964,-0.13995921211402873,0.6984126984126984,9,True
2,0.225,full_0.225,3,-0.03247790815019724,0.0,-0.00124082823519521,-0.029448519375375445,0.04630794366340796,0.043329473611686486,-0.0029784700517214713,0.7021515167081571,-0.07896046917624999,0.4358974358974359,13,False,0.031168259974083456,-0.0013096481761137868,-0.03247790815019724,0.011642906580650543,-0.060854035225146985,0.288,11,False,0.01959253929289262,0.02501612330609637,0.005423584013203753,0.4562385479840015,-0.08078469829388968,0.6779661016949152,20,True,-0.06862083552634068,-0.06862083552634068,0.0,-1.5912144703692825,-0.07805054174871007,0.3709677419354839,13,False,-0.032222302415744974,-0.032222302415744974,0.0,-0.4131995599473113,-0.08766782107561533,0.4700854700854701,12,False,0.2623819089795447,0.2623819089795447,0.0,1.3922634383082284,-0.1823154056517774,0.432,13,False,0.042732833304470974,0.06113481516341723,0.01840198185894626,0.9389346598627331,-0.09073827201052964,0.5555555555555556,17,True,0.37311352138452736,0.3748177078327344,0.0017041864482070235,2.8153252385114964,-0.13995921211402873,0.6984126984126984,9,True
3,0.2,full_0.200,2,-0.03121807645460184,0.0,-0.0022107403226893224,-0.037111075296100596,0.04630794366340796,0.036014531664345206,-0.010293411999062752,0.6026924867639187,-0.0854180176971977,0.44871794871794873,13,False,0.031168259974083456,-4.9816480518383166e-05,-0.03121807645460184,0.07221211813684725,-0.06312324814509496,0.372,11,False,0.01959253929289262,0.02501612330609637,0.005423584013203753,0.4562385479840015,-0.08078469829388968,0.6779661016949152,20,True,-0.06862083552634068,-0.06862083552634068,0.0,-1.5912144703692825,-0.07805054174871007,0.3709677419354839,13,False,-0.032222302415744974,-0.032222302415744974,0.0,-0.4131995599473113,-0.08766782107561533,0.4700854700854701,12,False,0.2623819089795447,0.2623819089795447,0.0,1.3922634383082284,-0.1823154056517774,0.432,13,False,0.042732833304470974,0.06113481516341723,0.01840198185894626,0.9389346598627331,-0.09073827201052964,0.5555555555555556,17,True,0.37311352138452736,0.37311352138452736,0.0,2.792914609533737,-0.14102529516436346,0.7142857142857143,9,False
