mechanism,event_count,rolling_60_median,rolling_60_p10,rolling_60_min,rolling_60_max,density_eligible
CONSTITUENT_MONEYFLOW_BREADTH_CONTINUATION,271,12.0,9.0,5.0,19.0,True
