date,S001-C001,S001-v2,BuyHold-588080
2021-01-04,0.0,0.0,0.021335702832163905
2021-01-05,0.0,0.0,0.0013793103448276334
2021-01-06,0.0,0.0,-0.006198347107438051
2021-01-07,0.0,0.0,-0.021483021483021614
2021-01-08,0.0,0.0,-0.0021246458923511735
2021-01-11,0.0,0.0,0.008516678495386953
2021-01-12,0.0,0.0,0.009148486980999015
2021-01-13,0.0013722940000000516,0.0022882509999999634,0.002789400278940146
2021-01-14,0.01627965952091759,0.02712094048082392,0.027121001390820743
2021-01-15,0.0008214809049700289,0.0013540931800144484,0.0013540961408260443
2021-01-18,0.012312099419979017,0.02028393136708795,0.020283975659229014
2021-01-19,-0.012973178978599731,-0.02120605136771736,-0.02120609675281626
2021-01-20,0.013554434932007808,0.022342537470237733,0.022342586323628844
2021-01-21,0.0008104951018492734,0.0013245004784452341,0.0013245033112583293
2021-01-22,0.002024596828810621,0.0033068712435693204,0.003306878306878147
2021-01-25,0.004041012237060881,0.006591943777820353,0.0065919578114701505
2021-01-26,-0.008854445996908211,-0.014407304172112334,-0.014407334643091074
2021-01-27,-0.006497125535852688,-0.01063120642254578,-0.010631229235880224
2021-01-28,-0.015122857907948428,-0.024848837978042493,-0.02484889187374084
2021-01-29,0.0013578862306511397,0.0022534385140469126,0.0
2021-02-01,0.0,0.0,0.0
2021-02-02,0.0,0.0,0.010330578512396826
2021-02-03,0.0,0.0,-0.016359918200409163
2021-02-04,0.0,0.0,-0.015246015246015099
2021-02-05,0.0,0.0,-0.013370865587614467
2021-02-08,0.0,0.0,0.006419400855920188
2021-02-09,0.0,0.0,0.03260099220411061
2021-02-10,0.0,0.0,0.006863417982155173
2021-02-18,0.0,0.0,-0.004089979550102263
2021-02-19,0.0,0.0,-0.004106776180698213
2021-02-22,0.0,0.0,-0.024054982817869552
2021-02-23,0.0,0.0,0.0
2021-02-24,0.0,0.0,-0.015492957746478742
2021-02-25,0.0,0.0,-0.011444921316166146
2021-02-26,0.0,0.0,-0.018813314037626427
2021-03-01,0.0,0.0,0.02433628318584069
2021-03-02,0.0,0.0,-0.004319654427645703
2021-03-03,0.0,0.0,0.003615328994938327
2021-03-04,0.0,0.0,-0.022334293948126693
2021-03-05,0.0,0.0,0.0029476787030213725
2021-03-08,0.0,0.0,-0.04188096987509182
2021-03-09,0.0,0.0,-0.03144171779141103
2021-03-10,0.0,0.0,0.0015835312747425334
2021-03-11,0.0,0.0,0.02371541501976293
2021-03-12,0.0,0.0,-0.00540540540540535
2021-03-15,0.0,0.0,-0.029503105590062084
2021-03-16,0.0,0.0,-0.0040000000000000036
2021-03-17,0.0,0.0,0.012048192771084265
2021-03-18,0.0,0.0,0.005555555555555536
2021-03-19,0.0,0.0,-0.009471191791633693
2021-03-22,0.0,0.0,0.01035856573705174
2021-03-23,0.0,0.0,-0.0039432176656151174
2021-03-24,0.0,0.0,-0.011084718923198622
2021-03-25,0.0,0.0,-0.0016012810248198228
2021-03-26,0.0,0.0,0.02726543704891715
2021-03-29,-0.0031076153995631683,-0.0051784447761356045,-0.004683840749414525
2021-03-30,-0.0014083138819424024,-0.0023516605628960408,-0.0023529411764704466
2021-03-31,0.00047010000901592797,0.0007857346354536165,0.0007861635220125507
2021-04-01,0.008457824139086911,0.014132119342527893,0.014139827179890041
2021-04-02,0.015375963724508335,0.025547840332774907,0.02556158017041077
2021-04-06,0.0,0.0,0.0
2021-04-07,0.0018355301339731955,0.0030195645657244974,0.0030211480362536403
2021-04-08,-0.005038459623957436,-0.008278804172018206,-0.008283132530120474
2021-04-09,-0.010127948507543394,-0.016695829849852517,-0.016704631738800324
2021-04-12,-0.012091859420302442,-0.020066461504058997,-0.020077220077220237
2021-04-13,-0.0012397568027967543,-0.0020741212892727567,0.0
2021-04-14,0.0,0.0,0.008668242710796026
2021-04-15,0.0,0.0,0.0078125
2021-04-16,0.0,0.0,0.007751937984496138
2021-04-19,0.011209850565597312,0.018707499773550795,0.019230769230769162
2021-04-20,-0.004097340679544148,-0.006787499163279143,-0.006792452830188589
2021-04-21,-0.001828532422297302,-0.003037281842757089,-0.003039513677811634
2021-04-22,0.008243469351319366,0.013709407627268133,0.01371951219512213
2021-04-23,0.0027253567224931885,0.004508000525632827,0.004511278195488577
2021-04-26,0.0018119662273234916,0.002991846438438195,0.0029940119760478723
2021-04-27,-0.002260861180051532,-0.0037286524923682007,-0.003731343283582267
2021-04-28,0.006797952767670701,0.011227822124051379,0.011235955056179803
2021-04-29,0.0,0.0,0.0
2021-04-30,-0.0004501368421859775,-0.0007402105228517808,-0.0007407407407408195
2021-05-06,-0.0067550933491771215,-0.011111382605105136,-0.01111934766493694
2021-05-07,-0.017682690935796552,-0.029214204982336067,-0.029235382308845703
2021-05-10,-0.00029886270664114534,-0.0004996269140050691,-0.01158301158301156
2021-05-11,0.0,0.0,0.0031249999999998224
2021-05-12,0.0,0.0,0.012461059190031376
2021-05-13,0.0,0.0,0.0007692307692306333
2021-05-14,0.0,0.0,0.019984627209838512
2021-05-17,0.011896074809254253,0.019830725694108597,0.019593067068575776
2021-05-18,-0.0035710132251637328,-0.005906554263090835,-0.00591278640059123
2021-05-19,0.003135834679129479,0.005198942818070096,0.005204460966542701
2021-05-20,0.0008931519884860517,0.0014777296020327402,0.0014792899408284654
2021-05-21,-0.006246484859031343,-0.01032884397573175,-0.010339734121122657
2021-05-24,0.007632694841585463,0.012673065804202688,0.01268656716417893
2021-05-25,0.016040918347456135,0.026501228711197866,0.026529108327192352
2021-05-26,-0.0013156391356713426,-0.0021514204407783177,-0.002153625269203374
2021-05-27,0.013612847329965483,0.022279276645889468,0.022302158273381556
2021-05-28,-0.0030325866133453783,-0.004921164420369273,-0.0049261083743843415
2021-05-31,0.023899944900678927,0.038857516100024636,0.03889674681753896
2021-06-01,0.008488025708054181,0.013601485897315246,0.013614703880190593
2021-06-02,-0.01514985392490975,-0.024154142388113753,-0.02417730020147757
2021-06-03,-0.005554937069154997,-0.008938224339091083,-0.008947006194081286
2021-06-04,0.008593795019990358,0.01387513342310287,0.013888888888889062
2021-06-07,0.001278085646930771,0.0020527873155726795,0.00205479452054802
2021-06-08,-0.005956786402474545,-0.009560049391212244,-0.009569377990430672
2021-06-09,0.0038523100755814,0.006205066782120738,0.006211180124223503
2021-06-10,0.009380620902115666,0.01507440334351462,0.015089163237311354
2021-06-11,-0.004224292109016314,-0.006750245595012361,-0.006756756756756688
2021-06-15,0.004242212453608785,0.006796121081405371,0.006802721088435382
2021-06-16,-0.01731959764696689,-0.027676006939550857,-0.027702702702702586
2021-06-17,0.0005500243762412982,0.0008882779094685489,0.04586518415566365
2021-06-18,0.009257182727781199,0.015437898398514838,0.015946843853820614
2021-06-21,0.013414659331115963,0.022235017256150735,0.022236756049705653
2021-06-22,-0.002725282885504443,-0.00447822427632294,-0.004478566858605149
2021-06-23,0.00351351044839876,0.005783617261928331,0.005784061696658238
2021-06-24,-0.009725580317490046,-0.01597322051147776,-0.015974440894568676
2021-06-25,0.012963846953860214,0.021426907798291817,0.021428571428571574
2021-06-28,0.009307590155791301,0.015256310121176453,0.015257469802924417
2021-06-29,0.0003842399088977988,0.0006261271976792937,0.0006261740763933155
2021-06-30,0.01075458510833549,0.01752059141621376,0.017521902377972465
2021-07-01,-0.004940071806189161,-0.007994492071224935,-0.00799507995079951
2021-07-02,-0.016039468113440036,-0.02603650765333909,-0.02603843769373848
