component_id,trials,unique_behaviors,cagr_min,cagr_median,cagr_max,maximum_drawdown_worst,maximum_drawdown_median,trial_ids
PARAM-COMPONENT-01,50,13,0.25004071170509,0.2764751836053567,0.2992629496362911,-0.1985228720916046,-0.1959900800911804,"[""S007-EX09-WEIGHTED-SCORE-00584"", ""S007-EX09-WEIGHTED-SCORE-00627"", ""S007-EX09-WEIGHTED-SCORE-00659"", ""S007-EX09-WEIGHTED-SCORE-00830"", ""S007-EX09-WEIGHTED-SCORE-00842"", ""S007-EX09-WEIGHTED-SCORE-00864"", ""S007-EX09-WEIGHTED-SCORE-00887"", ""S007-EX09-WEIGHTED-SCORE-00896"", ""S007-EX09-WEIGHTED-SCORE-00911"", ""S007-EX09-WEIGHTED-SCORE-00941"", ""S007-EX09-WEIGHTED-SCORE-00955"", ""S007-EX09-WEIGHTED-SCORE-00967"", ""S007-EX09-WEIGHTED-SCORE-00975"", ""S007-EX09-WEIGHTED-SCORE-00979"", ""S007-EX09-WEIGHTED-SCORE-01017"", ""S007-EX09-WEIGHTED-SCORE-01031"", ""S007-EX09-WEIGHTED-SCORE-01033"", ""S007-EX09-WEIGHTED-SCORE-01041"", ""S007-EX09-WEIGHTED-SCORE-01043"", ""S007-EX09-WEIGHTED-SCORE-01049"", ""S007-EX09-WEIGHTED-SCORE-01055"", ""S007-EX09-WEIGHTED-SCORE-01056"", ""S007-EX09-WEIGHTED-SCORE-01057"", ""S007-EX09-WEIGHTED-SCORE-01062"", ""S007-EX09-WEIGHTED-SCORE-01064"", ""S007-EX09-WEIGHTED-SCORE-01065"", ""S007-EX09-WEIGHTED-SCORE-01073"", ""S007-EX09-WEIGHTED-SCORE-01081"", ""S007-EX09-WEIGHTED-SCORE-01097"", ""S007-EX09-WEIGHTED-SCORE-01100"", ""S007-EX09-WEIGHTED-SCORE-01108"", ""S007-EX09-WEIGHTED-SCORE-01120"", ""S007-EX09-WEIGHTED-SCORE-01122"", ""S007-EX09-WEIGHTED-SCORE-01129"", ""S007-EX09-WEIGHTED-SCORE-01136"", ""S007-EX09-WEIGHTED-SCORE-01138"", ""S007-EX09-WEIGHTED-SCORE-01148"", ""S007-EX09-WEIGHTED-SCORE-01150"", ""S007-EX09-WEIGHTED-SCORE-01152"", ""S007-EX09-WEIGHTED-SCORE-01153"", ""S007-EX09-WEIGHTED-SCORE-01157"", ""S007-EX09-WEIGHTED-SCORE-01161"", ""S007-EX09-WEIGHTED-SCORE-01164"", ""S007-EX09-WEIGHTED-SCORE-01170"", ""S007-EX09-WEIGHTED-SCORE-01174"", ""S007-EX09-WEIGHTED-SCORE-01176"", ""S007-EX09-WEIGHTED-SCORE-01179"", ""S007-EX09-WEIGHTED-SCORE-01185"", ""S007-EX09-WEIGHTED-SCORE-01197"", ""S007-EX09-WEIGHTED-SCORE-01198""]"
PARAM-COMPONENT-02,2,2,0.2595773108441779,0.26003093383708686,0.2604845568299958,-0.1964901902200003,-0.19642087830580535,"[""S007-EX09-WEIGHTED-SCORE-00294"", ""S007-EX09-WEIGHTED-SCORE-00515""]"
PARAM-COMPONENT-03,1,1,0.2600251393255302,0.2600251393255302,0.2600251393255302,-0.1968436060377414,-0.1968436060377414,"[""S007-EX09-WEIGHTED-SCORE-00841""]"
PARAM-COMPONENT-04,1,1,0.2644695331416835,0.2644695331416835,0.2644695331416835,-0.1980914362483883,-0.1980914362483883,"[""S007-EX09-WEIGHTED-SCORE-00953""]"
