mechanism,episodes,entry_checkpoint,exit_checkpoint,gross_mean_return,baseline_mean_return,baseline_profit_factor,stress_mean_return,stress_profit_factor,stress_win_rate,stress_cumulative_return,opposite_stress_mean_return,unconditional_baseline_mean_return,positive_years,recent_event_count,recent_stress_mean_return,incremental_terminal_return_vs_static,account_max_drawdown,account_calmar,static_max_drawdown,static_calmar,eligible_for_audit
RELATIVE_STRENGTH_WITH_BASIS_CONFIRMATION,391,OPEN,11:30_CLOSE,0.0007627977906415577,0.0005226435376822468,1.1738024100980982,-0.00043739744956306913,0.87477683250315,0.47570332480818417,-0.17062735586754818,-0.0018787227217114287,0.0005624209826857331,2,72,-0.0009021081938137569,-0.07357126942420866,-0.28541822705027986,0.04451876315002514,-0.21515895921604933,0.1228588264055616,False
