mechanism,terminal_equity,cagr,max_drawdown,calmar,static_terminal_equity,incremental_terminal_return_vs_static,static_cagr,static_max_drawdown,static_calmar
RELATIVE_STRENGTH_WITH_BASIS_CONFIRMATION,1.0742922198774947,0.012706466448751508,-0.28541822705027986,0.04451876315002514,1.1596058978112689,-0.07357126942420866,0.026434177219925914,-0.21515895921604933,0.1228588264055616
