candidate_id,window_id,scenario_id,measurement_tier,net_cagr,total_return,max_drawdown,calmar,calmar_status,profit_factor,profit_factor_status,closed_trades,turnover,cost_drag,objective_values
R0573,2021,standard,SCREENING,-0.06377900131155578,-0.06157281857996488,-0.20651784705447784,-0.3088304580994947,VALID,0.6932225904292757,VALID,12,25.495271312246825,0.012747635656122438,"{'net_cagr': -0.06377900131155578, 'total_return': -0.06157281857996488, '2021_return': -0.06157281857996488, 'range_return': -0.0655620690422184, 'range_trade_count': 2.0, 'range_short_loss_count': 1.0, 'range_to_trend_return': 0.08564081458516593}"
R0573,2022,standard,SCREENING,0.03210568004383463,0.030812219845061106,-0.13362076001433754,0.24027464026091216,VALID,1.227765768165818,VALID,13,27.154863729398393,0.013577431864698489,"{'net_cagr': 0.03210568004383463, 'total_return': 0.030812219845061106, '2022_return': 0.030812219845061106, 'range_return': -0.10814615840155284, 'range_trade_count': 7.0, 'range_short_loss_count': 5.0, 'range_to_trend_return': -0.0330685824402972}"
R0573,2023,standard,SCREENING,-0.04136290669316156,-0.039754598077838654,-0.17574504473390062,-0.23535745634131552,VALID,0.8292407855650579,VALID,13,27.624103623936833,0.013812051811967676,"{'net_cagr': -0.04136290669316156, 'total_return': -0.039754598077838654, '2023_return': -0.039754598077838654, 'range_return': -0.04679442930179112, 'range_trade_count': 6.0, 'range_short_loss_count': 4.0, 'range_to_trend_return': 0.08192408607081703}"
R0573,2024,standard,SCREENING,0.18061112595687834,0.17285814410572664,-0.18231540565177762,0.9906520258734774,VALID,2.072407446582097,VALID,13,28.435234599709528,0.014217617299853826,"{'net_cagr': 0.18061112595687834, 'total_return': 0.17285814410572664, '2024_return': 0.17285814410572664, 'range_return': -0.13029732552987883, 'range_trade_count': 6.0, 'range_short_loss_count': 5.0, 'range_to_trend_return': 0.0}"
R0573,2025,standard,SCREENING,0.48944762243043605,0.46840468958647974,-0.12798824542158316,3.8241607330285237,VALID,5.084138839987209,VALID,10,26.22020112099909,0.013110100560498555,"{'net_cagr': 0.48944762243043605, 'total_return': 0.46840468958647974, '2025_return': 0.46840468958647974, 'range_return': 0.0748237931065372, 'range_trade_count': 6.0, 'range_short_loss_count': 4.0, 'range_to_trend_return': 0.0}"
R0573,2026_ytd,standard,SCREENING,0.5613998207516122,0.3316863175923461,-0.16818806269923514,3.337929052405723,VALID,3.5368587639113582,LOW_SAMPLE,9,20.92539901419761,0.010462699507098529,"{'net_cagr': 0.5613998207516122, 'total_return': 0.3316863175923461, '2026_ytd_return': 0.3316863175923461, 'range_return': 0.01394460452591506, 'range_trade_count': 4.0, 'range_short_loss_count': 2.0, 'range_to_trend_return': 0.15537549295317077}"
R0646,full,standard,SCREENING,0.2016479794266579,1.7225509487731463,-0.22097417850412004,0.9125409167338445,VALID,2.229700619491306,VALID,79,207.6431240177104,0.10382156200884914,"{'net_cagr': 0.2016479794266579, 'total_return': 1.7225509487731463, 'full_return': 1.7225509487731463, 'range_return': -0.24480340787075427, 'range_trade_count': 41.0, 'range_short_loss_count': 28.0, 'range_to_trend_return': 0.5001414387899734}"
R0646,2021,standard,SCREENING,0.030399262423931095,0.029297826249525816,-0.15565579119681294,0.19529798531873396,VALID,1.1493660667202634,VALID,14,30.883165296066704,0.01544158264803237,"{'net_cagr': 0.030399262423931095, 'total_return': 0.029297826249525816, '2021_return': 0.029297826249525816, 'range_return': -0.10058097556779433, 'range_trade_count': 5.0, 'range_short_loss_count': 5.0, 'range_to_trend_return': 0.08564081458516593}"
R0646,2022,standard,SCREENING,0.048928797397443935,0.0469423176072421,-0.09198312345251525,0.5319323323772823,VALID,1.2905608568084497,VALID,13,27.074523271152707,0.013537261635575327,"{'net_cagr': 0.048928797397443935, 'total_return': 0.0469423176072421, '2022_return': 0.0469423176072421, 'range_return': -0.16367183523369522, 'range_trade_count': 7.0, 'range_short_loss_count': 6.0, 'range_to_trend_return': -0.0019011252496495823}"
R0646,2023,standard,SCREENING,0.0032168096479956443,0.003088961523577627,-0.12735984563992087,0.02525764405439368,VALID,1.0466350748722058,VALID,16,33.58219458095978,0.01679109729047907,"{'net_cagr': 0.0032168096479956443, 'total_return': 0.003088961523577627, '2023_return': 0.003088961523577627, 'range_return': -0.060326333711690716, 'range_trade_count': 10.0, 'range_short_loss_count': 6.0, 'range_to_trend_return': 0.09437277503967412}"
R0646,2024,standard,SCREENING,0.23892338923622147,0.2284350851637782,-0.1823154056517775,1.3104947899606754,VALID,2.3719535670784437,VALID,14,31.13194355140808,0.015565971775702955,"{'net_cagr': 0.23892338923622147, 'total_return': 0.2284350851637782, '2024_return': 0.2284350851637782, 'range_return': -0.08125226431236177, 'range_trade_count': 7.0, 'range_short_loss_count': 5.0, 'range_to_trend_return': 0.0}"
R0646,2025,standard,SCREENING,0.43486509115130056,0.4164807421388166,-0.11255758302887553,3.863489952869193,VALID,4.7998708819187526,VALID,13,32.254151126292065,0.016127075563145094,"{'net_cagr': 0.43486509115130056, 'total_return': 0.4164807421388166, '2025_return': 0.4164807421388166, 'range_return': 0.1290790787523648, 'range_trade_count': 8.0, 'range_short_loss_count': 4.0, 'range_to_trend_return': 0.0}"
R0646,2026_ytd,standard,SCREENING,0.7662792978003723,0.4415306681066815,-0.1600974282311367,4.786331087680406,VALID,4.174330074897079,LOW_SAMPLE,8,21.230526102193615,0.010615263051096354,"{'net_cagr': 0.7662792978003723, 'total_return': 0.4415306681066815, '2026_ytd_return': 0.4415306681066815, 'range_return': 0.010468356070970852, 'range_trade_count': 4.0, 'range_short_loss_count': 2.0, 'range_to_trend_return': 0.25497943998509975}"
R0588,full,standard,SCREENING,0.22909003555205798,2.079246436128749,-0.1905764234475481,1.202090119059821,VALID,2.66427771600888,VALID,65,182.83274239448048,0.09141637119723513,"{'net_cagr': 0.22909003555205798, 'total_return': 2.079246436128749, 'full_return': 2.079246436128749, 'range_return': -0.009677680149581924, 'range_trade_count': 27.0, 'range_short_loss_count': 19.0, 'range_to_trend_return': 0.5332634081588343}"
R0588,2021,standard,SCREENING,-0.014000083859722956,-0.01350347233518523,-0.15250236391076966,-0.09180240555428057,VALID,0.9551748658926199,VALID,13,26.966072258121365,0.013483036129059687,"{'net_cagr': -0.014000083859722956, 'total_return': -0.01350347233518523, '2021_return': -0.01350347233518523, 'range_return': -0.04547475139104895, 'range_trade_count': 3.0, 'range_short_loss_count': 3.0, 'range_to_trend_return': 0.08564081458516593}"
R0588,2022,standard,SCREENING,0.13360079843714878,0.12797383673714657,-0.1021905844447637,1.3073689632273608,VALID,2.6745818380379793,LOW_SAMPLE,8,16.837082096272386,0.008418541048135754,"{'net_cagr': 0.13360079843714878, 'total_return': 0.12797383673714657, '2022_return': 0.12797383673714657, 'range_return': -0.05135874145455477, 'range_trade_count': 3.0, 'range_short_loss_count': 2.0, 'range_to_trend_return': 0.0}"
R0588,2023,standard,SCREENING,0.01578046876324235,0.015149540560189356,-0.14397026786100353,0.10960921999865726,VALID,1.1402558169826655,VALID,12,26.37475660259268,0.013187378301295434,"{'net_cagr': 0.01578046876324235, 'total_return': 0.015149540560189356, '2023_return': 0.015149540560189356, 'range_return': -0.024187401809371623, 'range_trade_count': 6.0, 'range_short_loss_count': 5.0, 'range_to_trend_return': 0.10826617941029482}"
R0588,2024,standard,SCREENING,0.2818724982595513,0.26930290317760974,-0.1823154056517775,1.5460706529536394,VALID,2.753861265286176,VALID,11,25.85760837592416,0.012928804187961484,"{'net_cagr': 0.2818724982595513, 'total_return': 0.26930290317760974, '2024_return': 0.26930290317760974, 'range_return': -0.0587812045693179, 'range_trade_count': 4.0, 'range_short_loss_count': 3.0, 'range_to_trend_return': 0.0}"
R0588,2025,standard,SCREENING,0.44226739172283946,0.42352657138472893,-0.14102529516436346,3.136085559738638,VALID,4.767397605680201,VALID,13,31.4872036846611,0.015743601842329615,"{'net_cagr': 0.44226739172283946, 'total_return': 0.42352657138472893, '2025_return': 0.42352657138472893, 'range_return': 0.12641891415848483, 'range_trade_count': 8.0, 'range_short_loss_count': 5.0, 'range_to_trend_return': 0.0}"
R0588,2026_ytd,standard,SCREENING,0.8846542149460042,0.5029158045925255,-0.12433160295697909,7.115280378490013,VALID,6.196176960727763,LOW_SAMPLE,7,18.28610958595852,0.009143054792978902,"{'net_cagr': 0.8846542149460042, 'total_return': 0.5029158045925255, '2026_ytd_return': 0.5029158045925255, 'range_return': 0.05349743573218313, 'range_trade_count': 3.0, 'range_short_loss_count': 1.0, 'range_to_trend_return': 0.25497943998509975}"
R1069,full,standard,SCREENING,0.21449038576558088,1.8850190197183507,-0.22204920658957505,0.9659588028253326,VALID,2.474022743070464,VALID,64,169.26012937293683,0.0846300646864639,"{'net_cagr': 0.21449038576558088, 'total_return': 1.8850190197183507, 'full_return': 1.8850190197183507, 'range_return': -0.1679921588913762, 'range_trade_count': 25.0, 'range_short_loss_count': 19.0, 'range_to_trend_return': 0.7546092804596338}"
R1069,2021,standard,SCREENING,0.003900275680408738,0.0037607185284933564,-0.1376707243300449,0.028330465314168118,VALID,1.072697590230402,VALID,12,24.987283386001444,0.012493641692999696,"{'net_cagr': 0.003900275680408738, 'total_return': 0.0037607185284933564, '2021_return': 0.0037607185284933564, 'range_return': -0.03736502926397289, 'range_trade_count': 2.0, 'range_short_loss_count': 2.0, 'range_to_trend_return': 0.08564081458516593}"
R1069,2022,standard,SCREENING,0.06668398370787676,0.06395495987177746,-0.12771529123789793,0.522129989772823,VALID,1.544471400102855,LOW_SAMPLE,9,18.258501401297597,0.009129250700648284,"{'net_cagr': 0.06668398370787676, 'total_return': 0.06395495987177746, '2022_return': 0.06395495987177746, 'range_return': -0.10764429324984437, 'range_trade_count': 4.0, 'range_short_loss_count': 3.0, 'range_to_trend_return': 0.0}"
R1069,2023,standard,SCREENING,0.042276052666151864,0.04056486558669836,-0.12253867280490727,0.34500171822049347,VALID,1.3725290161073744,VALID,11,24.50407496767421,0.012252037483836492,"{'net_cagr': 0.042276052666151864, 'total_return': 0.04056486558669836, '2023_return': 0.04056486558669836, 'range_return': 0.000243081934227396, 'range_trade_count': 5.0, 'range_short_loss_count': 3.0, 'range_to_trend_return': 0.10826617941029482}"
R1069,2024,standard,SCREENING,0.19715611334234384,0.18863787854823655,-0.1823154056517775,1.0814012816827563,VALID,2.133140060028334,VALID,12,26.420881113155556,0.013210440556577257,"{'net_cagr': 0.19715611334234384, 'total_return': 0.18863787854823655, '2024_return': 0.18863787854823655, 'range_return': -0.10194725279020245, 'range_trade_count': 4.0, 'range_short_loss_count': 4.0, 'range_to_trend_return': 0.018900908111681325}"
