factor,year,endpoint,effect,matched_strata,references
state__raw__30m__byi_fx_num_V230628__di_1__v1::向上,2021,return_20,0.004040672118084044,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__v1::向上,2022,return_20,-0.009676167514518847,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__v1::向上,2023,return_20,0.011877511280108695,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__v1::向上,2024,return_20,0.006422359048022657,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__v1::向上,2025,return_20,0.002396652813258863,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__v1::向上,2021,max_drawdown_20,0.0022775501048273167,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__v1::向上,2022,max_drawdown_20,0.0016864320379321872,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__v1::向上,2023,max_drawdown_20,0.0019935182273438214,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__v1::向上,2024,max_drawdown_20,0.0013544146759047453,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__v1::向上,2025,max_drawdown_20,-0.0021666936079630535,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__v1::向下,2021,return_20,0.0132401525623024,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__v1::向下,2022,return_20,-0.009733519472692853,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__v1::向下,2023,return_20,-0.007160385516587628,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__v1::向下,2024,return_20,-0.009669473035012852,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__v1::向下,2025,return_20,-0.006589349173855289,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__v1::向下,2021,max_drawdown_20,0.008506901118856977,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__v1::向下,2022,max_drawdown_20,-0.0034098594873862697,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__v1::向下,2023,max_drawdown_20,-0.0006984164070809698,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__v1::向下,2024,max_drawdown_20,-0.003240480963109021,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__v1::向下,2025,max_drawdown_20,0.002303027397877689,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__v2::满足,2021,return_20,0.01334077222896454,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__v2::满足,2022,return_20,-0.010519050887399174,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__v2::满足,2023,return_20,0.0013817935877627426,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__v2::满足,2024,return_20,-0.016563392160070085,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__v2::满足,2025,return_20,0.0011596747879337355,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__v2::满足,2021,max_drawdown_20,0.00983096254879341,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__v2::满足,2022,max_drawdown_20,0.0006340831423591875,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__v2::满足,2023,max_drawdown_20,0.000286286257434669,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__v2::满足,2024,max_drawdown_20,-0.006088997706733322,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__v2::满足,2025,max_drawdown_20,0.003237090176015632,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向上|其他|任意,2021,return_20,-0.01686736277784576,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向上|其他|任意,2022,return_20,0.00047865204450487964,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向上|其他|任意,2023,return_20,0.0072914591466554,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向上|其他|任意,2024,return_20,-0.005710664828731603,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向上|其他|任意,2025,return_20,-0.036246899118117924,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向上|其他|任意,2021,max_drawdown_20,-0.0076393805539698295,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向上|其他|任意,2022,max_drawdown_20,0.002769516427912528,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向上|其他|任意,2023,max_drawdown_20,-4.203444903361451e-05,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向上|其他|任意,2024,max_drawdown_20,0.01677478405960854,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向上|其他|任意,2025,max_drawdown_20,-0.008830788217039698,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向上|满足|任意,2021,return_20,0.011437564806046723,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向上|满足|任意,2022,return_20,-0.012170198295044505,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向上|满足|任意,2023,return_20,0.010763808311027993,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向上|满足|任意,2024,return_20,0.012426706519702724,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向上|满足|任意,2025,return_20,0.015205566782978394,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向上|满足|任意,2021,max_drawdown_20,0.00557932504547774,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向上|满足|任意,2022,max_drawdown_20,0.0013854242154647367,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向上|满足|任意,2023,max_drawdown_20,0.003049133676111898,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向上|满足|任意,2024,max_drawdown_20,-0.00780480169806611,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向上|满足|任意,2025,max_drawdown_20,0.00034708769482102303,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向下|其他|任意,2021,return_20,0.012426637328434353,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向下|其他|任意,2022,return_20,-0.013904106062787294,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向下|其他|任意,2023,return_20,-0.002119224614989994,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向下|其他|任意,2024,return_20,0.03939880980276199,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向下|其他|任意,2025,return_20,0.010160891941046055,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向下|其他|任意,2021,max_drawdown_20,0.0020330404674885534,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向下|其他|任意,2022,max_drawdown_20,-0.008530502937241034,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向下|其他|任意,2023,max_drawdown_20,0.004820655840875838,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向下|其他|任意,2024,max_drawdown_20,-0.0028167664661497764,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向下|其他|任意,2025,max_drawdown_20,-0.0019821066198812873,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向下|满足|任意,2021,return_20,0.009419287197407174,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向下|满足|任意,2022,return_20,-0.005967744874323487,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向下|满足|任意,2023,return_20,-0.008202376006057692,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向下|满足|任意,2024,return_20,-0.03619073166559445,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向下|满足|任意,2025,return_20,-0.011897928507519053,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向下|满足|任意,2021,max_drawdown_20,0.010191216920830724,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向下|满足|任意,2022,max_drawdown_20,-0.0006132084158494083,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向下|满足|任意,2023,max_drawdown_20,-0.0031932588913032504,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向下|满足|任意,2024,max_drawdown_20,-0.0021497595170317063,2,['target_position']
state__raw__30m__byi_fx_num_V230628__di_1__joint::向下|满足|任意,2025,max_drawdown_20,0.0033340576328685007,2,['target_position']
state__raw__30m__byi_symmetry_zs_V221107__di_1__v1::否,2021,return_20,0.008030782449762375,2,['target_position']
state__raw__30m__byi_symmetry_zs_V221107__di_1__v1::否,2022,return_20,0.004725357552766585,2,['target_position']
state__raw__30m__byi_symmetry_zs_V221107__di_1__v1::否,2023,return_20,-0.010927620866660593,2,['target_position']
state__raw__30m__byi_symmetry_zs_V221107__di_1__v1::否,2024,return_20,0.012237196035379627,2,['target_position']
state__raw__30m__byi_symmetry_zs_V221107__di_1__v1::否,2025,return_20,0.007851364121993349,2,['target_position']
state__raw__30m__byi_symmetry_zs_V221107__di_1__v1::否,2021,max_drawdown_20,0.004527784335594208,2,['target_position']
state__raw__30m__byi_symmetry_zs_V221107__di_1__v1::否,2022,max_drawdown_20,0.00047560406202357375,2,['target_position']
state__raw__30m__byi_symmetry_zs_V221107__di_1__v1::否,2023,max_drawdown_20,0.007014433376963162,2,['target_position']
state__raw__30m__byi_symmetry_zs_V221107__di_1__v1::否,2024,max_drawdown_20,0.0011394482661521103,2,['target_position']
