factor,reason
state__raw__daily__cxt_bi_end_V230104__di_1__v1::看多,state_active_support
state__raw__daily__cxt_bi_end_V230104__di_1__v1::看空,state_active_support
state__raw__daily__cxt_bi_end_V230105__di_1__v1::看多,state_active_support
state__raw__daily__cxt_bi_end_V230105__di_1__v1::看空,state_active_support
state__raw__daily__cxt_bi_end_V230222__di_1__v1::新低,cross_year_direction
state__raw__daily__cxt_bi_end_V230222__di_1__v2::第10次,state_active_support
state__raw__daily__cxt_bi_end_V230222__di_1__v2::第11次,state_active_support
state__raw__daily__cxt_bi_end_V230222__di_1__v2::第4次,state_active_support
state__raw__daily__cxt_bi_end_V230222__di_1__v2::第5次,state_active_support
state__raw__daily__cxt_bi_end_V230222__di_1__v2::第6次,state_active_support
state__raw__daily__cxt_bi_end_V230222__di_1__v2::第7次,state_active_support
state__raw__daily__cxt_bi_end_V230222__di_1__v2::第8次,state_active_support
state__raw__daily__cxt_bi_end_V230222__di_1__v2::第9次,state_active_support
state__raw__daily__cxt_bi_end_V230222__di_1__v2::第其他次,cross_year_direction
state__raw__daily__cxt_bi_end_V230222__di_1__joint::新低|第1次|任意,cross_year_direction
state__raw__daily__cxt_bi_end_V230222__di_1__joint::新低|第3次|任意,state_active_support
state__raw__daily__cxt_bi_end_V230222__di_1__joint::新低|第4次|任意,state_active_support
state__raw__daily__cxt_bi_end_V230222__di_1__joint::新低|第5次|任意,state_active_support
state__raw__daily__cxt_bi_end_V230222__di_1__joint::新低|第6次|任意,state_active_support
state__raw__daily__cxt_bi_end_V230222__di_1__joint::新高|第2次|任意,cross_year_direction
state__raw__daily__cxt_bi_end_V230222__di_1__joint::新高|第3次|任意,state_active_support
state__raw__daily__cxt_bi_end_V230222__di_1__joint::新高|第4次|任意,state_active_support
state__raw__daily__cxt_bi_end_V230222__di_1__joint::新高|第5次|任意,state_active_support
state__raw__daily__cxt_bi_end_V230222__di_1__joint::新高|第6次|任意,state_active_support
state__raw__daily__cxt_bi_end_V230224__di_1__v1::看多,state_active_support
state__raw__daily__cxt_bi_end_V230312__di_1__v1::看多,cross_year_direction
state__raw__daily__cxt_bi_end_V230312__di_1__v1::看空,state_active_support
state__raw__daily__cxt_bi_end_V230320__di_1__v1::看多,state_active_support
state__raw__daily__cxt_bi_end_V230320__di_1__v1::看空,state_active_support
state__raw__daily__cxt_bi_end_V230320__di_1__v2::11K,state_active_support
state__raw__daily__cxt_bi_end_V230320__di_1__v2::13K,state_active_support
state__raw__daily__cxt_bi_end_V230320__di_1__v2::17K,state_active_support
state__raw__daily__cxt_bi_end_V230320__di_1__v2::19K,state_active_support
state__raw__daily__cxt_bi_end_V230320__di_1__v2::23K,state_active_support
state__raw__daily__cxt_bi_end_V230320__di_1__v2::29K,state_active_support
state__raw__daily__cxt_bi_end_V230320__di_1__v2::31K,state_active_support
state__raw__daily__cxt_bi_end_V230320__di_1__v2::37K,state_active_support
state__raw__daily__cxt_bi_end_V230320__di_1__v2::41K,state_active_support
state__raw__daily__cxt_bi_end_V230320__di_1__v2::43K,state_active_support
state__raw__daily__cxt_bi_end_V230320__di_1__v2::53K,state_active_support
state__raw__daily__cxt_bi_end_V230320__di_1__joint::看多|11K|任意,state_active_support
state__raw__daily__cxt_bi_end_V230320__di_1__joint::看多|13K|任意,state_active_support
state__raw__daily__cxt_bi_end_V230320__di_1__joint::看多|17K|任意,state_active_support
state__raw__daily__cxt_bi_end_V230320__di_1__joint::看多|19K|任意,state_active_support
state__raw__daily__cxt_bi_end_V230320__di_1__joint::看多|23K|任意,state_active_support
state__raw__daily__cxt_bi_end_V230320__di_1__joint::看多|29K|任意,state_active_support
state__raw__daily__cxt_bi_end_V230320__di_1__joint::看多|31K|任意,state_active_support
state__raw__daily__cxt_bi_end_V230320__di_1__joint::看多|37K|任意,state_active_support
state__raw__daily__cxt_bi_end_V230320__di_1__joint::看多|41K|任意,state_active_support
state__raw__daily__cxt_bi_end_V230320__di_1__joint::看多|43K|任意,state_active_support
state__raw__daily__cxt_bi_end_V230320__di_1__joint::看空|11K|任意,state_active_support
state__raw__daily__cxt_bi_end_V230320__di_1__joint::看空|13K|任意,state_active_support
state__raw__daily__cxt_bi_end_V230320__di_1__joint::看空|17K|任意,state_active_support
state__raw__daily__cxt_bi_end_V230320__di_1__joint::看空|19K|任意,state_active_support
state__raw__daily__cxt_bi_end_V230320__di_1__joint::看空|23K|任意,state_active_support
state__raw__daily__cxt_bi_end_V230320__di_1__joint::看空|29K|任意,state_active_support
state__raw__daily__cxt_bi_end_V230320__di_1__joint::看空|31K|任意,state_active_support
state__raw__daily__cxt_bi_end_V230320__di_1__joint::看空|37K|任意,state_active_support
state__raw__daily__cxt_bi_end_V230320__di_1__joint::看空|41K|任意,state_active_support
state__raw__daily__cxt_bi_end_V230320__di_1__joint::看空|43K|任意,state_active_support
state__raw__daily__cxt_bi_end_V230322__di_1__v1::看多,state_active_support
state__raw__daily__cxt_bi_end_V230322__di_1__v1::看空,state_active_support
state__raw__daily__cxt_bi_end_V230322__di_1__v2::反向分型,cross_year_direction
state__raw__daily__cxt_bi_end_V230322__di_1__v2::同向分型,cross_year_direction
state__raw__daily__cxt_bi_end_V230322__di_1__joint::看多|反向分型|任意,state_active_support
state__raw__daily__cxt_bi_end_V230322__di_1__joint::看多|同向分型|任意,state_active_support
state__raw__daily__cxt_bi_end_V230322__di_1__joint::看空|反向分型|任意,state_active_support
state__raw__daily__cxt_bi_end_V230322__di_1__joint::看空|同向分型|任意,state_active_support
state__raw__daily__cxt_bi_end_V230618__di_1__v1::看多,state_influence
state__raw__daily__cxt_bi_end_V230618__di_1__v2::1小中枢,state_active_support
state__raw__daily__cxt_bi_end_V230618__di_1__v2::2小中枢,state_active_support
state__raw__daily__cxt_bi_end_V230618__di_1__v2::3小中枢,state_active_support
state__raw__daily__cxt_bi_end_V230618__di_1__v2::4小中枢,state_active_support
state__raw__daily__cxt_bi_end_V230618__di_1__v2::5小中枢,state_active_support
state__raw__daily__cxt_bi_end_V230618__di_1__v2::7小中枢,state_active_support
state__raw__daily__cxt_bi_end_V230618__di_1__joint::看多|1小中枢|任意,state_active_support
state__raw__daily__cxt_bi_end_V230618__di_1__joint::看多|2小中枢|任意,state_active_support
state__raw__daily__cxt_bi_end_V230618__di_1__joint::看多|3小中枢|任意,state_active_support
state__raw__daily__cxt_bi_end_V230618__di_1__joint::看多|5小中枢|任意,state_active_support
state__raw__daily__cxt_bi_end_V230618__di_1__joint::看空|1小中枢|任意,state_active_support
state__raw__daily__cxt_bi_end_V230618__di_1__joint::看空|2小中枢|任意,state_active_support
state__raw__daily__cxt_bi_end_V230618__di_1__joint::看空|3小中枢|任意,state_active_support
state__raw__daily__cxt_bi_end_V230618__di_1__joint::看空|5小中枢|任意,state_active_support
state__raw__daily__cxt_bi_end_V230815__di_1__v1::向上,state_active_support
state__raw__daily__cxt_bi_end_V230815__di_1__v1::向下,state_active_support
state__raw__daily__cxt_bi_status_V230101__di_1__v1::向上,cross_year_direction
state__raw__daily__cxt_bi_status_V230101__di_1__v1::向下,cross_year_direction
state__raw__daily__cxt_bi_status_V230101__di_1__v2::底分,cross_year_direction
state__raw__daily__cxt_bi_status_V230101__di_1__v2::延伸,cross_year_direction
state__raw__daily__cxt_bi_status_V230101__di_1__v2::顶分,cross_year_direction
state__raw__daily__cxt_bi_status_V230101__di_1__joint::向上|延伸|任意,cross_year_direction
state__raw__daily__cxt_bi_status_V230101__di_1__joint::向下|延伸|任意,state_influence
state__raw__daily__cxt_bi_status_V230102__di_1__v1::向上,minimum_absolute_effect
state__raw__daily__cxt_bi_status_V230102__di_1__v2::底分,minimum_absolute_effect
state__raw__daily__cxt_bi_status_V230102__di_1__v2::延伸,cross_year_direction
state__raw__daily__cxt_bi_status_V230102__di_1__v2::顶分,cross_year_direction
state__raw__daily__cxt_bi_status_V230102__di_1__joint::向上|延伸|任意,minimum_absolute_effect
state__raw__daily__cxt_bi_stop_V230815__di_1__v2::阈值内,state_active_support
state__raw__daily__cxt_bi_stop_V230815__di_1__v2::阈值外,state_activation_ratio
state__raw__daily__cxt_bi_stop_V230815__di_1__joint::向上|阈值内|任意,state_active_support
state__raw__daily__cxt_bi_stop_V230815__di_1__joint::向下|阈值内|任意,state_active_support
state__raw__daily__cxt_bi_stop_V230815__di_1__joint::向下|阈值外|任意,state_influence
state__raw__daily__cxt_bi_trend_V230824__di_1__v1::向上,state_active_support
state__raw__daily__cxt_bi_trend_V230824__di_1__v1::横盘,state_influence
state__raw__daily__cxt_bi_trend_V230913__di_1__v1::下降趋势,minimum_absolute_effect
state__raw__daily__cxt_bi_trend_V230913__di_1__v1::观望,cross_year_direction
state__raw__daily__cxt_bi_trend_V230913__di_1__v2::强,state_influence
state__raw__daily__cxt_bi_trend_V230913__di_1__v2::超强,state_active_support
state__raw__daily__cxt_bi_trend_V230913__di_1__joint::上升趋势|超强|任意,state_active_support
state__raw__daily__cxt_bi_trend_V230913__di_1__joint::下降趋势|强|任意,minimum_absolute_effect
state__raw__daily__cxt_bi_trend_V230913__di_1__joint::下降趋势|超强|任意,state_active_support
state__raw__daily__cxt_bi_zdf_V230601__di_1__v1::向下,cross_year_direction
state__raw__daily__cxt_bi_zdf_V230601__di_1__v2::第2层,cross_year_direction
state__raw__daily__cxt_bi_zdf_V230601__di_1__v2::第3层,state_active_support
state__raw__daily__cxt_bi_zdf_V230601__di_1__v2::第4层,state_active_support
state__raw__daily__cxt_bi_zdf_V230601__di_1__v2::第5层,state_active_support
state__raw__daily__cxt_bi_zdf_V230601__di_1__joint::向上|第2层|任意,state_active_support
state__raw__daily__cxt_bi_zdf_V230601__di_1__joint::向上|第3层|任意,state_active_support
state__raw__daily__cxt_bi_zdf_V230601__di_1__joint::向上|第4层|任意,state_active_support
state__raw__daily__cxt_bi_zdf_V230601__di_1__joint::向上|第5层|任意,state_active_support
state__raw__daily__cxt_bi_zdf_V230601__di_1__joint::向下|第1层|任意,state_active_support
state__raw__daily__cxt_bi_zdf_V230601__di_1__joint::向下|第3层|任意,state_active_support
state__raw__daily__cxt_bi_zdf_V230601__di_1__joint::向下|第4层|任意,state_active_support
state__raw__daily__cxt_bi_zdf_V230601__di_1__joint::向下|第5层|任意,state_active_support
state__raw__daily__cxt_decision_V240526__di_1__v1::开多,state_active_support
state__raw__daily__cxt_decision_V240526__di_1__v1::开空,state_active_support
state__raw__daily__cxt_decision_V240612__di_1__v1::开多,state_active_support
state__raw__daily__cxt_decision_V240612__di_1__v1::开空,cross_year_direction
state__raw__daily__cxt_decision_V240613__di_1__v1::开多,state_active_support
state__raw__daily__cxt_decision_V240613__di_1__v1::开空,state_active_support
state__raw__daily__cxt_decision_V240614__di_1__v1::开多,state_active_support
state__raw__daily__cxt_decision_V240614__di_1__v1::开空,state_active_support
state__raw__daily__cxt_double_zs_V230311__di_1__v1::看多,state_active_support
state__raw__daily__cxt_double_zs_V230311__di_1__v1::看空,state_active_support
state__raw__daily__cxt_fx_power_V221107__di_1__v1::中顶,cross_year_direction
state__raw__daily__cxt_fx_power_V221107__di_1__v1::弱底,cross_year_direction
state__raw__daily__cxt_fx_power_V221107__di_1__v1::弱顶,cross_year_direction
state__raw__daily__cxt_fx_power_V221107__di_1__v1::强底,cross_year_direction
state__raw__daily__cxt_fx_power_V221107__di_1__v1::强顶,minimum_absolute_effect
state__raw__daily__cxt_fx_power_V221107__di_1__v2::无中枢,cross_year_direction
state__raw__daily__cxt_fx_power_V221107__di_1__v2::有中枢,cross_year_direction
state__raw__daily__cxt_fx_power_V221107__di_1__joint::中底|无中枢|任意,state_active_support
state__raw__daily__cxt_fx_power_V221107__di_1__joint::中底|有中枢|任意,minimum_absolute_effect
state__raw__daily__cxt_fx_power_V221107__di_1__joint::中顶|无中枢|任意,state_active_support
state__raw__daily__cxt_fx_power_V221107__di_1__joint::中顶|有中枢|任意,cross_year_direction
state__raw__daily__cxt_fx_power_V221107__di_1__joint::弱底|无中枢|任意,state_active_support
state__raw__daily__cxt_fx_power_V221107__di_1__joint::弱底|有中枢|任意,state_influence
state__raw__daily__cxt_fx_power_V221107__di_1__joint::弱顶|无中枢|任意,state_active_support
state__raw__daily__cxt_fx_power_V221107__di_1__joint::弱顶|有中枢|任意,minimum_absolute_effect
state__raw__daily__cxt_fx_power_V221107__di_1__joint::强底|无中枢|任意,state_active_support
state__raw__daily__cxt_fx_power_V221107__di_1__joint::强顶|无中枢|任意,state_active_support
state__raw__daily__cxt_fx_power_V221107__di_1__joint::强顶|有中枢|任意,minimum_absolute_effect
state__raw__daily__cxt_overlap_V240526__di_1__v1::顶重合0次,cross_year_direction
state__raw__daily__cxt_overlap_V240526__di_1__v1::顶重合2次,state_active_support
state__raw__daily__cxt_overlap_V240526__di_1__v1::顶重合3次,state_active_support
state__raw__daily__cxt_overlap_V240526__di_1__v1::顶重合4次,state_active_support
state__raw__daily__cxt_overlap_V240526__di_1__v2::底重合0次,state_influence
state__raw__daily__cxt_overlap_V240526__di_1__v2::底重合1次,cross_year_direction
state__raw__daily__cxt_overlap_V240526__di_1__v2::底重合2次,state_active_support
state__raw__daily__cxt_overlap_V240526__di_1__v2::底重合3次,state_active_support
state__raw__daily__cxt_overlap_V240526__di_1__v2::底重合4次,state_active_support
state__raw__daily__cxt_overlap_V240526__di_1__joint::顶重合0次|底重合0次|任意,cross_year_direction
state__raw__daily__cxt_overlap_V240526__di_1__joint::顶重合0次|底重合1次|任意,minimum_absolute_effect
state__raw__daily__cxt_overlap_V240526__di_1__joint::顶重合0次|底重合2次|任意,state_active_support
state__raw__daily__cxt_overlap_V240526__di_1__joint::顶重合0次|底重合3次|任意,state_active_support
state__raw__daily__cxt_overlap_V240526__di_1__joint::顶重合1次|底重合0次|任意,minimum_absolute_effect
state__raw__daily__cxt_overlap_V240526__di_1__joint::顶重合1次|底重合1次|任意,state_active_support
state__raw__daily__cxt_overlap_V240526__di_1__joint::顶重合1次|底重合2次|任意,state_active_support
state__raw__daily__cxt_overlap_V240526__di_1__joint::顶重合1次|底重合3次|任意,state_active_support
state__raw__daily__cxt_overlap_V240526__di_1__joint::顶重合2次|底重合0次|任意,state_active_support
state__raw__daily__cxt_overlap_V240526__di_1__joint::顶重合2次|底重合1次|任意,state_active_support
state__raw__daily__cxt_overlap_V240526__di_1__joint::顶重合2次|底重合2次|任意,state_active_support
state__raw__daily__cxt_overlap_V240526__di_1__joint::顶重合3次|底重合0次|任意,state_active_support
state__raw__daily__cxt_overlap_V240526__di_1__joint::顶重合3次|底重合1次|任意,state_active_support
state__raw__daily__cxt_overlap_V240612__di_1__v1::压力,state_active_support
state__raw__daily__cxt_overlap_V240612__di_1__v1::支撑,state_active_support
state__raw__daily__cxt_overlap_V240612__di_1__v2::顺畅笔底分型,state_active_support
state__raw__daily__cxt_overlap_V240612__di_1__v2::顺畅笔顶分型,state_active_support
state__raw__daily__cxt_overlap_V240612__di_1__joint::压力|顺畅笔底分型|任意,state_active_support
state__raw__daily__cxt_overlap_V240612__di_1__joint::压力|顺畅笔顶分型|任意,state_active_support
state__raw__daily__cxt_overlap_V240612__di_1__joint::支撑|顺畅笔底分型|任意,state_active_support
state__raw__daily__cxt_overlap_V240612__di_1__joint::支撑|顺畅笔顶分型|任意,state_active_support
state__raw__daily__cxt_range_oscillation_V230620__di_1__v1::3笔震荡,state_active_support
state__raw__daily__cxt_range_oscillation_V230620__di_1__v1::4笔震荡,state_active_support
state__raw__daily__cxt_range_oscillation_V230620__di_1__v1::5笔震荡,state_active_support
state__raw__daily__cxt_range_oscillation_V230620__di_1__v1::6笔震荡,state_active_support
state__raw__daily__cxt_range_oscillation_V230620__di_1__v2::向上,state_influence
state__raw__daily__cxt_range_oscillation_V230620__di_1__v2::向下,minimum_absolute_effect
state__raw__daily__cxt_range_oscillation_V230620__di_1__joint::2笔震荡|向下|任意,state_active_support
state__raw__daily__cxt_range_oscillation_V230620__di_1__joint::3笔震荡|向上|任意,state_active_support
state__raw__daily__cxt_range_oscillation_V230620__di_1__joint::3笔震荡|向下|任意,state_active_support
state__raw__daily__cxt_range_oscillation_V230620__di_1__joint::4笔震荡|向上|任意,state_active_support
state__raw__daily__cxt_range_oscillation_V230620__di_1__joint::4笔震荡|向下|任意,state_active_support
state__raw__daily__cxt_range_oscillation_V230620__di_1__joint::5笔震荡|向上|任意,state_active_support
state__raw__daily__cxt_range_oscillation_V230620__di_1__joint::5笔震荡|向下|任意,state_active_support
state__raw__daily__cxt_range_oscillation_V230620__di_1__joint::6笔震荡|向上|任意,state_active_support
state__raw__daily__cxt_range_oscillation_V230620__di_1__joint::6笔震荡|向下|任意,state_active_support
state__raw__daily__cxt_seven_bi_V230620__di_1__v1::向上中枢完成,state_active_support
state__raw__daily__cxt_seven_bi_V230620__di_1__v1::向下中枢完成,state_active_support
state__raw__daily__cxt_three_bi_V230618__di_1__v1::向上不重合,state_active_support
state__raw__daily__cxt_three_bi_V230618__di_1__v1::向上奔走型,state_active_support
state__raw__daily__cxt_three_bi_V230618__di_1__v1::向上扩张,state_active_support
state__raw__daily__cxt_three_bi_V230618__di_1__v1::向上收敛,state_active_support
state__raw__daily__cxt_three_bi_V230618__di_1__v1::向上无背,state_active_support
state__raw__daily__cxt_three_bi_V230618__di_1__v1::向上盘背,state_active_support
state__raw__daily__cxt_three_bi_V230618__di_1__v1::向下不重合,state_active_support
state__raw__daily__cxt_three_bi_V230618__di_1__v1::向下奔走型,state_active_support
state__raw__daily__cxt_three_bi_V230618__di_1__v1::向下扩张,state_active_support
state__raw__daily__cxt_three_bi_V230618__di_1__v1::向下收敛,state_active_support
state__raw__daily__cxt_three_bi_V230618__di_1__v1::向下无背,state_active_support
state__raw__daily__cxt_three_bi_V230618__di_1__v1::向下盘背,state_active_support
state__raw__daily__cxt_ubi_end_V230816__di_1__v1::新低,minimum_absolute_effect
state__raw__daily__cxt_ubi_end_V230816__di_1__v1::新高,cross_year_direction
state__raw__daily__cxt_ubi_end_V230816__di_1__v2::第10次,state_active_support
state__raw__daily__cxt_ubi_end_V230816__di_1__v2::第11次,state_active_support
state__raw__daily__cxt_ubi_end_V230816__di_1__v2::第2次,cross_year_direction
state__raw__daily__cxt_ubi_end_V230816__di_1__v2::第4次,state_active_support
state__raw__daily__cxt_ubi_end_V230816__di_1__v2::第5次,state_active_support
state__raw__daily__cxt_ubi_end_V230816__di_1__v2::第6次,state_active_support
state__raw__daily__cxt_ubi_end_V230816__di_1__v2::第7次,state_active_support
state__raw__daily__cxt_ubi_end_V230816__di_1__v2::第8次,state_active_support
state__raw__daily__cxt_ubi_end_V230816__di_1__v2::第9次,state_active_support
state__raw__daily__cxt_ubi_end_V230816__di_1__joint::新低|第2次|任意,state_active_support
state__raw__daily__cxt_ubi_end_V230816__di_1__joint::新低|第3次|任意,state_active_support
state__raw__daily__cxt_ubi_end_V230816__di_1__joint::新低|第4次|任意,state_active_support
state__raw__daily__cxt_ubi_end_V230816__di_1__joint::新低|第5次|任意,state_active_support
state__raw__daily__cxt_ubi_end_V230816__di_1__joint::新低|第6次|任意,state_active_support
state__raw__daily__cxt_ubi_end_V230816__di_1__joint::新高|第2次|任意,cross_year_direction
state__raw__daily__cxt_ubi_end_V230816__di_1__joint::新高|第3次|任意,state_active_support
state__raw__daily__cxt_ubi_end_V230816__di_1__joint::新高|第4次|任意,state_active_support
state__raw__daily__cxt_ubi_end_V230816__di_1__joint::新高|第5次|任意,state_active_support
state__raw__daily__cxt_ubi_end_V230816__di_1__joint::新高|第6次|任意,state_active_support
state__raw__daily__zdy_bi_end_V230406__di_1__v1::看多,minimum_absolute_effect
state__raw__daily__zdy_bi_end_V230406__di_1__v1::看空,state_active_support
state__raw__daily__zdy_bi_end_V230406__di_1__v3::底分区间,state_active_support
state__raw__daily__zdy_bi_end_V230406__di_1__v3::顶分区间,state_active_support
state__raw__daily__zdy_bi_end_V230406__di_1__joint::看多|任意|任意,cross_year_direction
state__raw__daily__zdy_bi_end_V230406__di_1__joint::看多|任意|底分区间,state_active_support
state__raw__daily__zdy_bi_end_V230406__di_1__joint::看空|任意|任意,state_active_support
state__raw__daily__zdy_bi_end_V230406__di_1__joint::看空|任意|顶分区间,state_active_support
state__raw__daily__zdy_bi_end_V230407__di_1__v1::看多,cross_year_direction
state__raw__daily__zdy_bi_end_V230407__di_1__v1::看空,state_active_support
state__raw__daily__zdy_bi_end_V230407__di_1__joint::看多|任意|任意,cross_year_direction
state__raw__daily__zdy_bi_end_V230407__di_1__joint::看空|任意|任意,state_active_support
state__raw__daily__zdy_zs_V230423__di_1__v1::上涨,state_active_support
state__raw__daily__zdy_zs_V230423__di_1__v1::下跌,state_active_support
state__raw__daily__zdy_zs_V230423__di_1__v2::5笔,state_active_support
state__raw__daily__zdy_zs_V230423__di_1__v2::7笔,state_active_support
state__raw__daily__zdy_zs_V230423__di_1__joint::上涨|5笔|任意,state_active_support
state__raw__daily__zdy_zs_V230423__di_1__joint::上涨|7笔|任意,state_active_support
state__raw__daily__zdy_zs_V230423__di_1__joint::下跌|5笔|任意,state_active_support
state__raw__daily__zdy_zs_V230423__di_1__joint::下跌|7笔|任意,state_active_support
state__raw__daily__zdy_zs_space_V230421__di_1__v1::上涨,state_active_support
state__raw__daily__zdy_zs_space_V230421__di_1__v1::下跌,state_active_support
state__raw__daily__zdy_zs_space_V230421__di_1__v2::5笔,state_active_support
state__raw__daily__zdy_zs_space_V230421__di_1__v2::7笔,state_active_support
state__raw__daily__zdy_zs_space_V230421__di_1__v2::9笔,state_active_support
state__raw__daily__zdy_zs_space_V230421__di_1__joint::上涨|5笔|任意,state_active_support
state__raw__daily__zdy_zs_space_V230421__di_1__joint::上涨|7笔|任意,state_active_support
state__raw__daily__zdy_zs_space_V230421__di_1__joint::下跌|5笔|任意,state_active_support
state__raw__daily__zdy_zs_space_V230421__di_1__joint::下跌|7笔|任意,state_active_support
state__raw__weekly__byi_bi_end_V230106__di_1__v1::nan,state_active_support
state__raw__weekly__byi_bi_end_V230106__di_1__v1::看多,state_active_support
state__raw__weekly__byi_bi_end_V230106__di_1__v1::看空,state_active_support
state__raw__weekly__byi_bi_end_V230106__di_1__v2::弱,state_active_support
state__raw__weekly__byi_bi_end_V230106__di_1__v2::强,state_active_support
state__raw__weekly__byi_bi_end_V230106__di_1__joint::看多|强|任意,state_active_support
state__raw__weekly__byi_bi_end_V230107__di_1__v1::看多,state_active_support
state__raw__weekly__byi_bi_end_V230107__di_1__v1::看空,state_active_support
state__raw__weekly__byi_bi_end_V230107__di_1__v2::弱,state_active_support
state__raw__weekly__byi_bi_end_V230107__di_1__v2::强,state_active_support
state__raw__weekly__byi_bi_end_V230107__di_1__joint::看多|弱|任意,state_active_support
state__raw__weekly__byi_bi_end_V230107__di_1__joint::看多|强|任意,state_active_support
state__raw__weekly__byi_bi_end_V230107__di_1__joint::看空|弱|任意,state_active_support
state__raw__weekly__byi_bi_end_V230107__di_1__joint::看空|强|任意,state_active_support
state__raw__weekly__byi_fx_num_V230628__di_1__v1::向上,cross_year_direction
state__raw__weekly__byi_fx_num_V230628__di_1__v1::向下,cross_year_direction
state__raw__weekly__byi_fx_num_V230628__di_1__v2::满足,cross_year_direction
state__raw__weekly__byi_fx_num_V230628__di_1__joint::向上|其他|任意,state_active_support
state__raw__weekly__byi_fx_num_V230628__di_1__joint::向上|满足|任意,state_active_support
state__raw__weekly__byi_fx_num_V230628__di_1__joint::向下|其他|任意,state_active_support
state__raw__weekly__byi_fx_num_V230628__di_1__joint::向下|满足|任意,cross_year_direction
state__raw__weekly__byi_symmetry_zs_V221107__di_1__v1::否,state_active_support
state__raw__weekly__byi_symmetry_zs_V221107__di_1__v1::是,state_active_support
state__raw__weekly__byi_symmetry_zs_V221107__di_1__v2::向上,state_active_support
state__raw__weekly__byi_symmetry_zs_V221107__di_1__v2::向下,state_active_support
state__raw__weekly__byi_symmetry_zs_V221107__di_1__v3::3笔,state_active_support
state__raw__weekly__byi_symmetry_zs_V221107__di_1__v3::5笔,state_active_support
state__raw__weekly__byi_symmetry_zs_V221107__di_1__joint::否|向上|任意,state_active_support
state__raw__weekly__byi_symmetry_zs_V221107__di_1__joint::否|向下|任意,state_active_support
state__raw__weekly__byi_symmetry_zs_V221107__di_1__joint::是|向上|3笔,state_active_support
state__raw__weekly__byi_symmetry_zs_V221107__di_1__joint::是|向上|5笔,state_active_support
state__raw__weekly__byi_symmetry_zs_V221107__di_1__joint::是|向下|3笔,state_active_support
state__raw__weekly__byi_symmetry_zs_V221107__di_1__joint::是|向下|5笔,state_active_support
state__raw__weekly__cxt_bi_base_V230228__di_1__v1::向上,cross_year_direction
state__raw__weekly__cxt_bi_base_V230228__di_1__v2::中继,state_active_support
state__raw__weekly__cxt_bi_base_V230228__di_1__v2::转折,state_influence
state__raw__weekly__cxt_bi_base_V230228__di_1__joint::向上|中继|任意,state_active_support
state__raw__weekly__cxt_bi_base_V230228__di_1__joint::向上|转折|任意,cross_year_direction
state__raw__weekly__cxt_bi_base_V230228__di_1__joint::向下|中继|任意,state_active_support
state__raw__weekly__cxt_bi_base_V230228__di_1__joint::向下|转折|任意,cross_year_direction
state__raw__weekly__cxt_bi_end_V230104__di_1__v1::看多,state_active_support
state__raw__weekly__cxt_bi_end_V230104__di_1__v1::看空,state_active_support
state__raw__weekly__cxt_bi_end_V230105__di_1__v1::看空,state_active_support
state__raw__weekly__cxt_bi_end_V230222__di_1__v2::第3次,state_active_support
state__raw__weekly__cxt_bi_end_V230222__di_1__v2::第4次,state_active_support
state__raw__weekly__cxt_bi_end_V230222__di_1__v2::第5次,state_active_support
state__raw__weekly__cxt_bi_end_V230222__di_1__joint::新低|第1次|任意,state_active_support
state__raw__weekly__cxt_bi_end_V230222__di_1__joint::新低|第2次|任意,state_active_support
state__raw__weekly__cxt_bi_end_V230222__di_1__joint::新低|第3次|任意,state_active_support
state__raw__weekly__cxt_bi_end_V230222__di_1__joint::新低|第4次|任意,state_active_support
state__raw__weekly__cxt_bi_end_V230222__di_1__joint::新高|第2次|任意,state_active_support
state__raw__weekly__cxt_bi_end_V230222__di_1__joint::新高|第3次|任意,state_active_support
state__raw__weekly__cxt_bi_end_V230222__di_1__joint::新高|第4次|任意,state_active_support
state__raw__weekly__cxt_bi_end_V230312__di_1__v1::看多,state_active_support
state__raw__weekly__cxt_bi_end_V230312__di_1__v1::看空,state_active_support
state__raw__weekly__cxt_bi_end_V230320__di_1__v1::看多,state_active_support
state__raw__weekly__cxt_bi_end_V230320__di_1__v1::看空,state_active_support
state__raw__weekly__cxt_bi_end_V230320__di_1__v2::11K,state_active_support
state__raw__weekly__cxt_bi_end_V230320__di_1__v2::13K,state_active_support
state__raw__weekly__cxt_bi_end_V230320__di_1__v2::17K,state_active_support
state__raw__weekly__cxt_bi_end_V230320__di_1__v2::19K,state_active_support
state__raw__weekly__cxt_bi_end_V230320__di_1__v2::23K,state_active_support
state__raw__weekly__cxt_bi_end_V230320__di_1__v2::29K,state_active_support
state__raw__weekly__cxt_bi_end_V230320__di_1__joint::看多|17K|任意,state_active_support
state__raw__weekly__cxt_bi_end_V230320__di_1__joint::看多|19K|任意,state_active_support
state__raw__weekly__cxt_bi_end_V230320__di_1__joint::看空|17K|任意,state_active_support
state__raw__weekly__cxt_bi_end_V230320__di_1__joint::看空|19K|任意,state_active_support
state__raw__weekly__cxt_bi_end_V230322__di_1__v1::看多,state_active_support
state__raw__weekly__cxt_bi_end_V230322__di_1__v1::看空,state_active_support
state__raw__weekly__cxt_bi_end_V230322__di_1__v2::反向分型,state_active_support
state__raw__weekly__cxt_bi_end_V230322__di_1__v2::同向分型,state_active_support
state__raw__weekly__cxt_bi_end_V230322__di_1__joint::看多|反向分型|任意,state_active_support
