mechanism,year,episodes,mean_return,median_return,win_rate,profit_factor,cumulative_return,annualized_return
RELATIVE_STRENGTH_WITH_BASIS_CONFIRMATION,2021,74,-3.5239013869347835e-05,0.001190545617291705,0.5540540540540541,0.9872820813799619,-0.004325147403091534,-0.004325147403091534
RELATIVE_STRENGTH_WITH_BASIS_CONFIRMATION,2022,57,-0.0009696725105396616,5.4794132449131894e-05,0.5087719298245614,0.7804543826453931,-0.05698085742080805,-0.05698085742080805
RELATIVE_STRENGTH_WITH_BASIS_CONFIRMATION,2023,77,-0.0013762180046582194,-0.0017175097915999027,0.4155844155844156,0.4759561480049265,-0.10132840353257444,-0.10132840353257444
RELATIVE_STRENGTH_WITH_BASIS_CONFIRMATION,2024,64,0.0007586159573687631,-0.0008366482433754818,0.453125,1.1883764264558878,0.04418908295673507,0.04418908295673507
RELATIVE_STRENGTH_WITH_BASIS_CONFIRMATION,2025,74,1.1269219399444496e-05,-0.0009261406623697344,0.4864864864864865,1.0037820794799786,-0.0012726886388704228,-0.0012726886388704228
RELATIVE_STRENGTH_WITH_BASIS_CONFIRMATION,2026,45,-0.001256887551123209,-0.0028037795796416187,0.4222222222222222,0.7524776797355068,-0.0574930328515566,-0.0574930328515566
