split_id,training_blocks,validation_blocks,selected_candidate,training_sharpe,validation_sharpe,validation_rank,validation_candidate_count,validation_percentile,logit
236,"(3, 4, 5, 8, 9)","(0, 1, 2, 6, 7)",20260910_S003_EX07:M05,5.210072777358077,4.696381037401155,1,142,1.0,5.645446897643239
237,"(3, 4, 6, 7, 8)","(0, 1, 2, 5, 9)",20260910_S003_EX07:M05,4.5520241272132695,5.343644506881154,1,142,1.0,5.645446897643239
238,"(3, 4, 6, 7, 9)","(0, 1, 2, 5, 8)",20260910_S003_EX07:M05,4.449166358272772,5.457156273841006,1,142,1.0,5.645446897643239
239,"(3, 4, 6, 8, 9)","(0, 1, 2, 5, 7)",20260910_S003_EX07:M05,4.922697638991861,4.993292119703236,1,142,1.0,5.645446897643239
240,"(3, 4, 7, 8, 9)","(0, 1, 2, 5, 6)",20260910_S003_EX07:M05,4.756385368281127,5.153181988198321,1,142,1.0,5.645446897643239
241,"(3, 5, 6, 7, 8)","(0, 1, 2, 4, 9)",20260910_S003_EX07:M05,4.78523333103574,5.132104002795629,1,142,1.0,5.645446897643239
242,"(3, 5, 6, 7, 9)","(0, 1, 2, 4, 8)",20260910_S003_EX07:M05,4.710222333390575,5.285250091280894,1,142,1.0,5.645446897643239
243,"(3, 5, 6, 8, 9)","(0, 1, 2, 4, 7)",20260910_S003_EX07:M05,5.155443875493252,4.791467592249729,1,142,1.0,5.645446897643239
244,"(3, 5, 7, 8, 9)","(0, 1, 2, 4, 6)",20260910_S003_EX07:M05,4.99326412463695,4.951046505757511,1,142,1.0,5.645446897643239
245,"(3, 6, 7, 8, 9)","(0, 1, 2, 4, 5)",20260910_S003_EX07:M05,4.712015293207209,5.254243650852081,1,142,1.0,5.645446897643239
246,"(4, 5, 6, 7, 8)","(0, 1, 2, 3, 9)",20260910_S003_EX07:M05,4.915541743814965,5.00557257179324,1,142,1.0,5.645446897643239
247,"(4, 5, 6, 7, 9)","(0, 1, 2, 3, 8)",20260910_S003_EX07:M05,4.840400072888032,5.1637830587512505,1,142,1.0,5.645446897643239
248,"(4, 5, 6, 8, 9)","(0, 1, 2, 3, 7)",20260910_S003_EX07:M05,5.279482626041764,4.660258042062006,1,142,1.0,5.645446897643239
249,"(4, 5, 7, 8, 9)","(0, 1, 2, 3, 6)",20260910_S003_EX07:M05,5.1197631436211095,4.822298844703256,1,142,1.0,5.645446897643239
250,"(4, 6, 7, 8, 9)","(0, 1, 2, 3, 5)",20260910_S003_EX07:M05,4.8426023242453295,5.131193267535568,1,142,1.0,5.645446897643239
251,"(5, 6, 7, 8, 9)","(0, 1, 2, 3, 4)",20260910_S003_EX07:M05,5.092864481310781,4.99198102962168,1,142,1.0,5.645446897643239
