removed_year,episodes,stress_mean_return,stress_profit_factor,stress_cumulative_return
2021,235,0.0009575393032307544,1.2865253841812339,0.2339599978922613
2022,226,0.0010942285345111598,1.3479690777631044,0.2632452133137766
2023,227,0.0011041671439759244,1.33268511922745,0.2662151395415704
2024,227,0.0008033740151500507,1.2962959208710327,0.19021670138859248
2025,225,0.0009812381682156703,1.299556076510938,0.22985417167042344
2026,240,0.0009241620323231417,1.3175693513513769,0.23293064483947212
