signal_id,catalog_signal_id,name,frequency,information_family,catalog_status,eligible_states,state_count,independent_transitions,maximum_year_share,s001_reference_function
SIG-DAILY-6F2E6E92C6E42081,SIG-CZSC-zdy_macd_V230519,zdy_macd_V230519,daily,TREND_MOMENTUM,DISCOVERED,多头连续缩柱|空头连续缩柱,2,68,0.2941176470588235,False
SIG-DAILY-D007E65F0A2D5F41,SIG-CZSC-zdy_macd_dif_V230516,zdy_macd_dif_V230516,daily,TREND_MOMENTUM,DISCOVERED,看多|看空,2,112,0.2321428571428571,False
SIG-DAILY-4F3293FD88027674,SIG-CZSC-zdy_macd_dif_V230517,zdy_macd_dif_V230517,daily,TREND_MOMENTUM,DISCOVERED,看多|看空,2,48,0.2708333333333333,False
SIG-DAILY-D725CE2BC740CDD4,SIG-CZSC-zdy_macd_dif_iqr_V230521,zdy_macd_dif_iqr_V230521,daily,TREND_MOMENTUM,DISCOVERED,看空,1,42,0.238095238095238,False
SIG-WEEKLY-A35E296FD19DE9A1,SIG-CZSC-bar_section_momentum_V221112,bar_section_momentum_V221112,weekly,TREND_MOMENTUM,DISCOVERED,上涨|下跌,2,17,0.3529411764705882,False
SIG-WEEKLY-A5CD0EF19E69B5CE,SIG-CZSC-bias_up_dw_line_V230618,bias_up_dw_line_V230618,weekly,TREND_MOMENTUM,DISCOVERED,看多|看空,2,18,0.3333333333333333,False
SIG-WEEKLY-C77E62293C48FD2C,SIG-CZSC-cci_decision_V240620,cci_decision_V240620,weekly,TREND_MOMENTUM,DISCOVERED,开多,1,10,0.4,False
SIG-WEEKLY-BDB5DB9348777549,SIG-CZSC-coo_kdj_V230322,coo_kdj_V230322,weekly,TREND_MOMENTUM,DISCOVERED,多头|空头,2,25,0.3181818181818182,False
SIG-WEEKLY-C6F2B971BA5AB2BD,SIG-CZSC-dema_up_dw_line_V230605,dema_up_dw_line_V230605,weekly,TREND_MOMENTUM,DISCOVERED,看多|看空,2,29,0.25,False
SIG-WEEKLY-131F30A6FE08D007,SIG-CZSC-ntmdk_V230824,ntmdk_V230824,weekly,TREND_MOMENTUM,DISCOVERED,看多|看空,2,19,0.2105263157894736,False
SIG-WEEKLY-91DA92EF485CAEC3,SIG-CZSC-tas_double_ma_V221203,tas_double_ma_V221203,weekly,TREND_MOMENTUM,DISCOVERED,多头|空头,2,13,0.2307692307692307,False
SIG-WEEKLY-D24062E960A7CD9C,SIG-CZSC-tas_double_ma_V230511,tas_double_ma_V230511,weekly,TREND_MOMENTUM,DISCOVERED,看多|看空,2,18,0.3333333333333333,False
SIG-WEEKLY-FA54B5B5A4E8DBB1,SIG-CZSC-tas_hlma_V230301,tas_hlma_V230301,weekly,TREND_MOMENTUM,DISCOVERED,看多|看空,2,10,0.3,False
SIG-WEEKLY-73ADFD81CB43219F,SIG-CZSC-tas_kdj_base_V221101,tas_kdj_base_V221101,weekly,TREND_MOMENTUM,DISCOVERED,多头|空头,2,27,0.2592592592592592,False
SIG-WEEKLY-D612CC6D701F9BC4,SIG-CZSC-tas_ma_base_V221101,tas_ma_base_V221101,weekly,TREND_MOMENTUM,READY,多头|空头,2,33,0.2727272727272727,False
SIG-WEEKLY-16E8653EAB4ECDC1,SIG-CZSC-tas_ma_base_V230313,tas_ma_base_V230313,weekly,TREND_MOMENTUM,DISCOVERED,看多|看空,2,33,0.2727272727272727,False
SIG-WEEKLY-230CFCDBA7303D7B,SIG-CZSC-tas_ma_system_V230513,tas_ma_system_V230513,weekly,TREND_MOMENTUM,DISCOVERED,空头排列,1,11,0.2727272727272727,False
SIG-WEEKLY-EC12F988B3F0094D,SIG-CZSC-tas_macd_base_V221028,tas_macd_base_V221028,weekly,TREND_MOMENTUM,READY,多头|空头,2,12,0.25,False
SIG-WEEKLY-84FA158EE6EC1A34,SIG-CZSC-tas_macd_base_V230320,tas_macd_base_V230320,weekly,TREND_MOMENTUM,DISCOVERED,多头|空头,2,11,0.2727272727272727,False
SIG-WEEKLY-14805F181366AD48,SIG-CZSC-tas_macd_change_V221105,tas_macd_change_V221105,weekly,TREND_MOMENTUM,DISCOVERED,4次|5次,2,16,0.3125,False
SIG-WEEKLY-5999ACF8FF9F56A0,SIG-CZSC-tas_macd_direct_V221106,tas_macd_direct_V221106,weekly,TREND_MOMENTUM,DISCOVERED,向上|向下|模糊,3,40,0.2727272727272727,False
SIG-WEEKLY-3999665F6155BB7A,SIG-CZSC-tas_macd_xt_V221208,tas_macd_xt_V221208,weekly,TREND_MOMENTUM,DISCOVERED,多翻空|空翻多|红缩头|绿抽脚,4,13,0.4,False
SIG-WEEKLY-DA427FB8D4D9BA5F,SIG-CZSC-tas_sar_base_V230425,tas_sar_base_V230425,weekly,TREND_MOMENTUM,DISCOVERED,看多|看空,2,10,0.3,False
SIG-WEEKLY-56FEFF8C37F04067,SIG-CZSC-xl_bar_trend_V240331,xl_bar_trend_V240331,weekly,TREND_MOMENTUM,DISCOVERED,做空,1,12,0.4166666666666667,False
SIG-WEEKLY-DE0136935201335F,SIG-CZSC-xl_bar_trend_V240623,xl_bar_trend_V240623,weekly,TREND_MOMENTUM,DISCOVERED,做空,1,13,0.3846153846153846,False
SIG-WEEKLY-FC7559B360845336,SIG-CZSC-zdy_macd_V230519,zdy_macd_V230519,weekly,TREND_MOMENTUM,DISCOVERED,多头连续缩柱|空头连续缩柱,2,15,0.3636363636363636,False
SIG-WEEKLY-465F24D066BFA285,SIG-CZSC-zdy_macd_dif_V230516,zdy_macd_dif_V230516,weekly,TREND_MOMENTUM,DISCOVERED,看多|看空,2,20,0.3,False
SIG-WEEKLY-D11DCC4D7353425A,SIG-CZSC-zdy_macd_dif_iqr_V230521,zdy_macd_dif_iqr_V230521,weekly,TREND_MOMENTUM,DISCOVERED,看空,1,10,0.3,False
SIG-DAILY-97C151FE1D2CCC55,SIG-CZSC-bar_tnr_V230629,bar_tnr_V230629,daily,VOLATILITY_RISK,DISCOVERED,第10层|第1层|第2层|第3层|第4层|第5层|第6层|第7层|第8层|第9层,10,108,0.3146067415730337,False
SIG-DAILY-F690AF77D8F29635,SIG-CZSC-bar_tnr_V230630,bar_tnr_V230630,daily,VOLATILITY_RISK,DISCOVERED,噪音减少|噪音增加,2,233,0.2155172413793103,False
SIG-DAILY-97E9A2255F10B147,SIG-CZSC-bar_volatility_V241013,bar_volatility_V241013,daily,VOLATILITY_RISK,DISCOVERED,中波动|低波动|高波动,3,74,0.2702702702702703,False
SIG-DAILY-D2C62C0B757FCAC1,SIG-CZSC-bar_window_std_V230731,bar_window_std_V230731,daily,VOLATILITY_RISK,DISCOVERED,高波N10|高波N2|高波N3|高波N4|高波N5|高波N6|高波N7|高波N8|高波N9,9,42,0.4705882352941176,False
SIG-DAILY-B203779E27C38002,SIG-CZSC-bar_zfzd_V241013,bar_zfzd_V241013,daily,VOLATILITY_RISK,DISCOVERED,满足,1,137,0.2481751824817518,False
SIG-DAILY-F2817749A8EA4BAC,SIG-CZSC-bar_zfzd_V241014,bar_zfzd_V241014,daily,VOLATILITY_RISK,DISCOVERED,满足,1,145,0.2413793103448276,False
SIG-DAILY-0F1D8BA08FBCE1F9,SIG-CZSC-tas_atr_V230630,tas_atr_V230630,daily,VOLATILITY_RISK,DISCOVERED,第10层|第1层|第2层|第3层|第4层|第5层|第6层|第7层|第8层|第9层,10,46,0.375,False
SIG-DAILY-A2849FC365F743BC,SIG-CZSC-tas_atr_break_V230424,tas_atr_break_V230424,daily,VOLATILITY_RISK,DISCOVERED,看多|看空,2,21,0.4285714285714285,False
SIG-DAILY-598CFD5335908E54,SIG-CZSC-tas_boll_cc_V230312,tas_boll_cc_V230312,daily,VOLATILITY_RISK,DISCOVERED,看多|看空,2,47,0.3214285714285714,False
SIG-DAILY-D603DAF0E99A8ECD,SIG-CZSC-tas_boll_power_V221112,tas_boll_power_V221112,daily,VOLATILITY_RISK,DISCOVERED,多头|空头,2,64,0.265625,False
SIG-DAILY-5CB47303948E9F2A,SIG-CZSC-tas_boll_vt_V230212,tas_boll_vt_V230212,daily,VOLATILITY_RISK,DISCOVERED,看多|看空,2,39,0.358974358974359,False
SIG-WEEKLY-337C4BADC074B51C,SIG-CZSC-bar_tnr_V230629,bar_tnr_V230629,weekly,VOLATILITY_RISK,DISCOVERED,第10层|第1层|第2层|第3层|第4层|第5层|第6层|第7层|第8层|第9层,10,25,0.4545454545454545,False
SIG-WEEKLY-8D718A46AF0F53D4,SIG-CZSC-bar_tnr_V230630,bar_tnr_V230630,weekly,VOLATILITY_RISK,DISCOVERED,噪音减少|噪音增加,2,47,0.2340425531914893,False
SIG-WEEKLY-C32E8B22EE4E715D,SIG-CZSC-bar_zfzd_V241013,bar_zfzd_V241013,weekly,VOLATILITY_RISK,DISCOVERED,满足,1,26,0.3076923076923077,False
SIG-WEEKLY-BEA351E5F442E43A,SIG-CZSC-bar_zfzd_V241014,bar_zfzd_V241014,weekly,VOLATILITY_RISK,DISCOVERED,满足,1,27,0.2962962962962963,False
SIG-WEEKLY-786AD260220B536C,SIG-CZSC-tas_atr_V230630,tas_atr_V230630,weekly,VOLATILITY_RISK,DISCOVERED,第2层|第3层|第4层|第5层|第6层|第7层|第8层|第9层,8,17,0.5,False
SIG-WEEKLY-E49E8730BAE56AF1,SIG-CZSC-tas_boll_cc_V230312,tas_boll_cc_V230312,weekly,VOLATILITY_RISK,DISCOVERED,看多|看空,2,14,0.4,False
SIG-WEEKLY-1E9E058C19227829,SIG-CZSC-tas_boll_power_V221112,tas_boll_power_V221112,weekly,VOLATILITY_RISK,DISCOVERED,多头|空头,2,14,0.3076923076923077,False
SIG-DAILY-EAEEDD3D4DC05204,SIG-CZSC-bar_vol_grow_V221112,bar_vol_grow_V221112,daily,VOLUME_LIQUIDITY,DISCOVERED,否,1,19,0.5789473684210527,False
SIG-DAILY-5EA42C8FA6BDB794,SIG-CZSC-cvolp_up_dw_line_V230612,cvolp_up_dw_line_V230612,daily,VOLUME_LIQUIDITY,DISCOVERED,看空,1,13,0.3076923076923077,False
SIG-DAILY-2C51E580AC629FFC,SIG-CZSC-emv_up_dw_line_V230605,emv_up_dw_line_V230605,daily,VOLUME_LIQUIDITY,READY,看多|看空,2,232,0.2207792207792207,False
SIG-DAILY-237861522E82B797,SIG-CZSC-obv_up_dw_line_V230719,obv_up_dw_line_V230719,daily,VOLUME_LIQUIDITY,DISCOVERED,看多|看空,2,45,0.275,False
SIG-DAILY-022EF627B9D475C9,SIG-CZSC-obvm_line_V230610,obvm_line_V230610,daily,VOLUME_LIQUIDITY,DISCOVERED,看多|看空,2,20,0.4,False
SIG-DAILY-8325A805EAD2D1B4,SIG-CZSC-vol_double_ma_V230214,vol_double_ma_V230214,daily,VOLUME_LIQUIDITY,DISCOVERED,看多|看空,2,63,0.2539682539682539,False
SIG-DAILY-7B50C542A7A684AE,SIG-CZSC-vol_gao_di_V221218,vol_gao_di_V221218,daily,VOLUME_LIQUIDITY,DISCOVERED,低量柱|高量柱,2,167,0.2574850299401197,False
SIG-DAILY-C3E70DA2D6FDBB81,SIG-CZSC-vol_single_ma_V230214,vol_single_ma_V230214,daily,VOLUME_LIQUIDITY,DISCOVERED,多头|空头,2,239,0.2217573221757322,False
SIG-DAILY-315A7B48B6F13788,SIG-CZSC-vol_ti_suo_V221216,vol_ti_suo_V221216,daily,VOLUME_LIQUIDITY,DISCOVERED,梯量|缩量,2,162,0.2407407407407407,False
SIG-DAILY-4F7D2B1561F747FC,SIG-CZSC-vol_window_V230731,vol_window_V230731,daily,VOLUME_LIQUIDITY,READY,高量N10|高量N3|高量N4|高量N5|高量N6|高量N7|高量N8|高量N9,8,61,0.4375,True
SIG-DAILY-959144EFE082D06E,SIG-CZSC-vol_window_V230801,vol_window_V230801,daily,VOLUME_LIQUIDITY,DISCOVERED,先放后缩|先缩后放,2,170,0.2294117647058823,False
SIG-WEEKLY-8BD5FD980781E1AA,SIG-CZSC-emv_up_dw_line_V230605,emv_up_dw_line_V230605,weekly,VOLUME_LIQUIDITY,READY,看多|看空,2,46,0.2666666666666666,False
SIG-WEEKLY-F57139F6C8592FF8,SIG-CZSC-obv_up_dw_line_V230719,obv_up_dw_line_V230719,weekly,VOLUME_LIQUIDITY,DISCOVERED,看多,1,10,0.4,False
SIG-WEEKLY-38C22897BA202761,SIG-CZSC-vol_double_ma_V230214,vol_double_ma_V230214,weekly,VOLUME_LIQUIDITY,DISCOVERED,看多|看空,2,13,0.3333333333333333,False
SIG-WEEKLY-9EDF0BFF9396ECCE,SIG-CZSC-vol_gao_di_V221218,vol_gao_di_V221218,weekly,VOLUME_LIQUIDITY,DISCOVERED,低量柱|高量柱,2,30,0.2857142857142857,False
SIG-WEEKLY-661EA3C94E546C7C,SIG-CZSC-vol_single_ma_V230214,vol_single_ma_V230214,weekly,VOLUME_LIQUIDITY,DISCOVERED,多头|空头,2,44,0.2558139534883721,False
SIG-WEEKLY-96D9D05AA876CC5B,SIG-CZSC-vol_ti_suo_V221216,vol_ti_suo_V221216,weekly,VOLUME_LIQUIDITY,DISCOVERED,梯量|缩量,2,29,0.2758620689655172,False
SIG-WEEKLY-407A604F4FAFEEB8,SIG-CZSC-vol_window_V230731,vol_window_V230731,weekly,VOLUME_LIQUIDITY,READY,高量N10|高量N7|高量N8|高量N9,4,17,0.3846153846153846,False
SIG-WEEKLY-CC2127D51FF07558,SIG-CZSC-vol_window_V230801,vol_window_V230801,weekly,VOLUME_LIQUIDITY,DISCOVERED,先放后缩|先缩后放,2,36,0.2285714285714285,False
