mean_block_length,metric,point,lower_90,upper_90,lower_95,upper_95,probability_above_zero
10,cagr,0.055193219923320935,0.01761685566434812,0.09764810172510911,0.010749382856987134,0.10644117991894912,0.9942
10,max_drawdown,-0.03636613898387009,-0.0916833703596425,-0.0347419408718892,-0.10284432215964334,-0.033102226860802386,0.0
10,calmar,1.5177090960302784,0.2334466911674257,2.469420870902944,0.1316140356536541,2.8143422316691713,0.9942
21,cagr,0.055193219923320935,0.020349271889842747,0.09467872326861719,0.0145087588169728,0.10375352718775337,0.9966
21,max_drawdown,-0.03636613898387009,-0.08181880428883931,-0.0347419408718892,-0.09021030028740187,-0.033499262845175064,0.0
21,calmar,1.5177090960302784,0.30077188574420677,2.476495217087417,0.1973042358726208,2.8003782669230604,0.9966
42,cagr,0.055193219923320935,0.02112252716956602,0.09338138412195936,0.0154096843696371,0.10168140358289461,0.9973
42,max_drawdown,-0.03636613898387009,-0.07507924272033883,-0.0347419408718892,-0.08297686875928341,-0.03215024352151685,0.0
42,calmar,1.5177090960302784,0.3394697766349162,2.50442582514556,0.22584019950924183,2.8083068775078033,0.9973
