segment_id,tradable,episodes,gross_mean_return,gross_profit_factor,gross_win_rate,gross_positive_years,baseline_mean_return,baseline_profit_factor,baseline_win_rate,baseline_positive_years,stress_mean_return,stress_profit_factor,stress_win_rate,stress_positive_years,supports_confirmation_experiment
OVERNIGHT,False,362,-1.2393456350198314e-05,0.9924633621121849,0.3701657458563536,3,-0.0002523616857330589,0.8596249034565244,0.3370165745856354,2,-0.0012116590248614466,0.5116854121894684,0.24033149171270718,1,False
OPEN_TO_1030,True,362,0.0007373190867809973,1.3248965392566436,0.5441988950276243,5,0.0004971709479769163,1.2090039162767028,0.5386740331491713,4,-0.0004628455973126588,0.8379229119672216,0.4696132596685083,1,False
1035_TO_1130,True,362,0.00046229638433126956,1.2556673937024079,0.5331491712707183,6,0.00022221424305607455,1.1156704542627254,0.5138121546961326,5,-0.0007375384704170563,0.6965964815216059,0.4171270718232044,0,False
1305_TO_CLOSE,True,362,-5.156447494514547e-05,0.9794453842748038,0.48066298342541436,3,-0.0002915233044115317,0.8893032482648836,0.4723756906077348,2,-0.0012507830664202993,0.6068854211734874,0.39226519337016574,1,False
OPEN_TO_1130,True,362,0.0011924765307504955,1.4504149433753575,0.5441988950276243,6,0.0009522191672668312,1.3454428917376784,0.5386740331491713,6,-8.23401475906858e-06,0.9974418533621192,0.49171270718232046,2,False
OPEN_TO_CLOSE,True,362,0.0011759994058213115,1.3292136724076207,0.5386740331491713,5,0.0009357459963731447,1.254102650101153,0.5303867403314917,5,-2.4691378994754194e-05,0.9940675029378075,0.46408839779005523,3,False
