trial_id,behavior_hash,nearest_points,neighborhood_radius,local_feasible_rate,local_feasible_points
S007-EX24-BOUNDARY-EXTENDED-GATED-SCORE-01890,0ad757f60c51afbc5e1b136c9edc5c3dc150b74d630a8664e5acd34d049fc28c,20,0.21673886469681214,0.6,12
S007-EX24-BOUNDARY-EXTENDED-GATED-SCORE-02582,cecf1d530923726b9b6177507dceae7a90e773b22e260885f976fb7d48d8dd5a,20,0.17668301414972065,0.45,9
S007-EX24-BOUNDARY-EXTENDED-GATED-SCORE-02751,193de4a189a2b1a045257cb5d5bfa085d888919cbf23ee046a025d1236f86654,20,0.09457744839649385,0.95,19
S007-EX24-BOUNDARY-EXTENDED-GATED-SCORE-02308,f4cdd93617525df0fa9cab5aa45fe09258f53e1e089fbbadc335f89762204807,20,0.09457744839649385,0.75,15
S007-EX24-BOUNDARY-EXTENDED-GATED-SCORE-02677,973e143611ba803526ac79b5bd3152445d14013b19805534ad2f53bf5bdc794b,20,0.1501520493297046,0.95,19
S007-EX24-BOUNDARY-EXTENDED-GATED-SCORE-01744,ff626c6ab94be33d0487862f781d659e2c085613d82f292aac96cf90fab67310,20,0.09457744839649385,0.95,19
S007-EX24-BOUNDARY-EXTENDED-GATED-SCORE-02538,756ab40100a6626f4ded3275ee7b365f52a079b980008b41a96dc15a49e4d759,20,0.1127835974117114,0.8,16
S007-EX24-BOUNDARY-EXTENDED-GATED-SCORE-02758,3f38040306240f3f4654e8e6ecec766a91eca8f01b40dc897ea0bc5b2d27c9e4,20,0.13615889887678334,0.7,14
S007-EX24-BOUNDARY-EXTENDED-GATED-SCORE-01723,abe947319aa7e094961a29e33e4c949a3c2a1b79645e674f87bdda8070b3188e,20,0.1127835974117114,0.95,19
S007-EX24-BOUNDARY-EXTENDED-GATED-SCORE-01428,abc24f2b0cb30aa6f957e075d60662b14b4041fc8e2cefdbb741c0c982f667b5,20,0.09457744839649385,0.9,18
S007-EX24-BOUNDARY-EXTENDED-GATED-SCORE-01834,abc24f2b0cb30aa6f957e075d60662b14b4041fc8e2cefdbb741c0c982f667b5,20,0.09457744839649385,0.9,18
