parameter,normalized_minimum,normalized_q10,normalized_median,normalized_q90,normalized_maximum,lower_boundary_share,upper_boundary_share,dependency_side
opportunity_total,0.3759464572832436,0.7844976570568405,0.8959379676693868,0.9402263214219135,0.9833656695495829,0.0,0.01046337817638266,NONE
confirmation_total,0.005017773584124039,0.005017773584124039,0.005017773584124039,0.07569652436069545,0.18004175421802288,0.8310911808669657,0.0,LOWER
entry_timing_total,0.23235257207512605,0.54671851513193,0.6738379367890611,0.7970417767369314,0.845365060429572,0.0,0.0,NONE
opp_spx_fraction,0.03437973252474624,0.11516196241508092,0.36809951481916625,0.36843790478596694,0.620397210310224,0.03288490284005979,0.0,NONE
confirm_share_fraction,0.0005756729078607581,0.30465005864901074,0.30465005864901074,0.5213889233458229,0.7529256102142687,0.0029895366218236174,0.0,NONE
risk_shibor_fraction,0.047201699017286214,0.5362584010560032,0.592187211848324,0.9484912845137972,0.9993189765447061,0.0014947683109118087,0.01046337817638266,NONE
entry_quantile,0.7222372182351683,0.7703999110763798,0.9369150461250776,0.9720077584181992,0.9936710553630052,0.0,0.49327354260089684,NONE
exit_quantile,0.5954341349158631,0.880627173835986,0.8926750908533025,0.8926750908533025,0.9939474382488271,0.0,0.0029895366218236174,NONE
confirmation_gate_quantile,0.14689105973188,0.47576999515544716,0.6667979122818402,0.6667979122818402,0.9234767691205736,0.0,0.0,NONE
