state_id,signal_id,name,namespace,state_primary,event_days,coverage_years,max_year_share,rolling_30d_median_event_days,rolling_30d_p10_event_days,rolling_30d_min_event_days,rolling_30d_max_event_days,density_capable,regime_counts_json,behavior_hash
STATE-BDCEC90641C40ECE,SIG-15M-DD53C84A418163CB,bar_single_V230214,bar,阳线,1378,6,0.17634252539912917,30.0,30.0,30,30,True,"{""range"":663,""trend_down"":313,""trend_up"":402}",5ec8abaeda0d6cee893c419e063d2ca0fca6027f43688c9e2cef930fbd44d8bc
STATE-FEF3D4305C76D1FF,SIG-15M-DD53C84A418163CB,bar_single_V230214,bar,阴线,1378,6,0.17634252539912917,30.0,30.0,30,30,True,"{""range"":663,""trend_down"":313,""trend_up"":402}",5ec8abaeda0d6cee893c419e063d2ca0fca6027f43688c9e2cef930fbd44d8bc
STATE-F84C7B229518B598,SIG-15M-0160B290455DD523,bar_tnr_V230630,bar,噪音减少,1376,6,0.17659883720930233,30.0,30.0,29,30,True,"{""range"":662,""trend_down"":312,""trend_up"":402}",f311d2bdc33edad73f7b141c3dd0842e4fd923fa683e2daea89b8be5be253082
STATE-D8B5246357478C60,SIG-15M-0160B290455DD523,bar_tnr_V230630,bar,噪音增加,1378,6,0.17634252539912917,30.0,30.0,30,30,True,"{""range"":663,""trend_down"":313,""trend_up"":402}",5ec8abaeda0d6cee893c419e063d2ca0fca6027f43688c9e2cef930fbd44d8bc
STATE-937BA6987D8C22EF,SIG-15M-A7EE684CA89D561F,cxt_bi_status_V230102,cxt,其他,1374,6,0.17685589519650655,30.0,30.0,28,30,True,"{""range"":663,""trend_down"":310,""trend_up"":401}",1362fa98b564cfbf432af3bc3c1104cd7d124e50f94d7b5a02af55535dff12a5
STATE-12BE51D9B8E6D8F2,SIG-15M-E795B01F2A552066,emv_up_dw_line_V230605,emv,看多,1378,6,0.17634252539912917,30.0,30.0,30,30,True,"{""range"":663,""trend_down"":313,""trend_up"":402}",5ec8abaeda0d6cee893c419e063d2ca0fca6027f43688c9e2cef930fbd44d8bc
STATE-999FB722D51D2966,SIG-15M-E795B01F2A552066,emv_up_dw_line_V230605,emv,看空,1378,6,0.17634252539912917,30.0,30.0,30,30,True,"{""range"":663,""trend_down"":313,""trend_up"":402}",5ec8abaeda0d6cee893c419e063d2ca0fca6027f43688c9e2cef930fbd44d8bc
STATE-96F2F4720288ACC7,SIG-15M-11130A28677917A4,tas_macd_xt_V221208,tas,其他,1378,6,0.17634252539912917,30.0,30.0,30,30,True,"{""range"":663,""trend_down"":313,""trend_up"":402}",5ec8abaeda0d6cee893c419e063d2ca0fca6027f43688c9e2cef930fbd44d8bc
STATE-E330094E9446C108,SIG-15M-C9664FC76DC1D892,vol_gao_di_V221218,vol,其他,1378,6,0.17634252539912917,30.0,30.0,30,30,True,"{""range"":663,""trend_down"":313,""trend_up"":402}",5ec8abaeda0d6cee893c419e063d2ca0fca6027f43688c9e2cef930fbd44d8bc
STATE-DEB71AAF380B1481,SIG-15M-E7E0DC08A576E2AD,vol_single_ma_V230214,vol,多头,1378,6,0.17634252539912917,30.0,30.0,30,30,True,"{""range"":663,""trend_down"":313,""trend_up"":402}",5ec8abaeda0d6cee893c419e063d2ca0fca6027f43688c9e2cef930fbd44d8bc
STATE-6D751EB26A746AE3,SIG-15M-E7E0DC08A576E2AD,vol_single_ma_V230214,vol,空头,1378,6,0.17634252539912917,30.0,30.0,30,30,True,"{""range"":663,""trend_down"":313,""trend_up"":402}",5ec8abaeda0d6cee893c419e063d2ca0fca6027f43688c9e2cef930fbd44d8bc
STATE-9FB91D28AEAFAB3F,SIG-15M-E795E97661A19234,vol_ti_suo_V221216,vol,其他,1376,6,0.17659883720930233,30.0,30.0,29,30,True,"{""range"":663,""trend_down"":312,""trend_up"":401}",79b2e6daced3017ddbf6f082ec27c02f9a467dde3500432eae75d1f4fd579e25
STATE-9FF0669EFA04EFF8,SIG-15M-59F5238AC890CDF4,vol_window_V230801,vol,先缩后放,1377,6,0.17647058823529413,30.0,30.0,29,30,True,"{""range"":663,""trend_down"":312,""trend_up"":402}",19162ff5eb055ddb51ceae61457093600340fb2e8c87cefb907cd6ca0236f339
STATE-F9E1BA9283BCFB49,SIG-15M-9AC89B7EADF8E7CC,bar_classify_V240606,bar,中间,1369,6,0.1760409057706355,30.0,29.0,28,30,True,"{""range"":662,""trend_down"":309,""trend_up"":398}",119a6dcabd348068e0c79ee40a3a3c8c6130feab032319fd132ae5c8af0d8286
STATE-33ED48AD0196842A,SIG-15M-EED38B27A2858EF5,bar_dual_thrust_V230403,bar,看多,1356,6,0.17772861356932154,30.0,29.0,27,30,True,"{""range"":656,""trend_down"":304,""trend_up"":396}",d92891898ec2ca464f6045e56781615ea5552fa018081202d34ad7258cfd485b
STATE-4E82CB51415FD726,SIG-15M-FE6E8A96169C59B9,bar_single_V230506,bar,第3层,1366,6,0.17715959004392387,30.0,29.0,28,30,True,"{""range"":656,""trend_down"":311,""trend_up"":399}",1948f53be2396b9a3d996d5ecffb32d2fc7a8caa5f932d217fb6e818a626ab1f
STATE-16FA4AB1523D18F9,SIG-15M-66B797CBC88F0872,coo_kdj_V230322,coo,其他,1364,6,0.1774193548387097,30.0,29.0,28,30,True,"{""range"":656,""trend_down"":309,""trend_up"":399}",f7634851f7dc5454a3e21c5bfc2694e40eb8d65a28746cc5ddf22a86cb855506
STATE-34DD23C1264B6614,SIG-15M-D659C896E07FEAD8,dema_up_dw_line_V230605,dema,看多,1370,6,0.17737226277372262,30.0,29.0,28,30,True,"{""range"":657,""trend_down"":313,""trend_up"":400}",f9e7e42a2f235fa702237ca556eebb5fe00df94ec51e9646e447e0b1a615debd
STATE-6D3AAAC6401E4BC5,SIG-15M-D659C896E07FEAD8,dema_up_dw_line_V230605,dema,看空,1373,6,0.17698470502549163,30.0,29.0,28,30,True,"{""range"":662,""trend_down"":310,""trend_up"":401}",cec25bf458ce5db7769a0bb6fea4fc82ae2813bce8f245d42dc8788e59af8732
STATE-1B78A185DB454090,SIG-15M-BD785AC153A6A49B,tas_kdj_base_V221101,tas,多头,1367,6,0.17702999268471104,30.0,29.0,28,30,True,"{""range"":656,""trend_down"":310,""trend_up"":401}",e9a351ba8f38f82e37af7afd77bd8f79ccc1dd6e8d3cca9274d0075fd21f0627
STATE-5FACED13C217ABE2,SIG-15M-BD785AC153A6A49B,tas_kdj_base_V221101,tas,空头,1364,6,0.17668621700879766,30.0,29.0,27,30,True,"{""range"":660,""trend_down"":309,""trend_up"":395}",d10538d44ef3361db549348d5c4fb0582d3a0c76a7d25650e92f8e694e41484b
STATE-F2C46C0B7BDF17B2,SIG-15M-2F41426B316A5F2F,tas_macd_direct_V221106,tas,模糊,1372,6,0.17711370262390672,30.0,29.0,29,30,True,"{""range"":660,""trend_down"":311,""trend_up"":401}",537765861cfd80a70a027381a59fae2e56e2b629f7f5eafa587f268121795379
STATE-1204673F3470857B,SIG-15M-C9664FC76DC1D892,vol_gao_di_V221218,vol,低量柱,1370,6,0.17737226277372262,30.0,29.0,28,30,True,"{""range"":659,""trend_down"":311,""trend_up"":400}",aa94be08f53468cb335fd44233a301abbd45b95b5778fee4eca50e4264f8fb3c
STATE-75ED9AD74488432E,SIG-15M-C9664FC76DC1D892,vol_gao_di_V221218,vol,高量柱,1366,6,0.17642752562225475,30.0,29.0,27,30,True,"{""range"":656,""trend_down"":309,""trend_up"":401}",249fe981e14d80d29f78abaf85a5573544ee4b55c29dc3247d09301363514c66
STATE-DB048AE86F057919,SIG-15M-59F5238AC890CDF4,vol_window_V230801,vol,先放后缩,1373,6,0.17625637290604515,30.0,29.0,29,30,True,"{""range"":659,""trend_down"":312,""trend_up"":402}",4fa9c683053e6882b698419a83ab9443df97ebd67181e1cb6d62e5c0d239d212
STATE-0E2E44342D889B83,SIG-15M-EDD4A33B597E96F9,cxt_bi_end_V230222,cxt,其他,1324,6,0.18202416918429004,30.0,28.0,1,30,True,"{""range"":645,""trend_down"":287,""trend_up"":392}",a70f1f756b2eac616f559696092ff9b9b96d53ac317f46a4b195f6802dd231e8
STATE-6EB8B82CD5488E2D,SIG-15M-3C6E38CA4992EFCF,cxt_bi_end_V230618,cxt,其他,1321,6,0.18243754731264195,30.0,28.0,1,30,True,"{""range"":643,""trend_down"":286,""trend_up"":392}",93e493e3ba471cef7e5ae8f91cfa7039b647a6836d0e9e3e65512a800d68769c
STATE-AB578142BB1A629F,SIG-15M-3973D8C11AC2F7E2,jcc_fen_shou_xian_V20221113,jcc,其他,1356,6,0.17772861356932154,30.0,28.0,27,30,True,"{""range"":653,""trend_down"":303,""trend_up"":400}",becbadeb1c89d61fdb5320e5d51bb43b6f5bafdebc05ef9532b9869c275ec4f5
STATE-3229E8B6AF067D87,SIG-15M-3973D8C11AC2F7E2,jcc_fen_shou_xian_V20221113,jcc,满足,1351,6,0.17838638045891933,30.0,28.0,27,30,True,"{""range"":649,""trend_down"":303,""trend_up"":399}",e18849572c1b859029883913e9784f4163458a94b35a4025a1c90049a5cf0f50
STATE-31771549AC600E92,SIG-15M-E795E97661A19234,vol_ti_suo_V221216,vol,缩量,1356,6,0.17772861356932154,30.0,28.0,27,30,True,"{""range"":653,""trend_down"":306,""trend_up"":397}",b691e39df6d99fcc105fb10e17f955df027b0da4561bece16df525f79c21d3ba
STATE-0E317D7B4E816AFE,SIG-15M-7D3B48E8F3F1B814,bar_classify_V240607,bar,看多,1342,6,0.1795827123695976,29.0,28.0,26,30,True,"{""range"":643,""trend_down"":300,""trend_up"":399}",35599b7559734ef20ff4a332b11e94803678b7cc24eb9197ca58ca1d8b0d989f
STATE-29263ADCDBCF0A16,SIG-15M-7D3B48E8F3F1B814,bar_classify_V240607,bar,看空,1337,6,0.17801047120418848,29.0,28.0,26,30,True,"{""range"":641,""trend_down"":307,""trend_up"":389}",3fdb90f7e1a6677be3c1d345cdc20d1237c0fa2f44336348b90cc82fd22ddcbb
STATE-3743B756C987A5BF,SIG-15M-EED38B27A2858EF5,bar_dual_thrust_V230403,bar,看空,1337,6,0.1787584143605086,29.0,28.0,27,30,True,"{""range"":641,""trend_down"":305,""trend_up"":391}",05709cd40124d6c07b9bdda4e8fe3b3b8ac415a8442d4b2132f5b213be731abb
STATE-BB8E04C59A6CC40F,SIG-15M-9D37D2A3A0B34B6F,bar_r_breaker_V230326,bar,其他,1323,6,0.17989417989417988,29.0,28.0,26,30,True,"{""range"":644,""trend_down"":296,""trend_up"":383}",c42f920c2693d45c5d2da1621657b187e0f106678e46d2ef43d8def2f2a17e14
STATE-84693A580B6E15DF,SIG-15M-B65079FFAD4400AC,cci_decision_V240620,cci,其他,1332,6,0.17942942942942944,29.0,28.0,26,30,True,"{""range"":633,""trend_down"":304,""trend_up"":395}",a4622e1055202999e988133efb646e4526dc6490395fcc45d68820ddef7a5b52
STATE-98119FA810D776BD,SIG-15M-34866D3146D3CD25,cxt_bi_trend_V230913,cxt,观望,1319,6,0.18119787717968158,29.0,28.0,0,30,True,"{""range"":637,""trend_down"":286,""trend_up"":396}",e2df4ee318bfd50104f0b36a6e1f6d2a66a30c398083cd2d9eadc441a235470e
STATE-6C056839D1CC717A,SIG-15M-65261F67E89159E7,tas_ma_base_V221101,tas,多头,1335,6,0.17827715355805243,29.0,28.0,25,30,True,"{""range"":640,""trend_down"":303,""trend_up"":392}",48b005b7ab964a5a8a5eb8d884e36536cc3439471d9df9be28914d49e23fde40
STATE-C6103D31FA579D5D,SIG-15M-65261F67E89159E7,tas_ma_base_V221101,tas,空头,1334,6,0.17766116941529236,29.0,28.0,26,30,True,"{""range"":645,""trend_down"":301,""trend_up"":388}",bdae229306b4c96645f46821c08b3d84fabadd41aadf6f0df802a793c0c66525
STATE-72A515075B6583C7,SIG-15M-671B0E08FF15C6B5,tas_ma_base_V221203,tas,多头,1335,6,0.17827715355805243,29.0,28.0,25,30,True,"{""range"":640,""trend_down"":303,""trend_up"":392}",48b005b7ab964a5a8a5eb8d884e36536cc3439471d9df9be28914d49e23fde40
STATE-4B7584F47597B48D,SIG-15M-671B0E08FF15C6B5,tas_ma_base_V221203,tas,空头,1334,6,0.17766116941529236,29.0,28.0,26,30,True,"{""range"":645,""trend_down"":301,""trend_up"":388}",bdae229306b4c96645f46821c08b3d84fabadd41aadf6f0df802a793c0c66525
STATE-925544FB05DCB71F,SIG-15M-ADD449FDAD9B6F9E,tas_ma_base_V230313,tas,看多,1334,6,0.17841079460269865,29.0,28.0,25,30,True,"{""range"":639,""trend_down"":303,""trend_up"":392}",a860fad945ff5ab502697d01256cf69385064b09af4f1bc87eccc031e498fc83
STATE-10C5A6D0CEC0D211,SIG-15M-ADD449FDAD9B6F9E,tas_ma_base_V230313,tas,看空,1334,6,0.17766116941529236,29.0,28.0,26,30,True,"{""range"":645,""trend_down"":301,""trend_up"":388}",bdae229306b4c96645f46821c08b3d84fabadd41aadf6f0df802a793c0c66525
STATE-8C85D3F2C7E5384B,SIG-15M-E795E97661A19234,vol_ti_suo_V221216,vol,梯量,1334,6,0.17766116941529236,29.0,28.0,26,30,True,"{""range"":646,""trend_down"":300,""trend_up"":388}",522fff319f23cb6bef9ee05c2e6c94b9c10dfb3a178c8f9f685aa4f6bd2d7e9f
STATE-62A213D703FE0C3A,SIG-15M-4E241FD8B00D4993,xl_bar_position_V240328,xl,其他,1345,6,0.1762081784386617,29.0,28.0,26,30,True,"{""range"":648,""trend_down"":305,""trend_up"":392}",280a7091e369401f7a325c12fd6b19d5aa8525ac07b4ff372ef080177d679127
STATE-28ABDE67621C6165,SIG-15M-DFDE43C57F397F10,bar_zfzd_V241013,bar,其他,1307,6,0.180566182096404,29.0,27.0,25,30,True,"{""range"":634,""trend_down"":296,""trend_up"":377}",b9de0e2c75fe81013f0177cc5cd2197ab94fb70b6b723b3b45d0bd1ba60858fd
STATE-7A3E1DEF580BFEB2,SIG-15M-DFDE43C57F397F10,bar_zfzd_V241013,bar,满足,1313,6,0.1805026656511805,29.0,27.0,25,30,True,"{""range"":633,""trend_down"":296,""trend_up"":384}",374e09bc4cdc43640e772d13ab43f8c3578ce115e04ca9ceb1c1dee4118d3535
STATE-DADCD9707A853771,SIG-15M-3C5A99184741CFBF,bar_zfzd_V241014,bar,其他,1312,6,0.1798780487804878,29.0,27.0,25,30,True,"{""range"":628,""trend_down"":300,""trend_up"":384}",064c38d87379fabc86fb07d5683fde0771bf962aeca73c280ba860f683fcbd6c
STATE-43C63775D3BB33C4,SIG-15M-3C5A99184741CFBF,bar_zfzd_V241014,bar,满足,1314,6,0.1796042617960426,29.0,27.0,25,30,True,"{""range"":630,""trend_down"":299,""trend_up"":385}",1f1e8bef9d91c87a0b38146956e5551e40e5762b8bd1928478ec8c251c751480
STATE-266652487B56C239,SIG-15M-34BAA04AE8BFD084,tas_double_ma_V230511,tas,其他,1319,6,0.17968157695223655,29.0,27.0,26,30,True,"{""range"":635,""trend_down"":298,""trend_up"":386}",d14e521c452850fa71d4014efd4855f1f6cfa858f7b37ac87f002593d391d9a7
STATE-0D432BD52F20742A,SIG-15M-B13D9E09CB73C316,bar_eight_V230702,bar,转折平衡市,1298,6,0.1810477657935285,28.0,27.0,25,30,True,"{""range"":631,""trend_down"":297,""trend_up"":370}",6e81b67f9322c40f4248f6ad98596ae30d3e42da8f2612abbaff4479e84dba73
STATE-4EEEC6A07B55C41D,SIG-15M-C7AEE26AAC44983F,bar_triple_V230506,bar,其他,1298,6,0.17873651771956856,29.0,26.0,24,30,True,"{""range"":625,""trend_down"":296,""trend_up"":377}",3d9ad1e2a9ba25c697622225debf655655be25ef2783ff7e9772c3e8238fbb15
STATE-BC0C3BA23AC2232E,SIG-15M-36599A6AB7AD928D,cxt_bi_base_V230228,cxt,向上,1278,6,0.1838810641627543,29.0,26.0,0,30,True,"{""range"":617,""trend_down"":278,""trend_up"":383}",fa7ad21c15079276eeda1cd92b207e3519a82a078822f4015a40d18e08cd3150
STATE-CF50AFFF20E2FC9E,SIG-15M-36599A6AB7AD928D,cxt_bi_base_V230228,cxt,向下,1277,6,0.18480814408770557,29.0,26.0,0,30,True,"{""range"":620,""trend_down"":277,""trend_up"":380}",c4373d3f8f7635b6078a794c0e49dc5d85b44bd128ae30734121dc96902d5c3d
STATE-58EBAA3B69EA3379,SIG-15M-472EB8B25DB11A11,cxt_bi_stop_V230815,cxt,向上,1278,6,0.1838810641627543,29.0,26.0,0,30,True,"{""range"":617,""trend_down"":278,""trend_up"":383}",fa7ad21c15079276eeda1cd92b207e3519a82a078822f4015a40d18e08cd3150
STATE-6E739E4313AD6297,SIG-15M-472EB8B25DB11A11,cxt_bi_stop_V230815,cxt,向下,1277,6,0.18480814408770557,29.0,26.0,0,30,True,"{""range"":620,""trend_down"":277,""trend_up"":380}",c4373d3f8f7635b6078a794c0e49dc5d85b44bd128ae30734121dc96902d5c3d
STATE-B169302806505732,SIG-15M-DE48DC3ED39053B8,jcc_shan_chun_V221121,jcc,三山,1277,6,0.18480814408770557,29.0,26.0,0,30,True,"{""range"":620,""trend_down"":277,""trend_up"":380}",c4373d3f8f7635b6078a794c0e49dc5d85b44bd128ae30734121dc96902d5c3d
STATE-6C0C46E0B9B0E896,SIG-15M-DE48DC3ED39053B8,jcc_shan_chun_V221121,jcc,三川,1278,6,0.1838810641627543,29.0,26.0,0,30,True,"{""range"":617,""trend_down"":278,""trend_up"":383}",fa7ad21c15079276eeda1cd92b207e3519a82a078822f4015a40d18e08cd3150
STATE-54A5AEAFD6EA6BE3,SIG-15M-7CD3AFDC5A6A7228,xl_bar_trend_V240331,xl,其他,1270,6,0.17795275590551182,28.0,26.0,24,30,True,"{""range"":612,""trend_down"":290,""trend_up"":368}",531a0f38ad8b5a829faf51df4906fea3b197f9f75428d92d42d445cfe2426d6b
STATE-42AD49C277EB5630,SIG-15M-3549337D5A9880B5,xl_bar_trend_V240623,xl,其他,1282,6,0.17784711388455537,28.0,26.0,24,30,True,"{""range"":610,""trend_down"":295,""trend_up"":377}",80db8d947721c230943f91a00b213427bad331fbdcd50c7ab3ff9a415ddd84e0
STATE-7636303FB2A87C14,SIG-15M-DFEE777E5079C66D,zdy_macd_V230519,zdy,其他,1296,6,0.17978395061728394,28.0,26.0,24,30,True,"{""range"":625,""trend_down"":296,""trend_up"":375}",ec270af732ef44358dafeebfdba9bb882c7b99811bd513b28307288b4fafa62b
STATE-863FFB339FAE4039,SIG-15M-2F41426B316A5F2F,tas_macd_direct_V221106,tas,向下,1260,6,0.18333333333333332,28.0,25.0,24,30,True,"{""range"":614,""trend_down"":282,""trend_up"":364}",d4129079b30f51076c85a5b2145ec1b685db8130f804f8005a308cdf10413083
STATE-73AC098513BEAEFD,SIG-15M-2F41426B316A5F2F,tas_macd_direct_V221106,tas,向上,1247,6,0.18123496391339214,27.0,25.0,23,30,True,"{""range"":599,""trend_down"":288,""trend_up"":360}",0107adb7d31b8a3014401242451f14ba790346a9b269d3b5e3dbe13ca945a888
STATE-2BAABDF755E2F1A7,SIG-15M-19A830A936D7C06E,vol_double_ma_V230214,vol,看空,1254,6,0.18660287081339713,27.0,25.0,21,30,True,"{""range"":599,""trend_down"":288,""trend_up"":367}",a9088affd49629bf2c6ae1132a3f5f161cd1831c1328eb661ffb5b44540160b6
STATE-FDEA64771DA711FD,SIG-15M-B13D9E09CB73C316,bar_eight_V230702,bar,强平衡市,1216,6,0.18338815789473684,27.0,24.0,21,30,True,"{""range"":584,""trend_down"":268,""trend_up"":364}",fbb5c51635ccf611fc754e144d36378b540f70f8bdbacd0b710db43b4bf6c2b4
STATE-0C1A1240A8505DB5,SIG-15M-FE6E8A96169C59B9,bar_single_V230506,bar,第4层,1239,6,0.1791767554479419,27.0,24.0,18,30,True,"{""range"":591,""trend_down"":292,""trend_up"":356}",efde10ab5a50e0e3e047049c4a96583185b74be24b374a5300c9bc2056566af7
STATE-EA417FE56624E489,SIG-15M-F3DAE9D00CB7D26D,byi_fx_num_V230628,byi,其他,1217,6,0.18241577649958915,27.0,24.0,1,30,True,"{""range"":591,""trend_down"":261,""trend_up"":365}",0bf9c5754b380be672f76cc6693a9cd6846486008d10bc8e0180f54aca252506
STATE-CE12B7ED7C56841E,SIG-15M-07F42D175281AD79,cxt_bi_zdf_V230601,cxt,其他,1217,6,0.18241577649958915,27.0,24.0,1,30,True,"{""range"":591,""trend_down"":261,""trend_up"":365}",0bf9c5754b380be672f76cc6693a9cd6846486008d10bc8e0180f54aca252506
STATE-BD6F222C23671F5D,SIG-15M-4C8816B4C10B6B82,cxt_decision_V240612,cxt,其他,1232,6,0.18993506493506493,27.0,24.0,19,30,True,"{""range"":597,""trend_down"":278,""trend_up"":357}",79add283fc62d841f1e50e98053f042e7de7533507d998b2d4b0016a749243b0
STATE-0FA7F3C07D0BBA92,SIG-15M-7413D069FB7FDF97,cxt_three_bi_V230618,cxt,其他,1207,6,0.18144159072079535,27.0,24.0,1,30,True,"{""range"":585,""trend_down"":260,""trend_up"":362}",872c32bb9ad4a3164a286980c77b2b2a614283ab91c30c0d22322937f60e7baa
STATE-4A2C5D91759EFA12,SIG-15M-3CAE8A92B11B138D,cxt_ubi_end_V230816,cxt,其他,1228,6,0.18159609120521172,27.0,24.0,0,30,True,"{""range"":591,""trend_down"":272,""trend_up"":365}",aa63604e90521240ac2c01b60166be2ad4a7f12208fb62f8bb774e7bc8e94ee3
STATE-1A9127E69A95C250,SIG-15M-B13D9E09CB73C316,bar_eight_V230702,bar,弱平衡市,1204,6,0.18438538205980065,26.0,24.0,22,30,True,"{""range"":577,""trend_down"":278,""trend_up"":349}",fa841e41478080b9fb6f9fa3168d8bcff2685b10b70f8295fda1850b06c29ef7
STATE-319D91ED3C8F5959,SIG-15M-9C72FB97E7E98844,bar_zdt_V230331,bar,其他,1196,6,0.18394648829431437,26.0,24.0,21,30,True,"{""range"":567,""trend_down"":269,""trend_up"":360}",63f3537cdc22dbb4cdb7f433d13ce92f4fe2f0f35710284d1226c3d6dc622d58
STATE-E5D9EE456F0CD4EA,SIG-15M-1A28C608DE616064,tas_sar_base_V230425,tas,其他,1204,6,0.18106312292358803,26.0,24.0,20,30,True,"{""range"":582,""trend_down"":268,""trend_up"":354}",429b2ac28d3d4aa1fa5c0c52add1bef2c22b683fe5cccf621adce5ab7285d3b4
STATE-A0E1948F844634B3,SIG-15M-C8D81D82430E4C9C,zdy_macd_dif_V230516,zdy,看多,1192,6,0.18288590604026847,26.0,24.0,21,30,True,"{""range"":573,""trend_down"":278,""trend_up"":341}",36dc71513a8b4ee38ba42c42528f5a1fbc53c6c7e9ea189a8051ace66a2e856f
STATE-659CE698A297A072,SIG-15M-C8D81D82430E4C9C,zdy_macd_dif_V230516,zdy,看空,1201,6,0.1806827643630308,26.0,24.0,22,30,True,"{""range"":584,""trend_down"":270,""trend_up"":347}",054387b845b7a7ca42280af017b44f648ddce694926d780363d1363c71803143
STATE-437FB4D22D365FE3,SIG-15M-A7EE684CA89D561F,cxt_bi_status_V230102,cxt,向上,1172,6,0.18088737201365188,26.0,23.0,19,30,True,"{""range"":561,""trend_down"":263,""trend_up"":348}",d84190222d26d5837e281efaa15550b0ef13cc14d1f31a8f950c4b4f3e69e10a
STATE-61F40F218281C4DB,SIG-15M-B36D9A91995507FB,tas_cci_base_V230402,tas,其他,1152,6,0.1831597222222222,25.0,23.0,20,29,True,"{""range"":560,""trend_down"":254,""trend_up"":338}",19b25b73e34ca4c8dd29895e090d11393f168c399e5ec97909e7c3e5cec2bd77
STATE-DA67C1116D1FDEBA,SIG-15M-B74D2BEBB6930143,tas_ma_system_V230513,tas,其他,1168,6,0.1797945205479452,25.0,23.0,20,29,True,"{""range"":567,""trend_down"":263,""trend_up"":338}",5849087d13ec4f6cb0feea265ebb9b992adcf999b7d49a5a0af1ece5f82e8d6d
STATE-C1EF89924349082F,SIG-15M-FE6E8A96169C59B9,bar_single_V230506,bar,第2层,1198,6,0.17946577629382304,27.0,22.0,17,30,True,"{""range"":570,""trend_down"":267,""trend_up"":361}",c2f6e6ddf2b9c578d2d617aa80a57c28d6fc3f573659d2bf678b4668d82144cd
STATE-C41F9CFBB09789BF,SIG-15M-A7EE684CA89D561F,cxt_bi_status_V230102,cxt,向下,1154,6,0.1923743500866551,26.0,22.0,1,30,True,"{""range"":557,""trend_down"":257,""trend_up"":340}",ab87dbd0196fe2df8290f2e4688b79fefb49c3d4adae88a0cecafa04dfc33a0a
