prototype_id,runtime_sha256,runtime_source_sha256,input_requirement_count,prepared_dataset_identity,advanced_input_ranges,history_rows,target_states,target_transitions,entries,exits,cooldown_rows,primary_decisions,primary_orders,primary_fills,stress_decisions,stress_orders,stress_fills
S008-P04-PRECIOUS-METAL-PREFERENCE,fa6ca1649edd6decf4239ef5670432ccf34281fa47e56ecf28740f10f917f886,7a561c5bd1a058bd042b7e2def24b54a985b009affbc4de4671abf184c0b1a4c,5,74a4c5fa0fef4e52c639357dbf4c53b92a06455337949256e6deddcee8bc5a11,4,521,0|1,8,4,4,20,521,10,8,521,10,8
